SA4_CODE_2021,C11_0_14_SEO,C11_0_14_UOL_SE_Vw_w,C11_0_14_UOL_SE_Nw_Na,C11_0_14_UOL_SE_P_E_n,C11_0_14_UOL_SE_Tot,C11_0_14_LPE_NS,C11_0_14_Tot,C11_15_24_SEO,C11_15_24_UOL_SE_Vw_w,C11_15_24_UOL_SE_Nw_Na,C11_15_24_UOL_SE_P_E_n,C11_15_24_UOL_SE_Tot,C11_15_24_LPE_NS,C11_15_24_Tot,C11_25_34_SEO,C11_25_34_UOL_SE_Vw_w,C11_25_34_UOL_SE_Nw_Na,C11_25_34_UOL_SE_P_E_n,C11_25_34_UOL_SE_Tot,C11_25_34_LPE_NS,C11_25_34_Tot,C11_35_44_SEO,C11_35_44_UOL_SE_Vw_w,C11_35_44_UOL_SE_Nw_Na,C11_35_44_UOL_SE_P_E_n,C11_35_44_UOL_SE_Tot,C11_35_44_LPE_NS,C11_35_44_Tot,C11_45_54_SEO,C11_45_54_UOL_SE_Vw_w,C11_45_54_UOL_SE_Nw_Na,C11_45_54_UOL_SE_P_E_n,C11_45_54_UOL_SE_Tot,C11_45_54_LPE_NS,C11_45_54_Tot,C11_55_64_SEO,C11_55_64_UOL_SE_Vw_w,C11_55_64_UOL_SE_Nw_Na,C11_55_64_UOL_SE_P_E_n,C11_55_64_UOL_SE_Tot,C11_55_64_LPE_NS,C11_55_64_Tot,C11_65_74_SEO,C11_65_74_UOL_SE_Vw_w,C11_65_74_UOL_SE_Nw_Na,C11_65_74_UOL_SE_P_E_n,C11_65_74_UOL_SE_Tot,C11_65_74_LPE_NS,C11_65_74_Tot,C11_75_84_SEO,C11_75_84_UOL_SE_Vw_w,C11_75_84_UOL_SE_Nw_Na,C11_75_84_UOL_SE_P_E_n,C11_75_84_UOL_SE_Tot,C11_75_84_LPE_NS,C11_75_84_Tot,C11_85_over_SEO,C11_85_over_UOL_SE_Vw_w,C11_85_over_UOL_SE_Nw_Na,C11_85_over_UOL_SE_P_E_n,C11_85_over_UOL_SE_Tot,C11_85_over_LPE_NS,C11_85_over_Tot,C11_Tot_SEO,C11_Tot_UOL_SE_Vw_w,C11_Tot_UOL_SE_Nw_Na,C11_Tot_UOL_SE_P_E_n,C11_Tot_UOL_SE_Tot,C11_Tot_LPE_NS,C11_Tot_Tot,C16_0_14_SEO,C16_0_14_UOL_SE_Vw_w,C16_0_14_UOL_SE_Nw_Na,C16_0_14_UOL_SE_P_E_n,C16_0_14_UOL_SE_Tot,C16_0_14_LPE_NS,C16_0_14_Tot,C16_15_24_SEO,C16_15_24_UOL_SE_Vw_w,C16_15_24_UOL_SE_Nw_Na,C16_15_24_UOL_SE_P_E_n,C16_15_24_UOL_SE_Tot,C16_15_24_LPE_NS,C16_15_24_Tot,C16_25_34_SEO,C16_25_34_UOL_SE_Vw_w,C16_25_34_UOL_SE_Nw_Na,C16_25_34_UOL_SE_P_E_n,C16_25_34_UOL_SE_Tot,C16_25_34_LPE_NS,C16_25_34_Tot,C16_35_44_SEO,C16_35_44_UOL_SE_Vw_w,C16_35_44_UOL_SE_Nw_Na,C16_35_44_UOL_SE_P_E_n,C16_35_44_UOL_SE_Tot,C16_35_44_LPE_NS,C16_35_44_Tot,C16_45_54_SEO,C16_45_54_UOL_SE_Vw_w,C16_45_54_UOL_SE_Nw_Na,C16_45_54_UOL_SE_P_E_n,C16_45_54_UOL_SE_Tot,C16_45_54_LPE_NS,C16_45_54_Tot,C16_55_64_SEO,C16_55_64_UOL_SE_Vw_w,C16_55_64_UOL_SE_Nw_Na,C16_55_64_UOL_SE_P_E_n,C16_55_64_UOL_SE_Tot,C16_55_64_LPE_NS,C16_55_64_Tot,C16_65_74_SEO,C16_65_74_UOL_SE_Vw_w,C16_65_74_UOL_SE_Nw_Na,C16_65_74_UOL_SE_P_E_n,C16_65_74_UOL_SE_Tot,C16_65_74_LPE_NS,C16_65_74_Tot,C16_75_84_SEO,C16_75_84_UOL_SE_Vw_w,C16_75_84_UOL_SE_Nw_Na,C16_75_84_UOL_SE_P_E_n,C16_75_84_UOL_SE_Tot,C16_75_84_LPE_NS,C16_75_84_Tot,C16_85_over_SEO,C16_85_over_UOL_SE_Vw_w,C16_85_over_UOL_SE_Nw_Na,C16_85_over_UOL_SE_P_E_n,C16_85_over_UOL_SE_Tot,C16_85_over_LPE_NS,C16_85_over_Tot,C16_Tot_SEO,C16_Tot_UOL_SE_Vw_w,C16_Tot_UOL_SE_Nw_Na,C16_Tot_UOL_SE_P_E_n,C16_Tot_UOL_SE_Tot,C16_Tot_LPE_NS,C16_Tot_Tot,C21_0_14_SEO,C21_0_14_UOL_SE_Vw_w,C21_0_14_UOL_SE_Nw_Na,C21_0_14_UOL_SE_P_E_n,C21_0_14_UOL_SE_Tot,C21_0_14_LPE_NS,C21_0_14_Tot,C21_15_24_SEO,C21_15_24_UOL_SE_Vw_w,C21_15_24_UOL_SE_Nw_Na,C21_15_24_UOL_SE_P_E_n,C21_15_24_UOL_SE_Tot,C21_15_24_LPE_NS,C21_15_24_Tot,C21_25_34_SEO,C21_25_34_UOL_SE_Vw_w,C21_25_34_UOL_SE_Nw_Na,C21_25_34_UOL_SE_P_E_n,C21_25_34_UOL_SE_Tot,C21_25_34_LPE_NS,C21_25_34_Tot,C21_35_44_SEO,C21_35_44_UOL_SE_Vw_w,C21_35_44_UOL_SE_Nw_Na,C21_35_44_UOL_SE_P_E_n,C21_35_44_UOL_SE_Tot,C21_35_44_LPE_NS,C21_35_44_Tot,C21_45_54_SEO,C21_45_54_UOL_SE_Vw_w,C21_45_54_UOL_SE_Nw_Na,C21_45_54_UOL_SE_P_E_n,C21_45_54_UOL_SE_Tot,C21_45_54_LPE_NS,C21_45_54_Tot,C21_55_64_SEO,C21_55_64_UOL_SE_Vw_w,C21_55_64_UOL_SE_Nw_Na,C21_55_64_UOL_SE_P_E_n,C21_55_64_UOL_SE_To,C21_55_64_LPE_NS,C21_55_64_T,C21_65_74_SEO,C21_65_74_UOL_SE_Vw_w,C21_65_74_UOL_SE_Nw_Na,C21_65_74_UOL_SE_P_E_n,C21_65_74_UOL_SE_Tot,C21_65_74_LPE_NS,C21_65_74_Tot,C21_75_84_SEO,C21_75_84_UOL_SE_Vw_w,C21_75_84_UOL_SE_Nw_Na,C21_75_84_UOL_SE_P_E_n,C21_75_84_UOL_SE_Tot,C21_75_84_LPE_NS,C21_75_84_Tot,C21_85_over_SEO,C21_85_over_UOL_SE_Vw_w,C21_85_over_UOL_SE_Nw_Na,C21_85_over_UOL_SE_P_E_n
111,56532,2179,745,106,3034,1945,61505,42087,2393,238,33,2663,1609,46363,37256,3183,233,27,3449,1523,42230,40447,2707,221,23,2948,1445,44838,42636,2265,234,35,2541,1563,46732,38736,1882,276,24,2184,1317,42233,27031,1324,344,17,1690,1053,29772,17793,981,396,19,1399,1011,20202,7403,455,214,14,688,633,8728,309912,17373,2911,302,20586,12103,342601,57549,2905,969,104,3979,1888,63418,41466,2840,360,23,3229,1632,46327,39732,4207,415,37,4660,1954,46341,38748,3637,291,30,3956,1630,44330,41633,2618,296,24,2938,1990,46562,40642,2105,318,28,2450,2055,45150,32466,1618,288,26,1934,1873,36272,17729,1025,418,23,1474,1577,20776,7661,462,228,6,695,1570,9924,317625,21422,3589,308,25317,16168,359104,60062,4146,944,271,5363,2198,67624,43615,3024,156,12,3188,2066,48868,44249,5183,448,14,5647,2096,51995,41056,5213,497,7,5715,1768,48540,43003,3221,377,14,3611,1578,48194,43232,2285,364,11,2659,1538,47431,37912,1757,399,18,2174,1584,41675,22462,1071,343,14,1429,1426,25316,8948,562,264,13
112,39211,1174,307,52,1529,1611,42353,22862,838,72,22,930,1071,24852,18667,1122,72,18,1214,890,20778,25887,1439,117,22,1571,1100,28562,31641,1277,83,14,1376,1312,34326,30432,1017,66,11,1095,1221,32745,20527,637,53,8,698,858,22083,13979,479,95,13,589,841,15410,5718,194,53,3,252,541,6510,208920,8180,909,162,9254,9439,227615,36529,1511,339,51,1904,2651,41081,21741,811,50,20,876,1751,24367,18862,1471,118,12,1606,1739,22202,23792,1792,89,24,1903,2074,27770,28874,1459,99,23,1576,2533,32985,32981,1132,91,19,1242,3021,37248,26208,830,59,15,902,2250,29361,14443,529,60,20,607,1499,16553,6669,249,71,10,330,1044,8042,210092,9786,971,188,10946,18564,239599,36848,2264,378,129,2769,3209,42820,22098,1010,44,7,1067,1847,25007,20943,2610,129,7,2746,2073,25763,24843,2695,138,4,2841,2313,29993,29078,1708,120,8,1836,2261,33175,33768,1275,115,12,1406,2323,37504,32163,958,70,6,1038,2045,35234,17294,463,60,10,530,1395,19222,6931,248,67,0
113,29097,1249,351,49,1646,1197,31941,18437,989,76,17,1083,997,20515,14404,1356,264,24,1651,952,17007,16423,1287,185,23,1490,911,18830,18250,1159,117,17,1290,857,20398,16209,816,141,11,966,667,17846,11127,667,152,10,829,532,12485,6874,468,220,4,698,409,7980,2634,174,112,7,286,203,3126,133458,8153,1615,162,9944,6724,150120,27098,1558,450,49,2054,1940,31092,17340,1018,158,15,1186,1383,19907,14908,1978,488,17,2482,1586,18981,14590,1737,274,27,2037,1551,18184,16826,1308,202,29,1535,1519,19888,17096,908,183,20,1105,1624,19827,12999,634,134,14,782,1266,15043,7497,506,195,11,715,855,9060,3137,210,137,8,356,463,3950,131504,9847,2215,182,12248,12187,155932,26981,2302,578,108,2991,2033,31999,17448,1460,111,7,1580,1461,20495,15906,2920,542,19,3481,1574,20957,14437,2664,457,16,3140,1484,19057,16031,1480,428,15,1919,1398,19343,17782,1031,351,9,1392,1249,20423,15107,617,206,10,827,1099,17036,8676,439,146,5,596,824,10095,3420,186,147,3
114,23253,486,121,24,626,1073,24949,13621,342,22,8,366,781,14774,9962,440,23,4,461,697,11120,14171,656,53,13,721,786,15680,17552,708,61,13,779,892,19223,18442,783,54,11,849,783,20065,15574,777,83,11,878,690,17145,9134,483,79,8,568,620,10313,3164,137,20,8,161,412,3737,124876,4797,517,90,5407,6719,137003,22424,683,197,16,900,1363,24688,13258,468,98,6,573,1001,14828,11243,888,54,10,959,1074,13273,13043,875,69,12,956,1144,15141,16594,792,69,13,872,1277,18749,19691,816,86,12,913,1367,21967,19568,933,101,15,1045,1445,22061,10504,577,97,11,687,879,12068,3924,173,49,6,230,433,4583,130255,6214,818,101,7131,9975,147359,23118,1130,244,61,1439,1534,26100,13725,551,42,9,608,982,15312,13052,1468,73,5,1547,1146,15749,13647,1568,97,13,1672,1127,16449,16802,1016,94,0,1108,1103,19016,21158,893,105,9,1006,1108,23275,22747,899,121,11,1024,1074,24844,13421,630,85,7,723,854,14997,4437,226,60,4
115,35492,6478,1307,129,7909,1124,44530,23062,5782,129,52,5965,738,29760,14523,5297,180,30,5511,591,20627,21994,8008,531,51,8593,823,31403,22146,8558,811,68,9436,832,32417,19109,5801,801,40,6643,727,26475,11386,2521,722,27,3265,435,15083,5143,1007,528,13,1543,238,6922,2576,272,199,11,488,128,3192,155427,43730,5208,417,49353,5631,210413,34890,8685,1997,179,10862,1208,46962,23225,6523,170,28,6714,847,30790,14704,7093,368,38,7499,756,22958,19647,10842,676,63,11582,952,32181,22094,9524,1006,57,10586,1158,33843,18428,6932,1602,57,8596,916,27941,14197,3921,1184,27,5131,770,20099,6282,1448,733,23,2201,488,8965,2663,447,328,11,788,553,4003,156135,55413,8061,485,63961,7644,227741,35543,14537,1984,650,17176,1252,53970,25087,8062,132,11,8205,679,33968,15823,8931,395,15,9340,714,25876,18590,18838,874,23,19737,897,39217,23702,12178,1104,13,13303,763,37757,19608,8889,1998,19,10916,624,31141,15533,5640,2508,19,8175,564,24274,9302,2158,1092,19,3264,553,13127,3296,610,498,13
116,47825,16584,4001,556,21140,3066,72028,26911,13480,393,167,14039,1695,42642,25010,18955,964,205,20122,1846,46983,24666,17860,1277,165,19301,1564,45533,21001,14781,1881,132,16792,1328,39126,16969,9734,2114,99,11945,995,29907,9623,4133,1775,47,5954,617,16192,4754,1797,1339,42,3177,395,8319,1438,569,597,34,1194,162,2791,178199,97887,14336,1437,113659,11662,303525,48750,19848,4551,517,24919,3654,77327,28284,15482,442,116,16049,2062,46386,24597,24018,1211,197,25420,2706,52721,23282,24436,1564,226,26227,2392,51901,21256,16867,2076,154,19094,1991,42341,16951,12269,2963,152,15379,1607,33935,11759,6401,2282,93,8775,1176,21712,5225,2247,1571,35,3861,652,9736,1733,760,748,25,1530,308,3575,181832,122330,17411,1514,141251,16550,339638,50272,29184,5030,1516,35724,5082,91082,28907,18970,386,47,19396,2882,51193,25848,29147,1220,55,30422,3947,60222,23000,39851,1894,52,41792,3538,68328,22191,21053,2385,40,23476,2282,47949,17936,14946,3618,50,18619,1546,38101,13172,9151,3771,57,12985,1091,27249,6534,3255,2017,31,5297,710,12543,1983,964,914,21
117,17200,5415,1915,196,7526,2462,27182,18843,13320,1286,137,14746,4654,38234,40169,23300,1944,237,25487,8088,73736,29280,11479,1151,120,12743,4295,46321,19555,6803,1688,65,8555,2905,31015,13977,4910,2113,68,7091,2191,23256,7112,3008,2467,64,5538,1247,13907,3549,1499,2261,50,3806,750,8112,1432,368,622,8,1000,359,2785,151103,70097,15453,947,86497,26942,264542,19436,5922,2291,246,8459,2361,30253,20065,21569,3062,129,24760,5445,50264,46881,31097,3706,179,34984,10213,92077,29789,15111,1612,117,16843,5188,51822,22062,8116,1554,64,9728,3536,35328,15631,5469,2340,72,7881,2644,26159,9537,3657,2275,72,6004,1627,17163,3810,1842,2458,45,4338,896,9049,1534,530,963,26,1521,370,3428,168747,93307,20266,947,114516,32279,315551,21305,7169,2030,710,9903,1612,32822,22147,15367,1105,28,16491,2689,41325,52908,33946,3041,54,37033,5878,95819,34289,19622,1907,23,21557,3323,59167,25116,9470,1391,16,10870,2118,38106,19116,6175,2280,29,8481,1703,29296,12089,4317,2619,37,6969,1159,20220,5282,2246,2367,32,4648,790,10722,1531,641,1197,17
118,28565,4940,1347,175,6465,2883,37911,19606,9210,556,92,9855,2995,32457,33010,11576,420,77,12072,5426,50516,28037,8120,397,64,8583,3668,40288,20860,6298,598,58,6956,2545,30369,16719,5078,789,53,5919,1911,24553,10870,3437,958,53,4455,1353,16676,6829,2200,1058,35,3289,919,11042,3647,994,461,24,1481,604,5734,168155,51854,6596,629,59077,22317,249544,30375,6153,1479,180,7808,2562,40752,19907,11431,1163,54,12650,2813,35376,33093,13834,679,66,14580,5490,53162,27476,9954,402,51,10405,3757,41641,22740,6802,568,40,7410,2740,32891,17094,5043,832,47,5920,2067,25085,13307,4062,865,50,4974,1792,20074,6955,2457,1097,33,3590,1171,11718,3735,1190,541,20,1752,856,6344,174686,60927,7629,541,69090,23255,267031,30228,6681,1138,394,8221,1578,40017,21158,5731,145,9,5884,1473,28513,34640,12265,396,7,12666,3028,50336,26881,10544,401,16,10965,2134,39986,25108,6923,440,10,7376,1544,34027,19653,5334,744,14,6097,1138,26890,15059,4183,1002,20,5199,1001,21255,9193,2708,983,14,3702,948,13846,3523,1072,662,21
119,43525,40861,10457,1321,52640,6243,102401,26037,36795,1919,374,39090,3296,68422,23219,48637,3742,360,52739,4255,80215,25360,39071,5940,349,45362,3363,74081,25782,30382,10020,329,40737,3024,69543,23131,19227,9615,231,29071,2338,54540,15761,11134,8161,166,19457,1528,36749,12601,5432,6708,132,12270,1328,26196,7500,1177,1883,41,3100,854,11456,202906,232715,58451,3305,294465,26239,523610,48840,40823,10785,1022,52640,5614,107088,27818,41596,2707,319,44620,3426,75868,25558,58126,5701,368,64198,4969,94731,24504,43027,5963,371,49365,3728,77595,24556,34009,9559,316,43883,3340,71774,22517,22847,12682,254,35785,2769,61072,17409,13717,9239,201,23165,2062,42632,10403,7071,8033,164,15269,1568,27237,7135,1987,3063,94,5144,1134,13413,208748,263202,67746,3117,334063,28604,571417,50840,41128,8368,2112,51606,6341,108789,30290,40600,1379,105,42087,4018,76399,29048,56239,5156,139,61531,5903,96482,25814,47683,6163,103,53948,4662,84427,26262,35810,8694,109,44611,3459,74330,24075,27868,13757,111,41737,2931,68740,18561,17029,12592,96,29718,2264,50540,10961,8755,8704,79,17541,2115,30611,5502,2600,4417,49
120,27946,9344,2737,279,12359,2423,42723,16291,12638,857,124,13623,1903,31819,23238,20814,1307,188,22308,3189,48738,24813,14194,1604,136,15932,2335,43080,19977,11270,2581,110,13966,1771,35708,16103,7592,2488,80,10161,1269,27535,8303,5016,2743,72,7836,838,16973,4939,2934,3170,99,6201,650,11795,2848,838,1087,66,1993,353,5199,144454,84644,18581,1156,104385,14728,263561,29868,10234,3415,317,13968,2386,46228,17619,15125,1617,104,16839,2104,36560,23452,26696,2622,159,29480,3941,56870,23922,16313,1775,134,18228,2785,44928,21310,12399,2645,119,15168,2154,38623,16775,8510,3403,98,12007,1694,30477,11387,5728,2670,68,8459,1166,21014,4870,3595,3283,66,6945,632,12444,2755,1234,1741,22,2996,397,6153,151958,99837,23162,1087,124084,17261,293303,29647,11060,2681,811,14555,1590,45793,19227,14574,586,34,15195,1566,35983,26047,25845,2426,53,28325,2784,57158,23848,18831,2014,23,20862,1771,46480,23610,12120,2338,28,14488,1237,39339,19168,9806,3553,32,13387,1049,33603,14015,6615,3482,33,10135,854,25007,6691,3925,3030,36,6987,734,14410,2500,1550,2119,25
121,52766,10287,3126,287,13697,2542,69004,31336,9874,511,69,10454,1864,43656,32724,16500,897,124,17521,3071,53317,39824,14734,1479,87,16298,2576,58696,38281,11335,1754,88,13179,2025,53489,31860,7189,1656,48,8889,1660,42411,21611,3651,1393,36,5085,1113,27810,13153,2001,1138,31,3168,838,17160,7269,796,428,30,1258,600,9134,268821,76365,12383,793,89552,16300,374664,52936,14524,4532,427,19485,2563,74978,32196,10907,725,69,11705,1867,45766,31071,21008,1288,97,22383,3367,56815,36539,21546,1832,93,23475,2845,62853,39165,13389,2231,98,15712,2331,57207,30946,8599,2923,59,11581,1929,44457,25077,5176,2182,48,7404,1570,34049,13965,2659,1437,39,4131,989,19086,7605,974,584,26,1581,955,10136,269491,98778,17728,948,117456,18409,405354,49377,20400,3439,1139,24975,1842,76197,34256,10958,270,15,11241,1088,46590,30638,19055,895,19,19972,1735,52341,33494,29275,1866,27,31168,1802,66457,40459,16579,2179,21,18783,1369,60609,33831,10416,3124,24,13567,1116,48514,26619,6723,3979,17,10721,1066,38403,18060,3192,1867,14,5075,959,24095,7690,1178,944,13
122,40699,4040,871,146,5061,1490,47245,21036,3027,157,40,3218,911,25166,22560,5314,239,43,5599,1418,29575,31356,5415,313,49,5777,1448,38582,27845,4320,515,41,4876,1139,33857,22017,2905,458,27,3390,970,26377,15804,1885,408,20,2316,697,18821,9694,1090,434,20,1540,527,11760,4935,675,206,19,894,423,6250,195947,28667,3603,397,32672,9024,237639,41787,5047,1073,136,6249,1816,49853,22070,3543,178,27,3748,1157,26970,21273,6315,319,38,6670,1628,29574,29284,6691,394,45,7127,1783,38201,30034,5242,503,33,5775,1580,37394,23115,3336,612,36,3984,1325,28422,18544,2238,426,29,2698,1197,22441,10345,1348,434,26,1805,921,13082,5312,524,244,16,785,843,6941,201773,34283,4189,380,38849,12250,252876,40306,5866,980,349,7192,1231,48729,25477,3650,80,9,3733,796,30004,21503,6100,202,14,6312,1062,28875,26418,7681,338,5,8016,1065,35504,32807,5699,436,9,6148,1049,40004,27168,3827,632,4,4467,842,32479,20309,2537,645,15,3191,715,24219,13721,1577,476,17,2066,707,16501,5648,570,368,16
123,43008,6452,1414,209,8080,2341,53432,27656,5442,145,60,5643,1414,34713,23823,6428,296,52,6772,1168,31762,24711,6964,533,71,7569,1170,33443,24622,6074,793,59,6920,1157,32709,21297,4026,822,46,4898,887,27088,10545,1847,648,21,2516,515,13577,4886,746,437,19,1205,448,6540,1811,199,153,7,366,330,2504,182374,38172,5242,548,43966,9426,235766,44799,8428,1853,214,10495,2686,57982,27561,6482,200,62,6741,1658,35959,25593,8976,502,89,9568,1798,36961,24482,9618,630,93,10342,1599,36428,23743,7443,911,102,8454,1490,33688,22140,5088,1185,57,6330,1400,29869,14822,2853,856,41,3744,1157,19726,5953,1073,590,24,1679,646,8280,2174,277,216,13,505,495,3175,191268,50236,6932,697,57861,12932,262065,48137,12196,2127,594,14909,3296,66343,28050,7915,187,12,8116,1692,37850,27496,11167,587,16,11765,1944,41205,25512,14977,856,22,15848,1929,43295,24865,9293,1032,19,10344,1483,36693,22984,6563,1536,16,8115,1150,32242,18189,3898,1417,18,5335,943,24464,8324,1502,807,24,2333,862,11516,2467,343,301,20
124,53557,3831,918,139,4894,2481,60926,35016,3375,141,46,3560,1763,40338,31531,4482,232,52,4766,1636,37927,33613,4737,309,53,5098,1593,40295,33980,4539,371,46,4951,1635,40562,29678,3718,459,44,4230,1293,35195,15653,2093,482,29,2607,799,19057,7781,1020,391,21,1434,529,9740,3201,347,120,11,482,317,4003,244002,28140,3425,440,32010,12039,288049,53271,4872,1221,162,6259,2610,62138,34222,4005,158,42,4200,2053,40477,32943,6161,307,66,6531,2613,42086,32188,6428,401,56,6892,2276,41357,32688,5084,446,51,5582,2127,40393,31053,4235,614,44,4893,1854,37801,21352,2879,599,25,3504,1500,26354,9133,1340,487,31,1853,761,11738,3640,411,205,8,624,305,4571,250484,35423,4431,494,40341,16104,306933,54646,7164,1396,402,8962,3185,66798,34172,4660,108,13,4778,2049,40996,35176,7551,315,11,7877,2743,45804,32975,9792,544,11,10348,2421,45750,33505,6252,605,21,6876,1924,42308,31884,4639,811,28,5479,1406,38760,25517,3466,893,23,4387,1157,31058,12137,1594,598,24,2214,1006,15357,3698,437,278,14
125,32761,30264,9496,1072,40834,4741,78336,20294,28466,1874,302,30642,3282,54220,20823,42026,3765,374,46162,4868,71846,19804,27714,5415,276,33406,3217,56428,18612,20473,7645,214,28330,2546,49492,17807,12313,6305,163,18782,1684,38272,12404,6014,4564,128,10703,1075,24180,8403,2655,3353,93,6097,965,15468,3951,837,936,28,1806,720,6478,154850,170766,43348,2653,216762,23094,394710,36889,34864,11050,921,46831,4757,88474,20246,31064,2240,209,33519,3089,56852,21036,53706,6829,401,60937,6029,88000,18651,37057,6415,302,43776,4098,66526,17570,23376,8309,235,31923,2863,52359,16149,15456,9309,173,24938,2258,43345,13213,8087,5897,133,14114,1490,28815,7827,3518,4058,80,7663,950,16437,4379,1090,1520,44,2649,557,7588,155953,208224,55625,2506,266355,26083,448392,37425,39401,9390,2065,50859,6203,94492,21400,34439,1453,69,35960,3860,61222,22365,56924,6394,108,63418,6574,92360,19206,48214,7000,108,55323,5310,79837,18133,25723,8463,88,34274,3207,55620,16000,18870,11226,71,30165,2431,48592,13206,10907,8734,62,19705,1612,34513,8383,4507,4907,57,9470,1151,19004,3611,1217,2049,36
126,18382,6547,1923,167,8637,852,27870,12202,9491,725,67,10285,874,23362,10433,11075,605,80,11757,932,23122,12811,8603,982,40,9619,666,23103,12864,7800,1625,44,9464,643,22977,11271,4935,1484,47,6463,534,18271,7389,2390,1318,32,3745,355,11493,5675,1215,1199,27,2440,357,8465,3112,409,382,25,812,264,4191,94139,52459,10237,524,63222,5482,162845,18189,8512,3021,232,11764,949,30897,12945,10243,974,44,11262,867,25065,10259,16123,1220,75,17421,1165,28850,11484,12157,1237,66,13460,921,25866,12479,8568,1760,65,10393,766,23637,10877,6153,2546,47,8748,663,20285,8176,3404,1791,41,5238,536,13948,5044,1565,1542,28,3138,460,8639,3243,590,642,18,1248,440,4930,92694,67310,14732,617,82664,6762,182120,17803,12147,2615,784,15541,1076,34421,13519,8788,297,6,9089,670,23284,12153,17759,1182,18,18960,1250,32358,11298,18206,1425,18,19650,1034,31980,12884,9540,1801,17,11356,672,24919,11418,7712,2937,17,10676,641,22731,8906,4742,3253,28,8026,514,17441,5646,1889,1736,17,3640,482,9771,2873,639,905,16
127,34092,31070,8108,1029,40212,4385,78687,21515,27824,1555,259,29633,2064,53211,16145,27646,3880,279,31801,2317,50261,16233,25847,7056,312,33217,2044,51491,16062,22535,9971,260,32762,2015,50838,12116,14963,8951,211,24125,1580,37822,7521,7045,5971,149,13162,1020,21702,4345,2933,4488,89,7508,674,12533,1279,659,1523,49,2234,273,3794,129311,160525,51502,2643,214670,16367,360343,39304,32370,8169,753,41288,4799,85388,23274,30716,1905,236,32849,2788,58910,19379,30533,4814,241,35596,3161,58133,16238,28744,7088,332,36163,2878,55277,15932,25148,10233,289,35669,2671,54278,13069,18069,11977,252,30305,2234,45607,8754,9749,7806,200,17759,1403,27921,4556,4015,5349,120,9482,867,14899,1619,1075,2416,45,3530,387,5545,142128,180418,59750,2474,242643,21187,405963,46344,37811,7535,1458,46807,5845,98998,26143,34082,1334,67,35487,3179,64803,23924,35322,5014,93,40428,3653,68011,18976,35011,7867,107,42979,3508,65464,17412,27903,11406,111,39424,2676,59513,15430,22002,14795,99,36899,2390,54724,10295,13186,11987,107,25277,1677,37252,5314,5173,6602,53,11830,1337,18477,1750,1267,3107,41
128,35709,2889,577,89,3560,979,40248,23657,2334,78,16,2431,695,26775,21455,3294,106,22,3423,1043,25926,25188,4091,192,34,4317,872,30380,24981,3834,324,35,4188,857,30024,21656,2730,388,22,3141,727,25520,13638,1584,397,14,1993,493,16126,8962,871,351,6,1228,477,10674,3908,254,116,9,371,320,4596,179150,21884,2534,241,24659,6460,210272,36090,3278,883,99,4260,1193,41548,22392,2435,109,15,2561,806,25757,21096,3754,170,20,3942,1146,26182,23947,4755,213,31,5000,1128,30075,24569,4241,336,24,4608,1010,30186,22409,3165,592,31,3791,1006,27200,16607,2099,442,23,2571,760,19933,9017,1078,424,26,1522,506,11043,4997,391,189,17,597,348,5946,181130,25205,3354,297,28859,7896,217877,36208,4118,757,249,5130,1076,42415,23719,2539,71,12,2621,579,26918,21667,3655,139,11,3801,885,26347,23622,5781,213,9,6002,870,30496,26140,4580,288,8,4877,800,31812,23680,3535,622,16,4164,628,28471,19051,2476,742,7,3223,602,22879,11391,1230,535,19,1780,669,13841,4767,495,267,11
197,7,0,0,0,0,0,4,3,0,0,0,0,0,3,4,0,0,0,0,0,0,7,0,0,0,0,0,11,3,4,0,0,4,3,11,21,4,0,0,7,0,25,22,7,0,0,7,0,27,20,4,0,0,4,3,25,0,0,0,0,0,0,0,86,20,0,0,26,6,115,29,0,4,0,4,3,39,24,0,0,0,0,6,27,19,6,0,0,6,6,29,23,3,0,0,3,0,31,35,4,3,0,14,4,53,45,4,15,0,23,10,74,76,14,13,0,26,13,110,23,7,6,0,13,9,43,6,3,0,0,4,0,11,277,56,42,0,95,43,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,877,105,72,14,192,111,1181,1425,285,59,4,346,306,2077,1639,445,61,5,511,505,2655,1283,229,44,3,283,537,2102,1185,149,37,4,190,519,1894,1206,102,31,0,132,332,1676,753,49,16,6,66,148,971,163,25,14,0,36,35,240,75,9,8,4,24,24,124,8616,1396,349,34,1774,2525,12915,551,68,35,0,111,79,741,1058,360,71,4,429,392,1876,1291,575,85,0,660,748,2703,981,230,30,4,262,657,1898,1028,140,35,0,177,596,1801,1161,99,31,0,131,425,1721,904,49,12,0,61,232,1195,196,17,13,0,25,59,283,43,3,10,0,15,20,74,7209,1529,319,14,1865,3213,12288,665,55,23,9,85,513,1260,768,150,10,3,162,431,1357,1056,357,49,0,404,731,2187,887,189,24,0,215,753,1859,920,104,22,0,129,629,1678,1104,75,20,5,101,440,1648,794,49,16,5,66,195,1055,206,18,4,0,21,53,277,32,0,4,0
