SA4_CODE_2021,C21_CFNC_BPT_2000_2499,C21_CFNC_BPT_2500_2999,C21_CFNC_BPT_3000_3999,C21_CFNC_BPT_4000more,C21_CFNC_BPT_Ns,C21_CFNC_BPT_Tot,C21_CFNC_1F1P_Neg_ni_inc,C21_CFNC_1F1P_1_149,C21_CFNC_1F1P_150_399,C21_CFNC_1F1P_400_649,C21_CFNC_1F1P_650_799,C21_CFNC_1F1P_800_1249,C21_CFNC_1F1P_1250_1999,C21_CFNC_1F1P_2000_2499,C21_CFNC_1F1P_2500_2999,C21_CFNC_1F1P_3000_3999,C21_CFNC_1F1P_4000more,C21_CFNC_1F1P_Ns,C21_CFNC_1F1P_Tot,C21_CFNC_1E1A_Neg_ni_inc,C21_CFNC_1E1A_1_149,C21_CFNC_1E1A_150_399,C21_CFNC_1E1A_400_649,C21_CFNC_1E1A_650_799,C21_CFNC_1E1A_800_1249,C21_CFNC_1E1A_1250_1999,C21_CFNC_1E1A_2000_2499,C21_CFNC_1E1A_2500_2999,C21_CFNC_1E1A_3000_3999,C21_CFNC_1E1A_4000more,C21_CFNC_1E1A_Ns,C21_CFNC_1E1A_Tot,C21_CFNC_1F1NW_Neg_ni_inc,C21_CFNC_1F1NW_1_149,C21_CFNC_1F1NW_150_399,C21_CFNC_1F1NW_400_649,C21_CFNC_1F1NW_650_799,C21_CFNC_1F1NW_800_1249,C21_CFNC_1F1NW_1250_1999,C21_CFNC_1F1NW_2000_2499,C21_CFNC_1F1NW_2500_2999,C21_CFNC_1F1NW_3000_3999,C21_CFNC_1F1NW_4000more,C21_CFNC_1F1NW_Ns,C21_CFNC_1F1NW_Tot,C21_CFNC_1P1NW_Neg_ni_inc,C21_CFNC_1P1NW_1_149,C21_CFNC_1P1NW_150_399,C21_CFNC_1P1NW_400_649,C21_CFNC_1P1NW_650_799,C21_CFNC_1P1NW_800_1249,C21_CFNC_1P1NW_1250_1999,C21_CFNC_1P1NW_2000_2499,C21_CFNC_1P1NW_2500_2999,C21_CFNC_1P1NW_3000_3999,C21_CFNC_1P1NW_4000more,C21_CFNC_1P1NW_Ns,C21_CFNC_1P1NW_Tot,C21_CFNC_1A1NW_Neg_ni_inc,C21_CFNC_1A1NW_1_149,C21_CFNC_1A1NW_150_399,C21_CFNC_1A1NW_400_649,C21_CFNC_1A1NW_650_799,C21_CFNC_1A1NW_800_1249,C21_CFNC_1A1NW_1250_1999,C21_CFNC_1A1NW_2000_2499,C21_CFNC_1A1NW_2500_2999,C21_CFNC_1A1NW_3000_3999,C21_CFNC_1A1NW_4000more,C21_CFNC_1A1NW_Ns,C21_CFNC_1A1NW_Tot,C21_CFNC_BA_Neg_ni_inc,C21_CFNC_BA_1_149,C21_CFNC_BA_150_399,C21_CFNC_BA_400_649,C21_CFNC_BA_650_799,C21_CFNC_BA_800_1249,C21_CFNC_BA_1250_1999,C21_CFNC_BA_2000_2499,C21_CFNC_BA_2500_2999,C21_CFNC_BA_3000_3999,C21_CFNC_BA_4000more,C21_CFNC_BA_Ns,C21_CFNC_BA_Tot,C21_CFNC_BNW_Neg_ni_inc,C21_CFNC_BNW_1_149,C21_CFNC_BNW_150_399,C21_CFNC_BNW_400_649,C21_CFNC_BNW_650_799,C21_CFNC_BNW_800_1249,C21_CFNC_BNW_1250_1999,C21_CFNC_BNW_2000_2499,C21_CFNC_BNW_2500_2999,C21_CFNC_BNW_3000_3999,C21_CFNC_BNW_4000more,C21_CFNC_BNW_Ns,C21_CFNC_BNW_Tot,C21_CFNC_LFns_Neg_ni_inc,C21_CFNC_LFns_1_149,C21_CFNC_LFns_150_399,C21_CFNC_LFns_400_649,C21_CFNC_LFns_650_799,C21_CFNC_LFns_800_1249,C21_CFNC_LFns_1250_1999,C21_CFNC_LFns_2000_2499,C21_CFNC_LFns_2500_2999,C21_CFNC_LFns_3000_3999,C21_CFNC_LFns_4000more,C21_CFNC_LFns_Ns,C21_CFNC_LFns_Tot,C21_CFNC_Tot_Neg_ni_inc,C21_CFNC_Tot_1_149,C21_CFNC_Tot_150_399,C21_CFNC_Tot_400_649,C21_CFNC_Tot_650_799,C21_CFNC_Tot_800_1249,C21_CFNC_Tot_1250_1999,C21_CFNC_Tot_2000_2499,C21_CFNC_Tot_2500_2999,C21_CFNC_Tot_3000_3999,C21_CFNC_Tot_4000more,C21_CFNC_Tot_Ns,C21_CFNC_Tot_Tot,C21_CF_BFT_Neg_ni_inc,C21_CF_BFT_1_149,C21_CF_BFT_150_399,C21_CF_BFT_400_649,C21_CF_BFT_650_799,C21_CF_BFT_800_1249,C21_CF_BFT_1250_1999,C21_CF_BFT_2000_2499,C21_CF_BFT_2500_2999,C21_CF_BFT_3000_3999,C21_CF_BFT_4000more,C21_CF_BFT_Ns,C21_CF_BFT_Tot,C21_CF_BPT_Neg_ni_inc,C21_CF_BPT_1_149,C21_CF_BPT_150_399,C21_CF_BPT_400_649,C21_CF_BPT_650_799,C21_CF_BPT_800_1249,C21_CF_BPT_1250_1999,C21_CF_BPT_2000_2499,C21_CF_BPT_2500_2999,C21_CF_BPT_3000_3999,C21_CF_BPT_4000more,C21_CF_BPT_Ns,C21_CF_BPT_Tot,C21_CF_1F1P_Neg_ni_inc,C21_CF_1F1P_1_149,C21_CF_1F1P_150_399,C21_CF_1F1P_400_649,C21_CF_1F1P_650_799,C21_CF_1F1P_800_1249,C21_CF_1F1P_1250_1999,C21_CF_1F1P_2000_2499,C21_CF_1F1P_2500_2999,C21_CF_1F1P_3000_3999,C21_CF_1F1P_4000more,C21_CF_1F1P_Ns,C21_CF_1F1P_Tot,C21_CF_1E1A_Neg_ni_inc,C21_CF_1E1A_1_149,C21_CF_1E1A_150_399,C21_CF_1E1A_400_649,C21_CF_1E1A_650_799,C21_CF_1E1A_800_1249,C21_CF_1E1A_1250_1999,C21_CF_1E1A_2000_2499,C21_CF_1E1A_2500_2999,C21_CF_1E1A_3000_3999,C21_CF_1E1A_4000more,C21_CF_1E1A_Ns,C21_CF_1E1A_Tot,C21_CF_1F1NW_Neg_ni_inc,C21_CF_1F1NW_1_149,C21_CF_1F1NW_150_399,C21_CF_1F1NW_400_649,C21_CF_1F1NW_650_799,C21_CF_1F1NW_800_1249,C21_CF_1F1NW_1250_1999,C21_CF_1F1NW_2000_2499,C21_CF_1F1NW_2500_2999,C21_CF_1F1NW_3000_3999,C21_CF_1F1NW_4000more,C21_CF_1F1NW_Ns,C21_CF_1F1NW_Tot,C21_CF_1P1NW_Neg_ni_inc,C21_CF_1P1NW_1_149,C21_CF_1P1NW_150_399,C21_CF_1P1NW_400_649,C21_CF_1P1NW_650_799,C21_CF_1P1NW_800_1249,C21_CF_1P1NW_1250_1999,C21_CF_1P1NW_2000_2499,C21_CF_1P1NW_2500_2999,C21_CF_1P1NW_3000_3999,C21_CF_1P1NW_4000more,C21_CF_1P1NW_Ns
111,310,202,184,143,17,2033,8,3,0,9,11,154,1381,1261,1109,1067,657,31,5689,3,0,0,13,8,60,274,253,217,219,181,36,1268,0,0,4,24,66,465,1065,665,250,295,354,33,3221,12,22,62,200,299,833,887,320,147,133,146,34,3089,10,8,13,33,42,112,150,76,33,26,42,17,556,0,0,3,6,0,17,62,39,41,41,30,17,249,584,242,273,1290,4186,4760,3577,836,368,312,251,375,17064,11,0,0,22,39,46,25,13,0,8,0,1500,1671,630,274,370,1638,4727,6838,8728,5418,3881,4569,3560,2081,42710,6,0,0,0,3,28,331,902,1245,2761,4061,497,9842,0,0,0,14,15,109,526,466,303,415,300,73,2229,0,0,0,6,16,103,1567,2194,2627,3974,3409,484,14382,4,4,0,0,4,54,357,438,549,875,663,142,3088,4,4,5,16,40,369,1387,1071,538,707,879,195,5203,3,0,16,61,81,334,582,298,161,189,170,119
112,339,158,136,135,19,2014,10,3,7,19,49,192,1206,937,570,479,361,38,3866,0,0,3,4,15,82,244,170,89,117,70,25,822,3,8,14,36,60,417,705,321,149,154,190,37,2092,0,17,64,199,309,821,640,203,110,61,108,31,2566,9,3,8,31,38,97,124,54,25,14,20,22,438,4,0,0,11,8,21,57,34,20,30,22,24,235,389,218,226,1046,3353,3365,2447,570,220,199,198,327,12563,10,5,3,20,58,53,36,15,5,9,0,1187,1404,442,267,331,1432,3991,5534,6800,3562,2036,1975,1753,1761,29885,6,0,4,5,11,64,353,733,835,1350,1351,288,4989,0,0,3,14,28,184,619,356,243,250,173,106,1988,6,0,6,13,18,173,1471,1502,1295,1480,1147,330,7451,5,0,0,3,6,51,296,312,242,304,200,90,1513,4,0,8,17,30,307,959,492,261,336,338,141,2897,3,5,17,61,83,311,503,211,122,112,68,106
113,99,46,45,36,10,798,10,3,10,17,28,166,921,593,387,342,227,28,2725,0,0,0,3,6,31,128,80,55,54,40,20,417,7,6,21,36,57,319,509,244,90,77,87,35,1481,6,11,31,115,140,360,297,78,40,34,43,22,1183,3,0,8,6,19,47,73,23,3,14,8,15,225,0,0,0,0,5,22,35,30,18,18,20,16,168,236,105,83,510,1618,1373,1026,199,102,100,88,199,5651,5,0,5,14,28,22,33,7,4,5,6,788,919,300,138,161,746,1952,2636,3996,2325,1464,1507,1055,1200,17471,7,0,8,9,7,32,381,696,727,1275,1269,374,4792,0,0,3,7,8,61,153,91,72,80,57,36,569,6,0,6,20,18,134,1162,1140,1008,1100,697,312,5609,4,0,0,3,7,18,159,198,178,183,128,63,939,4,0,4,10,49,312,749,397,171,187,179,109,2178,0,4,4,30,29,132,214,65,46,39,25,54
114,158,100,81,102,12,1149,0,0,0,13,14,101,701,516,355,319,276,20,2319,0,0,0,8,7,33,146,108,80,75,72,10,545,0,0,12,29,36,249,442,256,118,126,236,30,1534,9,21,59,147,175,498,458,176,80,69,105,16,1808,0,3,7,26,25,79,92,34,14,14,22,11,329,0,0,0,8,3,15,39,22,13,12,19,11,146,395,204,175,815,2648,2829,2285,524,255,238,210,275,10849,10,0,0,20,51,37,30,11,7,10,4,735,910,427,235,266,1092,3022,4099,4919,2338,1482,1549,1565,1138,22138,3,0,0,3,3,21,220,420,467,850,1033,185,3217,0,0,0,8,5,70,318,192,132,127,110,52,1027,4,0,0,5,19,105,911,905,822,989,798,191,4755,0,0,0,0,7,27,195,173,166,212,165,48,997,0,4,0,14,18,181,645,395,202,188,296,96,2050,0,5,12,29,47,144,276,111,67,34,52,60
115,215,121,136,138,14,1049,0,0,5,0,13,41,375,423,417,518,599,17,2414,0,0,0,12,7,46,211,200,158,205,152,26,1016,3,5,11,18,35,204,556,466,198,295,457,22,2272,7,10,46,138,108,321,493,229,97,119,104,23,1702,4,4,19,37,41,100,154,64,22,22,15,23,500,6,0,0,4,8,30,61,38,20,22,22,14,223,1036,291,233,840,1526,2009,1867,585,253,230,209,161,9249,12,0,0,9,19,7,15,7,0,0,7,628,714,1083,320,321,1082,1778,2915,4144,2647,1911,2744,3451,956,23351,9,3,0,7,8,23,183,467,870,2692,8143,470,12868,0,0,4,8,13,81,377,308,298,418,526,86,2115,3,0,7,8,9,81,583,972,1304,2505,4316,332,10129,3,0,0,5,11,49,351,385,518,840,1284,141,3587,6,3,8,14,31,235,957,1182,572,1122,2376,212,6706,6,0,11,60,61,198,455,301,201,279,310,70
116,171,89,77,42,6,867,0,0,0,6,3,59,642,663,487,531,237,10,2639,3,0,0,10,10,50,449,527,364,337,149,27,1928,3,6,4,26,77,568,1124,634,246,272,204,27,3191,4,5,31,128,149,418,504,170,71,52,32,27,1588,3,0,19,52,57,180,265,81,34,36,14,32,780,0,0,0,4,10,41,124,101,53,38,14,35,425,1270,202,287,984,2457,1882,1180,249,71,67,46,201,8892,24,0,0,6,37,33,32,11,3,12,9,814,994,1313,218,347,1242,2835,3381,4999,3646,2536,3101,2101,1228,26949,0,0,0,0,0,30,476,1590,2165,4665,6245,363,15531,0,3,0,6,16,135,530,422,343,359,257,56,2127,6,0,0,4,5,81,1319,1775,1961,2751,2187,240,10316,0,0,0,4,13,82,767,945,1003,1442,1086,173,5517,3,0,6,37,103,858,2876,2404,997,1556,1476,306,10626,4,0,34,116,177,573,1043,493,309,329,209,115
117,403,231,225,239,8,2043,0,0,0,6,6,55,703,986,1003,1344,1498,24,5630,0,3,5,5,11,110,570,589,468,522,495,57,2833,7,0,3,20,50,349,905,880,437,610,1149,35,4442,9,11,60,151,149,466,757,343,163,139,250,21,2517,8,9,13,40,58,126,178,94,47,27,53,26,687,0,0,0,6,5,55,175,153,89,74,50,34,641,756,160,165,579,1168,1130,1147,489,245,260,279,98,6480,6,3,6,5,21,17,21,11,10,13,20,1442,1570,803,191,262,839,1501,2572,5400,5092,4536,7279,12623,1821,42915,0,0,0,3,0,17,100,227,365,1135,4044,169,6062,0,0,0,9,11,63,216,198,158,219,292,25,1197,5,0,0,5,5,37,352,424,569,1198,2396,96,5080,0,0,0,0,5,41,189,228,250,508,1022,47,2291,8,0,5,15,25,190,631,577,233,508,1237,77,3498,3,3,7,50,64,209,343,174,100,128,172,40
118,262,161,194,297,14,1414,5,0,0,4,0,27,342,507,518,777,1246,18,3445,0,0,0,4,8,44,236,291,216,239,316,32,1385,8,0,7,7,21,141,441,444,279,393,896,31,2664,7,9,18,68,77,286,514,249,177,182,377,25,1998,0,4,5,27,19,74,125,65,40,28,37,21,451,4,0,0,0,6,30,66,63,34,28,41,35,306,413,136,139,459,887,1084,1253,544,330,431,633,181,6492,10,4,0,6,15,12,17,7,6,9,12,884,979,457,157,181,589,1051,1817,3478,2925,2563,4447,8889,1296,27848,5,0,0,6,5,15,82,190,305,916,5664,310,7499,3,0,0,9,9,50,176,169,160,254,544,72,1445,6,0,3,0,3,31,248,402,600,1207,4409,276,7192,0,0,0,0,0,22,109,151,209,416,1283,105,2291,12,0,7,13,13,90,393,481,244,557,2639,193,4646,0,0,12,26,30,121,251,163,122,184,387,86
119,410,196,163,139,9,2090,0,0,0,9,3,108,1034,1003,787,775,564,19,4319,5,3,0,8,17,139,711,777,499,496,270,41,2966,5,3,8,53,114,711,1499,942,405,463,363,52,4617,11,18,98,247,239,824,1024,421,178,143,124,44,3366,10,14,35,134,143,393,460,184,55,55,34,65,1583,3,0,3,11,22,113,331,192,86,89,42,60,962,2147,495,630,2324,5346,3967,2841,745,316,265,204,410,19691,24,9,6,31,63,44,56,27,17,23,18,1593,1905,2214,550,779,2843,5993,6649,9274,5964,3899,4735,4202,2359,49457,3,4,5,0,5,48,463,1051,1356,3035,5855,341,12162,0,5,9,18,40,245,811,584,443,555,592,95,3395,7,0,0,9,15,152,1441,1616,1760,2783,3578,282,11636,5,0,3,4,25,194,1097,1117,1134,1559,1691,243,7079,19,3,10,65,158,1176,3066,2176,1173,1565,2063,352,11827,16,13,81,320,326,1182,1714,807,467,538,462,198
120,316,192,193,207,11,1673,0,0,3,6,0,56,624,718,648,888,992,25,3963,0,0,0,8,8,85,372,358,273,315,266,26,1712,3,0,8,23,64,315,837,616,275,430,724,32,3331,5,12,39,126,122,406,634,305,162,135,195,23,2169,12,5,22,51,53,141,210,60,38,37,28,22,686,0,0,0,6,12,60,132,96,44,53,36,27,469,858,244,209,799,1687,1654,1559,601,316,268,289,157,8630,10,0,3,10,13,27,33,16,6,10,3,1004,1135,889,263,294,1046,1998,2990,5156,3918,3022,4737,7118,1362,32804,3,0,0,3,4,16,158,349,545,1522,6482,267,9362,0,0,4,7,6,89,303,254,253,350,578,56,1898,0,0,0,9,7,52,457,631,791,1597,4036,170,7753,0,0,0,6,5,34,274,272,351,651,1316,90,3005,12,0,3,23,26,259,930,929,383,749,2100,143,5558,7,0,21,83,67,283,454,251,175,226,331,67
121,307,225,263,456,12,2098,3,0,0,6,12,58,578,703,693,1063,1737,31,4886,3,0,3,12,10,66,323,337,275,315,386,32,1750,10,4,8,13,35,234,860,769,346,636,1513,30,4461,14,20,56,137,139,476,781,462,272,313,696,31,3392,0,7,21,53,35,121,159,90,42,42,64,22,651,0,0,6,6,3,44,93,63,31,40,35,28,348,1157,364,286,1101,1508,2344,2972,1330,812,860,1190,232,14168,9,0,0,7,7,27,18,17,8,11,10,1237,1339,1204,395,385,1360,1782,3614,6568,4889,3913,6369,12285,1709,44467,3,0,0,3,3,43,198,440,728,2451,12604,565,17035,9,0,0,13,18,127,436,368,328,482,901,110,2784,0,0,0,9,21,71,606,839,1188,2624,8392,416,14178,0,0,0,11,10,59,270,328,364,769,1999,154,3955,14,3,6,22,38,318,1073,1403,546,1292,5316,365,10404,13,10,27,93,90,278,540,304,221,323,724,115
122,275,177,176,256,11,1458,0,0,0,0,4,41,398,498,532,712,960,26,3186,0,0,4,9,11,43,199,245,203,236,237,31,1221,10,0,7,14,21,141,432,358,220,300,711,25,2227,8,11,34,99,126,343,607,303,178,179,288,22,2194,0,4,4,19,31,68,140,66,27,16,31,17,441,5,0,0,0,3,28,60,49,21,31,20,22,240,413,169,144,612,1205,1912,2298,811,456,492,605,195,9316,6,0,3,4,19,19,15,14,5,4,9,731,824,443,190,196,777,1451,2758,4686,3192,2537,3618,6056,1103,26993,0,0,0,0,4,17,128,289,479,1334,6632,396,9285,0,0,5,7,12,53,263,263,279,445,630,103,2064,3,0,0,0,10,62,494,751,1049,2194,5834,404,10799,0,0,0,4,5,29,233,296,342,678,1425,144,3153,13,4,0,11,23,121,536,571,350,667,2789,204,5284,9,0,12,35,35,126,326,224,190,232,423,91
123,181,97,73,54,5,820,3,0,0,4,7,61,659,681,521,488,260,19,2704,0,0,0,3,8,55,381,419,300,308,139,41,1656,5,0,0,25,55,399,958,538,196,212,181,29,2600,5,3,44,122,125,403,442,158,59,55,35,22,1479,5,4,11,37,62,180,195,81,28,13,19,21,660,0,0,0,9,3,35,114,72,44,63,19,30,389,608,160,240,806,2314,2060,1437,277,107,98,76,175,8348,15,0,0,19,21,20,12,10,6,5,3,694,806,648,173,306,1043,2615,3330,4807,3279,2261,2674,1696,1074,23900,3,0,0,8,6,27,292,1045,1312,2469,3287,345,8792,0,3,6,0,10,94,427,403,318,329,217,66,1882,6,0,0,6,3,73,1122,1465,1594,2205,1797,240,8513,0,4,0,9,3,82,654,790,779,991,740,172,4220,5,0,3,22,65,602,2011,1335,637,878,876,223,6666,6,4,26,79,113,433,819,376,234,233,136,102
124,257,160,126,78,11,1331,5,0,0,8,7,64,796,932,794,690,403,21,3720,0,0,0,13,13,67,445,416,329,346,156,45,1831,4,0,6,26,48,424,1119,675,268,287,278,48,3186,7,10,37,137,174,569,677,255,115,85,60,23,2159,11,0,9,54,52,186,215,78,34,22,24,19,710,3,0,0,3,12,35,108,83,50,50,23,21,392,594,183,243,856,2499,2753,2133,442,202,176,121,249,10452,12,4,3,7,39,29,17,7,0,4,3,907,1031,641,201,309,1142,2881,4328,6362,4284,3227,3609,2441,1377,30798,0,0,0,0,5,22,333,963,1319,2871,3832,353,9702,4,0,0,7,6,105,471,414,343,415,314,71,2142,9,0,0,4,6,75,1168,1590,1725,2653,2177,280,9686,5,0,4,0,8,81,667,811,797,1033,859,225,4484,0,3,3,17,39,456,1800,1373,687,954,904,204,6430,3,0,4,58,92,340,759,338,209,229,153,89
125,298,138,146,75,4,1646,4,0,0,3,10,109,909,917,648,633,352,27,3612,0,0,0,8,17,114,569,599,418,363,214,41,2346,4,4,7,41,104,634,1542,960,369,401,314,33,4414,5,10,84,206,228,630,798,277,135,67,65,21,2514,15,9,39,105,109,289,318,108,53,37,17,52,1152,3,4,4,12,19,121,242,137,78,53,32,61,772,1687,379,460,1648,3341,2812,2001,504,184,142,95,274,13534,15,0,10,22,43,36,44,19,10,13,8,1348,1573,1746,415,613,2071,3924,5031,7536,5087,3335,4051,3295,1913,39015,6,0,3,4,4,44,389,1037,1419,3338,5447,273,11974,0,0,4,16,31,187,631,412,308,372,346,63,2364,3,0,0,0,9,119,1170,1330,1456,2204,2272,185,8760,6,4,0,12,15,154,780,781,747,1159,1087,149,4893,9,0,13,55,144,1124,3196,2636,995,1545,1606,265,11594,17,4,60,192,249,893,1367,672,356,384,295,146
126,155,83,89,120,8,882,0,0,0,6,5,43,351,449,431,411,491,12,2192,0,0,0,0,11,60,248,238,181,160,137,25,1055,5,4,4,16,19,208,589,448,204,241,378,21,2127,0,10,37,104,99,276,372,167,106,94,134,13,1421,3,7,26,32,27,85,109,38,14,19,19,12,384,0,4,0,5,5,33,78,39,14,19,21,21,240,817,203,194,685,1067,1278,1207,438,218,194,222,102,6629,3,3,0,7,20,18,20,14,3,3,3,614,715,841,239,263,869,1282,2116,3400,2530,2003,2704,3385,843,20484,3,0,0,0,3,15,128,293,480,1484,4710,211,7341,0,0,0,8,11,83,253,196,167,238,332,44,1335,4,0,3,3,9,59,382,511,715,1288,2718,145,5835,0,0,0,5,7,53,214,251,277,447,671,79,2014,6,0,5,9,30,247,807,993,366,717,1584,118,4887,4,4,18,66,78,191,398,211,142,182,204,52
127,159,109,88,52,13,826,3,0,0,6,5,53,534,552,416,399,234,17,2217,0,0,0,4,7,62,445,474,383,332,145,36,1889,7,0,3,29,116,627,1086,571,241,220,144,35,3081,11,4,50,157,179,482,514,159,82,51,29,24,1749,20,0,12,72,81,268,341,94,40,34,16,30,1018,0,0,0,14,10,54,173,131,63,47,22,32,558,1389,274,410,1516,4260,2710,1583,300,137,110,102,300,13102,14,0,11,35,60,47,35,16,4,7,11,1006,1236,1462,289,494,1852,4757,4429,5344,3362,2417,2616,1736,1518,30284,0,0,0,4,0,29,449,1106,1397,2867,3709,283,9848,0,0,0,23,23,154,571,430,329,379,356,72,2342,11,0,0,6,12,133,1084,1363,1468,2134,1846,210,8271,4,3,4,7,21,114,808,970,906,1328,1061,180,5399,18,3,8,45,151,1104,2917,1952,1109,1342,1309,310,10272,11,12,57,231,284,929,1458,699,444,443,305,174
128,213,130,131,156,13,1055,4,0,0,0,5,40,331,457,507,599,507,24,2480,0,0,0,5,6,46,229,238,234,258,216,23,1258,3,0,3,17,21,139,473,415,195,247,384,17,1918,3,15,24,105,107,335,495,221,130,115,125,22,1692,0,0,10,27,37,101,144,55,31,35,29,10,483,0,0,0,0,7,19,61,52,27,31,25,18,240,486,216,143,722,1500,2239,2235,630,293,263,254,199,9194,8,0,0,6,12,11,19,5,0,9,4,575,648,509,232,187,909,1718,3052,4427,2794,2232,3203,3472,925,23653,3,0,0,0,0,7,128,287,506,1681,4804,311,7734,0,0,0,9,4,41,225,253,290,470,470,75,1842,6,0,0,4,3,37,485,899,1256,2553,3938,287,9471,3,0,0,0,10,34,272,427,496,828,1172,145,3378,8,0,0,6,13,135,596,673,361,689,1421,153,4049,10,0,5,30,26,133,333,229,176,269,249,66
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,171,97,55,57,7,1044,8,0,0,11,20,127,908,646,440,374,264,26,2821,0,0,0,9,10,49,165,118,77,78,56,13,581,0,3,6,16,45,311,588,285,96,129,131,27,1646,9,20,36,121,175,491,428,113,45,34,40,21,1525,0,0,5,28,27,82,101,14,17,13,10,11,314,0,0,0,5,13,14,46,22,18,16,22,9,162,255,109,142,669,2132,2018,1325,219,85,79,101,251,7365,7,0,0,12,37,25,25,8,4,3,8,682,819,289,143,196,922,2506,3388,4439,2370,1508,1592,1224,1095,19664,3,3,6,3,3,27,220,469,563,1019,1127,222,3669,0,0,3,6,13,83,282,182,140,99,70,55,951,0,0,0,10,15,126,1205,1143,1039,1320,977,261,6095,0,0,0,6,8,50,229,201,203,247,183,44,1171,0,0,4,19,36,268,889,473,198,243,263,132,2525,0,4,9,36,61,206,299,110,57,43,38,45
202,152,83,86,51,16,1034,6,0,0,10,22,132,775,616,437,410,226,28,2658,0,4,3,0,6,45,181,106,76,80,58,23,580,10,0,7,25,56,314,487,323,90,100,125,29,1559,3,7,23,145,161,451,448,131,60,36,54,25,1544,5,0,3,22,24,76,86,37,10,11,15,12,290,3,0,0,5,4,14,36,21,8,28,14,19,160,239,133,117,595,1950,2057,1326,297,145,93,89,233,7277,7,0,0,14,39,28,29,7,5,0,8,670,786,274,156,156,843,2312,3355,4154,2374,1536,1645,1174,1068,19054,4,0,0,0,7,34,248,492,544,979,1065,216,3601,0,0,0,5,5,109,297,202,141,158,92,55,1068,5,0,0,4,19,107,1133,1158,1118,1369,924,240,6082,0,0,3,7,4,24,245,202,204,280,192,55,1214,9,0,0,14,34,252,783,475,182,243,287,98,2372,3,4,5,28,57,173,287,113,64,37,37,51
203,303,180,142,128,17,1843,6,0,4,15,23,156,1358,1165,869,867,592,49,5105,0,0,0,8,17,59,261,191,187,165,139,33,1061,7,0,10,44,63,442,915,523,175,239,353,47,2812,4,16,70,226,307,778,771,232,133,115,132,42,2834,6,5,13,31,34,139,124,68,26,20,21,26,512,0,0,0,8,6,17,52,37,27,38,22,30,241,571,239,234,1142,3202,3906,2790,584,286,252,258,398,13871,11,10,0,22,51,36,32,12,4,5,10,1143,1332,611,288,342,1550,3768,5916,7451,4367,3233,3670,3057,1833,36084,8,0,0,9,4,36,291,755,962,2148,2888,434,7538,0,0,3,16,13,122,509,371,302,319,244,101,1998,8,0,5,9,20,165,1808,2333,2483,3376,2771,483,13453,0,0,0,9,11,58,403,426,448,668,550,129,2700,8,3,8,39,51,459,1439,1052,453,646,851,226,5236,0,4,16,48,75,346,521,220,132,131,119,84
204,193,98,69,74,21,1317,4,4,10,25,41,184,1051,788,492,427,265,43,3332,6,0,4,12,22,61,222,173,109,93,66,23,785,3,3,8,42,65,379,590,322,119,120,112,32,1791,9,12,40,162,200,583,461,151,54,51,39,35,1794,6,0,9,29,38,77,99,52,12,8,9,17,356,0,5,0,7,10,27,70,38,36,26,9,18,253,302,142,147,749,2337,2345,1505,287,127,114,117,305,8478,12,11,3,9,60,26,26,9,4,3,5,939,1104,362,183,227,1102,2849,4072,5119,2996,1788,1763,1243,1484,23193,9,6,5,8,9,59,330,700,723,1149,1044,319,4370,0,0,5,7,14,83,282,169,109,122,61,68,920,0,7,5,16,15,155,1253,1299,1120,1205,704,309,6072,0,0,0,5,6,53,282,280,183,238,151,82,1282,6,3,5,24,29,252,863,428,179,213,177,120,2291,0,0,12,33,45,158,262,109,67,54,23,69
