SA4_CODE_2021,Tot_persons_C11_M,Tot_persons_C11_F,Tot_persons_C11_P,Tot_persons_C16_M,Tot_persons_C16_F,Tot_persons_C16_P,Tot_persons_C21_M,Tot_persons_C21_F,Tot_persons_C21_P,Age_0_4_C11_M,Age_0_4_C11_F,Age_0_4_C11_P,Age_0_4_C16_M,Age_0_4_C16_F,Age_0_4_C16_P,Age_0_4_C21_M,Age_0_4_C21_F,Age_0_4_C21_P,Age_5_14_C11_M,Age_5_14_C11_F,Age_5_14_C11_P,Age_5_14_C16_M,Age_5_14_C16_F,Age_5_14_C16_P,Age_5_14_C21_M,Age_5_14_C21_F,Age_5_14_C21_P,Age_15_19_C11_M,Age_15_19_C11_F,Age_15_19_C11_P,Age_15_19_C16_M,Age_15_19_C16_F,Age_15_19_C16_P,Age_15_19_C21_M,Age_15_19_C21_F,Age_15_19_C21_P,Age_20_24_C11_M,Age_20_24_C11_F,Age_20_24_C11_P,Age_20_24_C16_M,Age_20_24_C16_F,Age_20_24_C16_P,Age_20_24_C21_M,Age_20_24_C21_F,Age_20_24_C21_P,Age_25_34_C11_M,Age_25_34_C11_F,Age_25_34_C11_P,Age_25_34_C16_M,Age_25_34_C16_F,Age_25_34_C16_P,Age_25_34_C21_M,Age_25_34_C21_F,Age_25_34_C21_P,Age_35_44_C11_M,Age_35_44_C11_F,Age_35_44_C11_P,Age_35_44_C16_M,Age_35_44_C16_F,Age_35_44_C16_P,Age_35_44_C21_M,Age_35_44_C21_F,Age_35_44_C21_P,Age_45_54_C11_M,Age_45_54_C11_F,Age_45_54_C11_P,Age_45_54_C16_M,Age_45_54_C16_F,Age_45_54_C16_P,Age_45_54_C21_M,Age_45_54_C21_F,Age_45_54_C21_P,Age_55_64_C11_M,Age_55_64_C11_F,Age_55_64_C11_P,Age_55_64_C16_M,Age_55_64_C16_F,Age_55_64_C16_P,Age_55_64_C21_M,Age_55_64_C21_F,Age_55_64_C21_P,Age_65_74_C11_M,Age_65_74_C11_F,Age_65_74_C11_P,Age_65_74_C16_M,Age_65_74_C16_F,Age_65_74_C16_P,Age_65_74_C21_M,Age_65_74_C21_F,Age_65_74_C21_P,Age_75_84_C11_M,Age_75_84_C11_F,Age_75_84_C11_P,Age_75_84_C16_M,Age_75_84_C16_F,Age_75_84_C16_P,Age_75_84_C21_M,Age_75_84_C21_F,Age_75_84_C21_P,Age_grp_85over_C11_M,Age_grp_85over_C11_F,Age_grp_85over_C11_P,Age_grp_85over_C16_M,Age_grp_85over_C16_F,Age_grp_85over_C16_P,Age_grp_85over_C21_M,Age_grp_85over_C21_F,Age_grp_85over_C21_P,OS_vis_C11_M,OS_vis_C11_F,OS_vis_C11_P,OS_vis_C16_M,OS_vis_C16_F,OS_vis_C16_P,OS_vis_C21_M,OS_vis_C21_F,OS_vis_C21_P,IP_Abor_C11_M,IP_Abor_C11_F,IP_Abor_C11_P,IP_Abor_C16_M,IP_Abor_C16_F,IP_Abor_C16_P,IP_Abor_C21_M,IP_Abor_C21_F,IP_Abor_C21_P,IP_Tor_Strt_Is_2011_Ce_M,IP_Tor_Strt_Is_2011_Ce_F,IP_Tor_Strt_Is_2011_Ce_P,IP_Tor_Strt_Is_2016_Ce_M,IP_Tor_Strt_Is_2016_Ce_F,IP_Tor_Strt_Is_2016_Ce_P,IP_Tor_Strt_Is_2021_Ce_M,IP_Tor_Strt_Is_2021_Ce_F,IP_Tor_Strt_Is_2021_Ce_P,IP_B_Ab_To_St_Is_2011_Ce_M,IP_B_Ab_To_St_Is_2011_Ce_F,IP_B_Ab_To_St_Is_2011_Ce_P,IP_B_Ab_To_St_Is_2016_Ce_M,IP_B_Ab_To_St_Is_2016_Ce_F,IP_B_Ab_To_St_Is_2016_Ce_P,IP_B_Ab_To_St_Is_2021_Ce_M,IP_B_Ab_To_St_Is_2021_Ce_F,IP_B_Ab_To_St_Is_2021_Ce_P,IP_Tot_2011_Ce_M,IP_Tot_2011_Ce_F,IP_Tot_2011_Ce_P,IP_Tot_2016_Ce_M,IP_Tot_2016_Ce_F,IP_Tot_2016_Ce_P,IP_Tot_2021_Ce_M,IP_Tot_2021_Ce_F,IP_Tot_2021_Ce_P,Brthplace_Aust_2011_Ce_M,Brthplace_Aust_2011_Ce_F,Brthplace_Aust_2011_Ce_P,Brthplace_Aust_2016_Ce_M,Brthplace_Aust_2016_Ce_F,Brthplace_Aust_2016_Ce_P,Brthplace_Aust_2021_Ce_M,Brthplace_Aust_2021_Ce_F,Brthplace_Aust_2021_Ce_P,Brthplace_Elsewhere_2011_Ce_M,Brthplace_Elsewhere_2011_Ce_F,Brthplace_Elsewhere_2011_Ce_P,Brthplace_Elsewhere_2016_Ce_M,Brthplace_Elsewhere_2016_Ce_F,Brthplace_Elsewhere_2016_Ce_P,Brthplace_Elsewhere_2021_Ce_M,Brthplace_Elsewhere_2021_Ce_F,Brthplace_Elsewhere_2021_Ce_P,LSH_Eng_only_2011_Ce_M,LSH_Eng_only_2011_Ce_F,LSH_Eng_only_2011_Ce_P,LSH_Eng_only_2016_Ce_M,LSH_Eng_only_2016_Ce_F,LSH_Eng_only_2016_Ce_P,LSH_Eng_only_2021_Ce_M,LSH_Eng_only_2021_Ce_F,LSH_Eng_only_2021_Ce_P,LSH_Oth_Lan_2011_Ce_M,LSH_Oth_Lan_2011_Ce_F,LSH_Oth_Lan_2011_Ce_P,LSH_Oth_Lan_2016_Ce_M,LSH_Oth_Lan_2016_Ce_F,LSH_Oth_Lan_2016_Ce_P,LSH_Oth_Lan_2021_Ce_M,LSH_Oth_Lan_2021_Ce_F,LSH_Oth_Lan_2021_Ce_P,Aust_citiz_C11_M,Aust_citiz_C11_F,Aust_citiz_C11_P,Aust_citiz_C16_M,Aust_citiz_C16_F,Aust_citiz_C16_P,Aust_citiz_C21_M,Aust_citiz_C21_F,Aust_citiz_C21_P
111,167924,174677,342601,176033,183073,359104,191024,199494,390519,10592,10053,20645,11122,10248,21369,10863,10376,21240,21062,19800,40861,21614,20439,42048,23912,22470,46382,11492,10859,22354,11058,10368,21426,11440,11018,22461,12048,11963,24009,12627,12282,24905,13392,13019,26409,21125,21106,42230,23139,23197,46341,25795,26202,51995,22015,22828,44838,21581,22753,44330,23791,24749,48540,22928,23805,46732,22832,23738,46562,23587,24609,48194,20640,21597,42233,21924,23221,45150,22868,24563,47431,14275,15497,29772,17365,18908,36272,19845,21827,41675,8712,11493,20202,9253,11522,20776,11539,13781,25316,3039,5689,8728,3522,6408,9924,3991,6888,10881,754,772,1522,749,1052,1803,191,212,408,4599,4802,9403,6595,6761,13355,9519,9683,19202,123,132,253,143,127,270,174,171,347,85,74,154,143,129,273,160,157,323,4803,5006,9812,6879,7018,13896,9854,10015,19871,141649,147743,289393,147306,152574,299890,159619,166217,325835,18113,19133,37246,20189,21738,41930,23518,25405,48930,151723,158197,309912,156105,161516,317625,168671,175875,344550,9416,10228,19645,11579,12766,24346,14052,15277,29322,153129,160195,313322,159553,166228,325780,173916,182153,356062
112,110590,117023,227615,116257,123343,239599,124435,132624,257061,6892,6401,13295,6361,6052,12417,6283,5978,12261,14774,14290,29062,14722,13944,28666,15739,14824,30559,7441,6943,14379,7039,6737,13777,7067,6668,13741,5356,5116,10474,5399,5189,10589,5689,5582,11273,9957,10816,20778,10672,11532,22202,12195,13567,25763,13372,15189,28562,13062,14704,27770,14186,15808,29993,16435,17886,34326,15679,17310,32985,15829,17344,33175,16326,16420,32745,18018,19228,37248,17933,19570,37504,10710,11374,22083,14652,14705,29361,17291,17945,35234,6929,8477,15410,7581,8969,16553,9007,10213,19222,2401,4107,6510,3064,4977,8042,3212,5124,8337,945,1137,2083,840,1073,1917,268,239,504,3688,3931,7617,4345,4491,8835,5237,5492,10734,227,205,435,241,211,449,230,206,434,254,229,483,233,223,455,329,319,648,4175,4362,8534,4820,4919,9742,5788,6021,11809,90752,96094,186839,91495,96472,187965,97834,103371,201202,13563,14809,28375,14068,15709,29783,16664,19133,35793,101403,107522,208920,102132,107958,210092,108714,115252,223964,4046,4667,8706,4603,5573,10174,6124,7586,13712,99486,105859,205345,101784,108061,209847,109349,116482,225834
113,74868,75250,150120,77730,78208,155932,81361,82302,163656,5298,5211,10512,5165,4800,9967,5153,5056,10215,11040,10389,21429,10751,10371,21120,11141,10644,21787,5568,5229,10798,5284,4858,10149,5390,5079,10463,4955,4766,9719,4940,4823,9763,5102,4933,10028,8461,8549,17007,9506,9481,18981,10566,10387,20957,9324,9502,18830,9121,9059,18184,9448,9604,19057,10290,10108,20398,9958,9932,19888,9598,9751,19343,9099,8747,17846,9955,9870,19827,10113,10311,20423,6198,6286,12485,7443,7600,15043,8481,8555,17036,3612,4371,7980,4179,4884,9060,4772,5323,10095,1034,2095,3126,1425,2530,3950,1594,2660,4250,323,241,561,432,486,917,284,107,390,3382,3432,6816,4083,4089,8175,5248,5239,10493,74,68,139,86,73,162,100,79,181,44,31,76,58,48,109,81,78,161,3502,3529,7029,4233,4213,8441,5426,5402,10822,64155,64900,129056,63188,64006,127192,65509,67129,132633,6594,6412,13002,7733,7416,15146,9789,9438,19228,66007,67448,133458,64816,66679,131504,66639,69141,135786,4771,4812,9582,6049,5777,11828,7976,7720,15700,67084,68687,135775,66972,68798,135765,69358,71971,141325
114,66880,70128,137003,72085,75277,147359,78909,82094,161006,3919,3835,7754,3864,3618,7483,4095,3897,7999,8729,8464,17198,8789,8414,17207,9255,8845,18105,4436,4232,8669,4147,4178,8324,4342,4072,8411,3200,2906,6105,3460,3047,6507,3604,3294,6898,5463,5658,11120,6665,6602,13273,7883,7874,15749,7475,8200,15680,7375,7767,15141,8073,8377,16449,9310,9913,19223,8953,9795,18749,9197,9816,19016,9617,10449,20065,10460,11508,21967,11094,12184,23275,8446,8701,17145,10737,11318,22061,11921,12922,24844,4878,5436,10313,5798,6273,12068,7274,7720,14997,1397,2333,3737,1836,2743,4583,2168,3093,5266,245,276,520,245,326,573,102,89,197,2398,2499,4904,3107,3108,6213,4043,3917,7952,63,61,128,67,75,143,81,72,152,43,38,89,49,38,86,70,76,154,2508,2604,5117,3219,3225,6442,4193,4062,8257,53890,56736,110625,56569,58926,115497,62396,64668,127062,8942,9529,18470,9808,10556,20361,11612,12487,24099,60733,64146,124876,63443,66811,130255,69347,72771,142120,2369,2781,5158,3126,3590,6720,4200,4775,8976,60111,63719,123828,63655,67123,130776,70246,73788,144032
115,104017,106395,210413,112396,115347,227741,130838,133529,264371,6851,6389,13240,6877,6468,13345,7422,7055,14477,16182,15105,31292,17358,16256,33610,20547,18946,39492,8402,7761,16165,8629,7994,16625,9541,8733,18272,6956,6642,13601,7379,6791,14168,8268,7423,15695,10038,10591,20627,11233,11729,22958,12638,13243,25876,14722,16681,31403,15193,16991,32181,18740,20478,39217,15837,16584,32417,16486,17351,33843,18399,19362,37757,13119,13357,26475,13675,14265,27941,15257,15885,31141,7681,7398,15083,9859,10241,20099,11728,12546,24274,3184,3733,6922,4247,4719,8965,6282,6844,13127,1050,2140,3192,1459,2543,4003,2000,3020,5023,595,847,1440,1096,1516,2614,263,341,599,572,534,1107,906,864,1767,1331,1272,2608,16,11,32,12,24,35,30,18,45,19,19,34,22,5,29,36,25,61,607,564,1174,937,892,1832,1394,1313,2716,70413,71412,141825,72824,73377,146205,80900,80112,161016,30045,31452,61499,35312,37646,72955,46819,50316,97138,77224,78203,155427,78053,78084,156135,83665,82817,166485,23639,25305,48947,30360,33039,63393,43284,46787,90072,92571,94517,187086,97840,99487,197327,113953,114807,228758
116,150740,152786,303525,168936,170703,339638,200107,200894,400997,13209,12414,25628,13816,13350,27166,15582,14713,30296,24099,22306,46398,25953,24214,50159,31144,29637,60788,11205,10726,21934,12135,11286,23419,12713,11798,24508,10544,10166,20707,11861,11114,22970,14003,12680,26679,22771,24209,46983,25499,27226,52721,29238,30979,60222,22449,23082,45533,26070,25832,51901,34363,33967,68328,19409,19719,39126,21007,21337,42341,24114,23831,47949,14657,15249,29907,16521,17409,33935,18686,19412,38101,7963,8228,16192,10469,11249,21712,12850,14402,27249,3575,4752,8319,4360,5378,9736,5840,6700,12543,861,1932,2791,1260,2315,3575,1569,2770,4339,783,1248,2032,1490,2347,3828,357,544,901,3911,3913,7824,4538,4573,9113,5571,5780,11349,131,115,249,118,124,245,103,121,219,71,67,140,93,88,182,136,129,267,4116,4098,8207,4749,4789,9537,5800,6029,11835,87260,87693,174953,91935,91285,183226,101497,99764,201256,56215,58136,114347,67812,69961,137772,88022,90811,178836,88798,89399,178199,91077,90757,181832,95523,94318,189840,54801,57573,112372,68500,71438,139945,91630,94957,186579,125664,127936,253595,136211,137730,273942,158940,159872,318806
117,136854,127690,264542,161062,154483,315551,170509,160839,331340,6404,5930,12336,6648,6448,13098,7039,6556,13593,7613,7235,14852,8789,8368,17162,9904,9328,19229,4936,5203,10139,6193,6880,13073,4990,5183,10170,13492,14604,28100,17401,19790,37189,15119,16034,31157,37891,35846,73736,46995,45082,92077,48734,47081,95819,25399,20916,46321,27941,23880,51822,31732,27437,59167,17125,13894,31015,19343,15990,35328,20560,17551,38106,12080,11173,23256,13538,12617,26159,15617,13673,29296,7099,6802,13907,8640,8524,17163,10108,10113,20220,3846,4260,8112,4264,4788,9049,5139,5585,10722,960,1828,2785,1320,2109,3428,1566,2297,3864,8226,7793,16016,12551,13418,25967,1360,1135,2501,1677,1791,3473,1911,1949,3862,2401,2401,4805,65,55,116,63,65,131,67,55,121,47,46,89,66,68,141,54,65,121,1782,1892,3677,2051,2088,4131,2520,2531,5049,65796,61741,127542,72936,67813,140750,83946,76514,160464,54888,52944,107831,69319,70848,140176,75642,75275,150908,79705,71397,151103,89086,79659,168747,103357,90425,193782,41693,44039,85730,53907,59791,113704,55441,60540,115981,93376,88537,181912,102370,96991,199364,118961,110865,229826
118,121605,127943,249544,129507,137529,267031,126084,135328,261410,7821,7430,15251,7543,7260,14803,6777,6484,13267,11588,11069,22661,13215,12735,25952,13598,13156,26754,6126,5821,11952,6737,6634,13372,6387,6050,12440,10060,10450,20506,10894,11102,22001,7711,8369,16077,24627,25883,50516,25468,27690,53162,23714,26626,50336,19908,20381,40288,20516,21123,41641,19508,20477,39986,14934,15434,30369,16143,16746,32891,16525,17501,34027,11913,12637,24553,12051,13033,25085,13135,13750,26890,7883,8791,16676,9440,10632,20074,9967,11289,21255,4783,6259,11042,5187,6530,11718,6207,7641,13846,1954,3780,5734,2303,4038,6344,2553,3986,6538,2299,2642,4943,2871,3502,6376,533,527,1065,1059,1011,2071,1324,1131,2457,1399,1288,2688,49,41,91,41,43,87,36,32,73,32,19,51,26,28,59,40,57,90,1135,1076,2212,1395,1209,2600,1471,1377,2853,65460,69315,134775,68616,71854,140469,71917,75139,147059,44269,47421,91692,49419,53542,102964,47886,53870,101760,81673,86477,168155,85026,89661,174686,90346,95103,185450,27371,31029,58400,31968,36399,68361,27814,32945,60760,88970,97141,186114,92908,101031,193941,98918,106954,205874
119,258323,265290,523610,282752,288666,571417,301606,303505,605118,19090,17986,37073,19690,18504,38197,19082,17677,36759,33814,31516,65330,35567,33323,68890,37176,34848,72027,16741,15481,32220,17552,16728,34283,17534,16132,33668,18309,17891,36199,21323,20262,41583,22407,20323,42735,39653,40558,80215,47360,47374,94731,49056,47425,96482,36006,38078,74081,38397,39205,77595,42209,42217,84427,34217,35328,69543,34976,36803,71774,35979,38350,74330,26851,27687,54540,29557,31509,61072,33625,35109,68740,17885,18863,36749,20862,21772,42632,24305,26240,50540,11750,14446,26196,12359,14885,27237,14268,16349,30611,3992,7462,11456,5107,8308,13413,5962,8839,14802,1719,2422,4143,3221,4470,7690,641,716,1356,1415,1548,2964,1659,1893,3547,1980,2149,4132,102,94,197,79,99,177,78,78,158,29,46,77,37,39,75,47,79,124,1546,1685,3230,1771,2030,3802,2102,2310,4410,133690,136261,269955,139870,139691,279559,149377,147065,296441,107972,113433,221406,125736,131616,257354,135551,140454,276008,100435,102474,202906,105036,103710,208748,112991,108356,221348,143049,149248,292296,162348,169639,331986,169416,175823,345241,209512,216890,426400,218134,224022,442161,233121,238537,471661
120,127947,135613,263561,142432,150861,293303,148502,156267,304771,8844,8409,17249,8856,8524,17385,8005,7583,15584,13070,12402,25474,14696,14148,28846,15195,15010,30206,6480,6336,12817,6945,6777,13720,6876,6655,13528,9552,9454,19006,11453,11386,22839,11632,10827,22463,24050,24692,48738,28209,28662,56870,28465,28691,57158,20659,22418,43080,21917,23012,44928,23027,23454,46480,17131,18576,35708,18317,20309,38623,18562,20774,39339,13104,14427,27535,14380,16094,30477,15994,17608,33603,8102,8872,16973,9852,11165,21014,11551,13458,25007,5266,6523,11795,5549,6892,12444,6502,7902,14410,1700,3502,5199,2254,3894,6153,2701,4294,7002,1241,1645,2887,1986,2774,4756,385,431,813,690,774,1459,840,973,1803,1004,1045,2041,38,44,80,43,34,83,46,45,86,22,19,43,20,25,45,41,37,82,751,834,1587,901,1032,1932,1091,1120,2210,68095,73041,141138,72487,76229,148717,78793,82071,160859,50950,54485,105429,60322,64900,125224,63284,67934,131221,70307,74146,144454,74861,77098,151958,81792,82962,164752,49344,54182,103523,58544,64768,123308,59650,66292,125936,98394,106941,205333,104499,112100,216600,113492,121417,234905
121,180118,194545,374664,194785,210574,405354,204179,219868,424045,11946,11393,23332,12431,11679,24101,11192,10490,21684,23431,22237,45669,26157,24721,50874,27991,26520,54512,11053,10879,21934,12144,11465,23606,12543,11740,24286,10737,10992,21728,10898,11258,22158,11377,10928,22306,25572,27740,53317,26916,29899,56815,24907,27434,52341,27859,30836,58696,29938,32922,62853,31365,35097,66457,25602,27882,53489,27092,30114,57207,28692,31910,60609,20140,22273,42411,21065,23395,44457,23257,25256,48514,13332,14477,27810,15859,18195,34049,17682,20721,38403,7473,9687,17160,8585,10495,19086,11000,13097,24095,2983,6148,9134,3701,6438,10136,4163,6679,10839,2350,2798,5147,3302,4489,7791,724,777,1495,370,401,774,548,550,1099,772,712,1483,33,41,71,29,27,58,37,32,71,6,14,28,14,12,24,17,24,43,410,457,866,595,592,1187,830,768,1600,106746,114024,220765,110988,115959,226946,116506,118908,235420,64051,71253,135305,74069,84157,158225,82025,94734,176754,130807,138018,268821,132287,137208,269491,135851,138576,274429,40569,47999,88567,53167,63403,116573,61821,74074,135902,146955,158445,305399,155553,165712,321265,168961,177725,346683
122,116425,121213,237639,123508,129370,252876,128929,134623,263554,8717,8300,17017,8071,7600,15672,7237,6930,14169,15607,14622,30227,17585,16598,34173,17828,16735,34559,6826,6258,13090,7484,6935,14412,8455,7811,16263,6235,5837,12076,6484,6070,12553,7175,6568,13740,14521,15053,29575,14197,15379,29574,14025,14847,28875,18656,19927,38582,18525,19677,38201,16976,18526,35504,16676,17179,33857,18233,19160,37394,19374,20634,40004,12874,13499,26377,13842,14580,28422,16041,16436,32479,9052,9765,18821,10671,11774,22441,11509,12706,24219,5084,6682,11760,5961,7122,13082,7559,8939,16501,2175,4078,6250,2456,4488,6941,2746,4499,7243,1028,1218,2242,1233,1519,2751,256,280,532,450,420,874,680,631,1310,859,743,1600,35,34,64,28,28,57,33,27,58,12,18,33,12,12,24,32,16,52,500,467,966,724,673,1394,917,791,1706,79018,82068,161084,81966,84528,166497,87047,88827,175873,31896,33929,65824,35087,37988,73079,37981,41698,79681,96425,99517,195947,99646,102130,201773,105476,107883,213359,14869,16955,31825,17628,20580,38208,18975,22075,41049,98405,102964,201366,103516,108004,211523,111868,116365,228235
123,115625,120138,235766,128722,133341,262065,146172,151122,297292,9169,8783,17954,10001,9397,19401,11249,10807,22056,18111,17367,35472,19804,18778,38584,22668,21623,44287,9395,8877,18273,9307,8806,18110,9924,9383,19300,8223,8222,16445,8933,8911,17847,9528,9020,18548,15296,16467,31762,17707,19255,36961,19609,21602,41205,15988,17454,33443,17744,18681,36428,21206,22092,43295,15732,16972,32709,16275,17417,33688,18125,18559,36693,13346,13739,27088,14417,15453,29869,15445,16806,32242,6730,6854,13577,9675,10051,19726,11703,12758,24464,2823,3716,6540,3777,4509,8280,5419,6100,11516,806,1696,2504,1091,2086,3175,1305,2372,3676,298,404,698,624,893,1518,214,236,454,3036,3395,6433,4136,4542,8681,5612,6008,11625,85,91,172,86,86,172,105,101,198,52,42,86,59,64,121,88,90,185,3168,3528,6694,4285,4693,8973,5806,6202,12008,83743,86188,169934,89940,92033,181971,100855,102815,203669,26039,27807,53842,31225,33197,64424,38529,41266,79795,89736,92637,182374,94460,96805,191268,102112,103908,206014,20781,22407,43187,27554,29487,57045,36444,39045,75485,101654,105322,206973,111539,114868,226404,127716,131173,258886
124,141281,146774,288049,150470,156462,306933,163198,168862,332056,10602,10211,20813,10800,10171,20970,11415,10601,22020,20572,19533,40110,21035,20133,41166,22939,21833,44777,10491,10110,20603,10368,9806,20178,10537,9883,20422,10024,9724,19744,10281,10018,20299,10590,9985,20581,18568,19363,37927,20562,21525,42086,22259,23544,45804,19532,20764,40295,20269,21096,41357,22427,23317,45750,19414,21150,40562,19493,20905,40393,20695,21612,42308,17382,17815,35195,18123,19681,37801,18613,20148,38760,9242,9818,19057,12772,13582,26354,14801,16254,31058,4213,5533,9740,5209,6528,11738,7046,8305,15357,1251,2748,4003,1554,3018,4571,1858,3370,5235,483,601,1083,842,1177,2015,206,204,410,3734,3876,7610,5429,5492,10919,7329,7489,14815,93,82,177,114,92,209,131,109,233,36,63,101,59,73,130,103,105,213,3859,4023,7883,5602,5655,11257,7558,7701,15262,107720,112236,219955,113034,116863,229898,121920,124860,246776,26299,27666,53967,28794,30682,59478,33385,35793,69180,119672,124333,244002,123057,127425,250484,130260,133456,263716,14935,16369,31307,18836,20714,39548,23954,26340,50298,125161,130772,255937,131640,137309,268949,144113,148967,293080
125,198302,196412,394710,227574,220818,448392,251582,241931,493515,15385,14682,30070,17316,16871,34188,16976,15915,32892,24949,23316,48262,27979,26302,54288,31484,30113,61601,12788,11564,24353,12808,11860,24666,13071,12104,25171,15415,14451,29869,17355,14828,32182,19333,16711,36044,36605,35239,71846,45292,42708,88000,48038,44316,92360,28519,27910,56428,35054,31472,66526,41971,37869,79837,24774,24713,49492,26073,26291,52359,27963,27662,55620,18947,19329,38272,21301,22043,43345,23899,24695,48592,11929,12250,24180,14107,14708,28815,16706,17808,34513,6894,8571,15468,7528,8904,16437,8948,10057,19004,2093,4391,6478,2761,4819,7588,3190,4676,7867,1831,2370,4198,3248,4214,7456,612,690,1301,1429,1360,2788,1607,1508,3113,1799,1700,3495,74,71,143,54,61,117,78,80,157,37,33,68,37,38,71,37,47,93,1538,1463,3002,1695,1604,3302,1915,1829,3742,94000,93725,187717,98305,97309,195614,104488,101691,206180,91196,90870,182067,115256,109937,225196,131361,126310,257673,77400,77455,154850,78811,77145,155953,82065,77657,159729,106898,108022,214920,133840,130784,264627,150314,147735,298045,151859,153381,305240,161087,162202,323283,173185,173505,346689
126,79212,83633,162845,88834,93282,182120,98378,103659,202038,4904,4657,9562,5462,5215,10670,5431,5327,10759,9581,8730,18306,10463,9768,20229,12185,11486,23661,5409,4836,10247,5816,5019,10834,5321,5009,10329,6430,6687,13112,7067,7169,14232,6629,6330,12954,11473,11648,23122,14152,14701,28850,15762,16598,32358,11013,12094,23103,12621,13245,25866,15631,16348,31980,11105,11864,22977,11335,12301,23637,12028,12897,24919,8913,9355,18271,9629,10652,20285,10826,11905,22731,5340,6154,11493,6717,7229,13948,8217,9222,17441,3676,4793,8465,3790,4848,8639,4394,5375,9771,1378,2812,4191,1787,3139,4930,1960,3173,5131,1126,1508,2633,1775,2335,4107,301,384,684,232,227,461,295,279,568,395,389,785,11,18,28,18,16,33,18,18,41,11,14,22,15,4,15,16,19,29,259,262,517,322,296,613,428,424,860,44805,46096,90900,46107,46417,92529,49461,49105,98562,31065,34289,65355,39055,43046,82097,45775,51305,97075,46370,47764,94139,46300,46389,92694,48561,47937,96502,29773,32987,62763,38957,43191,82158,45948,51602,97548,64551,67741,132296,68263,70528,138785,75938,78171,154107
127,178212,182132,360343,200613,205344,405963,234934,239498,474430,13193,12513,25709,14594,13820,28409,16581,15534,32111,27217,25766,52984,29201,27780,56984,34479,32407,66887,14304,13276,27579,15025,14010,29039,16584,15533,32117,12892,12733,25630,15209,14668,29876,16709,15974,32683,24353,25909,50261,28176,29955,58133,33171,34839,68011,24723,26774,51491,26659,28619,55277,31785,33683,65464,25223,25618,50838,26933,27346,54278,28957,30555,59513,18630,19187,37822,22218,23388,45607,27154,27572,54724,10727,10970,21702,13680,14237,27921,17915,19334,37252,5583,6950,12533,6810,8091,14899,8733,9739,18477,1357,2435,3794,2113,3435,5545,2865,4325,7189,591,851,1443,1141,1533,2670,331,401,726,1798,1889,3686,2197,2275,4472,2944,3194,6138,105,98,204,77,68,151,68,65,130,40,37,76,19,31,51,60,61,124,1946,2019,3969,2292,2373,4666,3071,3328,6396,88423,86324,174750,97594,94609,192203,114387,110226,224620,79265,85513,164776,89717,97405,187116,107911,117165,225072,65749,63562,129311,72698,69433,142128,85085,80512,165599,103087,109725,212808,116498,124657,241159,134581,143601,278177,151727,154131,305859,165024,168075,333102,192056,195028,387076
128,102849,107415,210272,106414,111467,217877,112258,117352,229604,7180,6703,13885,7036,6548,13590,6805,6477,13283,13520,12835,26360,14355,13608,27960,15129,14002,29130,6847,6566,13413,6714,6375,13094,7231,6769,14006,6779,6587,13367,6492,6177,12666,6626,6287,12920,12753,13178,25926,12703,13474,26182,12886,13459,26347,14665,15713,30380,14586,15493,30075,14641,15853,30496,14568,15460,30024,14639,15551,30186,15403,16407,31812,12634,12888,25520,13241,13964,27200,13833,14640,28471,7751,8378,16126,9562,10376,19933,10933,11948,22879,4595,6077,10674,4961,6079,11043,6318,7521,13841,1557,3034,4596,2120,3829,5946,2445,3988,6432,389,459,847,489,639,1125,130,147,273,853,782,1632,1160,1126,2285,1596,1525,3122,42,31,74,42,40,81,46,25,74,11,15,23,23,33,55,32,37,66,903,825,1733,1223,1197,2419,1677,1586,3258,81164,84490,165655,83202,86004,169211,88278,90598,178874,17434,19018,36457,18673,20711,39382,20719,23575,44294,87946,91203,179150,89075,92050,181130,93960,96269,190233,11290,13009,24295,13201,15146,28345,14575,17112,31685,93586,97729,191313,96096,100291,196390,103234,107293,210523
197,58,57,115,174,240,419,0,0,0,0,0,0,11,5,13,0,0,0,3,0,4,11,12,24,0,0,0,0,0,0,3,11,13,0,0,0,3,0,3,5,3,9,0,0,0,0,0,0,12,23,29,0,0,0,8,6,11,13,16,31,0,0,0,10,0,11,25,25,53,0,0,0,9,15,25,25,48,74,0,0,0,13,18,27,46,61,110,0,0,0,11,12,25,19,22,43,0,0,0,0,0,0,4,3,11,0,0,0,72,98,166,149,184,333,0,3,3,3,0,3,4,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,8,12,0,0,0,29,34,59,96,133,234,0,0,0,25,23,45,57,87,146,0,0,0,39,42,86,120,152,277,0,0,0,12,10,22,38,57,92,0,0,0,49,54,105,136,186,320,0,0,0
