SA4_CODE_2021,C21_F_CL_C_I_II_15_19,C21_F_CL_C_I_II_20_24,C21_F_CL_C_I_II_25_34,C21_F_CL_C_I_II_35_44,C21_F_CL_C_I_II_45_54,C21_F_CL_C_I_II_55_64,C21_F_CL_C_I_II_65_74,C21_F_CL_C_I_II_75_84,C21_F_CL_C_I_II_85over,C21_F_CL_C_I_II_Tot,C21_F_CL_CL_nfd_15_19,C21_F_CL_CL_nfd_20_24,C21_F_CL_CL_nfd_25_34,C21_F_CL_CL_nfd_35_44,C21_F_CL_CL_nfd_45_54,C21_F_CL_CL_nfd_55_64,C21_F_CL_CL_nfd_65_74,C21_F_CL_CL_nfd_75_84,C21_F_CL_CL_nfd_85over,C21_F_CL_CL_nfd_Tot,C21_F_CL_Tot_15_19,C21_F_CL_Tot_20_24,C21_F_CL_Tot_25_34,C21_F_CL_Tot_35_44,C21_F_CL_Tot_45_54,C21_F_CL_Tot_55_64,C21_F_CL_Tot_65_74,C21_F_CL_Tot_75_84,C21_F_CL_Tot_85over,C21_F_CL_Tot_Tot,C21_F_LE_ID_15_19,C21_F_LE_ID_20_24,C21_F_LE_ID_25_34,C21_F_LE_ID_35_44,C21_F_LE_ID_45_54,C21_F_LE_ID_55_64,C21_F_LE_ID_65_74,C21_F_LE_ID_75_84,C21_F_LE_ID_85over,C21_F_LE_ID_Tot,C21_F_LE_NS_15_19,C21_F_LE_NS_20_24,C21_F_LE_NS_25_34,C21_F_LE_NS_35_44,C21_F_LE_NS_45_54,C21_F_LE_NS_55_64,C21_F_LE_NS_65_74,C21_F_LE_NS_75_84,C21_F_LE_NS_85over,C21_F_LE_NS_Tot,C21_F_Tot_15_19_yrs,C21_F_Tot_20_24_yrs,C21_F_Tot_25_34_yrs,C21_F_Tot_35_44_yrs,C21_F_Tot_45_54_yrs,C21_F_Tot_55_64_yrs,C21_F_Tot_65_74_yrs,C21_F_Tot_75_84_yrs,C21_F_Tot_85over,C21_F_Tot_Tot,C11_P_Post_Deg_15_19_yrs,C11_P_Post_Deg_20_24_yrs,C11_P_Post_Deg_25_34_yrs,C11_P_Post_Deg_35_44_yrs,C11_P_Post_Deg_45_54_yrs,C11_P_Post_Deg_55_64_yrs,C11_P_Post_Deg_65_74_yrs,C11_P_Post_Deg_75_84_yrs,C11_P_Post_Deg_85over,C11_P_Post_Deg_Tot,C11_P_GrDip_GrCe_15_19,C11_P_GrDip_GrCe_20_24,C11_P_GrDip_GrCe_25_34,C11_P_GrDip_GrCe_35_44,C11_P_GrDip_GrCe_45_54,C11_P_GrDip_GrCe_55_64,C11_P_GrDip_GrCe_65_74,C11_P_GrDip_GrCe_75_84,C11_P_GrDip_GrCe_85over,C11_P_GrDip_GrCe_Tot,C11_P_BD_15_19,C11_P_BD_20_24,C11_P_BD_25_34,C11_P_BD_35_44,C11_P_BD_45_54,C11_P_BD_55_64,C11_P_BD_65_74,C11_P_BD_75_84,C11_P_BD_85over,C11_P_BD_Tot,C11_P_AdD_DL_15_19,C11_P_AdD_DL_20_24,C11_P_AdD_DL_25_34,C11_P_AdD_DL_35_44,C11_P_AdD_DL_45_54,C11_P_AdD_DL_55_64,C11_P_AdD_DL_65_74,C11_P_AdD_DL_75_84,C11_P_AdD_DL_85over,C11_P_AdD_DL_Tot,C11_P_CL_C_III_IV_15_19,C11_P_CL_C_III_IV_20_24,C11_P_CL_C_III_IV_25_34,C11_P_CL_C_III_IV_35_44,C11_P_CL_C_III_IV_45_54,C11_P_CL_C_III_IV_55_64,C11_P_CL_C_III_IV_65_74,C11_P_CL_C_III_IV_75_84,C11_P_CL_C_III_IV_85over,C11_P_CL_C_III_IV_Tot,C11_P_CL_C_I_II_15_19,C11_P_CL_C_I_II_20_24,C11_P_CL_C_I_II_25_34,C11_P_CL_C_I_II_35_44,C11_P_CL_C_I_II_45_54,C11_P_CL_C_I_II_55_64,C11_P_CL_C_I_II_65_74,C11_P_CL_C_I_II_75_84,C11_P_CL_C_I_II_85over,C11_P_CL_C_I_II_Tot,C11_P_CL_CL_nfd_15_19,C11_P_CL_CL_nfd_20_24,C11_P_CL_CL_nfd_25_34,C11_P_CL_CL_nfd_35_44,C11_P_CL_CL_nfd_45_54,C11_P_CL_CL_nfd_55_64,C11_P_CL_CL_nfd_65_74,C11_P_CL_CL_nfd_75_84,C11_P_CL_CL_nfd_85over,C11_P_CL_CL_nfd_Tot,C11_P_CL_Tot_15_19,C11_P_CL_Tot_20_24,C11_P_CL_Tot_25_34,C11_P_CL_Tot_35_44,C11_P_CL_Tot_45_54,C11_P_CL_Tot_55_64,C11_P_CL_Tot_65_74,C11_P_CL_Tot_75_84,C11_P_CL_Tot_85over,C11_P_CL_Tot_Tot,C11_P_LE_ID_15_19,C11_P_LE_ID_20_24,C11_P_LE_ID_25_34,C11_P_LE_ID_35_44,C11_P_LE_ID_45_54,C11_P_LE_ID_55_64,C11_P_LE_ID_65_74,C11_P_LE_ID_75_84,C11_P_LE_ID_85over,C11_P_LE_ID_Tot,C11_P_LE_NS_15_19,C11_P_LE_NS_20_24,C11_P_LE_NS_25_34,C11_P_LE_NS_35_44,C11_P_LE_NS_45_54,C11_P_LE_NS_55_64,C11_P_LE_NS_65_74,C11_P_LE_NS_75_84,C11_P_LE_NS_85over,C11_P_LE_NS_Tot,C11_P_Tot_15_19_yrs,C11_P_Tot_20_24_yrs,C11_P_Tot_25_34_yrs,C11_P_Tot_35_44_yrs,C11_P_Tot_45_54_yrs,C11_P_Tot_55_64_yrs,C11_P_Tot_65_74_yrs,C11_P_Tot_75_84_yrs,C11_P_Tot_85over,C11_P_Tot_Tot,C16_P_Post_Deg_15_19_yrs,C16_P_Post_Deg_20_24_yrs,C16_P_Post_Deg_25_34_yrs,C16_P_Post_Deg_35_44_yrs,C16_P_Post_Deg_45_54_yrs,C16_P_Post_Deg_55_64_yrs,C16_P_Post_Deg_65_74_yrs,C16_P_Post_Deg_75_84_yrs,C16_P_Post_Deg_85over,C16_P_Post_Deg_Tot,C16_P_GrDip_GrCe_15_19,C16_P_GrDip_GrCe_20_24,C16_P_GrDip_GrCe_25_34,C16_P_GrDip_GrCe_35_44,C16_P_GrDip_GrCe_45_54,C16_P_GrDip_GrCe_55_64,C16_P_GrDip_GrCe_65_74,C16_P_GrDip_GrCe_75_84,C16_P_GrDip_GrCe_85over,C16_P_GrDip_GrCe_Tot,C16_P_BD_15_19,C16_P_BD_20_24,C16_P_BD_25_34,C16_P_BD_35_44,C16_P_BD_45_54,C16_P_BD_55_64,C16_P_BD_65_74,C16_P_BD_75_84,C16_P_BD_85over,C16_P_BD_Tot
111,183,339,370,412,466,479,360,110,32,2747,70,204,337,401,794,1053,971,485,161,4485,891,2964,5776,5097,5573,5163,2975,1021,353,29817,17,55,114,127,153,236,249,207,74,1234,565,705,1359,1210,1189,1362,1838,2029,1587,11833,1546,6653,21329,20348,18198,15608,11457,5700,2635,103484,0,73,1509,1929,1796,1477,683,222,49,7739,0,34,575,883,984,960,320,91,12,3854,13,2330,9591,7700,5657,4570,2032,793,217,32908,85,1307,3704,4799,4781,3846,1971,972,263,21722,864,4709,9914,10066,10685,8056,4945,2690,781,52715,323,619,856,689,639,433,194,59,17,3822,94,310,574,870,1067,1156,665,340,83,5167,1284,5635,11338,11622,12390,9646,5809,3086,889,61699,43,184,353,452,749,778,526,283,120,3494,1840,1425,2453,2809,3411,3402,3757,3954,2309,25356,3268,10985,29528,30194,29773,24679,15095,9403,3847,156769,0,84,2470,2856,2236,1921,1110,361,76,11121,11,71,764,1029,1022,1317,610,145,39,5001,13,2547,11207,9468,6301,5597,3203,1177,300,39821
112,89,172,245,257,302,381,269,83,17,1816,47,105,255,342,473,779,724,303,105,3129,479,1476,2965,3237,3722,4087,2444,718,253,19378,11,18,64,81,99,184,207,136,63,863,622,531,1344,1452,1462,1743,1857,1686,1321,12021,1164,2979,10753,13020,13256,13284,10195,4395,2070,71132,0,22,313,703,884,956,393,123,15,3405,0,25,281,584,784,826,218,61,13,2796,9,628,3410,4829,4187,3782,1563,574,178,19165,63,463,1660,2942,3455,3049,1595,730,189,14148,489,2149,5205,6352,7773,5833,3211,1751,512,33279,243,394,557,452,487,396,129,46,15,2716,72,152,432,557,733,762,352,162,59,3283,804,2698,6195,7358,8993,6990,3688,1959,581,39278,28,89,233,371,683,718,431,276,91,2921,1368,799,1484,1954,2612,2787,2756,3025,1664,18439,2270,4721,13577,18741,21600,19114,10641,6747,2739,100146,0,26,604,999,1098,1226,773,188,47,4969,0,27,325,682,752,997,523,108,23,3445,5,658,3812,5399,4623,4614,2691,906,270,22995
113,68,140,245,177,215,245,142,42,9,1283,26,68,146,165,315,429,351,124,45,1662,334,1120,2525,2279,2271,2185,1125,304,97,12230,12,24,59,49,49,100,86,67,26,472,410,404,810,762,789,942,1044,892,595,6639,791,2484,7741,7155,6576,5966,4137,2002,917,37777,0,19,278,454,430,344,135,47,7,1706,0,13,193,302,345,283,94,25,0,1254,3,655,2728,2536,1700,1371,573,221,63,9848,32,300,1102,1514,1663,1256,607,253,83,6801,525,2261,4450,4275,4475,2994,1415,592,149,21133,200,293,439,352,349,175,62,20,3,1897,52,154,289,375,434,393,181,65,24,1976,781,2701,5176,5004,5258,3557,1659,685,177,25001,15,61,154,232,342,367,182,120,40,1528,1052,847,1425,1579,1779,1767,1780,1579,734,12547,1888,4601,11054,11620,11514,8930,5032,2929,1113,58680,0,20,434,552,524,440,229,67,20,2287,4,32,272,337,330,377,133,37,6,1530,9,693,3209,2926,1967,1620,852,348,104,11732
114,51,99,160,176,215,289,208,77,21,1297,30,59,141,186,301,542,617,306,81,2259,254,895,2165,2066,2259,2604,1807,664,180,12899,4,15,39,51,57,108,185,124,41,617,355,248,569,590,685,883,1142,1096,723,6303,634,1754,6234,6708,7230,8130,7320,3552,1301,42867,0,13,169,432,563,624,402,145,17,2372,0,28,169,268,415,502,182,57,7,1629,0,291,1320,2113,2111,2167,1367,547,135,10054,22,269,831,1719,2089,2003,1403,608,132,9079,301,1537,3302,3891,4568,3677,2819,1433,358,21889,141,197,277,327,324,222,125,35,9,1653,44,124,197,336,494,546,398,160,35,2331,486,1857,3773,4552,5383,4445,3340,1631,399,25875,21,61,134,191,404,425,403,206,52,1884,936,577,978,1290,1702,1766,2086,2101,1109,12551,1472,3096,7376,10569,12672,11931,9179,5296,1860,63445,0,18,368,610,683,835,738,265,47,3554,5,33,239,323,413,605,417,106,15,2162,3,355,1809,2328,2171,2570,2068,845,197,12341
115,78,113,117,163,277,285,180,48,12,1272,30,100,154,310,622,729,662,294,94,2998,380,934,1611,1997,2804,2482,1577,632,160,12582,14,40,88,156,171,184,178,142,44,1024,207,225,602,774,671,672,683,781,727,5339,712,3819,11575,18298,15690,11125,7368,3232,1388,73205,0,117,1450,2601,2697,1684,595,156,25,9318,0,45,396,779,850,722,203,47,19,3061,12,2476,6236,7978,6959,4925,1741,546,181,31070,118,1068,2420,4335,4304,3207,1574,518,183,17731,440,2044,3517,5310,5203,3708,2230,835,241,23529,113,178,285,393,376,300,127,29,3,1801,63,167,337,659,811,817,442,161,33,3486,619,2382,4130,6362,6396,4825,2796,1023,278,28817,35,174,360,635,889,876,569,243,98,3876,1045,569,861,1375,1488,1500,1280,1004,859,9988,1834,6835,15851,24064,23591,17736,8763,3534,1649,103859,8,188,2550,4347,3433,2288,1037,282,49,14192,0,48,402,920,985,936,445,101,20,3861,29,2737,7456,9637,7740,5776,3057,899,234,37567
116,138,230,321,432,394,322,161,51,7,2056,58,167,361,552,760,655,455,148,50,3194,576,1910,4024,4445,4120,2888,1361,371,113,19809,10,49,242,354,218,187,170,65,12,1306,716,894,2431,2310,1572,1342,1286,874,618,12045,1423,6502,24878,27834,16354,10734,6290,2184,935,97130,0,183,2954,2350,1522,814,230,47,6,8109,5,57,625,690,478,265,59,13,5,2194,19,2210,9397,7892,5468,3313,965,255,56,29578,142,1746,4864,4805,3379,1971,711,235,63,17908,730,3108,7676,7563,6392,4199,1919,808,152,32542,266,415,860,726,527,300,82,20,5,3196,97,276,704,927,780,601,237,72,14,3712,1088,3796,9237,9208,7702,5106,2237,902,173,39446,89,303,881,1028,1025,885,381,171,57,4817,2133,1542,3098,3046,2802,2611,2092,1561,637,19521,3469,9835,31064,29016,22372,14952,6671,3190,992,121565,0,279,4718,5204,2163,1296,502,99,25,14285,9,83,711,998,607,405,177,29,5,3019,43,3038,12483,11320,6733,4526,2040,456,111,40752
117,32,132,215,159,185,158,113,29,10,1040,19,126,374,320,456,453,282,124,44,2195,209,1088,2724,1884,1759,1455,829,297,103,10350,22,116,332,219,156,135,136,55,19,1197,325,1278,3491,1864,1137,1009,912,691,404,11115,669,9866,42577,24765,14405,9826,6026,2458,882,111488,6,609,9183,5973,3331,2177,759,166,30,22236,0,119,1698,1471,1039,685,166,39,4,5217,46,6249,27247,12994,6275,3653,1371,490,110,58438,135,2441,6920,5134,3021,1900,863,341,68,20833,275,1919,5200,4080,2979,1950,1101,515,126,18141,85,234,515,387,260,166,53,13,0,1722,28,176,598,640,535,390,175,67,20,2628,389,2338,6310,5102,3775,2504,1329,598,147,22492,59,319,998,765,702,536,388,180,62,4004,1524,4095,9073,5056,3731,3146,2354,1748,861,31578,2154,16175,61422,36496,21877,14601,7224,3560,1294,164801,8,843,13484,8557,4647,2991,1392,332,66,32318,9,193,2025,1674,1226,906,405,72,12,6516,121,10361,34860,16129,8017,4832,2458,805,195,77784
118,26,66,121,119,151,159,120,61,13,828,19,65,246,221,407,505,431,242,91,2239,131,523,1448,1279,1478,1491,1025,553,203,8119,3,38,226,191,146,180,195,152,42,1180,282,517,1778,1255,992,776,944,1096,1152,8798,478,4548,24358,18831,15109,10732,7598,4192,2098,87940,5,356,5965,5403,3722,2428,1127,344,96,19446,0,62,1238,1276,947,713,254,97,29,4626,34,4631,19920,13285,7947,5232,2323,1063,408,54842,92,1202,4682,4586,3367,2474,1369,720,283,18777,163,1357,3966,3267,2842,2209,1488,890,375,16557,45,151,317,263,229,147,74,28,14,1274,27,153,470,548,562,485,317,135,66,2764,238,1662,4752,4076,3631,2840,1880,1058,454,20593,56,222,689,631,768,752,614,395,217,4337,1449,2442,6047,4309,3267,2846,2513,2077,1376,26318,1873,10573,43282,33576,23652,17290,10075,5757,2856,148928,4,452,7430,7090,4869,3000,1881,556,167,25443,10,77,1255,1443,1045,869,481,173,36,5398,65,5779,21790,14782,9531,6166,3665,1388,564,63727
119,130,206,357,518,634,604,290,75,29,2838,70,238,545,804,1374,1473,923,370,163,5963,560,1935,4458,4887,5585,4815,2472,892,359,25962,21,127,396,378,416,437,309,148,58,2293,982,1490,3946,3232,2644,2440,2235,2113,2144,21215,1763,11168,39100,33446,25760,18745,10717,5076,3193,148954,5,506,8106,5024,2933,1557,472,150,33,18782,3,120,1031,1117,912,698,233,63,13,4183,70,5589,20549,13841,9749,5386,2064,869,222,58336,284,3816,9413,9020,6854,4052,1735,883,256,36320,901,3908,9444,10170,9257,6389,4221,2649,955,47895,243,457,1024,986,879,478,165,60,23,4318,94,415,946,1531,1658,1150,562,311,135,6805,1245,4778,11415,12686,11790,8025,4951,3020,1118,59013,131,620,1430,1709,1948,1431,942,668,270,9138,3388,3027,6364,5735,5674,5056,4361,4292,2587,40476,5123,18452,58309,49133,39853,26198,14754,9938,4499,226257,4,779,11580,8055,4107,2325,957,271,59,28143,19,162,1371,1437,1187,968,408,109,29,5681,78,7929,27969,17389,11296,7503,3429,1343,362,77284
120,34,108,133,170,235,225,125,44,12,1087,18,77,210,293,591,673,499,228,87,2666,192,862,1722,1707,2191,2075,1259,500,186,10691,10,61,183,185,161,198,208,113,44,1158,245,650,1817,1220,939,904,930,878,960,8549,534,6406,25749,21059,17177,12710,8036,3380,1693,96752,5,392,6801,5463,3935,2584,842,221,42,20278,0,90,1217,1574,1157,908,252,56,5,5256,26,4048,17714,13166,8204,5137,1832,677,195,51007,104,2002,5100,5198,4040,2640,1128,482,174,20861,236,1530,3993,4029,3847,2625,1569,917,265,18996,70,206,417,383,344,172,93,28,16,1722,36,160,466,747,751,595,283,128,69,3238,338,1894,4880,5159,4936,3389,1943,1067,349,23954,44,248,715,822,950,790,434,317,136,4472,1266,1683,3996,3074,2714,2231,1990,2082,1455,20498,1795,10359,40420,34466,25938,17683,8422,4890,2350,146325,4,532,9513,7461,4814,3296,1644,392,90,27749,6,120,1306,1628,1379,1158,528,111,35,6273,33,5877,21231,15013,9929,6311,3203,1089,340,63036
121,69,93,97,151,253,253,252,120,36,1330,40,68,188,330,722,901,962,650,291,4142,298,756,1528,1777,2499,2465,2037,1150,479,12989,11,45,178,300,270,290,370,272,103,1841,309,380,1228,1323,1119,1029,1210,1290,1278,9171,701,5681,25346,32897,28525,20503,14819,8263,3701,140428,0,343,7198,9314,7899,5311,2516,826,217,33634,0,84,1671,2320,2095,1660,721,239,49,8834,25,5273,22525,21925,17370,11273,5760,2749,957,87859,105,1601,5192,6898,6667,5532,3686,1957,710,32352,278,1636,3916,4171,4131,3071,2110,1153,502,20964,92,191,311,409,431,373,224,108,40,2174,62,194,463,831,1055,1135,814,417,226,5208,438,2021,4694,5413,5616,4575,3143,1676,764,28349,46,187,695,912,1095,1267,1117,766,385,6470,1679,1375,3648,3294,2976,2698,2301,2285,1918,22175,2295,10893,45620,50082,43721,32316,19248,10506,4996,219669,9,366,9807,13133,9873,6426,3842,1375,348,45184,0,100,1663,2455,2446,1859,1211,401,100,10239,37,5715,24402,24797,19507,13116,8013,3617,1296,100497
122,54,91,99,159,281,272,236,90,33,1311,29,88,182,296,669,809,721,504,163,3453,232,790,1443,1803,2641,2506,1715,932,307,12362,8,21,113,152,178,190,217,194,73,1143,227,272,791,822,884,749,883,1065,971,6659,541,3371,13204,16592,17473,12430,8189,4738,2095,78632,3,99,1973,3411,2587,1528,808,241,63,10706,0,31,643,1192,1001,802,292,94,32,4080,9,1952,9394,11367,7689,4781,2419,1002,319,38931,81,1144,3844,5688,4778,3561,2277,1070,368,22808,301,1704,4734,5352,5046,3472,2472,1323,480,24886,79,177,322,435,406,289,167,57,23,1948,45,171,412,755,928,871,600,273,111,4165,420,2048,5477,6538,6376,4629,3242,1653,612,31000,19,105,404,568,697,628,501,335,115,3361,1000,795,2037,2252,2198,2111,2026,2026,1875,16327,1527,6166,23769,31019,25327,18043,11558,6419,3384,127214,0,115,2602,4354,3664,2115,1239,417,100,14613,0,55,619,1224,1202,1060,572,156,42,4937,11,2293,10048,12585,9658,6084,3510,1419,490,46099
123,112,231,385,389,355,328,203,44,11,2058,66,150,298,440,671,745,542,173,45,3127,563,1855,4484,4330,3827,3227,1606,416,95,20403,14,43,113,172,163,183,180,65,10,935,535,545,1448,1416,1109,1103,1129,977,693,8958,1229,4809,16458,16817,12076,9111,5592,2134,942,69168,0,122,973,1061,956,628,181,39,13,3965,0,51,335,441,433,347,98,17,0,1728,14,1374,4752,4145,2900,2074,681,200,38,16181,118,1103,3149,3396,3034,2057,708,248,51,13862,774,3318,7205,7325,6735,5034,2133,735,176,33435,233,411,675,527,458,327,88,25,3,2753,93,239,551,722,780,691,249,63,18,3406,1095,3972,8435,8572,7970,6052,2479,822,199,39589,77,215,530,687,789,751,355,147,60,3613,1837,1112,1944,2259,2374,2219,1668,1283,691,15391,3141,7953,20119,20561,18457,14126,6163,2753,1057,94329,0,158,2009,2164,1251,842,354,96,18,6893,9,73,513,559,488,498,192,36,5,2372,16,1758,6325,5589,3608,2666,1270,328,80,21636
124,141,251,411,398,426,388,252,44,14,2323,59,174,307,471,683,786,648,277,72,3477,708,2267,5259,4846,4435,3810,2010,584,164,24084,19,37,101,153,160,178,192,129,35,1001,506,684,1726,1541,1353,1189,1265,1241,916,10434,1339,5451,18221,18007,14821,12092,8346,3597,1477,83346,3,157,1030,1354,1497,1305,473,132,24,5974,0,51,456,660,849,838,247,52,9,3155,7,1592,5666,5491,4647,3606,1397,494,128,23034,132,1263,3548,4301,3876,3142,1413,567,150,18390,881,4415,9407,8643,8350,6006,2760,1060,306,41830,303,504,837,654,579,401,131,23,8,3441,91,311,601,863,998,912,414,167,42,4407,1269,5233,10847,10161,9932,7320,3302,1257,361,49680,68,247,596,722,998,1054,654,301,143,4777,1814,1483,2381,2558,2868,2750,2204,1782,1000,18856,3296,10010,24530,25246,24671,20006,9687,4590,1816,123861,0,195,2143,2138,1799,1697,916,243,30,9166,7,72,573,812,856,1019,499,94,9,3931,10,1933,6662,6639,4916,4422,2424,769,182,27962
125,130,189,310,349,415,367,209,62,12,2043,58,190,388,591,867,814,613,269,95,3879,461,1623,3460,3724,3708,3028,1556,594,200,18359,14,126,400,347,265,288,246,114,37,1835,816,1356,3869,3119,1989,1875,1514,1253,966,16768,1423,9385,36906,30790,18846,13329,7610,3594,1623,123500,6,511,8633,4641,2761,1432,467,123,16,18593,7,101,1098,981,726,530,173,50,11,3667,50,4421,18777,11425,7199,4276,1752,668,123,48692,192,3062,7591,6405,4649,3023,1435,584,175,27111,614,3221,7350,6835,6146,4525,2829,1521,446,33484,186,409,776,705,594,337,126,54,17,3202,76,328,788,977,1008,809,426,166,59,4637,874,3953,8911,8512,7749,5669,3384,1740,523,41318,79,444,1333,1173,1254,1091,673,395,145,6589,2559,3091,6611,4868,4304,3379,2825,2779,1612,32031,3769,15584,52949,38007,28629,19402,10709,6345,2606,178008,5,565,11975,8873,3543,2162,847,223,39,28237,6,145,1380,1321,893,757,329,92,23,4947,45,5771,25629,15731,8722,5737,2793,1082,275,65791
126,30,60,66,75,131,186,110,51,17,729,13,49,111,171,369,472,422,235,124,1967,137,469,867,958,1346,1462,1008,458,231,6928,6,37,123,142,113,123,162,104,38,850,140,290,871,754,501,591,599,607,710,5072,340,3443,15184,15041,10980,8749,5753,2816,1532,63827,0,239,3813,3466,2897,1808,682,242,47,13184,7,47,545,742,806,645,221,67,22,3099,20,2891,8834,7585,6008,3864,1773,798,262,32038,92,1220,2263,2911,2806,2128,1147,690,271,13534,166,856,1912,2264,2499,1809,1155,820,285,11759,56,108,180,199,237,168,68,46,14,1080,26,84,209,378,505,491,332,181,78,2281,247,1046,2301,2843,3241,2462,1558,1044,379,15122,36,116,312,431,574,542,379,301,160,2841,680,859,1204,991,1087,1066,995,1213,1122,9218,1082,6413,19276,18972,17421,12516,6748,4351,2254,89042,4,303,6006,5317,3504,2362,1185,346,91,19113,0,68,643,814,797,736,379,116,23,3570,21,3635,11399,9167,6692,4850,2584,1072,399,39815
127,130,226,371,564,610,448,173,32,7,2577,81,184,492,754,1010,912,471,136,33,4071,629,1909,4795,5275,4918,3572,1500,425,96,23116,15,58,223,232,225,230,179,66,13,1250,936,1047,2632,2588,2079,1980,1638,1247,924,15070,1757,7874,25546,22675,16451,11260,6101,2490,1176,95320,0,219,1428,1184,878,530,137,29,5,4405,4,75,397,349,325,220,43,10,0,1428,38,2876,8389,5919,4089,2499,702,208,49,24776,251,2272,5349,5204,3732,1970,685,225,41,19732,804,3426,7787,7917,7330,4818,2378,979,192,35633,230,449,960,826,637,331,79,12,8,3538,101,343,837,1066,984,556,200,80,12,4184,1138,4223,9586,9811,8948,5698,2662,1070,212,43355,109,374,937,1078,1209,877,447,187,48,5260,2961,1949,4039,4243,4482,3769,3032,2201,855,27539,4504,11991,30134,27791,23666,15561,7711,3933,1202,126481,0,342,2930,2147,1215,819,318,56,14,7843,11,126,588,582,398,317,152,30,0,2194,35,4142,11364,8070,4994,3462,1515,396,67,34048
128,57,71,142,196,283,310,204,80,31,1379,45,113,147,357,722,820,721,406,170,3492,346,952,1977,2391,2908,2808,1771,811,313,14269,7,16,66,111,154,200,243,157,62,1013,175,196,614,660,701,644,792,945,885,5612,605,3504,11599,13631,12794,9874,6684,3239,1637,63576,0,96,1148,1628,1419,1073,429,118,18,5921,0,46,485,679,772,670,177,58,8,2901,6,2048,6416,6186,4761,3439,1178,525,127,24693,136,1262,3474,4584,4083,2961,1425,599,193,18724,432,2576,5691,6298,6095,4480,2943,1657,476,30655,118,218,375,430,430,358,149,57,15,2146,57,203,464,756,990,979,537,236,73,4293,608,3000,6525,7485,7515,5813,3633,1956,566,37093,37,181,439,613,908,985,674,494,160,4482,915,621,1431,1429,1530,1510,1369,1677,1051,11538,1709,7259,19918,22596,20992,16454,8879,5426,2126,105353,0,116,1836,2240,1885,1482,712,200,50,8526,0,53,591,805,753,909,381,72,12,3582,12,2317,7251,7262,5219,4262,2052,724,258,29364
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,3,4,0,0,4,0,0,4,0,4,8,8,9,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,8,9,0,29,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,6,9,0,20,0,0,0,6,10,12,16,15,0,63,0,0,4,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,8,7,0,3,33
199,11,10,12,11,9,10,12,0,0,72,0,7,10,8,11,36,21,9,0,104,19,69,127,100,109,137,63,15,0,636,0,3,3,0,0,8,5,0,0,25,93,133,352,309,221,156,85,31,11,1390,115,259,843,611,522,498,255,66,20,3187,0,15,160,78,35,40,11,0,0,345,0,0,37,17,32,16,4,0,0,113,5,179,540,230,132,140,48,13,0,1277,5,66,152,129,111,126,50,6,0,644,34,132,342,273,271,213,163,19,3,1451,25,39,33,23,15,9,9,0,0,164,8,22,47,31,34,34,17,0,0,190,62,199,421,328,328,260,183,19,4,1804,4,10,44,30,28,27,12,5,3,170,144,227,584,607,604,406,240,88,59,2966,217,694,1939,1417,1272,1019,564,140,73,7320,0,11,164,86,40,34,21,6,0,369,0,5,31,21,19,26,16,0,0,118,0,196,497,193,147,115,85,13,4,1250
201,96,101,223,206,167,155,134,32,8,1120,22,51,127,162,211,258,230,88,35,1182,289,960,2480,2343,2321,2023,1216,280,97,11999,4,20,41,39,62,49,72,53,22,364,371,327,696,666,790,853,1105,966,616,6388,691,2327,8284,8730,8248,7238,5609,2433,977,44530,0,40,400,578,711,540,244,55,11,2586,0,33,448,639,669,610,220,49,5,2666,0,771,3039,2882,2235,1991,887,284,59,12151,23,435,1355,1835,1886,1725,900,340,93,8602,454,1949,3780,4056,4174,3120,1766,730,178,20210,158,257,388,279,249,168,65,17,4,1581,39,148,257,317,312,265,128,56,23,1548,647,2352,4422,4653,4736,3554,1963,802,210,23340,21,57,102,166,219,277,193,106,32,1168,996,631,984,1250,1554,1852,1888,1794,931,11865,1693,4322,10748,11999,12012,10550,6287,3435,1337,62389,0,72,646,837,858,814,460,127,11,3833,5,36,470,713,777,766,392,87,7,3250,3,937,3502,3494,2553,2240,1469,459,130,14771
