SA4_CODE_2021,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
299,62,133,338,166,112,121,15,6,0,961,83,102,233,223,191,200,141,48,8,1228,79,92,300,346,179,113,61,14,6,1186,229,321,878,730,479,429,224,58,19,3373,25,91,327,204,150,102,13,0,0,919,44,99,215,96,90,88,22,3,0,646,9,21,42,30,28,24,7,0,0,164,6,7,16,14,15,7,0,4,0,69,82,217,600,341,277,227,47,11,0,1797,18,41,89,84,57,35,3,0,0,329,29,31,37,24,13,11,6,0,0,163,45,68,132,110,69,51,11,0,0,485,130,282,733,454,352,279,60,11,0,2281,165,173,401,418,406,397,362,104,16,2447,172,214,688,867,639,405,190,34,13,3220,459,671,1819,1736,1393,1074,613,152,29,7946
301,4533,4851,10594,13720,14571,10453,2178,202,13,61118,2428,773,1926,2276,2616,5449,11022,6904,2668,36055,180,202,466,515,533,459,481,520,628,3978,7141,5825,12987,16509,17719,16354,13680,7626,3314,101156,1294,4807,13167,17619,19441,12819,2075,125,4,71355,5344,3730,5202,6935,6774,6116,2373,313,9,36799,1172,998,1791,1500,1462,1595,504,38,7,9071,94,164,347,312,311,207,62,28,11,1530,7899,9696,20506,26362,27994,20735,5011,501,38,118757,251,469,559,477,560,509,88,5,4,2911,955,272,300,291,225,289,100,14,0,2444,1210,738,859,762,778,799,189,13,3,5356,9109,10436,21371,27128,28774,21534,5203,519,43,124111,5498,1549,2840,3310,4040,8934,19973,12864,4390,63396,382,442,1000,1075,1134,997,977,905,923,7840,14997,12431,25213,31512,33944,31466,26149,14286,5357,195353
302,3710,5985,14906,14415,12441,8014,1714,146,11,61344,2071,893,2210,2412,2220,4078,7745,6061,3115,30814,161,269,726,531,392,327,338,392,561,3690,5942,7146,17849,17359,15056,12419,9799,6596,3686,95851,727,5041,18701,19420,16865,9805,1602,98,6,72261,4209,4617,7120,7182,5714,4485,1700,236,13,35281,1072,1074,2332,1734,1272,1282,414,48,6,9235,62,202,480,319,206,129,44,26,7,1478,6073,10940,28630,28653,24053,15704,3755,415,34,118257,203,455,800,589,541,455,62,0,3,3106,814,420,381,289,261,253,83,6,0,2514,1020,876,1178,882,805,713,142,7,3,5613,7094,11816,29808,29537,24858,16418,3899,418,37,123873,4772,1720,3447,3530,3626,6868,13887,10431,4860,53140,348,575,1546,1191,934,721,679,681,767,7442,12203,14116,34804,34255,29413,24008,18455,11532,5665,184450
303,5749,11169,25311,23883,18722,11513,2504,214,16,99075,4434,2391,4748,4952,4146,6988,11293,7595,3756,50309,306,587,1379,1032,706,599,460,445,416,5940,10490,14142,31438,29873,23576,19099,14265,8254,4184,155320,1063,8202,31237,31379,25136,14392,2400,176,0,113991,6519,9565,13812,12983,9412,6768,2752,387,24,62219,1564,2228,3361,2576,1762,1597,484,59,4,13641,127,482,960,628,408,264,73,29,5,2980,9276,20477,49379,47560,36713,23024,5714,650,41,192826,287,875,1669,1126,942,698,88,0,0,5694,1530,1045,947,678,470,423,126,6,0,5218,1817,1920,2615,1807,1411,1120,209,9,0,10913,11094,22394,51989,49366,38123,24145,5928,656,41,203741,9552,4918,7650,7022,6459,11411,20127,13711,5928,86779,640,1269,3012,2175,1592,1254,968,790,582,12279,21283,28582,62651,58565,46177,36808,27025,15159,6553,302801
304,3974,5229,8854,11656,11496,6838,1838,195,13,50078,2881,1209,1582,2182,2095,3270,6662,4715,2269,26859,144,176,365,335,244,206,223,214,249,2157,6990,6622,10802,14174,13836,10307,8715,5124,2527,79104,612,3531,11030,15173,15885,8586,1796,137,10,56751,4128,4794,4259,5863,5336,4023,2011,376,21,30808,1656,1505,1504,1384,1147,982,363,45,3,8588,66,125,225,230,140,82,34,12,0,908,6461,9951,17017,22654,22507,13664,4201,574,33,97063,106,345,515,426,449,330,57,0,0,2236,1050,563,318,278,224,204,80,5,3,2722,1162,902,828,706,669,543,135,9,3,4957,7623,10857,17842,23360,23173,14206,4334,581,38,102019,6442,2568,2647,2912,2930,5175,11540,8601,3567,46388,284,488,782,695,574,487,419,372,368,4474,14353,13919,21274,26964,26684,19864,16295,9557,3973,152886
305,4694,12985,27586,18294,15452,9415,2233,261,19,90946,3010,2494,3303,2984,2790,3865,6556,4113,1911,31018,337,897,1929,1058,707,589,439,338,276,6566,8043,16375,32815,22337,18947,13863,9229,4712,2206,128533,613,9352,35483,26347,22292,12396,2287,212,15,108990,4921,9791,13207,8348,6512,5224,2428,504,35,50975,1781,2824,3852,2130,1523,1211,387,51,6,13764,87,328,735,353,203,118,45,12,0,1891,7408,22296,53277,37171,30532,18953,5142,771,58,175617,138,687,1355,929,821,564,67,3,0,4560,1029,1099,858,442,317,306,116,13,5,4176,1161,1785,2214,1373,1142,864,186,14,5,8738,8573,24083,55488,38547,31672,19818,5324,785,58,184353,6671,4919,5877,4436,4522,6664,11888,7490,3020,55484,627,1671,4122,2430,1722,1321,959,672,439,13954,15874,30667,65488,45413,37922,27803,18169,8943,3515,253794
306,4168,4351,11668,12840,13882,10782,2890,311,28,60920,2508,1198,2835,2699,2756,5245,9504,5763,2117,34636,613,702,1818,1472,1359,1235,1036,740,426,9396,7291,6251,16321,17012,17999,17260,13429,6814,2569,104950,1456,4587,13690,14943,16959,12290,2711,322,25,66980,5101,3119,6705,7405,7542,7164,3092,463,37,40631,347,357,1257,1066,1016,1179,418,58,11,5700,210,258,570,415,385,331,114,51,13,2355,7116,8321,22216,23827,25903,20977,6334,893,75,115668,321,563,867,685,783,722,97,0,0,4043,779,311,462,414,415,476,140,19,3,3002,1108,871,1327,1098,1194,1193,232,20,3,7045,8220,9199,23546,24926,27096,22168,6562,912,79,122714,5566,2100,4161,4166,4867,9513,18730,11276,3684,64068,1310,1482,3768,3097,3095,2756,2288,1470,726,19987,15096,12780,31475,32189,35054,34431,27588,13655,4493,206767
307,2028,2222,4973,5445,6192,5284,1650,328,29,28151,1235,589,1530,1209,1477,2929,5225,3630,1457,19284,294,298,685,635,691,669,585,501,272,4636,3562,3112,7198,7289,8361,8886,7452,4458,1756,52074,1170,3038,6717,6804,8246,6858,2100,483,36,35461,2399,1215,2644,3010,3032,3271,1560,361,47,17546,154,175,532,396,414,503,232,43,8,2459,133,124,242,202,220,211,142,97,22,1397,3854,4555,10130,10407,11917,10844,4037,991,112,56863,183,237,275,246,303,230,33,0,0,1511,221,125,185,128,138,164,41,0,3,1011,406,364,460,375,442,395,79,0,3,2524,4262,4922,10590,10781,12360,11237,4117,995,116,59387,2548,921,2085,1849,2524,5088,10132,6886,2427,34451,628,693,1528,1290,1469,1510,1264,954,452,9787,7446,6530,14203,13919,16348,17837,15512,8831,2990,103622
308,4181,4680,10748,11318,11097,8484,1860,235,23,52625,2199,1069,2868,2441,2523,5079,7506,4809,1785,30275,470,530,1121,1084,1034,924,689,572,373,6807,6853,6276,14744,14850,14651,14486,10048,5618,2180,89710,2007,5629,14086,15053,15330,11342,2280,257,5,65997,4948,2821,5247,5862,5177,4890,1786,319,33,31070,283,349,1373,907,920,1172,265,28,8,5300,189,237,563,414,355,299,97,54,11,2229,7427,9034,21276,22226,21781,17709,4421,657,59,104599,375,551,764,632,634,602,72,0,3,3624,738,285,365,318,292,351,69,4,0,2426,1117,830,1129,953,925,950,143,4,0,6055,8547,9865,22400,23179,22707,18661,4569,662,63,110652,4778,1762,4226,3743,4138,8596,14872,9032,3008,54151,1024,1190,2713,2821,2689,2444,1581,1063,595,16122,14351,12816,29341,29745,29532,29700,21026,10759,3660,180921
309,11176,15993,35223,35325,34770,24479,6496,627,44,164134,6286,3122,7035,7259,7670,13216,25541,17003,6353,93476,911,1365,3246,2566,2281,1961,1787,1694,1491,17303,18368,20482,45507,45150,44722,39655,33817,19327,7881,274915,2525,12249,38559,41851,42403,26679,5550,431,17,170268,12578,12394,20660,20771,19177,16296,7253,1155,71,110362,2998,3412,5983,4498,4028,3670,1286,178,17,26069,360,742,1622,1168,952,628,177,62,29,5746,18467,28794,66822,68281,66558,47279,14272,1836,143,312444,729,1328,2086,1581,1801,1520,227,9,3,9283,2322,1213,1363,1067,894,1086,339,46,0,8346,3052,2543,3441,2654,2692,2610,568,54,5,17622,21520,31337,70268,70934,69255,49884,14840,1885,148,330070,13953,5934,10775,10638,12258,21773,45854,32058,10671,163908,1842,2643,6643,5300,4837,3960,3587,3057,2255,34131,37315,39925,87681,86865,86348,75612,64273,37005,13071,528109
310,6390,8578,19756,19136,16965,11236,2083,181,14,84326,4772,2377,6211,5457,5251,7849,11657,6973,2427,52972,627,709,1624,1384,1103,884,714,661,436,8146,11783,11659,27590,25978,23317,19968,14458,7809,2874,145446,1923,8167,24127,25001,22677,14265,2239,169,13,98578,6457,5834,9898,9714,7873,6449,1996,282,23,48518,1353,1412,3148,2268,1973,1695,510,46,3,12404,214,437,944,657,552,349,91,46,15,3293,9944,15842,38113,37630,33072,22752,4836,549,45,162797,707,1208,1630,1166,1019,713,87,3,0,6537,1678,779,848,636,482,470,124,5,4,5024,2382,1984,2479,1805,1503,1185,216,9,4,11558,12326,17830,40593,39436,34569,23937,5050,556,50,174357,10366,4545,10174,9103,8965,13610,21694,12931,4001,95390,1301,1543,3357,2842,2328,1862,1443,1160,679,16520,23991,23919,54131,51386,45864,39407,28192,14646,4732,286265
311,6045,8223,18009,17896,16369,11164,2359,157,12,80239,4753,2475,6269,5377,5096,7536,12468,6898,2295,53170,773,870,2035,1693,1323,889,832,661,446,9527,11570,11571,26309,24975,22783,19586,15658,7719,2756,142933,2089,8050,22485,23407,21884,14232,2462,144,0,94758,6118,5635,9704,9604,8125,6661,2382,245,16,48495,1100,1318,2662,1952,1621,1582,488,37,6,10771,233,477,958,691,556,326,94,23,9,3383,9551,15481,35817,35654,32187,22806,5437,449,32,157407,699,1349,1742,1158,1025,779,94,11,0,6861,1649,722,862,617,521,456,115,11,0,4954,2348,2070,2611,1776,1545,1239,210,18,0,11813,11897,17556,38423,37431,33730,24040,5645,463,31,169218,10519,4159,8852,7898,8083,12101,22734,13187,3794,91341,1626,1785,4035,3462,2777,1914,1573,1159,654,18982,24043,23503,51304,48793,44589,38061,29951,14808,4487,279545
312,3229,3899,9145,9328,9155,6658,1517,167,17,43118,1373,638,2030,1641,1602,3662,5452,3285,1333,21006,425,641,1455,1121,1068,949,601,435,202,6892,5019,5178,12635,12089,11826,11269,7565,3887,1549,71016,1805,5222,12350,12839,13087,9538,1943,173,11,56965,3653,1902,4297,4800,4302,3916,1496,215,26,24605,189,295,1058,716,753,830,238,31,5,4112,131,206,457,357,327,232,94,38,14,1860,5772,7625,18161,18717,18467,14517,3777,460,50,87547,234,259,479,342,331,340,49,0,6,2040,434,158,253,192,158,210,65,3,0,1481,665,418,734,534,490,551,115,8,6,3523,6440,8042,18892,19248,18957,15070,3897,466,50,91063,3090,1028,2616,2265,2577,5930,10667,6386,2176,36735,870,1477,3730,3122,3047,2613,1430,885,362,17530,10398,10543,25239,24629,24580,23611,15993,7740,2586,145327
313,4638,5272,11012,12113,13092,9816,2077,154,25,58195,2648,1265,3317,3224,3696,7166,14575,8889,3078,47858,390,442,933,889,856,711,771,704,516,6207,7680,6982,15268,16227,17644,17693,17413,9744,3617,112255,1467,4996,12637,14568,16285,11043,1953,131,8,63089,4929,3729,6132,6499,6657,6232,2252,271,17,36718,971,970,1866,1473,1599,1604,476,38,9,9015,204,267,526,402,365,239,83,30,11,2130,7569,9965,21165,22944,24908,19121,4761,472,49,110957,547,750,904,706,770,592,76,0,0,4348,1018,379,497,385,358,395,97,10,3,3154,1562,1132,1403,1087,1129,985,175,13,6,7497,9134,11100,22569,24033,26036,20110,4937,482,54,118448,5867,2419,5549,5265,6202,11953,26501,16895,5212,85865,805,920,1913,1886,1818,1510,1525,1283,812,12476,15811,14440,30033,31179,34059,33568,32966,18666,6077,216792
314,4539,5310,12060,13602,12883,7619,1431,106,5,57556,2407,894,2510,2616,2329,3937,7181,4131,1383,27382,193,240,608,553,423,294,291,247,214,3057,7133,6442,15176,16768,15627,11850,8897,4479,1604,87990,1125,4953,14702,17697,17370,9473,1373,80,0,66775,4914,3929,6044,6983,6107,4492,1475,192,0,34141,1099,966,2077,1564,1420,1152,362,28,0,8673,115,171,448,374,246,121,30,11,3,1515,7257,10021,23267,26620,25146,15236,3245,311,13,111110,305,539,704,515,502,348,36,3,0,2950,1163,336,368,337,229,238,56,7,0,2736,1467,875,1071,852,729,590,94,10,0,5688,8720,10898,24336,27466,25877,15819,3335,322,13,116791,5442,1645,3572,3641,3563,6354,13060,7696,2198,47162,398,529,1275,1159,958,650,565,412,318,6263,14561,13072,29186,32269,30394,22820,16960,8423,2531,170216
315,975,1651,3962,3487,3394,2772,807,127,6,17181,1039,690,1428,1033,905,1319,1557,980,349,9295,248,320,676,518,557,542,318,192,63,3435,2268,2661,6071,5040,4855,4627,2686,1299,416,29910,749,2276,5542,4759,4893,4100,1143,173,7,23638,861,619,1506,1496,1242,1252,534,111,6,7616,86,127,469,282,301,333,102,9,0,1715,103,143,274,203,224,131,66,39,6,1181,1802,3167,7779,6735,6655,5821,1843,333,21,34149,165,196,331,242,273,158,36,0,0,1402,128,74,112,94,78,95,29,0,0,612,295,271,441,336,352,255,65,5,0,2019,2094,3445,8222,7066,7008,6070,1913,337,21,36174,2205,1360,2643,1970,1768,2469,3327,2006,599,18342,511,660,1526,1172,1245,1235,732,428,119,7627,4804,5463,12397,10209,10021,9773,5970,2775,739,62149
316,7594,7889,17117,20172,22622,17400,4053,341,22,97212,3255,1331,3463,4084,4532,10472,21002,13910,5293,67348,505,551,1279,1282,1251,1245,1157,1070,979,9326,11357,9769,21865,25539,28402,29122,26219,15322,6296,173886,1990,6613,18519,22281,25787,16766,3127,236,8,95325,8451,6064,10227,12868,13415,12722,4958,666,38,69414,2266,1617,3151,2695,2885,3035,893,102,11,16649,227,377,788,640,578,359,122,44,16,3151,12928,14666,32688,38478,42667,32890,9100,1050,69,184539,403,517,866,677,842,779,100,5,0,4197,1289,471,579,517,560,692,240,15,5,4365,1687,988,1451,1195,1396,1474,342,24,7,8560,14623,15657,34130,39675,44064,34359,9439,1081,80,193100,7482,2459,5118,5913,7249,17399,38322,26215,9112,119267,1020,1121,2676,2777,2820,2521,2304,1906,1487,18631,23120,19242,41927,48364,54134,54274,50066,29199,10669,330997
317,3235,4007,8581,7981,7984,5994,1455,162,16,39414,1970,926,2038,1786,1732,3331,6709,4916,2182,25598,217,297,543,439,384,398,410,394,256,3348,5427,5233,11159,10210,10102,9727,8571,5473,2458,68358,1179,4240,10826,9962,10422,7415,1370,117,8,45533,3865,2824,4712,4633,3877,3590,1541,276,22,25341,295,308,930,560,538,622,196,29,3,3483,83,153,278,198,156,108,59,26,7,1069,5420,7530,16749,15356,14992,11735,3165,441,42,75433,232,357,511,341,327,249,35,9,0,2064,628,273,306,235,196,194,63,3,0,1899,856,628,821,579,522,441,96,13,0,3961,6283,8160,17569,15937,15515,12170,3261,453,44,79389,4221,1550,2934,2689,2853,5442,11987,8782,3443,43898,493,609,1213,955,924,855,824,669,405,6935,10992,10312,21719,19577,19294,18465,16065,9907,3892,130221
318,4649,6046,11996,11823,11889,9063,2189,222,21,57901,2523,1375,2611,2249,2377,4509,8124,5247,2069,31083,519,638,1262,1097,1038,786,627,492,314,6770,7689,8053,15873,15174,15303,14366,10938,5955,2401,95753,1791,7072,16148,15371,16059,11535,2283,225,16,70495,5449,4092,5829,5625,5259,5177,2132,313,26,33896,369,461,1338,835,847,967,295,21,7,5137,147,288,495,375,306,203,96,45,9,1967,7755,11916,23814,22197,22472,17881,4803,604,49,111495,303,497,737,579,624,485,51,0,0,3284,807,351,405,307,280,299,97,5,0,2555,1110,849,1138,884,901,786,154,8,0,5833,8869,12762,24950,23081,23372,18669,4953,613,53,117332,5380,2412,4212,3850,4305,7929,15675,9830,3309,56903,1162,1881,3002,2520,2389,1914,1385,956,499,15705,15403,17056,32165,29457,30071,28512,22014,11404,3857,189937
319,4651,4714,10245,11554,13851,12153,2793,363,37,60367,2924,1426,3384,3418,4579,10885,20073,11908,4182,62781,506,447,1071,999,1240,1397,1475,1275,596,9010,8083,6584,14704,15977,19668,24430,24345,13548,4810,132150,1865,5031,11870,13117,16029,12598,2672,376,25,63587,5464,3205,6137,6855,7721,8405,3047,500,52,41390,351,373,1096,855,1125,1431,380,57,11,5675,248,256,531,467,484,380,166,96,26,2667,7929,8863,19638,21299,25360,22813,6267,1034,114,113315,588,756,957,724,925,1032,116,9,0,5111,922,367,516,407,471,633,149,12,0,3484,1507,1123,1475,1135,1397,1672,264,16,0,8593,9436,9990,21114,22434,26753,24479,6534,1051,119,121907,6376,2506,5422,5788,8259,19351,39072,23835,7151,117757,1096,981,2265,2167,2698,2973,3048,2371,986,18587,16904,13476,28800,30385,37716,46806,48658,27252,8257,258256
397,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,13,5,0,0,0,0,0,24,0,9,13,7,0,4,0,0,0,28,0,0,3,8,12,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,4,6,13,15,0,0,0,0,29,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,12,13,15,0,0,0,0,35,0,0,4,4,0,0,3,0,0,11,0,14,34,48,32,8,0,0,0,135,0,16,49,64,45,5,3,0,0,183
399,113,224,605,330,309,267,48,3,0,1892,117,143,382,296,360,713,715,132,19,2883,58,127,362,259,219,194,106,26,5,1349,291,493,1345,885,887,1170,870,160,25,6127,23,161,575,320,255,225,42,0,0,1610,72,118,329,217,169,157,52,7,0,1119,23,35,86,79,55,75,13,3,0,371,8,15,32,23,22,12,4,0,0,124,128,325,1027,644,497,464,118,7,0,3219,37,69,157,104,104,70,12,0,0,565,41,30,59,44,53,59,13,0,0,286,76,96,212,142,157,130,25,4,0,851,204,426,1241,790,656,596,140,9,0,4069,229,236,644,575,665,1368,1672,361,33,5780,124,267,765,717,612,501,313,74,12,3387,566,934,2649,2077,1929,2468,2124,444,44,13234
401,4965,8378,16979,17171,17097,13099,3780,392,31,81892,3844,2060,2876,2993,2970,6117,13369,10159,5316,49711,256,392,797,566,571,524,583,530,457,4677,9066,10838,20652,20730,20641,19746,17732,11090,5804,136278,762,5715,20847,21723,22379,15523,3411,309,21,90686,6732,8675,10200,10135,9753,9120,4735,861,69,60278,457,658,1519,1165,811,1065,418,58,8,6164,128,227,432,340,244,187,103,41,17,1713,8081,15276,32996,33368,33183,25893,8661,1265,112,158835,128,528,968,695,654,529,83,11,0,3599,1142,900,723,472,419,395,173,15,3,4237,1277,1433,1699,1170,1073,923,252,24,3,7843,9356,16705,34692,34533,34252,26818,8917,1290,115,166679,8448,4445,4801,4448,4852,10129,23331,17845,8422,86709,487,805,1700,1337,1283,1158,1117,912,699,9498,18294,21957,41193,40315,40385,38099,33358,20042,9235,262885
402,6815,10892,24351,23160,20511,15204,2936,198,15,104090,5515,2939,7906,6903,6294,10622,17522,11713,4899,74325,509,548,1417,1151,974,832,819,884,639,7779,12833,14386,33671,31216,27790,26664,21282,12799,5557,186196,1780,9875,30657,30277,26888,18332,2817,104,8,120741,8351,9613,15497,14527,11807,10388,3250,373,21,73832,515,760,2445,1641,1313,1469,363,49,3,8567,194,470,991,706,500,320,102,35,10,3331,10841,20720,49589,47155,40506,30514,6536,560,38,206463,610,1498,2157,1550,1360,924,96,3,0,8214,1922,1160,1172,940,672,621,103,13,4,6605,2527,2658,3332,2491,2039,1551,198,19,4,14818,13372,23380,52915,49649,42546,32068,6732,578,48,221279,12232,5758,11597,10556,10624,18030,32023,21241,8084,130144,1041,1229,2985,2592,2211,1772,1607,1508,991,15928,26643,30363,67498,62792,55385,51867,40363,23332,9116,367357
403,6238,9039,19263,20767,20075,15823,3624,304,37,95171,3865,1666,3698,3837,3864,8448,18468,11800,5925,61578,283,344,768,750,652,684,742,694,520,5449,10392,11045,23736,25353,24597,24956,22829,12801,6486,162191,1342,6824,23162,24842,25414,17557,3048,200,9,102392,8234,8707,11735,13327,11824,11240,4240,586,48,69934,533,745,2174,1571,1204,1511,459,70,3,8274,126,249,516,374,357,278,104,38,13,2065,10237,16528,37584,40121,38800,30581,7853,888,76,182662,354,822,1131,884,881,722,111,3,4,4916,1503,786,698,572,475,528,141,11,0,4720,1861,1612,1832,1452,1353,1245,254,15,3,9636,12095,18138,39419,41574,40154,31830,8109,907,79,192304,8610,3325,5702,5767,6487,14168,33436,21623,9487,108610,594,761,1695,1611,1502,1467,1428,1215,808,11087,21302,22229,46809,48951,48143,47464,42973,23747,10381,311995
404,3415,6672,15710,13216,12538,9545,2059,174,18,63358,2272,1248,2637,2620,2802,5789,10306,7538,4424,39636,139,284,688,585,472,462,450,436,246,3762,5825,8198,19037,16428,15807,15794,12810,8146,4690,106759,681,5194,19512,16817,16169,11232,1858,132,5,71606,4553,6401,9602,8107,6992,6504,2293,324,23,44812,263,456,1439,1016,657,851,250,26,3,4962,93,220,481,304,252,166,63,22,4,1613,5589,12266,31037,26237,24075,18765,4461,505,43,122985,177,512,907,657,715,571,60,0,0,3597,791,546,549,402,375,368,77,6,4,3115,962,1061,1459,1058,1086,939,137,6,4,6714,6549,13328,32496,27300,25161,19707,4605,510,48,129706,5161,2576,4196,4055,4939,10222,18615,13176,7077,70008,340,617,1518,1237,1061,1044,827,750,398,7806,12052,16525,38206,32592,31160,30976,24047,14441,7525,207522
405,1607,1785,3877,4675,5578,5320,1446,204,23,24511,1067,441,1161,1072,1319,3201,6436,4201,1730,20636,156,129,315,326,406,474,506,393,222,2917,2833,2353,5351,6073,7307,8997,8383,4797,1977,48067,644,2046,4842,5493,6652,5818,1497,192,13,27196,1999,1317,2422,3026,3375,4078,1683,313,33,18238,164,131,489,351,378,578,216,49,5,2359,98,97,159,135,183,140,74,48,14,941,2907,3587,7915,9001,10588,10611,3474,602,64,48741,106,205,286,228,315,319,32,3,0,1495,191,116,133,117,139,233,46,7,5,978,299,324,422,343,451,547,79,9,4,2477,3209,3914,8333,9341,11035,11165,3548,606,65,51219,2432,791,1700,1669,2376,5871,12487,8064,2877,38266,340,282,650,712,878,1024,1011,731,371,5997,5968,4985,10690,11731,14294,18061,17043,9401,3306,95480
406,1108,1418,3765,3494,3930,3248,753,109,9,17839,850,462,1151,879,986,1893,3271,2220,902,12613,161,155,398,339,388,362,306,220,119,2459,2117,2034,5319,4716,5303,5505,4329,2553,1032,32906,530,1659,4687,4408,4995,3984,868,111,4,21236,1353,881,2163,2100,2104,2242,829,127,12,11812,104,123,485,280,347,428,150,29,0,1955,77,80,180,123,174,139,50,33,0,868,2066,2742,7519,6914,7621,6795,1895,300,14,35871,103,200,297,215,258,246,21,0,0,1342,154,115,141,104,120,147,34,0,0,813,257,313,445,325,376,383,57,0,0,2157,2324,3054,7961,7237,8004,7182,1950,302,14,38030,1822,842,2022,1661,1847,3511,6387,4234,1545,23858,346,360,895,788,906,803,618,467,202,5385,4487,4259,10875,9685,10764,11494,8955,4997,1759,67276
