SA4_CODE_2021,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
111,16,64,3,3,3,0,0,8,0,96,138,1189,21,18,23,3,9,4,8,1408,1074,2508,168,162,231,106,95,58,47,4457,24,80,8,4,3,4,4,0,0,130,196,579,32,63,55,24,17,12,10,989,135,223,34,27,48,9,12,3,8,500,2859,9365,994,979,933,513,322,424,131,16513,5,3,6,5,6,0,5,0,0,31,752,814,548,377,202,152,130,109,34,3112,1067,1155,1123,820,416,276,325,282,74,5536,3136,1229,13971,1751,1265,1099,3236,2565,450,28702,98,62,163,144,79,107,146,217,14,1023,184,139,189,151,94,100,200,183,15,1261,53,117,52,45,22,29,46,48,18,424,155,149,201,117,41,69,156,162,171,1211,9896,17686,17508,4665,3428,2486,4698,4069,969,65406,8,112,6,6,8,3,0,0,0,148,96,1003,11,18,42,0,0,5,3,1186,808,3812,83,248,416,78,7,47,36,5538,40,137,10,0,13,4,0,0,0,207
112,6,37,0,3,6,0,3,0,0,50,79,354,14,8,9,5,6,5,8,479,446,1018,77,88,61,36,31,44,17,1816,14,33,0,3,0,0,0,3,5,58,123,394,25,49,20,13,14,22,9,669,44,110,9,15,12,4,4,6,4,196,1671,4177,595,612,371,289,158,400,107,8374,9,4,7,6,0,0,5,9,6,34,436,416,284,269,92,101,65,121,18,1805,630,478,561,533,179,193,127,270,44,3008,2375,547,7980,987,515,748,1490,2200,298,17136,102,26,86,75,33,58,64,160,4,610,163,87,123,101,35,104,99,172,18,909,55,63,48,21,8,23,18,39,12,299,160,116,159,83,26,57,110,166,157,1030,6306,7870,9970,2854,1359,1624,2183,3617,708,36491,9,76,0,4,7,0,0,0,0,111,61,348,5,7,14,10,0,4,6,455,406,1807,52,215,202,43,7,46,30,2807,18,81,0,13,13,0,0,3,0,127
113,3,10,0,0,0,0,0,0,0,20,33,217,10,0,4,0,0,3,3,282,235,452,72,34,46,30,29,55,7,956,8,22,4,6,3,0,0,6,0,42,64,194,20,16,8,12,7,6,0,327,27,49,8,13,4,0,0,7,0,122,949,1984,326,310,169,131,123,259,39,4290,5,0,0,3,0,0,0,3,0,18,356,171,140,150,64,38,53,64,17,1059,421,270,303,252,114,73,88,137,34,1694,2374,506,5531,685,414,505,1470,1413,244,13141,97,22,73,49,20,43,85,117,3,508,145,36,74,40,31,51,87,119,9,599,28,30,30,10,6,9,21,41,7,175,169,41,98,39,23,39,119,182,110,819,4920,3996,6689,1609,908,933,2094,2402,483,24050,10,35,0,0,6,0,0,0,0,48,27,176,6,6,8,0,0,0,0,226,168,764,28,88,81,29,3,35,11,1213,11,38,0,0,4,0,0,0,0,60
114,0,20,0,0,0,0,0,0,0,25,42,187,5,4,10,0,0,0,0,251,378,754,84,53,67,44,18,51,20,1472,12,20,0,0,0,0,0,0,0,31,64,231,19,18,16,8,5,8,0,382,29,45,7,15,11,4,0,3,0,120,1014,2172,327,301,201,178,74,177,62,4494,5,0,0,3,0,0,0,0,0,18,308,297,198,180,77,67,50,60,18,1253,437,310,402,295,81,68,73,100,23,1787,1616,442,5747,724,314,490,1120,1293,187,11929,39,22,68,51,16,53,45,86,3,379,104,53,94,66,23,49,65,116,10,587,26,30,30,13,4,13,17,18,3,159,88,52,107,45,19,48,77,99,48,585,4166,4642,7097,1757,844,1019,1542,2024,385,23480,14,42,0,3,4,0,0,0,0,60,35,164,0,4,12,6,0,0,3,227,308,1174,17,117,116,45,5,25,17,1821,3,48,0,0,8,3,0,0,0,70
115,25,47,10,4,6,0,0,0,5,97,152,797,13,10,33,7,4,6,8,1022,2771,4424,322,132,658,305,111,83,103,8906,95,137,14,3,26,6,3,4,8,299,267,477,40,35,71,22,4,5,5,920,127,102,12,14,26,7,0,4,4,304,4680,8607,1012,614,1394,770,411,407,243,18133,4,4,3,0,3,0,0,7,0,24,925,687,427,239,246,185,134,107,37,2975,1028,861,619,338,316,304,156,160,60,3829,2579,727,6430,427,588,640,1057,967,216,13621,83,35,49,20,33,46,39,49,0,360,295,159,175,60,97,144,90,97,14,1135,114,178,65,28,38,30,34,19,7,510,192,161,98,31,53,60,60,55,142,860,13333,17401,9278,1950,3591,2519,2111,1951,851,52986,21,79,0,10,13,0,0,0,0,130,94,656,9,13,33,3,0,0,10,815,1444,4512,155,295,1182,245,21,54,102,8011,52,156,0,3,36,5,0,0,0,260
116,15,46,3,0,3,3,0,0,0,73,87,469,33,15,22,0,6,8,6,651,2202,5181,566,335,1167,387,623,239,151,10845,74,171,13,10,45,15,25,7,6,369,160,422,54,43,77,36,53,20,17,881,71,130,7,18,34,4,5,10,0,278,3537,9536,1848,1153,2155,825,1975,916,315,22255,5,7,15,6,4,3,14,12,5,65,616,598,683,369,342,190,629,244,55,3721,945,925,968,579,615,386,1049,453,106,6024,1791,702,7338,846,942,701,2488,1460,303,16584,68,49,103,75,85,56,193,110,10,746,187,141,200,115,138,98,324,196,18,1414,105,199,91,51,75,46,167,73,18,822,154,190,174,89,107,71,293,159,271,1509,10019,18766,12094,3702,5810,2833,7842,3901,1274,66232,15,57,0,8,14,0,0,6,0,104,39,393,9,11,25,3,4,3,10,506,984,4686,291,807,1748,436,185,249,146,9532,38,189,12,34,63,17,8,7,0,359
117,39,110,4,5,9,8,0,3,3,187,329,2439,37,14,44,19,4,8,25,2923,3393,8585,511,351,1032,494,201,182,190,14937,93,160,15,4,31,12,0,12,3,331,395,1165,68,66,140,31,22,24,18,1928,183,325,29,21,50,13,18,8,6,640,7398,19210,2109,1610,2928,1708,897,1164,545,37559,10,9,22,13,3,3,4,12,0,74,876,1053,700,361,302,298,186,299,62,4133,1212,1276,1082,621,490,468,308,445,89,5988,1462,861,4539,760,657,512,601,852,194,10443,87,82,63,70,54,57,42,76,10,542,217,214,168,131,125,135,81,128,25,1221,139,256,114,52,70,49,44,68,22,815,191,252,156,79,79,76,109,144,291,1364,16016,36004,9603,4151,6012,3898,2502,3416,1482,83082,41,173,4,9,15,3,0,0,0,245,290,1879,36,18,61,9,3,3,14,2324,3049,8960,291,555,1689,567,42,117,211,15485,89,205,9,16,37,13,0,9,4,389
118,35,90,0,0,7,4,0,6,7,152,264,1795,25,11,36,8,3,4,22,2176,2935,5327,236,160,535,300,80,97,194,9866,71,147,3,7,14,12,7,5,7,262,301,650,26,32,76,36,13,10,17,1159,85,154,18,12,22,15,3,3,6,322,6610,13079,1080,792,1591,1417,448,552,501,26081,5,8,7,0,0,3,0,0,3,39,707,700,320,187,158,222,88,106,50,2530,779,668,543,304,234,228,132,162,51,3106,1256,471,3881,466,336,355,386,617,140,7915,50,43,37,43,26,40,22,32,3,308,202,174,139,79,58,117,65,74,7,915,143,231,68,45,35,39,26,35,20,638,170,254,99,74,64,65,45,74,199,1040,13615,23795,6481,2207,3195,2860,1320,1769,1228,56476,28,155,0,3,10,6,0,0,4,217,198,1493,20,11,50,10,0,3,21,1807,2356,6196,151,312,923,315,20,51,138,10454,74,213,5,10,37,9,0,0,9,359
119,25,61,12,6,8,9,5,4,0,121,164,1203,39,19,46,11,9,7,19,1510,2286,5937,865,604,1138,840,626,731,224,13254,64,138,24,31,25,28,28,20,8,379,224,728,76,62,105,34,37,32,21,1321,102,176,23,26,47,20,14,10,9,437,5655,14161,2857,1684,3169,1940,1811,1758,525,33556,10,11,15,4,7,9,10,17,0,88,1128,927,1031,508,547,428,553,481,100,5706,1612,1317,1658,792,809,761,735,817,148,8660,2525,828,9202,999,1363,947,2035,1851,416,20172,132,65,130,104,105,111,122,136,16,926,373,188,322,163,232,228,318,275,42,2132,162,228,176,74,109,93,134,115,32,1127,259,306,314,118,171,169,267,235,421,2265,14730,26280,16736,5200,7885,5631,6706,6504,1980,91653,32,102,0,13,23,3,4,0,0,178,118,784,14,17,52,5,0,6,14,1020,1566,6990,244,1052,1754,691,59,281,177,12808,52,165,4,22,39,18,7,18,10,330
120,23,91,4,5,14,0,0,0,3,129,212,1431,16,3,33,13,9,10,13,1739,2701,6158,477,259,881,518,229,371,182,11773,76,148,11,5,33,18,4,11,7,312,345,854,55,29,93,35,16,24,8,1460,116,201,18,15,30,23,0,13,5,428,5776,13600,1630,1013,2156,1330,675,954,387,27523,6,4,9,7,4,5,6,0,0,44,790,745,549,228,237,314,171,370,39,3445,980,936,874,395,391,391,230,441,70,4709,1439,590,3908,504,571,497,583,700,160,8944,79,64,55,64,46,47,38,52,10,462,228,199,136,90,94,145,87,99,20,1108,113,211,79,24,43,47,46,61,20,650,149,192,131,49,76,80,52,118,235,1079,13037,25436,7957,2675,4697,3464,2150,3229,1165,63810,32,126,3,11,26,3,0,0,4,195,180,1372,15,18,59,4,0,0,7,1662,2454,7281,191,534,1521,470,52,172,171,12843,68,198,3,23,36,15,0,5,4,358
121,66,133,5,0,19,3,3,0,6,233,527,2450,29,12,55,23,8,15,38,3161,6088,10767,508,243,1336,620,157,169,328,20207,174,329,4,6,38,26,7,6,15,602,676,1416,69,57,158,59,9,26,33,2510,193,261,20,22,41,16,3,7,11,573,10832,21923,1791,1166,2720,1918,506,724,615,42199,3,8,10,4,0,0,0,7,6,38,1196,1226,529,289,315,283,147,182,63,4233,1320,1250,779,406,389,428,184,253,81,5091,1711,851,3929,538,531,557,415,607,143,9278,86,65,58,50,46,59,25,53,10,456,338,296,162,88,125,155,90,106,15,1375,209,355,84,32,61,59,28,27,30,888,239,275,101,44,76,77,64,63,235,1176,23662,41612,8075,2969,5903,4276,1656,2237,1624,92018,51,179,8,3,31,6,0,0,3,283,380,1911,33,31,107,26,0,3,18,2513,4259,11028,270,622,2274,573,30,82,256,19386,106,361,11,22,56,13,0,4,8,587
122,28,60,4,0,5,6,0,0,6,111,201,607,11,9,13,9,0,7,9,866,2521,3341,152,118,347,251,72,69,106,6978,79,102,3,0,15,3,6,0,0,208,344,551,48,34,59,41,22,21,9,1127,94,122,17,10,16,15,3,6,3,281,6133,9168,1038,812,1097,1088,388,443,283,20448,5,3,3,5,0,0,0,4,0,28,981,932,452,230,187,274,149,139,49,3397,1054,939,695,291,253,324,172,186,48,3960,2320,774,6695,553,499,568,680,928,176,13187,68,60,65,34,20,62,34,58,12,407,309,232,150,108,81,144,90,111,20,1244,156,138,81,31,40,37,23,23,9,541,191,180,123,47,40,52,62,70,145,911,14471,17214,9550,2302,2664,2868,1702,2059,877,53692,32,107,3,4,14,0,0,4,0,167,126,545,10,10,29,4,0,0,0,730,1701,3916,83,247,573,175,8,45,76,6822,87,162,8,12,32,6,0,4,4,303
123,13,24,0,4,3,3,4,0,0,51,60,338,16,3,24,0,6,6,8,463,770,1886,200,242,359,166,158,101,58,3939,22,71,7,9,18,5,15,4,3,146,98,286,27,29,33,18,10,13,5,509,68,78,10,7,12,3,6,3,0,197,1787,4021,808,761,859,443,586,417,151,9840,11,3,9,3,4,3,8,0,0,45,487,463,423,345,204,133,268,145,39,2512,846,633,744,545,407,271,420,298,87,4250,2448,786,9600,781,1009,834,2811,1946,385,20592,86,36,69,78,56,47,152,93,11,629,170,91,151,105,115,92,250,186,17,1180,57,87,75,41,29,19,59,55,12,437,125,88,155,75,77,48,188,117,189,1070,7045,8897,12307,3036,3214,2094,4937,3378,969,45864,8,56,0,0,5,0,0,0,0,73,24,246,14,9,13,3,0,4,0,313,479,2497,86,319,483,155,25,65,51,4171,10,84,0,10,16,0,0,4,0,132
124,5,34,3,5,9,0,0,0,0,51,91,558,9,9,16,4,12,9,3,712,837,2153,200,166,310,108,160,87,53,4088,31,56,3,8,4,0,4,4,3,118,180,385,40,58,49,18,24,11,0,757,110,122,27,29,26,4,4,3,7,332,1973,4928,867,934,898,424,619,390,146,11179,3,5,0,8,3,3,9,3,0,40,627,596,376,438,229,131,218,138,34,2784,960,834,794,644,447,278,455,257,70,4732,2883,986,11487,1155,1241,944,3207,2333,455,24690,87,53,109,82,77,73,162,144,12,797,209,131,199,127,149,97,226,185,15,1340,56,89,72,15,40,19,59,46,8,406,120,113,135,78,72,63,209,118,175,1090,8168,11032,14323,3761,3561,2185,5366,3736,993,53120,9,90,0,3,9,0,4,3,0,126,79,488,16,15,25,6,0,0,3,633,685,3429,84,286,461,109,51,70,49,5227,15,97,0,7,24,10,0,0,0,153
125,26,60,9,8,9,5,0,6,0,114,151,995,31,16,35,10,11,12,12,1279,2727,7946,933,564,1369,874,885,728,300,16322,77,217,20,8,45,34,29,21,12,476,215,614,78,53,97,40,40,33,16,1179,87,172,22,13,33,3,13,9,7,351,4996,14456,2575,1480,2774,1514,1797,1662,546,31799,10,4,16,10,3,8,11,19,7,82,765,635,772,351,335,283,505,427,66,4138,1174,994,1394,647,650,539,821,738,122,7075,1528,679,6024,701,862,640,1521,1259,302,13513,95,51,113,99,68,52,116,97,8,693,186,155,249,112,146,133,205,180,29,1408,154,309,124,66,83,49,128,105,37,1064,188,229,262,91,124,95,223,216,474,1901,12386,27523,12606,4216,6628,4286,6310,5504,1944,81395,20,100,0,14,26,3,0,0,0,163,81,717,23,14,45,9,6,4,9,911,1578,7095,343,1062,2197,709,182,367,208,13743,51,187,11,39,54,17,11,8,7,373
126,18,48,4,6,5,0,0,0,0,82,182,1189,25,9,31,14,10,7,13,1480,2175,5180,382,140,747,362,146,136,139,9400,46,104,7,3,22,0,4,0,5,194,219,471,29,28,73,31,10,11,5,868,78,90,17,9,31,6,8,3,0,248,3705,9408,1206,588,1428,898,408,483,259,18388,3,0,4,3,4,7,3,6,0,35,493,447,308,134,164,120,109,100,27,1901,580,534,534,198,245,262,157,186,28,2741,859,378,2375,249,311,287,322,380,69,5235,48,45,38,27,35,27,21,30,3,270,122,109,101,41,59,67,56,51,11,624,89,131,62,22,34,30,28,26,18,438,85,132,80,18,45,36,30,37,123,594,8698,18275,5178,1471,3238,2151,1305,1458,703,42482,17,69,0,0,11,3,0,0,0,102,109,824,17,13,42,8,0,4,11,1036,1540,5216,198,334,1308,388,29,69,128,9191,45,147,0,3,40,11,0,0,7,252
127,13,20,0,9,4,4,0,0,0,46,52,350,10,7,12,3,7,5,6,448,930,2507,239,205,403,185,204,101,80,4851,40,78,11,8,11,0,6,0,3,159,95,261,32,45,41,18,26,15,0,532,51,94,20,19,25,5,10,5,0,227,2672,7028,1461,1011,1765,758,1033,679,271,16681,12,11,18,7,6,4,18,5,0,80,613,571,681,329,354,175,466,257,53,3502,1049,834,1117,647,683,428,718,399,103,5990,2063,708,8449,896,1119,794,2577,1703,371,18685,66,37,117,83,79,63,164,113,11,737,211,132,240,111,153,125,349,220,29,1566,93,132,125,33,56,46,109,62,17,654,177,173,239,104,106,93,290,216,301,1698,8125,12933,12762,3520,4808,2698,5973,3788,1244,55846,5,51,0,8,5,0,0,0,0,79,35,263,10,15,12,0,0,4,3,339,532,3488,92,312,629,169,38,52,66,5383,15,99,0,8,17,6,0,0,5,148
128,20,21,0,0,5,0,0,0,0,44,89,469,13,9,12,4,0,5,6,596,1303,1932,110,93,240,97,41,35,43,3891,42,54,3,0,5,3,5,0,4,118,183,407,22,35,59,17,11,12,3,739,94,115,17,25,19,11,3,5,5,282,3194,5930,634,738,919,538,214,253,162,12579,6,9,4,3,5,0,3,9,0,32,725,695,366,394,208,163,93,105,44,2796,1140,847,661,459,390,291,159,132,61,4142,2826,859,8356,714,852,703,1036,1177,259,16781,80,50,61,36,32,51,42,45,8,406,302,154,159,81,112,113,92,126,22,1157,87,98,54,27,30,23,16,29,7,376,146,106,80,48,57,59,55,58,90,706,10229,11741,10543,2671,2948,2072,1757,1973,720,44651,18,78,0,4,6,0,0,0,0,108,75,404,9,7,25,5,0,0,5,522,895,2767,51,139,384,73,4,14,52,4390,32,94,0,6,20,5,0,0,0,168
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,12,12,36,5,3,9,4,4,0,0,70,0,3,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,37,105,12,19,10,6,17,21,7,238,0,0,0,0,0,0,0,0,0,0,9,10,7,0,0,3,4,0,4,43,5,9,16,9,7,5,3,11,0,68,26,13,124,35,12,12,55,49,8,332,0,4,0,0,0,0,0,9,0,17,0,4,5,4,0,0,8,4,0,25,5,4,0,4,0,0,0,0,0,10,5,0,7,4,5,4,12,16,16,57,103,214,175,81,38,34,99,120,26,885,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,11,11,55,0,5,7,4,0,5,0,92,0,0,0,0,0,0,0,0,0,3
201,3,25,0,0,0,0,0,0,0,31,44,324,3,3,7,6,3,4,0,392,434,922,70,55,91,39,54,42,24,1735,8,44,0,7,3,0,0,0,0,69,141,409,37,69,44,9,12,16,4,735,55,79,11,21,20,0,0,7,0,188,1129,2864,428,419,368,207,148,208,54,5826,3,6,3,3,0,0,3,4,0,24,343,291,227,156,100,79,71,100,11,1382,481,349,405,354,179,129,126,161,15,2207,1731,366,5727,720,471,503,1294,1310,211,12337,64,18,71,44,31,60,54,77,5,438,77,49,66,66,19,42,76,76,7,500,22,42,28,10,3,8,7,19,3,141,110,55,109,44,25,38,84,95,85,636,4656,5850,7182,1981,1365,1121,1927,2124,433,26643,9,66,5,4,0,0,0,0,0,82,47,298,3,13,16,0,0,4,4,388,332,1457,39,147,172,31,6,28,26,2243,12,80,0,10,8,9,0,0,0,128
202,4,23,0,5,0,0,0,0,0,37,51,328,3,10,14,0,0,3,4,421,359,835,46,63,76,25,13,32,17,1467,15,45,3,3,8,0,0,0,0,77,136,438,34,64,42,12,6,20,7,761,56,94,8,11,12,3,6,6,0,188,1168,2935,341,382,334,166,135,244,58,5765,3,3,7,3,0,0,0,3,0,15,335,293,234,137,112,60,63,68,17,1330,438,391,357,381,164,125,128,146,30,2163,1674,449,5307,762,435,482,1260,1286,197,11850,45,17,74,37,29,39,49,104,10,398,98,45,79,60,25,30,57,72,13,474,30,40,21,19,10,6,6,25,3,148,86,53,95,45,23,46,82,74,74,582,4495,5993,6617,1974,1277,992,1811,2083,428,25671,8,53,0,0,0,0,0,0,0,59,54,346,4,6,21,3,0,9,0,443,320,1537,26,108,120,39,6,28,21,2212,24,106,0,7,9,0,0,0,0,139
203,18,50,0,4,4,0,0,0,0,79,125,864,31,8,24,4,0,9,8,1076,946,1963,217,174,255,164,279,255,61,4312,40,95,8,11,8,4,9,7,5,174,249,744,66,92,70,19,16,20,12,1289,114,206,18,37,30,6,3,3,6,427,3014,6939,1054,1011,937,607,435,602,169,14766,7,4,16,5,0,0,5,5,0,43,658,753,601,353,208,141,175,204,52,3146,968,760,1088,809,377,277,353,357,59,5049,2684,775,11309,1463,765,838,2113,2362,440,22750,71,39,108,70,44,76,116,153,6,680,186,98,123,117,45,80,128,133,12,916,65,94,63,42,18,14,34,41,14,384,136,105,199,96,46,70,126,179,165,1117,9284,13494,14886,4292,2824,2303,3804,4332,998,56222,15,159,0,8,12,0,0,0,0,198,77,699,17,16,46,7,0,0,4,878,724,2955,113,319,368,124,33,103,42,4777,45,240,3,13,16,6,0,0,0,335
