SA4_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
101,14,20,38,250,262,519,9,4,13,5,4,8,63,62,127,38624,33804,72422,2304,2866,5168,1329,53,1382,464,52,518,274,97,369,407,166,573,1925,1928,3858,45671,39316,84989,4,0,4,0,0,0,0,0,0,24,20,44,3,6,3,4,0,7,30,24,55,0,0,0,0,9,9,37,48,82,28,51,71,4,11,18,62,114,179,449,237,685,544,374,919,7,6,12,9,17,22,33,9,38,45,25,79,5935,7388,13322,4421,6910,11337,433,347,779,57054,54365,111423
102,710,420,1126,363,489,849,25,5,24,6,0,9,31,41,75,41863,32545,74408,2367,2556,4924,1164,26,1192,414,36,451,211,59,273,348,226,580,904,1034,1934,48394,37446,85838,231,163,393,5,7,8,0,0,5,287,108,392,39,32,72,42,21,59,603,323,926,3,9,10,0,0,0,21,21,37,30,58,92,12,16,33,71,107,178,448,175,624,1123,602,1722,100,63,163,17,14,28,13,3,23,132,85,211,16727,21701,38433,9425,14522,23942,364,317,684,76165,74670,150834
103,16,11,24,245,136,377,19,3,23,0,0,0,87,110,196,32968,29181,62148,2398,2333,4730,1019,37,1046,279,45,319,192,48,246,330,135,464,1877,1670,3545,39423,33701,73126,5,3,5,4,0,4,0,0,0,8,11,17,0,0,0,0,3,4,17,18,34,0,0,0,0,0,0,28,3,35,9,11,24,0,8,8,40,29,66,383,185,568,442,229,667,0,6,9,0,7,10,26,3,33,30,15,45,5098,6253,11354,3886,5780,9665,343,316,660,49224,46295,95519
104,12,3,10,130,157,282,4,0,7,0,0,0,22,40,67,19543,18880,38422,1415,1566,2985,576,17,593,259,36,293,312,105,416,164,85,249,901,893,1794,23345,21779,45126,0,6,6,0,0,0,0,0,0,8,3,12,0,0,0,6,0,6,15,6,18,0,0,0,0,0,0,9,4,14,9,19,26,4,0,3,23,21,43,219,125,349,254,154,412,4,0,5,3,4,11,9,0,9,21,9,28,2919,3795,6710,2536,3934,6469,228,213,442,29300,29891,59192
105,4,0,4,147,83,233,4,3,8,0,0,7,35,57,93,16802,15553,32347,1302,1513,2822,568,16,576,216,46,264,142,33,174,200,121,314,1156,1108,2266,20575,18531,39113,0,5,5,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,6,7,0,0,0,0,0,0,18,6,25,3,5,9,0,0,3,18,14,34,203,110,313,229,124,358,5,0,11,0,4,7,32,4,32,39,4,42,2355,2720,5073,1798,2686,4483,232,197,432,25236,24269,49502
106,90,66,156,155,187,340,20,7,33,3,0,3,46,31,71,43951,33882,77834,2325,2398,4717,1193,30,1229,380,34,418,197,54,253,361,236,594,1393,1201,2598,50112,38132,88244,15,22,38,0,0,0,3,7,10,29,14,50,8,4,17,19,5,25,82,60,133,0,0,0,3,5,5,9,10,15,16,27,49,4,0,15,35,47,83,444,195,644,558,301,861,28,24,50,5,0,5,17,6,22,48,29,80,8023,12236,20254,8571,12162,20737,355,300,650,67667,63158,130822
107,569,290,858,387,480,873,16,0,11,4,5,5,70,59,123,41866,30466,72335,1936,2335,4271,915,16,933,406,33,445,423,86,510,319,219,544,1200,1337,2540,48104,35338,83448,64,64,125,0,0,0,3,0,3,157,66,222,26,23,52,25,10,35,282,166,447,0,0,0,0,0,0,37,27,57,32,64,95,19,14,31,85,103,189,359,177,543,725,449,1175,33,30,67,7,16,19,13,6,18,56,53,108,14910,20304,35217,8903,13376,22280,278,235,512,72975,69763,142732
108,19,8,26,137,152,291,8,9,9,3,0,4,41,59,95,28108,27629,55734,1845,2283,4127,1049,29,1081,340,50,393,245,91,333,224,117,343,1379,1299,2678,33403,31725,65128,0,4,4,0,0,0,0,0,0,4,5,10,3,0,3,0,0,0,12,6,15,0,0,0,0,0,0,6,13,19,15,24,37,9,3,8,29,34,69,341,187,521,375,232,604,3,0,5,3,0,6,14,5,16,15,12,29,4480,5569,10049,3636,5787,9421,383,358,742,42298,43672,85976
109,8,5,15,79,80,156,8,0,14,0,0,6,42,41,81,19849,17605,37456,1161,1242,2406,471,12,488,176,35,217,277,87,363,198,66,264,1085,1047,2126,23364,20221,43588,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,3,6,5,0,0,0,0,0,0,9,7,10,6,10,17,6,3,6,16,16,37,193,117,309,210,138,352,0,0,0,0,5,4,27,4,29,29,13,32,2748,3225,5975,1806,3347,5152,252,197,446,28415,27137,55555
110,4,3,5,300,131,429,8,4,15,3,0,0,46,60,104,25369,22732,48102,1906,2067,3972,1050,42,1097,342,57,398,183,49,234,301,161,461,1490,1371,2866,31006,26684,57687,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,9,10,15,0,0,0,0,0,0,45,14,59,28,17,40,10,0,13,83,28,112,300,138,438,387,179,560,0,4,5,7,8,11,22,0,21,31,7,37,5449,6581,12026,3789,5412,9201,348,278,625,41007,39133,80142
111,198,103,306,546,732,1277,19,33,49,34,29,62,89,94,179,55188,44496,99690,2636,3359,5995,1127,35,1155,710,124,835,745,295,1039,374,242,620,1608,1734,3340,63281,51277,114560,54,32,88,4,0,4,6,5,16,43,24,62,19,14,28,20,6,28,142,78,216,9,4,10,4,5,9,43,45,84,43,87,128,16,35,57,116,171,288,562,327,893,819,576,1398,43,37,77,23,23,48,24,15,41,99,68,164,17488,23094,40583,11433,17535,28975,372,292,668,93495,92841,186341
112,16,7,24,208,168,376,8,6,8,0,3,4,46,37,86,34130,31531,65659,1932,2369,4298,1041,32,1074,460,49,510,665,346,1016,323,171,492,1652,1672,3324,40480,36394,76864,4,0,0,0,0,0,0,0,0,20,11,31,3,5,9,4,0,4,27,20,48,4,0,4,0,0,0,17,10,21,20,27,46,9,12,13,41,45,92,384,222,609,454,291,742,6,0,8,12,8,16,17,13,28,32,22,52,7810,10368,18177,5633,8603,14238,428,370,795,54843,56033,110874
113,7,3,10,193,110,302,15,15,28,3,0,3,47,62,107,28042,24241,52284,2273,2369,4647,662,29,689,264,31,292,197,61,261,413,146,567,1725,1496,3221,33846,28555,62406,0,0,0,0,0,0,0,0,0,13,9,26,0,0,0,4,0,5,17,13,31,0,0,0,0,0,0,15,4,27,13,16,32,3,0,10,40,25,64,333,153,488,389,194,581,0,0,0,0,4,4,20,4,28,23,13,36,3147,3679,6825,2253,4098,6354,289,225,516,39952,36765,76713
114,53,37,97,63,66,131,12,5,15,0,0,0,24,38,63,21342,18603,39942,1334,1550,2880,799,22,820,218,27,240,176,63,242,228,103,337,909,934,1841,25163,21455,46616,5,9,10,3,0,3,0,0,0,13,10,21,4,5,11,3,4,5,23,27,47,0,0,0,0,0,0,3,16,27,7,19,22,4,4,4,17,43,55,235,117,350,272,177,449,7,5,11,3,0,3,10,7,19,22,8,29,4950,5939,10885,3070,4639,7710,244,220,461,33717,32437,66151
115,618,503,1123,599,578,1176,0,0,6,11,11,16,29,17,48,28007,19707,47712,1224,1728,2948,1171,18,1185,219,14,232,104,15,126,326,216,542,653,614,1263,32954,23415,56371,304,278,582,0,0,0,10,5,11,183,127,313,24,43,65,21,12,35,537,470,1006,0,0,0,11,7,19,61,44,105,19,46,67,22,14,34,115,105,224,274,138,411,922,715,1635,129,113,245,17,8,16,8,4,10,147,126,276,27560,29399,56963,6754,9724,16473,213,173,391,68555,63553,132111
116,2115,2312,4417,604,917,1521,6,4,11,12,10,19,147,152,298,42102,28489,70594,2234,3938,6168,1028,22,1046,379,34,413,172,25,204,530,339,867,551,709,1263,49879,36942,86821,755,1169,1922,0,0,0,17,14,27,474,264,735,69,176,246,64,39,102,1380,1662,3044,0,0,0,0,6,10,58,51,104,45,120,166,16,33,50,123,207,334,462,263,721,1968,2130,4100,358,445,799,17,34,50,13,9,20,389,487,875,28186,30611,58798,12801,12687,25492,482,379,854,93701,83233,176932
117,3920,3130,7053,2405,2821,5230,18,8,29,308,289,599,301,301,598,20947,12326,33277,1098,2026,3117,342,7,349,1320,221,1540,2070,695,2758,723,450,1171,7692,6535,14227,41144,28808,69952,1299,1247,2548,12,9,30,92,80,164,105,59,159,42,69,115,176,80,253,1722,1548,3263,10,0,11,95,88,187,57,31,89,39,103,133,83,96,181,282,317,599,421,185,608,2428,2052,4476,331,265,600,44,49,97,16,19,35,394,334,728,47779,47425,95204,9708,12057,21764,377,304,687,101832,90978,192809
118,683,491,1168,1667,2128,3795,110,41,147,200,161,358,143,161,302,19533,12900,32436,1003,1630,2627,475,6,483,1100,231,1325,898,371,1265,370,291,665,2376,3436,5811,28554,21835,50394,620,587,1206,7,5,13,54,30,83,48,21,64,10,14,21,27,15,43,761,667,1428,15,3,19,63,72,139,60,38,103,35,62,105,65,73,139,240,254,494,305,165,469,1314,1087,2396,169,137,305,30,31,58,17,6,22,213,174,384,32621,37424,70041,5827,8983,14808,339,275,615,68869,69772,138638
119,6255,6063,12312,731,1168,1901,6,0,9,10,13,22,218,177,397,51876,32132,84008,2355,4870,7226,1259,24,1280,797,72,870,390,92,481,803,531,1335,1920,2772,4693,66621,47905,114530,1627,2214,3848,14,7,15,63,107,169,483,260,739,97,230,323,141,77,221,2414,2895,5308,0,0,0,0,8,6,39,39,79,30,131,165,23,34,57,101,209,309,563,330,892,3079,3436,6518,395,494,885,14,21,33,17,5,25,419,520,943,37684,44596,82271,20190,19761,39956,835,543,1378,128824,116769,245597
120,3682,3556,7233,958,1218,2179,121,63,184,79,78,160,129,141,275,24653,15580,40235,1000,2150,3149,483,13,494,739,90,830,663,226,894,456,282,736,1644,2145,3790,34607,25538,60150,1161,1409,2570,10,14,27,49,61,112,197,97,292,40,122,162,83,51,139,1542,1757,3301,22,27,46,27,38,69,33,27,61,22,69,90,41,33,70,143,197,339,274,173,441,1965,2119,4082,263,248,512,24,19,45,13,8,23,300,275,578,34466,39396,73856,8077,11004,19079,309,243,552,79726,78577,158306
121,2700,2666,5363,1363,1563,2922,93,43,138,8,4,11,104,111,217,28674,21469,50143,1248,2723,3967,453,9,462,621,91,715,504,134,641,478,373,852,3054,3681,6731,39299,32862,72162,651,785,1439,22,23,38,21,22,48,287,175,458,72,120,188,86,47,138,1137,1174,2311,17,10,28,15,18,31,68,52,125,44,65,108,33,40,76,179,196,373,296,203,500,1606,1572,3180,185,182,362,26,17,44,14,3,20,225,199,427,59593,58423,118011,8935,14170,23107,303,283,586,109955,107520,217473
122,46,22,66,1614,1708,3321,178,69,248,5,6,9,59,64,121,26096,18799,44891,1239,1729,2969,749,12,755,826,113,936,582,164,749,359,222,580,1519,1681,3197,33257,24591,57842,112,100,214,17,11,24,0,0,0,32,9,38,0,0,0,4,4,8,173,121,291,39,26,60,9,9,18,83,73,157,50,100,154,45,29,67,227,235,466,334,182,512,732,538,1265,62,36,100,43,32,76,10,9,20,115,84,194,28880,31089,59959,6264,10235,16500,254,198,451,69496,66725,136223
123,1318,1234,2553,197,282,480,3,8,10,0,0,7,78,66,147,36983,25458,62446,2087,2619,4709,1377,17,1391,348,17,368,119,20,140,324,221,542,609,654,1266,43446,30611,74050,323,396,719,0,0,3,9,12,15,335,212,547,53,94,148,40,19,58,758,729,1488,0,0,0,0,0,0,21,19,35,23,32,57,7,5,15,51,60,112,337,171,513,1149,962,2110,166,171,332,12,4,15,15,4,18,187,183,370,14354,20048,34402,10066,11363,21429,327,254,580,69519,63419,132941
124,1172,813,1982,178,264,440,15,3,20,3,0,3,84,100,181,42938,29362,72299,2266,2618,4884,1951,33,1991,447,39,488,205,44,252,358,278,635,1037,1016,2054,50653,34576,85224,307,336,644,0,0,0,10,5,18,266,155,429,55,62,113,71,25,94,707,579,1290,0,0,0,4,0,4,23,15,40,15,34,51,14,16,22,51,65,114,444,182,627,1199,829,2029,134,121,252,10,13,22,17,9,20,159,137,298,17950,26151,44098,10216,13408,23629,361,283,639,80530,75383,155914
125,4293,4380,8672,942,1298,2239,19,15,36,7,8,17,174,177,359,42255,25122,67372,1930,4170,6103,909,9,923,587,49,640,391,103,492,639,443,1082,1808,2051,3858,53956,37837,91790,1523,2134,3663,6,4,9,57,61,112,343,198,537,102,199,300,93,64,160,2120,2655,4782,5,3,3,3,5,9,81,61,146,43,121,165,28,34,63,161,225,383,456,308,758,2740,3188,5929,464,507,969,16,27,41,12,3,14,493,538,1029,36714,36766,73482,14731,14058,28788,760,436,1190,109389,92818,202211
126,1315,1413,2730,746,841,1591,28,26,54,7,9,12,30,51,87,16585,11572,28152,575,1519,2103,292,3,296,279,34,315,164,37,202,226,163,388,949,1068,2018,21205,16742,37952,432,560,992,14,0,10,6,20,30,109,74,181,26,83,107,43,34,76,624,767,1396,7,4,7,12,9,17,38,26,68,26,50,75,12,31,41,98,111,209,188,118,312,909,1008,1912,126,163,285,19,17,33,4,3,11,155,178,329,24190,23901,48092,4961,7008,11972,188,149,338,51614,48985,100598
127,1372,1416,2789,407,570,976,12,3,14,5,0,8,110,90,198,46988,30931,77922,2377,3974,6356,1542,19,1562,277,29,300,206,40,249,539,406,941,1095,1159,2252,54934,38635,93566,468,529,1004,0,0,0,8,16,21,411,278,685,63,127,186,33,28,56,991,975,1964,0,0,0,0,0,0,33,44,72,36,79,112,10,16,29,74,137,210,506,314,823,1571,1424,2997,212,251,466,17,19,36,21,7,21,250,281,525,20237,27148,47381,14293,13301,27595,555,399,949,91836,81180,173019
128,1269,996,2261,73,104,174,4,4,14,0,0,0,35,38,71,27743,18649,46386,1160,1545,2703,779,13,789,306,27,329,216,48,264,249,197,447,741,1108,1851,32576,22723,55301,174,147,318,3,0,8,15,17,36,222,105,333,43,50,93,42,16,50,500,335,841,0,0,0,0,0,0,5,12,18,0,4,5,4,5,11,14,14,31,217,121,339,730,475,1204,57,57,113,0,0,0,7,3,8,67,59,128,19171,24331,43508,6531,10128,16662,168,135,302,59245,57853,117099
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,27,11,35,21,16,34,0,0,0,0,0,0,0,6,5,580,380,961,75,87,164,23,3,24,10,4,16,9,5,18,29,27,54,89,76,166,872,616,1485,16,9,24,0,0,0,0,3,3,5,0,5,0,0,0,0,0,0,13,9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,10,25,16,41,10,0,6,0,0,0,0,0,0,6,5,11,233,279,514,213,213,428,35,6,39,1388,1128,2511
201,143,64,210,134,187,324,18,5,19,4,3,8,89,97,191,25868,22059,47925,1712,1834,3545,503,12,518,104,13,121,293,84,371,177,85,257,1043,1031,2073,30083,25469,55551,10,6,16,0,0,0,14,15,19,53,25,78,5,6,11,22,0,20,96,52,144,0,0,0,0,0,0,8,3,14,11,29,38,11,16,31,32,49,86,267,150,416,398,250,650,32,20,57,7,10,11,16,4,17,55,34,86,5860,6968,12830,3356,5862,9222,278,230,506,40026,38819,78847
202,134,109,242,180,207,387,15,5,21,4,9,14,37,39,79,24662,21237,45893,1565,1749,3311,512,13,521,150,20,175,326,147,470,171,89,261,1086,1030,2113,28837,24646,53488,8,12,18,0,0,0,8,3,13,28,13,41,7,7,21,34,4,31,85,40,128,0,0,0,0,0,0,11,7,19,23,37,56,8,12,17,40,57,97,200,126,328,331,223,554,13,19,29,7,3,14,13,7,18,35,30,67,5824,7228,13054,3248,5768,9011,245,204,450,38526,38101,76625
203,474,276,748,425,667,1090,37,5,44,13,9,22,158,147,309,50269,40766,91037,2788,3196,5986,766,16,783,271,41,313,697,245,941,331,203,536,1506,1698,3201,57736,47278,105009,32,52,89,0,4,4,20,21,44,169,88,257,10,17,28,42,9,52,277,189,470,5,0,5,0,0,0,28,27,56,39,71,111,25,33,58,95,127,228,480,268,743,856,587,1440,74,71,142,23,23,49,33,9,35,126,102,228,13847,17442,31287,6756,12077,18840,403,360,767,79722,77847,157566
204,57,30,90,101,90,191,20,3,23,5,4,11,49,49,96,28722,24657,53375,1791,1762,3552,685,30,713,235,25,266,408,179,590,331,170,501,2113,1833,3949,34519,28832,63349,3,6,11,0,0,0,3,0,8,31,12,40,5,0,5,5,0,10,47,20,68,0,0,0,0,0,0,14,13,29,6,17,17,3,14,11,18,38,58,328,151,482,398,209,606,12,4,12,0,5,4,22,7,23,33,14,44,5145,6603,11747,3481,5836,9313,358,331,690,43930,41823,85750
205,149,73,218,168,174,347,22,13,34,10,5,16,46,51,101,43256,36821,80073,2667,2818,5487,911,16,930,302,39,338,412,140,555,403,225,628,2029,1812,3843,50376,42187,92560,22,23,43,0,0,0,3,0,5,40,23,61,25,8,35,9,7,16,106,62,165,0,0,0,0,0,0,18,17,37,13,29,37,10,3,18,47,49,97,481,237,722,636,348,981,32,18,50,5,7,18,23,8,30,66,28,95,7543,10259,17803,5528,9331,14864,593,527,1119,64738,62688,127425
206,4958,4953,9905,854,1035,1889,38,21,54,7556,9449,17007,528,650,1176,51708,36771,88468,2030,3626,5656,409,9,421,1410,243,1645,6594,3710,10310,921,721,1638,10863,11777,22642,87860,72962,160823,714,683,1398,0,0,0,1268,1490,2764,216,171,384,70,137,208,359,225,584,2624,2710,5329,4,0,4,308,386,693,39,29,67,26,48,74,41,47,91,419,513,933,1292,1187,2479,4335,4405,8737,830,853,1686,49,66,111,148,105,255,1030,1025,2056,74291,82129,156427,16280,25305,41589,682,590,1277,184483,186423,370901
207,1773,1617,3385,1054,1355,2407,20,12,29,629,793,1416,138,138,278,40318,31259,71582,1716,3470,5186,373,8,376,321,33,353,814,256,1069,384,290,672,1735,2236,3979,49266,41463,90731,372,327,701,0,0,0,228,248,483,220,139,356,38,69,106,81,32,122,949,822,1766,0,0,0,135,158,291,93,86,176,43,96,141,29,29,53,303,361,668,454,391,847,1708,1577,3285,286,319,606,34,49,92,12,21,33,341,390,727,34466,34600,69066,7919,12883,20797,358,293,651,94056,91205,185265
208,3128,2653,5788,385,581,963,26,5,32,288,377,663,178,171,347,48295,38089,86384,1941,3123,5060,484,13,498,469,45,514,1174,351,1531,454,342,788,1747,2376,4120,58567,48122,106688,402,405,805,0,0,0,261,367,630,335,216,556,59,107,160,129,53,180,1181,1144,2327,0,0,0,17,29,48,23,18,40,22,54,75,14,26,37,77,125,201,434,324,755,1690,1591,3281,290,309,599,10,22,29,29,21,47,330,348,671,41031,43782,84813,9325,15849,25177,427,341,770,111364,110029,221398
209,2944,2706,5651,659,955,1618,32,13,40,309,435,748,276,221,499,79043,55417,134460,3563,4697,8256,1459,24,1488,495,53,547,923,338,1254,708,413,1117,1402,1764,3167,91804,67043,158841,514,667,1179,0,0,0,166,216,389,609,398,1007,63,142,203,120,80,199,1473,1502,2975,0,0,0,77,119,196,39,47,89,45,123,173,26,41,65,195,328,518,753,448,1198,2421,2277,4698,430,473,903,43,40,83,42,21,63,517,535,1055,31620,37571,69187,11281,19767,31053,642,444,1085,138284,127634,265919
210,2191,2023,4213,372,483,854,33,11,43,76,153,231,312,167,479,63431,40443,103870,3131,3879,7009,1335,19,1353,314,25,338,413,131,538,563,317,874,732,871,1598,72890,48517,121410,391,500,890,0,0,0,154,175,329,443,288,724,70,132,204,63,37,103,1118,1140,2258,0,0,0,40,48,96,60,40,103,42,86,127,19,28,46,165,201,364,649,363,1010,1937,1700,3636,327,418,747,22,32,53,26,15,40,378,463,841,18766,24254,43014,8089,12984,21072,572,390,963,102630,88314,190944
211,1802,1383,3191,650,694,1337,40,20,57,16,31,45,147,134,284,77586,59026,136606,3881,4570,8448,1488,31,1522,425,40,467,528,87,618,512,317,832,1322,1385,2712,88398,67716,156115,448,418,857,0,0,0,69,78,154,531,314,846,67,95,155,63,31,90,1170,939,2111,9,0,10,9,9,25,54,40,90,84,99,181,31,24,52,184,176,359,713,383,1089,2063,1495,3557,241,283,522,28,24,52,31,10,43,302,322,616,32987,37424,70415,11444,20818,32264,479,393,865,135672,128162,263832
212,3824,3337,7161,1264,1862,3121,39,16,59,30,35,64,576,524,1105,138755,91834,230590,7295,10216,17510,2700,63,2761,686,56,747,700,151,854,1342,679,2018,1808,2144,3955,159022,110923,269948,943,1323,2263,4,0,4,162,213,375,983,557,1541,115,245,362,124,83,210,2335,2412,4749,3,0,3,17,16,28,95,84,179,132,302,434,52,74,130,296,480,779,1431,855,2293,4071,3746,7819,685,879,1563,53,89,141,56,23,84,798,988,1786,38548,44856,83405,14886,25210,40100,1121,775,1890,218445,186496,404944
213,5091,5346,10433,832,1358,2185,44,18,61,80,151,231,592,529,1121,124839,78298,203137,6696,9308,16004,2196,49,2247,780,87,869,1101,390,1492,1266,663,1934,1569,2087,3658,145082,98289,243371,969,1576,2542,0,0,0,320,493,815,1166,805,1967,158,408,563,220,123,340,2836,3401,6237,4,0,4,27,49,81,92,76,167,106,199,306,27,47,80,248,376,627,1454,818,2270,4537,4593,9134,983,1489,2469,36,57,99,49,17,72,1069,1567,2636,45086,53095,98181,16645,25657,42300,1102,738,1846,213524,183943,397466
214,376,225,604,327,358,688,29,13,42,0,0,5,78,61,136,46052,35025,81080,2497,2453,4951,916,27,946,254,14,268,339,102,436,368,207,572,1434,1066,2497,52675,39557,92229,95,83,177,0,0,0,14,3,14,172,75,243,18,19,36,29,9,31,320,183,504,3,0,3,0,0,0,22,17,38,35,65,101,11,15,29,72,98,170,409,188,596,805,477,1277,64,56,120,14,13,30,27,4,28,105,73,172,13054,17772,30821,6735,12331,19058,372,384,750,73736,70580,144321
215,12,4,11,201,100,302,16,3,16,0,0,5,48,45,91,24545,20279,44822,1871,2198,4071,459,13,475,162,45,205,316,116,429,309,118,429,1829,1618,3452,29775,24541,54313,0,4,9,0,0,0,0,0,0,3,6,8,0,0,3,0,0,0,5,13,14,4,0,4,0,0,0,13,4,19,6,13,22,4,0,7,31,25,54,290,121,407,322,152,481,3,4,4,3,4,4,24,4,38,30,15,45,3350,4037,7386,2136,3855,5991,379,305,688,35988,32912,68899
216,9,6,19,51,53,100,7,3,11,4,5,10,36,43,75,21759,18400,40169,1490,1689,3185,408,16,423,198,40,237,333,115,451,187,87,272,1171,1095,2268,25659,21553,47211,0,0,4,0,0,0,4,0,3,3,7,9,0,0,0,0,0,4,8,9,19,3,0,3,0,0,0,5,3,7,6,8,14,5,0,13,18,14,33,222,122,345,253,153,401,5,0,5,0,0,0,13,3,17,12,8,23,2842,3513,6357,2050,3778,5835,289,236,529,31113,29240,60348
217,13,9,23,75,50,128,11,0,10,0,0,5,53,41,92,20390,17604,37991,1339,1476,2816,417,18,431,196,51,251,260,87,349,253,116,368,1632,1368,3000,24656,20815,45467,3,0,3,0,0,0,0,0,0,7,4,10,0,0,0,0,0,0,13,4,19,0,0,0,0,0,0,17,5,13,3,15,17,6,0,3,21,14,34,208,102,312,239,122,363,0,0,5,4,0,10,21,4,26,30,7,37,3810,4168,7982,2338,3937,6273,278,237,515,31349,29284,60640
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,15
299,20,8,28,21,11,29,0,0,0,8,12,24,4,0,12,476,265,736,49,31,82,14,0,12,9,0,9,15,10,18,15,9,22,70,74,144,696,412,1107,12,0,10,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,11,5,19,0,0,0,3,0,3,0,0,0,0,0,3,0,5,5,5,4,6,7,0,9,24,15,36,0,7,7,0,0,0,0,0,0,0,5,5,162,151,311,131,181,310,18,7,22,1022,771,1797
301,992,1030,2025,437,581,1019,72,60,134,0,6,8,96,76,172,38001,32690,70691,1955,2411,4366,932,20,948,653,54,708,276,93,373,393,163,553,638,727,1372,44447,37913,82356,62,105,165,0,5,0,0,0,0,222,258,479,35,51,81,54,14,69,374,430,800,26,36,56,0,0,5,72,112,187,22,65,81,15,12,30,140,229,364,758,497,1253,1265,1156,2419,68,68,135,27,51,75,52,29,79,142,148,289,8774,11306,20080,5130,8033,13164,229,218,446,59987,58771,118757
