LGA_CODE_2021,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
LGA33620,200,3,0,5,206,87,0,297,0,0,0,0,0,0,0,0,0,0,4,5,857,170,34,27,1087,14,7,21,1110,170,4,1285,227,28,6,0,263,0,0,0,264,15,0,278,241,54,12,4,320,0,4,3,320,26,0,347,12,4,0,0,18,0,0,0,16,4,0,21,5,0,0,9,11,0,0,0,11,3,0,9,485,88,21,16,604,0,3,5,610,47,0,658,3,0,0,0,3,4,0,4,8,0,0,8,3,0,0,0,10,0,0,0,10,0,0,9,10,0,0,0,11,4,0,4,12,0,0,19,494,86,21,16,615,4,3,8,620,47,0,674,90,23,0,5,119,3,4,4,122,65,0,194,0,0,0,0,6,0,0,0,6,0,4,8,588,105,24,15,733,8,3,17,754,117,4,871,263,41,4,0,308,0,0,0,314,35,0,341,281,43,20,7,357,5,4,10,364,26,0,387
LGA33800,19,0,0,0,19,10,0,31,0,0,0,0,0,0,0,0,0,0,0,0,177,11,8,6,205,5,0,5,208,17,3,227,55,8,0,0,65,0,0,0,65,0,0,63,60,7,0,0,70,5,0,5,76,3,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,119,12,0,4,136,5,0,5,138,3,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,12,0,4,136,5,0,5,138,3,0,144,14,0,0,0,10,0,0,0,10,7,0,23,0,0,0,0,0,0,0,0,0,0,0,0,133,12,0,4,150,5,0,5,152,15,0,165,73,4,0,4,77,0,0,0,77,0,0,81,70,10,4,0,80,0,0,0,81,5,0,89
LGA33830,0,0,0,0,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,13,0,0,0,13,12,0,22,4,0,0,0,9,0,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,8,0,0,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,4,0,0,10,0,0,0,10,0,0,12,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,12,0,0,0,14,8,0,17,0,5,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
LGA33960,1156,43,6,53,1208,307,9,1524,10,0,0,12,26,0,0,0,26,0,30,56,4824,787,235,131,5976,126,40,161,6141,628,49,6825,1315,164,51,13,1543,21,4,29,1570,105,0,1682,944,163,40,6,1146,19,10,31,1174,75,4,1252,132,14,22,3,174,3,0,3,182,19,0,197,13,6,0,15,35,0,0,0,34,4,0,40,2400,344,115,33,2896,49,16,63,2955,211,3,3178,35,3,0,3,43,9,0,9,52,9,0,66,45,8,4,3,58,6,4,7,67,10,0,80,80,16,4,4,105,16,4,15,121,17,0,137,2490,357,120,38,3002,61,17,76,3079,229,7,3316,525,102,22,20,664,23,8,33,697,202,8,907,6,0,0,10,10,3,0,3,13,0,13,26,3013,463,139,66,3675,88,21,112,3791,434,27,4246,1638,193,52,4,1893,28,11,38,1929,137,0,2062,1059,186,42,7,1292,7,4,16,1308,89,5,1404
LGA33980,70,0,0,0,74,7,0,75,0,0,0,3,3,0,0,0,3,0,0,4,523,34,41,19,619,5,0,0,618,11,0,634,108,3,10,0,126,0,0,0,128,0,0,128,94,8,0,3,108,0,0,0,108,0,0,107,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,3,0,0,0,3,0,0,3,211,8,13,8,242,0,0,0,245,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,7,0,0,0,7,0,0,0,7,0,0,7,221,8,13,8,249,0,0,0,249,0,0,251,38,0,0,0,35,0,0,0,35,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,256,8,15,7,286,0,0,0,289,0,0,292,149,11,14,0,166,0,0,0,166,3,0,173,107,10,4,0,119,0,0,0,119,8,0,126
LGA34420,4,0,0,0,8,8,0,8,0,0,0,0,0,0,0,0,0,0,3,3,9,5,0,5,16,4,0,3,21,14,3,31,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,5,0,0,4,6,0,0,0,6,0,0,0,6,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,11,11,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
LGA34530,104,5,0,9,111,25,0,131,0,0,0,3,3,0,0,0,3,0,6,9,801,75,33,26,941,10,4,11,949,62,4,1013,227,18,3,5,250,4,0,4,254,3,0,260,197,32,3,0,232,0,4,5,234,9,0,247,10,0,5,0,14,0,0,0,14,0,0,15,0,0,0,8,10,0,0,0,10,0,0,13,432,51,9,17,508,8,4,5,515,16,0,532,3,0,0,0,4,0,0,0,4,0,0,4,15,0,0,0,15,0,0,0,15,0,0,15,16,0,0,0,19,0,0,0,19,0,0,19,447,51,9,17,525,8,4,5,533,16,0,553,61,0,9,0,64,0,0,0,67,18,0,87,5,0,0,0,5,0,0,0,5,0,0,3,505,51,19,21,595,7,5,10,602,35,0,638,311,21,10,8,350,3,0,3,351,8,0,360,232,30,3,0,261,0,0,0,265,7,0,274
LGA34570,0,4,0,4,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,11,3,0,3,16,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,4,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,7,0,0,5,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
LGA34580,216,5,4,13,223,62,0,287,0,0,0,0,0,0,0,0,0,0,8,5,796,132,45,34,1002,11,3,18,1018,102,5,1128,206,26,3,0,235,4,0,4,233,9,0,246,191,21,3,5,222,0,4,3,225,19,0,242,25,3,7,0,42,0,0,0,42,0,0,45,0,0,0,0,10,0,0,0,10,0,0,9,434,52,12,4,505,4,4,4,514,25,0,536,6,0,0,0,11,0,0,0,10,3,0,13,11,3,0,0,17,0,0,0,16,0,0,20,17,3,0,0,27,3,0,3,28,3,0,28,448,53,16,4,529,6,4,12,539,28,0,567,96,22,8,6,127,6,3,6,136,44,0,182,0,0,0,0,0,0,0,0,0,0,0,5,550,72,24,12,664,12,5,14,675,73,5,752,275,18,10,4,300,0,0,0,303,17,0,319,225,34,3,4,266,3,3,7,273,20,0,289
LGA34590,2023,95,22,117,2141,537,16,2694,7,5,0,30,43,0,0,0,39,6,49,91,7103,1322,274,190,8890,248,55,304,9192,974,92,10263,1921,211,52,14,2201,39,9,42,2244,137,3,2386,1477,292,39,17,1829,30,0,32,1863,109,3,1971,191,40,21,3,261,0,0,7,263,15,0,277,18,3,0,27,48,0,0,0,53,6,9,71,3602,547,121,66,4338,66,13,81,4417,260,16,4698,47,11,3,0,71,12,0,14,80,15,0,94,61,20,0,0,81,14,6,21,103,11,0,119,116,33,3,6,151,26,7,35,186,23,0,208,3717,580,119,70,4487,96,24,117,4605,279,20,4909,860,238,52,39,1189,52,21,71,1261,366,8,1636,0,5,0,15,19,0,0,0,19,4,38,55,4581,827,171,126,5703,145,44,190,5886,651,67,6607,2330,259,55,11,2661,37,12,53,2710,185,7,2910,1757,327,64,17,2166,28,4,32,2197,171,6,2378
LGA34710,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,75,0,3,0,84,0,0,0,84,5,0,87,17,0,0,0,17,0,0,0,17,0,0,17,13,0,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,29,0,0,0,29,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,29,0,0,0,29,0,0,26,8,0,0,0,8,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,36,0,0,0,36,4,0,40,15,3,0,0,18,0,0,0,18,0,0,18,10,0,0,0,12,0,0,0,12,0,0,12
LGA34770,417,11,0,9,425,50,5,477,5,0,0,0,9,0,0,0,9,0,3,16,2695,233,63,46,3045,46,3,49,3090,130,13,3236,717,45,17,4,779,6,0,6,787,16,0,806,786,60,18,11,878,10,4,10,889,30,0,919,19,5,5,0,31,0,0,0,29,4,0,33,10,0,0,7,20,0,0,0,20,0,5,24,1531,105,45,29,1705,18,4,15,1723,47,8,1785,8,0,0,0,8,0,0,0,10,0,0,9,22,0,0,0,22,0,0,0,22,0,0,22,28,0,0,0,31,0,0,0,29,0,0,33,1557,105,41,29,1734,20,4,17,1757,54,8,1811,195,19,4,9,230,6,0,6,237,39,0,278,3,0,0,0,3,0,0,0,3,0,11,14,1756,123,54,42,1973,25,4,27,1998,89,15,2107,914,58,29,7,1006,12,0,16,1021,29,0,1052,841,84,21,12,961,18,3,15,978,28,0,1012
LGA34800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,16,0,0,0,16,0,0,19,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
LGA34830,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34860,44,0,0,0,42,10,0,55,0,0,0,0,6,0,0,0,6,0,0,7,291,19,8,14,323,4,0,4,325,22,0,352,79,9,0,3,86,0,0,0,90,4,0,91,54,0,0,0,60,0,0,0,63,3,0,68,3,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,141,11,0,0,153,0,0,3,155,6,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,11,0,0,154,0,0,3,158,6,0,165,10,3,0,0,16,3,0,3,21,8,0,27,0,0,0,0,0,0,0,0,0,0,0,0,154,18,0,3,170,3,0,6,179,13,0,188,99,6,0,0,111,0,0,0,111,0,0,113,46,5,0,0,57,0,0,0,57,0,0,57
LGA34880,63,6,0,7,67,40,0,104,0,0,0,4,4,0,0,0,4,0,0,4,358,63,14,8,434,8,5,15,447,51,0,510,111,12,0,0,121,3,0,3,127,11,0,133,81,17,8,0,105,0,0,4,107,9,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,192,27,12,7,235,3,0,7,240,15,0,255,0,0,0,0,4,0,0,0,5,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,4,0,0,5,3,0,0,3,194,25,15,7,237,3,4,9,246,15,0,266,35,0,0,3,34,0,0,0,34,23,0,53,0,0,0,0,0,0,0,0,0,0,0,0,222,28,15,7,276,3,4,9,281,35,0,322,156,18,4,3,177,4,0,4,180,13,0,194,115,25,7,0,152,3,0,0,152,6,0,161
LGA35010,2092,58,12,74,2166,442,18,2626,15,0,0,14,34,0,0,0,34,8,53,84,10424,1519,446,174,12555,197,45,245,12805,1010,101,13919,2774,283,84,9,3159,44,13,61,3222,182,6,3404,2507,364,87,15,2980,34,11,44,3021,131,0,3157,330,58,47,10,445,7,0,7,452,33,0,488,17,7,0,38,62,0,0,0,61,11,7,77,5631,713,223,73,6638,89,23,111,6757,354,17,7130,60,12,0,5,81,13,0,12,94,11,0,100,78,13,3,3,98,10,0,8,105,7,0,115,144,25,5,7,178,20,0,23,197,12,0,211,5774,737,226,83,6817,109,32,138,6952,372,17,7342,974,183,49,17,1230,32,3,34,1266,287,3,1554,18,0,0,6,27,0,0,0,26,6,29,60,6773,925,277,106,8072,142,34,170,8244,655,55,8955,3611,379,124,16,4139,72,18,85,4223,229,9,4458,2979,484,103,16,3582,30,7,45,3624,187,8,3820
LGA35250,4,0,0,0,4,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,7,0,0,0,7,18,0,24,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,5,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,5,3,0,10,4,0,0,0,0,0,0,0,0,14,0,16,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,4,14,0,23,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,5,0,0,5
LGA35300,65,4,0,4,70,10,0,83,0,0,0,0,0,0,0,0,0,0,0,6,391,26,5,11,427,9,0,11,440,29,3,473,135,5,0,0,146,0,0,0,146,3,0,154,88,6,4,0,99,0,0,0,96,0,0,99,11,0,0,0,4,0,0,0,10,0,0,10,0,0,0,7,6,0,0,0,7,0,0,7,235,12,5,6,252,6,0,6,258,9,0,267,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,4,238,12,5,6,261,6,0,6,266,9,0,273,33,6,0,0,41,0,0,0,39,3,0,49,0,0,0,0,0,0,0,0,0,0,0,4,267,22,8,6,298,7,0,8,306,14,0,326,175,9,3,0,182,3,0,3,191,5,0,193,92,0,0,0,96,0,0,0,96,8,0,100
LGA35600,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,56,6,4,0,58,0,3,3,63,4,0,67,19,0,0,0,19,0,0,0,19,0,0,19,7,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,27,0,0,0,27,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,27,0,0,0,27,0,0,27,4,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,33,0,0,0,33,0,0,36,32,0,0,0,28,0,0,0,28,0,0,28,8,0,0,0,8,0,0,0,8,0,0,7
LGA35670,8,0,0,0,8,3,0,11,0,0,0,0,0,0,0,0,0,0,7,7,11,0,0,3,11,0,0,0,16,3,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,5,0,0,0,9,0,0,0,9,5,0,10,0,0,0,0,0,0,0,0,0,0,8,8,3,0,0,0,12,0,0,0,12,0,8,17,0,0,0,0,5,0,0,0,5,0,0,7,3,0,0,0,3,0,0,0,3,5,0,3
LGA35740,176,7,0,4,175,32,0,214,0,0,0,0,0,0,0,0,0,0,6,9,916,260,69,23,1259,13,9,27,1292,89,8,1391,246,59,10,0,317,6,0,12,325,20,0,344,287,86,17,4,391,4,0,0,394,23,3,416,25,5,16,0,48,0,0,0,56,4,0,53,0,0,0,0,7,0,0,0,7,0,3,9,567,147,43,7,763,7,0,14,775,45,4,829,5,0,0,0,7,0,0,0,7,0,0,7,6,0,0,0,6,0,0,0,6,0,0,9,12,0,0,0,12,0,0,0,12,0,0,13,576,146,43,7,774,13,0,15,791,47,4,841,87,23,7,4,113,5,0,5,117,32,0,147,0,0,0,0,4,0,0,0,4,0,3,7,662,173,44,10,892,15,0,14,907,79,12,998,312,55,17,0,383,0,4,3,392,39,0,427,328,102,24,3,455,6,4,10,465,39,0,504
LGA35760,27,0,0,0,29,8,0,36,0,0,0,0,0,0,0,0,0,0,5,0,166,15,11,3,202,0,0,0,198,16,5,216,55,5,0,0,60,0,0,0,60,0,0,61,39,3,0,0,41,0,0,0,41,4,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,10,0,4,102,0,0,0,107,7,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,10,0,4,102,4,0,4,104,7,0,112,13,0,0,3,15,6,0,6,21,15,0,33,0,0,0,0,0,0,0,0,0,0,3,6,105,11,3,3,120,3,0,3,127,18,7,149,66,11,0,0,76,0,0,0,82,0,0,81,39,5,0,0,46,0,0,0,46,0,0,44
LGA35780,20,0,0,0,21,16,0,37,0,0,0,0,0,0,0,0,0,0,0,0,50,9,0,3,66,0,3,6,69,26,0,98,5,7,0,0,13,0,0,0,13,5,0,16,0,5,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,0,0,17,0,0,0,21,5,0,27,6,0,0,0,6,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,4,3,0,0,3,14,9,0,0,24,0,0,3,27,5,0,30,0,6,3,6,11,0,0,0,12,6,4,25,0,0,0,0,0,0,0,0,0,0,0,0,18,12,3,6,33,3,0,5,40,12,0,52,9,0,0,0,9,0,0,0,6,0,0,9,3,8,0,0,6,0,0,0,6,0,0,7
LGA35790,7,3,0,3,5,32,0,35,0,0,0,0,0,0,0,0,0,5,0,9,6,6,0,0,13,3,0,3,20,39,0,59,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,15,0,19,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,6,18,0,23,8,0,0,0,8,0,0,0,8,5,0,5,0,0,0,0,0,0,0,0,0,0,0,3
