LGA_CODE_2021,D_15_17_FPEAW_MPEFT,D_15_17_FPEAW_MPEPT,D_15_17_FPEAW_MPEAW,D_15_17_FPEAW_MPEHNS,D_15_17_FPEAW_MPET,D_15_17_FPEAW_MPULFTW,D_15_17_FPEAW_MPULPTW,D_15_17_FPEAW_MPUT,D_15_17_FPEAW_MPTLF,D_15_17_FPEAW_MPNLF,D_15_17_FPEAW_MPLFSNS,D_15_17_FPEAW_T,D_15_17_FPHNS_MPEFT,D_15_17_FPHNS_MPEPT,D_15_17_FPHNS_MPEAW,D_15_17_FPHNS_MPEHNS,D_15_17_FPHNS_MPET,D_15_17_FPHNS_MPULFTW,D_15_17_FPHNS_MPULPTW,D_15_17_FPHNS_MPUT,D_15_17_FPHNS_MPTLF,D_15_17_FPHNS_MPNLF,D_15_17_FPHNS_MPLFSNS,D_15_17_FPHNS_T,D_15_17_FPET_MPEFT,D_15_17_FPET_MPEPT,D_15_17_FPET_MPEAW,D_15_17_FPET_MPEHNS,D_15_17_FPET_MPET,D_15_17_FPET_MPULFTW,D_15_17_FPET_MPULPTW,D_15_17_FPET_MPUT,D_15_17_FPET_MPTLF,D_15_17_FPET_MPNLF,D_15_17_FPET_MPLFSNS,D_15_17_FPET_T,D_15_17_FPULFTW_MPEFT,D_15_17_FPULFTW_MPEPT,D_15_17_FPULFTW_MPEAW,D_15_17_FPULFTW_MPEHNS,D_15_17_FPULFTW_MPET,D_15_17_FPULFTW_MPULFTW,D_15_17_FPULFTW_MPULPTW,D_15_17_FPULFTW_MPUT,D_15_17_FPULFTW_MPTLF,D_15_17_FPULFTW_MPNLF,D_15_17_FPULFTW_MPLFSNS,D_15_17_FPULFTW_T,D_15_17_FPULPTW_MPEFT,D_15_17_FPULPTW_MPEPT,D_15_17_FPULPTW_MPEAW,D_15_17_FPULPTW_MPEHNS,D_15_17_FPULPTW_MPET,D_15_17_FPULPTW_MPULFTW,D_15_17_FPULPTW_MPULPTW,D_15_17_FPULPTW_MPUT,D_15_17_FPULPTW_MPTLF,D_15_17_FPULPTW_MPNLF,D_15_17_FPULPTW_MPLFSNS,D_15_17_FPULPTW_T,D_15_17_FPUT_MPEFT,D_15_17_FPUT_MPEPT,D_15_17_FPUT_MPEAW,D_15_17_FPUT_MPEHNS,D_15_17_FPUT_MPET,D_15_17_FPUT_MPULFTW,D_15_17_FPUT_MPULPTW,D_15_17_FPUT_MPUT,D_15_17_FPUT_MPTLF,D_15_17_FPUT_MPNLF,D_15_17_FPUT_MPLFSNS,D_15_17_FPUT_T,D_15_17_FPTLF_MPEFT,D_15_17_FPTLF_MPEPT,D_15_17_FPTLF_MPEAW,D_15_17_FPTLF_MPEHNS,D_15_17_FPTLF_MPET,D_15_17_FPTLF_MPULFTW,D_15_17_FPTLF_MPULPTW,D_15_17_FPTLF_MPUT,D_15_17_FPTLF_MPTLF,D_15_17_FPTLF_MPNLF,D_15_17_FPTLF_MPLFSNS,D_15_17_FPTLF_T,D_15_17_FPNLF_MPEFT,D_15_17_FPNLF_MPEPT,D_15_17_FPNLF_MPEAW,D_15_17_FPNLF_MPEHNS,D_15_17_FPNLF_MPET,D_15_17_FPNLF_MPULFTW,D_15_17_FPNLF_MPULPTW,D_15_17_FPNLF_MPUT,D_15_17_FPNLF_MPTLF,D_15_17_FPNLF_MPNLF,D_15_17_FPNLF_MPLFSNS,D_15_17_FPNLF_T,D_15_17_FPLFSNS_MPEFT,D_15_17_FPLFSNS_MPEPT,D_15_17_FPLFSNS_MPEAW,D_15_17_FPLFSNS_MPEHNS,D_15_17_FPLFSNS_MPET,D_15_17_FPLFSNS_MPULFTW,D_15_17_FPLFSNS_MPULPTW,D_15_17_FPLFSNS_MPUT,D_15_17_FPLFSNS_MPTLF,D_15_17_FPLFSNS_MPNLF,D_15_17_FPLFSNS_MPLFSNS,D_15_17_FPLFSNS_T,D_15_17_FPT_MPEFT,D_15_17_FPT_MPEPT,D_15_17_FPT_MPEAW,D_15_17_FPT_MPEHNS,D_15_17_FPT_MPET,D_15_17_FPT_MPULFTW,D_15_17_FPT_MPULPTW,D_15_17_FPT_MPUT,D_15_17_FPT_MPTLF,D_15_17_FPT_MPNLF,D_15_17_FPT_MPLFSNS,D_15_17_FPT_T,D_18_20_FPEFT_MPEFT,D_18_20_FPEFT_MPEPT,D_18_20_FPEFT_MPEAW,D_18_20_FPEFT_MPEHNS,D_18_20_FPEFT_MPET,D_18_20_FPEFT_MPULFTW,D_18_20_FPEFT_MPULPTW,D_18_20_FPEFT_MPUT,D_18_20_FPEFT_MPTLF,D_18_20_FPEFT_MPNLF,D_18_20_FPEFT_MPLFSNS,D_18_20_FPEFT_T,D_18_20_FPEPT_MPEFT,D_18_20_FPEPT_MPEPT,D_18_20_FPEPT_MPEAW,D_18_20_FPEPT_MPEHNS,D_18_20_FPEPT_MPET,D_18_20_FPEPT_MPULFTW,D_18_20_FPEPT_MPULPTW,D_18_20_FPEPT_MPUT,D_18_20_FPEPT_MPTLF,D_18_20_FPEPT_MPNLF,D_18_20_FPEPT_MPLFSNS,D_18_20_FPEPT_T,D_18_20_FPEAW_MPEFT,D_18_20_FPEAW_MPEPT,D_18_20_FPEAW_MPEAW,D_18_20_FPEAW_MPEHNS,D_18_20_FPEAW_MPET,D_18_20_FPEAW_MPULFTW,D_18_20_FPEAW_MPULPTW,D_18_20_FPEAW_MPUT,D_18_20_FPEAW_MPTLF,D_18_20_FPEAW_MPNLF,D_18_20_FPEAW_MPLFSNS,D_18_20_FPEAW_T,D_18_20_FPHNS_MPEFT,D_18_20_FPHNS_MPEPT,D_18_20_FPHNS_MPEAW,D_18_20_FPHNS_MPEHNS,D_18_20_FPHNS_MPET,D_18_20_FPHNS_MPULFTW,D_18_20_FPHNS_MPULPTW,D_18_20_FPHNS_MPUT,D_18_20_FPHNS_MPTLF,D_18_20_FPHNS_MPNLF,D_18_20_FPHNS_MPLFSNS,D_18_20_FPHNS_T,D_18_20_FPET_MPEFT,D_18_20_FPET_MPEPT,D_18_20_FPET_MPEAW,D_18_20_FPET_MPEHNS,D_18_20_FPET_MPET,D_18_20_FPET_MPULFTW,D_18_20_FPET_MPULPTW,D_18_20_FPET_MPUT,D_18_20_FPET_MPTLF,D_18_20_FPET_MPNLF,D_18_20_FPET_MPLFSNS,D_18_20_FPET_T,D_18_20_FPULFTW_MPEFT,D_18_20_FPULFTW_MPEPT,D_18_20_FPULFTW_MPEAW,D_18_20_FPULFTW_MPEHNS,D_18_20_FPULFTW_MPET,D_18_20_FPULFTW_MPULFTW,D_18_20_FPULFTW_MPULPTW,D_18_20_FPULFTW_MPUT,D_18_20_FPULFTW_MPTLF,D_18_20_FPULFTW_MPNLF,D_18_20_FPULFTW_MPLFSNS,D_18_20_FPULFTW_T,D_18_20_FPULPTW_MPEFT,D_18_20_FPULPTW_MPEPT,D_18_20_FPULPTW_MPEAW,D_18_20_FPULPTW_MPEHNS,D_18_20_FPULPTW_MPET,D_18_20_FPULPTW_MPULFTW,D_18_20_FPULPTW_MPULPTW,D_18_20_FPULPTW_MPUT
LGA16380,29,3,5,0,36,0,0,0,32,0,0,35,6,0,0,7,11,0,0,0,11,0,0,13,1164,246,35,13,1454,11,4,13,1466,93,3,1559,4,4,0,0,6,4,0,4,10,0,0,12,11,0,0,0,16,0,0,0,16,0,0,20,17,0,0,0,23,4,0,4,27,6,0,26,1179,252,35,13,1477,11,4,12,1486,94,3,1589,99,35,8,5,148,7,0,7,147,41,0,188,0,0,0,0,6,0,0,0,6,0,0,0,1281,284,38,19,1621,12,4,16,1640,138,6,1780,161,17,11,0,180,3,0,3,185,9,0,196,92,28,0,0,130,0,0,0,126,6,0,132,5,0,5,0,8,0,0,0,8,0,0,8,0,0,0,3,3,0,0,0,3,0,0,6,260,46,15,3,322,3,0,3,328,14,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA16400,29,0,5,0,37,0,0,0,41,7,0,48,8,0,0,0,11,0,0,0,11,0,0,12,960,129,31,11,1129,9,0,11,1136,84,0,1226,12,0,0,0,11,0,0,0,11,0,0,11,12,7,0,0,17,0,0,0,21,0,0,21,27,7,0,0,31,0,0,0,36,0,0,36,984,131,31,14,1162,9,4,11,1169,84,0,1260,107,20,8,5,139,7,4,11,150,49,0,195,0,0,0,0,0,0,0,0,0,0,4,9,1099,152,31,10,1298,14,5,20,1320,133,8,1457,132,24,7,0,160,3,0,3,165,15,0,177,134,23,0,0,159,0,0,7,167,3,0,171,8,4,8,0,9,0,0,0,16,0,0,16,0,0,0,0,3,0,0,0,3,0,0,3,270,49,9,3,338,4,0,8,340,21,0,360,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
LGA16490,27,0,6,0,28,0,0,0,28,0,0,32,0,0,0,3,7,0,0,0,7,0,0,7,1093,106,26,3,1238,12,0,11,1247,54,0,1303,7,0,0,0,4,0,0,0,5,0,0,5,13,0,0,0,10,0,0,0,10,0,0,10,14,3,0,0,19,0,0,0,16,0,0,16,1107,110,26,3,1253,16,0,14,1263,54,0,1320,101,17,4,0,120,3,0,3,123,22,0,147,0,0,0,0,0,0,0,0,0,0,4,7,1210,126,30,3,1369,17,0,18,1391,78,4,1470,273,23,3,0,301,3,0,3,300,20,0,323,111,12,6,0,132,0,3,3,131,11,0,144,7,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,7,0,0,4,402,36,4,0,446,3,3,6,450,25,0,481,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
LGA16550,65,11,17,0,96,0,0,0,96,10,0,103,5,0,0,6,14,3,0,3,19,0,0,19,1609,276,78,17,1978,34,4,37,2014,136,3,2147,15,0,0,0,13,0,0,0,13,0,0,13,20,0,0,0,22,0,0,0,28,4,0,23,35,0,0,7,40,0,0,0,44,4,0,40,1638,280,79,24,2022,34,4,39,2055,136,3,2197,270,40,7,3,325,6,0,11,325,88,0,414,0,0,0,0,0,0,0,0,0,0,3,6,1911,321,88,24,2341,39,7,45,2380,223,8,2617,464,85,20,3,577,13,0,16,585,54,0,638,346,85,14,0,447,4,0,4,454,29,4,484,37,11,13,6,61,0,0,0,61,5,0,65,3,0,0,3,8,0,0,0,8,0,0,13,854,181,43,14,1088,17,0,24,1112,91,4,1207,12,0,0,0,12,0,0,0,13,0,0,17,8,0,0,0,8,3,0,3
LGA16610,6,0,0,0,9,0,0,0,9,0,0,13,0,0,0,4,4,0,0,0,4,0,0,4,241,42,4,10,295,0,0,0,301,37,0,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,244,42,4,10,298,0,0,0,301,39,0,341,34,11,0,0,42,0,0,0,46,15,0,56,0,0,0,0,0,0,0,0,0,0,0,4,275,52,5,5,343,0,0,0,349,53,0,406,25,10,0,0,34,0,0,0,34,0,0,34,17,4,0,0,24,0,0,0,24,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,7,0,0,56,0,0,0,56,7,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA16700,68,13,28,5,115,3,0,3,117,7,0,127,3,0,0,9,14,0,0,0,14,0,0,14,1415,257,83,26,1780,43,4,52,1834,131,0,1971,21,3,4,0,27,0,0,0,28,9,0,34,18,3,0,0,19,0,0,0,19,0,0,25,35,3,4,0,45,0,0,0,51,9,0,59,1454,259,94,29,1829,50,4,60,1885,143,0,2027,253,59,15,3,335,3,3,6,344,84,0,429,0,0,0,0,3,0,0,0,3,0,0,5,1712,317,108,29,2166,55,11,61,2231,229,3,2464,507,75,21,0,607,16,4,22,627,49,0,675,351,94,23,0,465,7,0,13,471,29,0,503,48,10,13,0,75,0,0,3,78,0,0,77,0,0,0,10,4,0,0,0,4,0,0,4,906,181,59,7,1149,25,8,36,1184,83,0,1258,9,0,0,0,15,8,0,8,19,0,0,21,5,3,0,0,5,0,0,0
LGA16900,78,15,13,0,112,0,0,0,112,5,0,115,3,0,0,5,5,0,0,0,5,0,0,10,1000,172,80,16,1263,17,3,20,1284,54,0,1334,8,0,3,0,13,0,0,0,13,0,0,12,16,0,0,0,21,0,0,0,21,0,0,26,27,0,0,0,31,0,0,0,34,0,0,36,1026,174,84,16,1297,14,3,18,1315,57,0,1373,139,36,16,0,189,4,0,5,192,62,3,262,0,0,0,0,0,0,0,0,0,0,0,0,1164,209,95,18,1487,17,4,24,1509,124,4,1634,181,27,7,0,209,0,0,0,209,23,0,233,152,24,9,0,188,0,0,0,188,4,0,198,30,4,0,0,37,0,0,0,36,6,0,40,0,0,0,0,0,0,0,0,0,0,0,3,365,48,20,0,435,0,0,0,434,33,0,469,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
LGA16950,26,9,4,0,35,0,0,0,38,0,0,40,10,3,0,7,19,0,0,0,19,0,0,19,1178,175,19,19,1390,13,5,22,1409,97,0,1509,8,4,0,0,13,0,0,0,19,0,0,17,6,7,0,0,14,0,0,0,17,0,0,18,17,9,0,0,30,5,0,5,29,0,0,31,1191,188,19,19,1415,18,5,24,1440,104,0,1545,126,43,6,4,179,5,0,7,184,75,0,266,3,0,0,0,3,0,0,0,3,0,0,0,1324,225,24,24,1600,21,7,29,1632,179,3,1815,119,14,3,0,142,0,0,0,143,16,0,160,114,31,3,0,155,4,0,3,160,15,0,174,5,0,3,0,10,0,0,0,10,3,0,14,0,0,0,0,4,0,0,0,4,0,0,4,247,53,12,0,310,3,0,8,315,31,0,349,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0
LGA17000,7,4,4,0,8,0,0,0,8,0,0,11,0,0,0,5,7,0,0,0,7,0,0,14,375,41,8,13,437,6,0,5,435,20,0,459,0,0,0,0,3,0,0,0,4,0,0,4,5,0,0,0,5,0,0,0,5,0,0,5,12,0,0,0,7,0,0,0,11,0,0,11,381,39,8,13,440,7,0,8,448,20,0,470,62,11,0,5,79,4,0,4,78,8,0,94,3,0,0,0,4,0,0,0,4,0,0,4,445,51,8,19,525,9,5,10,535,29,0,566,47,0,4,0,51,0,0,0,51,3,0,55,54,3,0,0,62,0,0,0,62,0,0,58,3,0,4,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,107,11,4,0,120,0,0,0,120,7,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17040,10,4,0,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,292,46,7,0,348,0,0,0,350,24,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,46,7,0,346,0,0,0,350,24,0,377,27,5,0,0,30,0,0,0,33,12,0,46,0,0,0,0,0,0,0,0,0,0,0,0,322,51,7,0,380,0,4,5,385,39,0,422,41,0,0,0,43,0,0,0,43,0,0,45,9,0,0,0,12,0,0,0,12,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3,0,0,53,0,0,0,53,4,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17080,3,0,0,0,5,0,0,0,5,0,0,3,0,0,0,4,4,0,0,0,4,0,0,4,188,22,6,5,220,0,0,0,218,8,0,234,0,0,3,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,3,0,0,3,191,22,8,5,220,0,0,0,225,8,0,238,23,3,0,0,28,0,0,0,32,13,0,47,0,0,0,0,0,0,0,0,0,0,0,0,215,22,8,5,252,3,0,5,256,25,0,284,13,0,0,0,10,0,0,0,10,0,0,13,18,4,0,0,18,0,0,0,18,0,0,18,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,35,0,0,0,35,5,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17100,24,11,21,0,50,0,0,0,51,3,0,57,0,3,0,3,9,0,0,0,9,4,0,10,375,105,38,8,528,6,7,15,542,45,0,584,5,5,0,0,5,5,0,5,13,3,0,16,7,3,0,0,13,0,0,0,10,0,0,13,19,4,0,0,19,4,0,4,27,3,0,28,387,108,39,8,548,10,7,17,566,50,0,608,105,26,14,0,141,9,0,10,154,77,0,226,0,0,0,0,0,0,0,0,0,0,0,0,495,132,52,14,690,15,9,23,712,125,0,840,183,18,7,0,208,3,0,7,212,19,0,228,112,46,6,0,162,5,0,5,169,12,0,183,16,13,13,0,39,0,0,0,42,5,0,42,5,0,0,0,4,0,0,0,4,0,0,5,314,78,27,4,421,9,0,6,428,34,0,460,4,0,0,0,3,6,0,6,11,6,0,10,6,4,0,0,6,0,0,0
LGA17150,253,40,54,0,341,4,0,3,350,5,0,352,8,4,0,16,32,0,0,0,32,0,0,35,4016,676,252,31,4970,62,23,84,5053,212,3,5276,7,4,0,0,16,0,5,4,13,3,0,22,26,6,0,0,33,3,0,6,45,0,0,44,37,7,0,0,48,3,3,11,54,5,0,66,4056,683,252,31,5021,63,27,88,5107,220,3,5336,527,97,33,10,663,15,5,11,676,116,0,795,0,0,0,0,3,0,0,0,3,0,12,14,4580,784,278,46,5687,78,25,106,5793,332,16,6140,1029,135,61,3,1228,27,3,33,1256,78,0,1340,881,183,44,7,1109,14,7,18,1124,54,0,1184,139,20,25,0,186,0,0,0,184,12,0,193,4,3,0,9,16,0,0,0,16,0,0,16,2054,338,135,10,2536,35,9,49,2580,152,0,2730,10,5,0,0,11,0,0,0,12,0,0,13,18,6,0,0,25,0,0,0
LGA17200,22,7,11,0,43,0,0,0,43,6,0,44,0,0,0,3,9,0,0,0,9,0,0,9,535,133,29,3,702,17,0,20,717,71,0,792,20,0,0,0,20,5,0,5,24,0,0,24,8,0,0,0,13,0,0,0,12,0,0,12,28,4,0,0,31,8,0,8,33,0,0,33,560,132,28,3,729,26,0,26,756,71,0,831,99,29,5,0,130,6,0,6,138,72,0,207,0,0,0,0,6,0,0,0,6,0,0,4,660,168,33,12,868,27,0,28,895,142,3,1039,204,47,3,0,261,9,0,9,266,22,0,288,86,34,5,0,128,3,0,5,136,14,0,146,16,3,12,0,30,0,0,0,34,4,0,37,0,0,0,3,3,0,0,0,3,0,0,3,305,89,26,3,426,11,0,16,434,37,0,472,10,0,0,0,14,0,0,0,11,0,0,13,0,0,0,0,6,0,0,0
LGA17310,9,0,7,0,13,0,0,0,13,0,0,19,0,3,0,5,16,0,0,0,17,0,0,17,913,87,21,7,1030,6,3,13,1046,50,0,1093,8,0,0,0,10,0,0,0,8,0,0,11,0,0,0,0,5,0,0,0,4,4,0,3,8,3,0,0,15,0,0,3,14,3,0,16,925,92,21,7,1045,10,0,16,1057,49,0,1107,72,15,3,5,98,3,4,8,100,29,0,132,0,0,0,0,0,0,0,0,0,0,0,0,999,104,24,15,1138,17,4,22,1162,81,0,1242,105,7,0,0,113,0,0,0,115,0,0,115,68,6,0,0,75,0,0,0,77,3,0,78,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,173,19,0,0,190,0,6,6,195,4,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17350,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,78,11,0,0,88,0,0,0,88,6,0,91,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,4,0,0,0,3,0,0,4,79,9,0,0,90,0,0,0,94,8,0,96,3,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,80,9,0,0,92,0,0,0,94,9,0,98,12,0,0,0,11,0,0,0,11,0,0,14,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,17,0,0,0,17,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17400,0,6,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,53,11,0,6,65,0,0,0,65,10,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,51,13,0,6,68,0,0,0,68,10,0,77,8,3,0,0,14,0,0,0,15,9,0,22,0,0,0,0,0,0,0,0,0,0,0,0,62,12,0,0,78,0,0,0,83,13,0,100,11,0,0,0,13,0,0,0,13,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,4,15,0,0,0,15,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17420,210,55,46,6,317,0,0,0,315,20,0,333,9,3,0,19,34,0,0,0,34,0,3,36,3910,606,193,45,4752,95,11,103,4852,232,8,5089,46,3,0,0,54,7,0,7,55,0,0,62,40,10,0,0,52,3,0,11,60,4,0,65,85,13,4,0,105,11,0,9,114,7,0,121,3999,625,194,45,4858,103,7,110,4969,240,8,5213,738,102,43,17,897,15,3,11,911,183,0,1099,6,0,0,4,8,0,0,0,8,0,4,10,4740,721,233,60,5763,118,16,130,5894,421,12,6327,1349,158,56,8,1575,41,6,51,1625,98,0,1722,838,185,47,8,1073,14,6,23,1090,63,0,1153,138,31,32,0,199,0,0,0,204,9,0,214,6,0,0,6,21,0,0,0,21,0,0,25,2336,374,134,24,2869,60,10,68,2940,170,4,3110,28,0,0,0,33,7,0,6,40,4,0,47,11,3,0,0,24,3,5,4
LGA17550,38,13,13,0,58,0,0,0,58,4,0,70,5,0,0,6,15,0,0,0,15,0,0,17,1115,221,41,17,1390,16,4,17,1404,92,6,1505,4,0,0,0,6,0,0,0,10,0,0,15,9,0,0,0,14,0,0,5,9,0,0,12,15,9,0,0,19,3,0,6,26,0,0,28,1122,227,41,17,1410,20,5,25,1434,96,6,1528,89,30,3,9,130,7,3,9,139,39,0,171,0,0,0,0,4,0,0,0,4,0,6,9,1212,256,42,27,1536,26,12,34,1567,130,8,1709,172,32,0,0,205,0,0,3,207,9,0,215,146,40,3,0,187,0,3,3,193,8,0,206,7,5,0,0,18,0,0,0,18,0,0,14,0,0,0,0,5,0,0,0,5,0,0,5,320,74,15,0,409,3,6,9,419,20,0,439,3,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
LGA17620,9,0,3,0,12,0,0,0,12,0,0,12,3,0,0,3,4,0,0,0,4,0,0,4,243,21,9,9,277,4,0,4,279,5,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,242,21,9,9,282,3,0,3,283,5,0,290,31,4,0,3,39,0,0,0,39,6,0,50,0,0,0,0,0,0,0,0,0,0,0,0,280,23,9,15,324,3,0,3,328,16,0,341,26,3,0,0,26,0,0,0,26,0,0,23,17,0,0,0,20,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,3,0,0,42,0,0,0,42,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17640,8,0,0,0,8,0,0,0,8,0,0,7,0,0,0,0,4,0,0,0,4,0,0,4,116,32,3,5,155,0,0,0,156,8,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,6,0,0,0,6,0,0,6,115,32,3,5,156,0,0,0,153,8,0,168,10,0,0,0,12,0,0,0,12,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,127,33,3,5,167,0,0,0,170,10,0,181,5,0,0,0,12,0,0,0,12,0,0,12,5,5,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,4,0,19,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17650,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,107,15,4,0,122,0,0,0,122,3,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,15,4,0,122,0,0,0,127,3,0,130,7,0,0,0,12,0,0,0,12,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,114,15,7,0,137,0,0,0,134,6,0,139,10,0,0,0,9,0,0,0,9,0,0,9,6,0,0,0,6,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,16,0,0,0,16,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17750,19,3,5,0,29,0,0,0,29,0,0,29,3,0,0,9,13,0,0,0,13,0,0,8,1030,101,16,8,1161,5,0,8,1170,40,0,1210,8,0,0,0,6,3,0,3,9,0,0,9,5,0,0,0,6,0,0,0,7,3,0,8,7,0,0,0,13,3,0,4,19,3,0,20,1044,106,16,8,1180,7,3,5,1186,48,0,1230,104,6,5,0,119,10,0,10,125,64,0,186,0,0,3,0,4,0,0,0,4,0,0,4,1146,112,27,12,1294,16,3,19,1314,108,0,1421,176,15,7,0,199,0,0,0,199,12,0,210,119,17,3,0,144,0,0,0,142,3,0,148,7,0,0,0,7,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,304,32,9,0,348,0,0,0,347,16,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17850,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,32,3,0,0,34,0,0,0,34,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,0,34,0,0,0,34,0,0,34,6,0,0,0,11,0,0,0,11,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,39,3,0,0,40,0,0,0,40,4,0,47,6,0,0,0,6,0,0,0,6,0,0,10,7,6,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,0,9,0,0,0,9,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,6,0,0,29,0,0,0,29,6,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,6,0,0,29,0,0,0,30,6,0,35,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,26,9,0,0,32,0,0,0,33,12,0,38,6,0,0,0,6,0,0,0,6,0,0,6,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
