LGA_CODE_2021,C21_Chr_Ch_nfd_0_14,C21_Chr_Ch_nfd_15_24,C21_Chr_Ch_nfd_25_34,C21_Chr_Ch_nfd_35_44,C21_Chr_Ch_nfd_45_54,C21_Chr_Ch_nfd_55_64,C21_Chr_Ch_nfd_65_74,C21_Chr_Ch_nfd_75_84,C21_Chr_Ch_nfd_85ov,C21_Chr_Ch_nfd_Tot,C21_Chr_Oth_Ch_0_14,C21_Chr_Oth_Ch_15_24,C21_Chr_Oth_Ch_25_34,C21_Chr_Oth_Ch_35_44,C21_Chr_Oth_Ch_45_54,C21_Chr_Oth_Ch_55_64,C21_Chr_Oth_Ch_65_74,C21_Chr_Oth_Ch_75_84,C21_Chr_Oth_Ch_85ov,C21_Chr_Oth_Ch_Tot,C21_Christ_Tot_0_14,C21_Christ_Tot_15_24,C21_Christ_Tot_25_34,C21_Christ_Tot_35_44,C21_Christ_Tot_45_54,C21_Christ_Tot_55_64,C21_Christ_Tot_65_74,C21_Christ_Tot_75_84,C21_Christ_Tot_85ov,C21_Christ_Tot_Tot,C21_Hinduism_0_14,C21_Hinduism_15_24,C21_Hinduism_25_34,C21_Hinduism_35_44,C21_Hinduism_45_54,C21_Hinduism_55_64,C21_Hinduism_65_74,C21_Hinduism_75_84,C21_Hinduism_85ov,C21_Hinduism_Tot,C21_Islam_0_14,C21_Islam_15_24,C21_Islam_25_34,C21_Islam_35_44,C21_Islam_45_54,C21_Islam_55_64,C21_Islam_65_74,C21_Islam_75_84,C21_Islam_85ov,C21_Islam_Tot,C21_Judaism_0_14,C21_Judaism_15_24,C21_Judaism_25_34,C21_Judaism_35_44,C21_Judaism_45_54,C21_Judaism_55_64,C21_Judaism_65_74,C21_Judaism_75_84,C21_Judaism_85ov,C21_Judaism_Tot,C21_OR_AusAborTrad_0_14,C21_OR_AusAborTrad15_24,C21_OR_AusAborTrad25_34,C21_OR_AusAborTrad35_44,C21_OR_AusAborTrad45_54,C21_OR_AusAborTrad55_64,C21_OR_AusAborTrad65_74,C21_OR_AusAborTrad75_84,C21_OR_AusAborTrad85ov,C21_OR_AusAborTrade_Tot,C21_OR_Sikhism_0_14,C21_OR_Sikhism_15_24,C21_OR_Sikhism_25_34,C21_OR_Sikhism_35_44,C21_OR_Sikhism_45_54,C21_OR_Sikhism_55_64,C21_OR_Sikhism_65_74,C21_OR_Sikhism_75_84,C21_OR_Sikhism_85ov,C21_OR_Sikhism_Tot,C21_OR_Ot_Re_Gr_0_14,C21_OR_Ot_Re_Gr_15_24,C21_OR_Ot_Re_Gr_25_34,C21_OR_Ot_Re_Gr_35_44,C21_OR_Ot_Re_Gr_45_54,C21_OR_Ot_Re_Gr_55_64,C21_OR_Ot_Re_Gr_65_74,C21_OR_Ot_Re_Gr_75_84,C21_OR_Ot_Re_Gr_85ov,C21_OR_Ot_Re_Gr_Tot,C21_Oth_Rel_Tot_0_14,C21_Oth_Rel_Tot_15_24,C21_Oth_Rel_Tot_25_34,C21_Oth_Rel_Tot_35_44,C21_Oth_Rel_Tot_45_54,C21_Oth_Rel_Tot_55_64,C21_Oth_Rel_Tot_65_74,C21_Oth_Rel_Tot_75_84,C21_Oth_Rel_Tot_85ov,C21_Oth_Rel_Tot_Tot,C21_SBOSB_No_RA_0_14,C21_SBOSB_No_RA_15_24,C21_SBOSB_No_RA_25_34,C21_SBOSB_No_RA_35_44,C21_SBOSB_No_RA_45_54,C21_SBOSB_No_RA_55_64,C21_SBOSB_No_RA_65_74,C21_SBOSB_No_RA_75_84,C21_SBOSB_No_RA_85ov,C21_SBOSB_No_RA_Tot,C21_Rel_aff_ns_0_14,C21_Rel_aff_ns_15_24,C21_Rel_aff_ns_25_34,C21_Rel_aff_ns_35_44,C21_Rel_aff_ns_45_54,C21_Rel_aff_ns_55_64,C21_Rel_aff_ns_65_74,C21_Rel_aff_ns_75_84,C21_Rel_aff_ns_85ov,C21_Rel_aff_ns_Tot,C21_Tot_0_14,C21_Tot_15_24,C21_Tot_25_34,C21_Tot_35_44,C21_Tot_45_54,C21_Tot_55_64,C21_Tot_65_74,C21_Tot_75_84,C21_Tot_85ov,C21_Tot_Tot
LGA20830,310,190,194,192,242,203,156,116,23,1623,8,4,4,3,8,6,4,0,3,37,3303,1982,1923,2240,2962,3873,4027,2758,934,24003,57,27,35,57,31,8,9,4,0,221,66,16,38,38,27,15,5,4,0,192,4,3,0,4,6,3,8,0,0,31,0,0,4,0,0,0,0,0,0,0,39,11,37,30,0,7,0,0,0,129,21,20,20,31,33,20,20,3,3,166,59,32,59,65,36,26,20,0,3,299,6571,3584,4456,3558,3263,3081,2411,863,268,28058,836,411,532,512,527,523,558,302,149,4352,10964,6098,7130,6567,6921,7577,7078,3940,1359,57626
LGA20910,192,135,81,198,225,190,190,90,42,1339,6,4,0,5,11,3,20,11,0,55,6490,4959,2339,4151,7466,7142,5834,4345,2375,45107,153,61,130,214,91,64,46,16,6,778,124,86,89,135,85,64,48,23,12,675,506,276,185,316,390,381,472,287,98,2928,0,0,0,4,0,0,0,0,0,0,24,16,19,29,16,6,13,4,0,120,16,25,28,37,38,41,29,6,6,226,34,38,53,69,50,45,36,8,6,344,9375,6194,4522,6089,7132,5522,3895,1744,588,45069,884,476,448,597,783,600,591,459,334,5183,17682,12177,7912,11814,16260,14041,11081,6937,3422,101306
LGA21010,39,21,22,27,36,51,48,32,14,287,0,0,0,0,0,0,6,0,0,3,660,417,374,455,755,1220,1342,916,392,6542,17,14,23,19,9,0,0,0,0,79,12,8,17,11,3,0,6,0,0,56,0,0,0,0,0,0,3,0,0,12,0,0,0,0,3,0,0,0,0,4,5,0,11,12,0,0,0,0,0,32,0,6,10,0,7,6,0,0,0,36,11,5,24,15,9,6,0,0,0,70,1120,754,793,696,769,896,778,316,98,6226,234,141,142,144,167,216,207,147,73,1473,2071,1347,1389,1350,1725,2350,2342,1392,566,14528
LGA21110,444,381,358,428,440,443,355,185,95,3132,9,14,4,7,18,11,14,8,9,77,9657,8864,5339,6459,10842,10501,8240,6268,3502,69673,869,483,910,1007,463,293,173,84,13,4295,399,265,408,375,225,103,71,30,13,1885,221,181,106,139,208,210,215,152,68,1501,0,0,0,0,0,0,0,0,0,0,74,39,70,87,42,14,42,13,5,394,80,56,108,112,81,71,56,22,12,591,158,92,178,202,118,89,94,35,18,988,13972,12753,12266,10231,9802,7777,5758,2436,849,75859,1149,1063,1137,948,1124,938,753,586,430,8131,26933,24255,21044,20408,23812,20747,15917,9829,4961,167900
LGA21180,1476,969,993,1035,1026,787,772,336,91,7490,13,7,9,15,13,23,12,0,0,94,14879,10474,10532,11027,12319,12734,12090,7256,2661,93975,1045,967,2099,1108,392,230,151,60,13,6070,3080,1752,2612,2067,1308,1029,787,313,70,13031,10,7,13,14,6,8,8,4,0,70,0,0,4,0,0,0,0,0,0,4,700,579,1279,640,166,104,78,25,10,3568,39,42,82,93,69,59,53,13,5,457,735,624,1361,735,236,161,124,30,18,4027,8379,6168,8261,6196,4730,4056,2408,863,278,41343,2764,1848,2700,2115,1661,1398,985,629,412,14502,33764,24536,30553,26419,24555,23114,18308,9714,3664,194618
LGA21270,45,7,8,20,12,20,4,3,0,119,4,5,0,0,5,0,0,0,0,15,368,227,209,205,423,644,619,392,186,3268,0,3,16,4,0,0,0,0,0,26,0,0,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,7,4,0,0,19,0,0,7,3,7,7,4,0,0,19,492,278,262,222,291,291,246,93,34,2212,68,55,55,44,80,97,86,68,60,602,930,568,550,490,805,1051,945,547,286,6178
LGA21370,128,65,78,75,96,131,100,56,15,730,3,0,0,4,0,0,0,0,3,18,2343,1489,1214,1614,2414,3218,3268,2292,957,18796,30,16,47,35,3,4,8,0,0,133,34,11,13,22,25,12,10,0,0,135,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,3,16,10,0,0,0,0,0,37,6,10,12,11,9,7,6,4,0,63,13,15,25,18,10,10,4,4,0,103,3628,2262,2222,1838,2034,2008,1404,583,159,16145,538,278,330,298,388,427,440,317,155,3171,6613,4085,3902,3885,4918,5716,5143,3201,1273,38735
LGA21450,901,505,500,607,495,336,233,73,16,3660,11,10,8,18,16,19,13,4,0,96,8382,5033,4813,5717,6352,5925,5008,3077,1039,45348,912,207,747,936,232,103,67,14,3,3238,1084,307,623,626,276,115,62,18,4,3119,13,6,11,16,16,15,17,3,0,93,0,0,0,0,0,0,0,0,0,14,926,188,1006,771,75,67,53,10,0,3097,44,36,83,66,62,29,25,15,0,362,975,230,1090,837,140,97,76,21,0,3469,13005,7418,9569,7551,6116,4480,2773,1105,278,52301,1789,938,1213,1114,973,757,577,356,171,7894,26774,14348,18597,17514,14459,11663,8701,4640,1494,118194
LGA21610,3022,1897,1836,2054,1803,1319,697,280,96,13012,44,19,37,33,41,47,17,9,3,265,25871,17015,15387,18910,20473,19354,14203,8058,3015,142290,6518,1998,3736,6498,2268,1007,605,168,33,22837,11984,6405,7157,5985,3637,2056,862,289,55,38427,47,26,32,43,54,34,37,11,0,280,9,4,3,3,7,0,0,0,0,27,4586,1259,3926,3778,620,451,350,76,18,15064,250,195,299,269,214,163,81,23,6,1504,4841,1454,4229,4053,835,614,432,102,27,16593,24791,15672,18688,15163,12782,9458,5306,2104,678,104637,5205,2865,3671,3309,2483,1955,1336,740,345,21909,83045,47470,55683,58004,45253,36204,23658,11711,4207,365239
LGA21670,60,16,28,24,36,47,27,16,7,250,0,0,0,0,0,0,0,0,0,3,573,364,295,385,685,1075,1266,957,366,5965,4,5,26,0,7,0,4,0,0,45,3,0,4,4,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,8,0,6,7,0,0,0,0,0,17,3,3,6,12,11,7,11,3,0,59,11,9,13,16,11,7,11,3,0,86,1192,749,739,583,795,825,780,331,76,6067,174,116,96,108,167,189,189,140,54,1229,1967,1238,1185,1108,1678,2111,2260,1433,501,13483
LGA21750,65,27,45,36,40,69,54,29,9,384,0,0,0,0,0,0,3,0,0,9,1279,801,642,810,1217,1619,1724,1123,499,9704,9,0,33,22,9,3,0,0,0,80,16,6,26,30,4,0,0,0,0,91,0,0,0,3,3,5,6,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,15,6,0,0,0,0,0,30,0,3,10,11,12,8,7,0,0,48,6,6,27,17,12,8,7,0,0,80,2093,1270,1584,1335,1323,1262,1034,371,87,10358,314,141,221,207,231,311,285,154,63,1922,3734,2237,2573,2463,2814,3223,3071,1651,651,22423
LGA21830,33,14,12,18,30,30,26,12,0,176,0,0,0,0,0,0,0,3,0,6,938,650,499,597,1032,1419,1340,974,401,7854,0,0,13,6,0,5,0,0,0,22,7,5,6,9,3,0,0,0,0,26,0,0,3,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,6,4,0,7,6,0,0,0,0,0,18,0,6,11,3,6,4,3,0,0,32,9,6,17,11,12,6,3,0,0,51,1511,837,879,810,836,896,628,234,62,6705,209,179,147,151,174,193,164,113,59,1390,2681,1679,1571,1591,2065,2536,2154,1322,517,16115
LGA21890,338,280,446,411,472,340,274,159,55,2777,7,3,10,12,15,5,3,4,0,59,6959,5478,6073,6509,9121,7806,6113,5786,3091,56943,459,621,1604,690,168,115,74,36,7,3767,1665,919,1244,934,576,397,264,102,30,6129,67,26,99,74,44,23,16,6,0,351,0,0,0,4,8,0,0,0,0,16,122,86,170,174,40,13,24,0,0,630,29,61,146,132,92,58,38,10,0,550,154,141,313,313,140,73,57,12,0,1199,11597,7563,16726,13252,8663,5525,3024,888,357,67585,1189,977,1756,1395,1064,829,652,419,423,8708,22358,16148,28587,23888,20391,15323,10566,7356,3949,148570
LGA22110,150,81,67,88,117,165,157,72,9,916,11,3,0,5,5,9,10,9,0,47,1800,1125,1068,1329,2172,3551,4577,3092,974,19683,30,14,39,28,11,10,5,0,0,142,17,11,30,20,12,6,4,3,0,114,0,0,6,0,0,0,9,4,0,25,0,5,3,5,0,0,0,0,0,11,25,7,30,21,0,0,4,0,0,85,20,10,26,13,25,30,17,4,3,158,44,26,60,41,26,34,20,4,3,248,4674,2563,2731,2559,2812,3404,3246,1261,310,23554,691,369,398,454,536,691,762,492,223,4616,7290,4125,4378,4496,5618,7752,8664,4873,1516,48715
LGA22170,711,475,405,544,570,440,318,133,40,3630,14,12,17,16,17,14,18,7,0,113,7181,4743,4847,6143,7701,8361,7335,4825,2016,53148,293,148,282,317,179,122,67,28,13,1444,241,157,199,192,150,137,64,24,0,1173,52,27,28,55,54,42,52,23,3,330,0,0,0,0,0,0,0,0,0,3,76,18,72,79,11,8,4,0,0,277,69,70,99,95,123,79,46,19,6,610,149,85,175,180,134,88,48,25,6,887,16017,9184,11903,11006,9098,6875,4362,1746,625,70834,1695,1072,1403,1431,1345,1061,860,549,345,9760,25833,15585,19076,19695,18983,16928,12919,7236,3017,139281
LGA22250,28,5,16,21,16,21,25,18,0,148,0,0,0,0,0,0,0,0,0,0,516,313,260,386,594,929,1127,757,301,5187,3,3,7,3,0,0,0,0,0,22,4,0,4,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,7,3,6,0,0,0,0,16,0,4,0,5,0,5,0,0,0,10,5,4,11,3,7,8,0,0,0,31,961,517,524,480,556,592,462,204,59,4342,187,92,76,122,124,131,149,109,50,1031,1677,932,884,1013,1293,1670,1744,1068,409,10683
LGA22310,270,217,343,368,314,235,206,78,25,2049,0,10,13,15,11,12,21,8,8,95,6891,4962,4914,5845,7628,6454,4827,3719,2072,47314,1328,725,2030,1695,383,181,119,41,10,6505,226,114,332,264,124,68,39,24,3,1200,5545,3017,2145,2994,3160,2738,3433,1570,988,25585,0,0,0,0,0,0,0,0,0,0,60,47,120,92,29,12,6,7,0,364,63,57,93,120,65,51,37,17,3,505,123,99,219,215,90,58,41,17,3,864,10235,7670,10762,8945,7531,5468,3522,1305,566,56000,1407,936,1382,1209,981,782,798,462,305,8279,26069,17799,22436,21899,20378,16099,13025,7220,3979,148908
LGA22410,85,38,34,58,68,83,70,21,4,473,0,0,0,0,3,0,0,0,0,6,788,542,445,656,1084,1718,1773,1045,455,8504,14,7,39,17,4,4,0,0,0,80,7,0,0,3,4,0,3,0,0,22,0,0,4,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,13,4,0,6,0,0,0,19,0,0,9,15,17,5,5,0,0,57,5,6,21,15,14,12,5,0,0,81,1972,1232,1207,1129,1288,1308,984,336,74,9527,291,156,147,211,248,276,277,154,66,1825,3092,1949,1865,2050,2667,3330,3059,1545,594,20152
LGA22490,150,91,57,82,78,86,55,23,9,622,0,0,0,0,0,5,0,0,0,8,1911,1049,791,1247,1647,1655,1457,643,168,10567,3,0,0,0,0,3,4,0,0,21,17,11,9,5,12,3,4,0,0,50,0,0,0,0,0,3,0,0,0,6,0,0,0,0,5,0,0,0,0,8,4,0,3,0,0,0,0,0,0,7,7,12,11,12,11,11,8,3,0,68,13,12,13,16,12,11,12,3,0,84,3222,1555,1550,1857,1750,1346,865,261,48,12457,343,172,166,203,244,200,221,103,49,1702,5507,2813,2547,3348,3693,3234,2568,1007,258,24985
LGA22620,535,273,337,366,326,317,257,108,45,2561,0,3,0,0,9,7,6,3,0,38,7528,4828,4195,5134,6561,8017,8028,5135,2210,51634,181,70,244,212,55,33,25,8,0,825,222,105,170,151,58,32,16,9,0,759,13,4,9,10,3,0,15,5,0,59,5,0,6,0,3,0,0,0,0,18,100,49,145,90,13,3,0,0,0,408,30,51,82,65,58,49,18,3,0,359,140,98,220,157,75,59,19,6,3,780,12836,8052,9456,7743,6661,5902,4419,1703,527,57301,1606,908,1156,1036,1042,1075,902,601,343,8674,22735,14265,15687,14674,14673,15299,13545,7499,3097,121470
LGA22670,766,528,649,677,529,502,356,187,89,4292,15,3,17,9,13,4,14,0,0,78,7163,5101,6165,6362,6487,6894,7026,5304,2325,52833,1596,1085,2055,1743,823,374,229,104,39,8041,6048,3295,4911,3607,2269,1328,677,322,72,22522,23,15,23,24,22,27,27,18,6,185,0,0,0,0,0,0,0,0,0,5,834,850,1876,779,115,75,46,4,6,4588,89,85,113,133,109,83,69,30,0,706,925,943,1989,910,223,156,111,31,7,5302,6139,4943,6437,4735,3579,3397,2464,1101,419,33201,1978,1387,2236,1636,1189,1089,785,486,225,11001,27409,19987,27782,23041,18472,16646,13369,8102,3400,158208
LGA22750,1202,845,805,924,902,832,697,313,118,6637,37,14,23,19,30,25,25,25,13,204,17561,11517,10120,12307,15464,17218,18264,11763,4965,119170,584,500,1559,660,151,96,70,13,4,3630,941,664,1007,664,371,218,100,51,7,4020,19,22,31,23,26,11,22,12,4,170,5,3,3,0,0,0,0,0,0,19,436,175,762,389,42,27,15,4,0,1849,65,106,191,124,132,108,54,19,3,801,504,288,954,514,173,139,70,22,3,2667,25047,16849,21125,17278,14246,12156,8986,3511,1100,120303,2808,2153,2862,2422,2127,1952,1970,1276,752,18323,47777,32292,38200,34409,32985,32161,29684,16706,6844,271057
LGA22830,398,205,218,194,194,186,153,78,23,1637,8,0,5,10,3,4,4,0,0,34,4629,2954,2657,2955,4167,4713,4607,3016,1158,30856,229,81,265,249,86,34,15,3,0,973,1326,625,741,643,484,299,136,76,13,4350,5,3,0,3,4,6,0,0,0,24,9,0,0,3,0,3,0,0,0,16,397,116,353,344,87,84,51,10,0,1445,43,22,40,43,30,13,18,4,0,214,447,134,388,395,117,100,66,15,0,1672,5415,3411,3795,2987,2849,2565,1779,733,306,23834,1097,704,869,786,712,717,566,403,172,6023,13223,7966,8899,8176,8527,8503,7214,4255,1649,68409
LGA22910,41,13,17,32,37,52,52,18,10,261,0,0,4,0,0,0,6,0,0,22,579,325,277,450,756,1118,1233,777,270,5783,3,4,32,6,4,5,0,0,0,64,8,0,0,16,4,0,11,4,0,40,0,0,0,4,4,4,9,3,0,25,0,0,0,0,0,0,0,0,0,0,5,4,4,8,0,0,0,0,0,14,8,3,4,18,11,31,24,0,0,107,13,3,12,19,11,30,24,0,0,120,1506,735,812,1044,1384,1471,1301,362,97,8725,235,106,138,179,226,252,275,145,96,1658,2354,1192,1297,1748,2432,2927,2881,1311,467,16604
LGA22980,32,20,18,13,24,26,13,8,3,148,0,0,0,0,0,0,0,0,0,0,356,211,234,226,341,547,501,406,203,3022,10,0,12,5,0,0,0,0,0,29,3,0,0,5,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,5,5,9,0,0,0,0,31,0,6,10,3,9,0,0,0,0,31,401,252,297,231,247,302,214,76,34,2045,69,42,37,53,44,63,62,52,51,479,850,520,610,533,664,918,784,537,282,5698
LGA23110,375,190,253,357,303,297,224,98,30,2122,5,3,5,6,3,14,5,0,0,42,6190,3590,3750,5116,6166,6005,4891,3372,1637,40718,416,222,680,588,107,70,36,12,0,2135,1426,700,837,726,446,265,194,57,11,4656,18,5,10,23,25,10,5,0,0,93,0,0,0,0,0,4,0,0,0,3,99,81,225,111,19,14,12,0,0,564,24,25,42,67,41,43,20,7,5,271,120,111,270,179,67,60,27,8,5,838,7538,3662,5694,6301,4970,3790,2265,793,310,35334,1062,548,953,887,731,553,405,246,124,5512,16938,9032,12426,14248,12897,11063,8051,4548,2115,91322
LGA23190,68,43,47,40,58,54,54,21,8,394,5,0,0,4,0,7,0,5,0,11,1338,855,744,876,1243,1614,1569,1118,531,9890,44,3,37,39,13,8,10,0,0,154,19,13,19,11,8,0,0,0,0,76,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,14,9,0,0,0,0,0,37,0,13,9,3,7,6,3,0,0,36,6,11,28,12,3,5,3,0,0,74,2071,1249,1525,1161,988,928,536,194,65,8714,246,198,187,142,145,179,152,117,55,1424,3742,2346,2557,2267,2421,2759,2266,1425,656,20429
LGA23270,1524,1080,1057,1044,975,716,444,157,58,7069,17,4,14,12,13,21,12,3,0,107,19600,13261,12967,13541,14447,14022,10393,5592,1786,105621,3116,1035,2903,3198,688,375,275,59,17,11664,13783,7114,7889,6935,4856,3206,1582,721,127,46196,19,10,15,10,15,10,8,0,5,95,0,0,0,0,3,0,0,0,0,7,3354,831,2947,2768,377,298,261,37,10,10891,144,81,129,131,74,47,41,9,4,661,3501,920,3080,2901,450,346,303,44,15,11557,10114,6663,9391,6951,5548,4615,2552,899,289,47017,3593,2051,2889,2482,1784,1405,878,478,211,15768,54750,31810,40097,37187,28715,24719,16262,7891,2473,243901
LGA23350,48,41,26,45,61,67,58,45,10,392,0,0,0,0,0,0,7,4,0,11,926,542,384,648,1074,1355,1401,838,274,7447,7,0,8,9,4,4,4,0,0,32,0,6,0,0,3,0,0,0,0,14,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,9,9,0,0,0,37,3,3,0,7,9,9,0,0,0,37,1880,887,901,1070,1129,1174,877,278,99,8280,215,139,157,194,219,229,181,112,29,1478,3039,1572,1463,1945,2453,2796,2468,1232,394,17368
LGA23430,492,307,307,500,477,378,318,108,50,2945,7,8,4,8,9,14,19,15,6,87,10175,6995,5864,8147,10987,10317,8998,6708,3234,71425,895,552,1132,1064,381,288,178,62,9,4563,479,272,380,385,298,227,169,79,14,2301,348,135,153,302,246,145,208,91,45,1674,0,0,0,3,0,0,0,0,0,4,149,124,265,171,42,17,18,3,3,791,75,35,82,141,86,62,49,18,3,546,220,159,344,310,125,83,66,24,7,1341,13355,7610,10118,10663,8966,6507,4390,1824,744,64181,1326,816,1202,1143,1088,937,834,569,288,8197,27206,16935,19848,22756,22848,19205,15387,9541,4401,158129
LGA23670,1072,655,685,954,779,740,457,212,88,5636,60,29,29,27,50,33,32,46,19,326,9334,7273,5931,7609,9644,10416,9316,5987,2363,67871,1231,662,729,1326,784,506,294,98,24,5662,534,301,406,482,282,220,150,66,14,2457,14,5,8,24,27,24,26,18,5,149,0,0,0,0,0,0,0,0,0,8,205,140,158,216,102,86,45,24,9,979,89,105,154,180,148,129,60,25,9,898,300,246,307,397,253,218,110,43,18,1888,13494,8945,10863,9975,8475,7248,4653,1884,646,66169,1309,871,1117,1116,962,878,785,596,402,8025,27114,18981,20219,22280,21548,20530,15998,8898,3540,159103
LGA23810,290,155,203,179,159,246,182,79,42,1532,4,4,5,4,8,6,4,6,4,43,3707,2587,2399,2964,3926,5377,5569,3427,1291,31242,71,29,87,86,12,24,14,3,0,328,180,59,105,99,47,40,32,11,0,581,0,0,8,3,6,4,8,0,0,40,4,0,0,4,0,0,0,0,0,8,27,16,63,22,11,4,0,0,0,146,21,26,59,56,36,33,24,4,0,267,58,45,119,81,46,44,23,4,5,420,8332,5093,6087,4696,4365,4196,2862,1154,372,37162,1284,766,898,845,805,904,768,465,275,7006,13697,8639,9809,8868,9314,10657,9321,5066,1947,77318
LGA23940,36,10,9,12,17,17,25,5,0,135,0,0,0,0,0,0,0,0,0,6,370,236,190,255,446,686,749,425,197,3550,0,0,6,8,0,0,0,0,0,13,8,0,6,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,5,5,10,4,0,0,37,6,4,0,5,5,10,4,0,0,44,652,336,369,337,405,502,376,129,39,3138,120,76,46,83,126,182,161,92,76,952,1155,655,618,694,988,1388,1299,651,308,7759
LGA24130,172,86,75,92,108,129,107,68,8,840,5,0,0,0,5,4,0,4,4,18,3336,2104,1333,2276,3315,3504,3254,1930,580,21629,19,9,24,23,12,19,7,0,0,108,53,18,17,17,30,16,13,0,0,170,7,0,3,6,5,9,10,4,4,55,0,0,0,0,3,0,0,0,0,4,12,8,28,12,0,3,3,0,0,68,4,10,17,11,22,16,9,7,0,100,18,15,36,29,23,23,10,7,0,174,6199,2849,2698,3849,3858,2886,2151,796,191,25470,584,391,314,413,521,502,459,251,119,3562,10228,5410,4469,6672,7838,7007,5937,2999,893,51458
LGA24210,655,419,396,583,552,485,372,176,84,3719,8,0,5,3,8,8,4,9,4,54,7587,6359,4205,5547,8280,8313,7345,7299,3254,58196,544,213,316,586,275,201,184,84,14,2418,1007,541,609,889,535,350,202,86,26,4247,40,24,18,30,39,36,102,50,13,344,0,0,0,0,0,0,0,0,0,0,142,71,105,147,67,70,60,19,6,686,82,66,102,119,107,142,72,44,10,745,225,133,204,269,172,218,132,61,13,1425,9162,6301,6548,6919,5811,5289,3861,1837,851,46581,1042,679,720,815,784,634,561,489,292,6021,20146,14700,13388,16055,16718,15921,13063,10148,4558,124700
LGA24250,42,13,25,23,21,30,26,10,5,200,0,0,0,3,0,4,0,0,0,13,472,255,207,325,496,807,869,488,176,4095,6,0,3,5,4,0,0,0,0,20,5,0,5,9,3,0,0,0,0,24,4,3,0,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,12,0,0,4,0,4,7,0,0,0,22,0,3,10,0,8,7,0,0,0,31,1115,518,551,654,594,729,606,201,52,5023,133,81,89,115,111,149,154,63,9,913,1747,868,870,1127,1229,1703,1645,762,239,10178
LGA24330,257,165,380,366,247,182,182,67,36,1874,0,0,6,7,10,3,0,0,0,26,3912,2486,4234,4220,4042,3404,2518,1733,880,27425,314,432,1276,451,114,44,33,17,3,2679,691,434,984,580,301,201,115,45,4,3370,16,5,26,29,16,11,9,0,0,124,0,0,0,0,0,0,0,0,0,3,36,27,68,67,12,3,0,0,0,219,21,37,89,56,39,35,11,3,3,288,57,59,154,128,53,39,10,5,3,505,6870,4212,10057,7795,4660,2908,1405,399,190,38497,810,626,1437,973,669,551,341,210,161,5776,13259,9001,19257,15258,10931,8225,5253,2669,1348,85209
LGA24410,840,489,534,636,630,491,397,190,62,4266,31,27,16,26,32,48,50,52,50,335,7861,4868,4558,5897,6773,6986,6244,4429,1934,49551,562,159,396,651,205,95,72,17,5,2164,219,97,192,286,107,72,31,12,3,1020,25,3,15,13,19,11,21,3,0,111,0,0,0,0,0,0,0,0,0,0,122,59,136,125,57,25,14,3,5,538,71,70,125,112,80,66,56,29,7,617,197,129,263,244,135,91,73,27,10,1157,10911,6936,8431,8330,7020,5402,3545,1555,551,52690,926,583,793,829,711,637,532,443,356,5805,21021,12920,15033,16863,15364,13610,10760,6580,2883,115043
LGA24600,181,816,1141,567,210,195,129,47,19,3303,0,13,18,8,6,11,5,0,3,65,2182,5661,10205,5336,3674,3589,2695,1552,658,35562,898,1641,4490,1684,198,109,67,21,3,9114,1036,1176,1839,928,400,250,107,60,5,5800,35,74,130,83,27,45,107,65,22,594,0,5,4,0,4,0,0,0,0,8,30,115,232,78,12,10,3,4,6,488,22,144,271,114,63,25,22,3,4,668,52,265,503,191,76,40,26,10,3,1165,4618,17725,27017,11046,5518,3920,2686,1040,268,73833,957,2785,4963,2326,1152,871,608,294,166,14116,10100,31487,52962,23170,11740,9236,6589,3141,1188,149615
LGA24650,2011,1141,1034,1236,1070,613,379,135,24,7662,21,8,15,13,14,12,3,5,0,94,19018,11099,10295,12892,12548,9138,7052,3013,805,85866,2717,629,1772,2778,783,306,207,46,10,9251,3820,1325,1937,2196,1100,602,333,102,7,11419,10,8,12,8,15,8,4,0,0,58,0,0,0,0,3,0,0,0,0,3,3004,643,2543,2370,341,281,203,40,5,9437,64,62,102,106,74,32,24,4,0,475,3068,702,2644,2477,417,317,223,45,8,9910,11031,6436,8181,6671,5111,3238,2043,687,164,43554,3020,1864,2777,2498,1621,972,631,341,131,13853,43589,22684,28329,30533,22490,15104,10748,4321,1154,178960
