SA3_CODE_2021,C16_OD_H_f_a_s_o_NPUR_5,C16_OD_H_f_a_s_o_NPUR_6mor,C16_OD_H_f_a_s_o_Tot,C16_OD_Tot_NPUR_1,C16_OD_Tot_NPUR_2,C16_OD_Tot_NPUR_3,C16_OD_Tot_NPUR_4,C16_OD_Tot_NPUR_5,C16_OD_Tot_NPUR_6mor,C16_OD_Tot_Tot,C16_DS_ns_NPUR_1,C16_DS_ns_NPUR_2,C16_DS_ns_NPUR_3,C16_DS_ns_NPUR_4,C16_DS_ns_NPUR_5,C16_DS_ns_NPUR_6more,C16_Dwg_st_NS_Tot,C16_Tot_NPUR_1,C16_Tot_NPUR_2,C16_Tot_NPUR_3,C16_Tot_NPUR_4,C16_Tot_NPUR_5,C16_Tot_NPUR_6more,C16_Tot_Tot,C21_Se_h_NPUR_1,C21_Se_h_NPUR_2,C21_Se_h_NPUR_3,C21_Se_h_NPUR_4,C21_Se_h_NPUR_5,C21_Se_h_NPUR_6more,C21_Se_h_Tot,C21_SDRTHT1S_NPUR_1,C21_SDRTHT1S_NPUR_2,C21_SDRTHT1S_NPUR_3,C21_SDRTHT1S_NPUR_4,C21_SDRTHT1S_NPUR_5,C21_SDRTHT1S_NPUR_6mor,C21_SDRTHT1S_Tot,C21_SDRTHT2S_NPUR_1,C21_SDRTHT2S_NPUR_2,C21_SDRTHT2S_NPUR_3,C21_SDRTHT2S_NPUR_4,C21_SDRTHT2S_NPUR_5,C21_SDRTHT2S_NPUR_6mor,C21_SDRTHT2S_Tot,C21_SDRTHT_Tot_NPUR_1,C21_SDRTHT_Tot_NPUR_2,C21_SDRTHT_Tot_NPUR_3,C21_SDRTHT_Tot_NPUR_4,C21_SDRTHT_Tot_NPUR_5,C21_SDRTHT_Tot_NPUR_6mor,C21_SDRTHT_Tot_Tot,C21_F_a_1_2SB_NPUR_1,C21_F_a_1_2SB_NPUR_2,C21_F_a_1_2SB_NPUR_3,C21_F_a_1_2SB_NPUR_4,C21_F_a_1_2SB_NPUR_5,C21_F_a_1_2SB_NPUR_6mor,C21_F_a_1_2SB_Tot,C21_F_a_I_a_3SB_NPUR_1,C21_F_a_I_a_3SB_NPUR_2,C21_F_a_I_a_3SB_NPUR_3,C21_F_a_I_a_3SB_NPUR_4,C21_F_a_I_a_3SB_NPUR_5,C21_F_a_I_a_3SB_NPUR_6mor,C21_F_a_In_a_3_st_b_Tot,C21_F_a_4_8SB_NPUR_1,C21_F_a_4_8SB_NPUR_2,C21_F_a_4_8SB_NPUR_3,C21_F_a_4_8SB_NPUR_4,C21_F_a_4_8SB_NPUR_5,C21_F_a_4_8SB_NPUR_6mor,C21_F_a_4_8SB_Tot,C21_F_a_9mor_s_b_NPUR_1,C21_F_a_9mor_s_b_NPUR_2,C21_F_a_9mor_s_b_NPUR_3,C21_F_a_9mor_s_b_NPUR_4,C21_F_a_9mor_s_b_NPUR_5,C21_F_a_9m_s_b_NPUR_6mor,C21_F_a_9mor_st_bl_Tot,C21_F_a_AH_NPUR_1,C21_F_a_AH_NPUR_2,C21_F_a_AH_NPUR_3,C21_F_a_AH_NPUR_4,C21_F_a_AH_NPUR_5,C21_F_a_AH_NPUR_6mor,C21_F_a_AH_Tot,C21_F_a_Tot_NPUR_1,C21_F_a_Tot_NPUR_2,C21_F_a_Tot_NPUR_3,C21_F_a_Tot_NPUR_4,C21_F_a_Tot_NPUR_5,C21_F_a_Tot_NPUR_6mor,C21_F_a_Tot_Tot,C21_OD_CCH_NPUR_1,C21_OD_CCH_NPUR_2,C21_OD_CCH_NPUR_3,C21_OD_CCH_NPUR_4,C21_OD_CCH_NPUR_5,C21_OD_CCH_NPUR_6mor,C21_OD_CCH_Tot,C21_OD_IHTSO_NPUR_1,C21_OD_IHTSO_NPUR_2,C21_OD_IHTSO_NPUR_3,C21_OD_IHTSO_NPUR_4,C21_OD_IHTSO_NPUR_5,C21_OD_IHTSO_NPUR_6mor,C21_OD_IHTSO_Tot,C21_OD_H_f_a_s_o_NPUR_1,C21_OD_H_f_a_s_o_NPUR_2,C21_OD_H_f_a_s_o_NPUR_3,C21_OD_H_f_a_s_o_NPUR_4,C21_OD_H_f_a_s_o_NPUR_5,C21_OD_H_f_a_s_o_NPUR_6mor,C21_OD_H_f_a_s_o_Tot,C21_OD_Tot_NPUR_1,C21_OD_Tot_NPUR_2,C21_OD_Tot_NPUR_3,C21_OD_Tot_NPUR_4,C21_OD_Tot_NPUR_5,C21_OD_Tot_NPUR_6mor,C21_OD_Tot_Tot,C21_DS_ns_NPUR_1,C21_DS_ns_NPUR_2,C21_DS_ns_NPUR_3,C21_DS_ns_NPUR_4,C21_DS_ns_NPUR_5,C21_DS_ns_NPUR_6more,C21_Dwg_st_NS_Tot,C21_Tot_NPUR_1,C21_Tot_NPUR_2,C21_Tot_NPUR_3,C21_Tot_NPUR_4,C21_Tot_NPUR_5,C21_Tot_NPUR_6more,C21_Tot_Tot
10304,5,0,36,48,22,5,3,4,3,88,124,26,5,16,11,3,186,5618,7103,2929,2952,1482,676,20759,4586,7022,3033,2946,1614,723,19929,897,369,127,55,7,6,1459,142,34,22,11,0,8,217,1043,404,143,62,10,7,1675,393,129,28,18,0,0,570,16,15,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,18,421,150,28,22,3,0,627,26,11,0,0,0,0,39,0,0,0,0,0,0,0,56,71,28,29,19,8,204,82,83,28,29,19,8,244,19,19,10,8,7,0,67,6155,7680,3242,3072,1658,739,22545
10401,0,4,70,340,196,34,14,4,7,598,49,66,16,5,8,0,143,5679,7821,2448,1956,989,557,19445,4341,7542,2439,2024,955,563,17865,517,241,52,28,6,7,846,223,172,64,28,3,10,497,736,404,120,55,15,11,1342,494,188,40,25,9,3,762,42,35,11,0,0,0,88,15,9,0,0,0,0,22,0,0,0,0,0,0,0,22,15,4,3,3,0,45,582,248,48,24,14,3,914,234,126,9,4,0,0,376,7,4,0,0,0,0,15,42,55,17,19,4,3,152,281,189,31,25,8,5,544,43,26,3,8,0,3,88,5986,8408,2644,2139,988,586,20753
10402,6,0,43,430,225,28,18,7,3,721,121,128,30,28,12,11,324,8776,11974,4598,4052,1806,969,32172,5904,10493,4189,3971,1818,1046,27423,1093,719,207,105,50,9,2191,570,541,211,120,42,31,1520,1665,1260,419,232,91,42,3708,1314,674,216,100,50,18,2375,202,118,44,24,10,0,393,157,96,13,5,0,0,265,53,56,4,0,0,0,114,46,32,4,0,4,3,91,1763,971,283,127,62,24,3236,338,184,27,18,3,13,587,9,0,0,0,0,0,9,14,11,3,6,0,0,30,357,196,28,25,5,13,624,66,48,16,12,0,0,150,9761,12965,4930,4368,1977,1129,35136
10501,3,0,46,162,85,19,11,11,4,288,60,46,14,11,6,8,142,2808,2926,1064,910,503,369,8588,1958,2273,882,723,421,288,6549,167,64,13,4,5,0,262,0,4,0,0,0,0,12,174,67,11,5,6,0,269,136,28,3,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,32,3,0,0,0,176,28,14,3,0,3,0,51,118,70,13,4,0,0,208,7,7,3,0,4,3,25,153,89,15,9,7,0,282,85,45,23,10,3,7,178,2514,2509,943,748,436,302,7453
10502,0,0,8,22,7,3,0,4,0,36,16,15,7,0,0,0,41,2817,2760,1059,822,344,193,7994,2616,2653,999,778,318,177,7542,133,34,4,9,0,0,181,7,5,7,0,0,0,18,144,42,8,6,0,0,199,151,27,7,4,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,151,27,7,5,0,0,189,8,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,6,0,4,0,0,19,68,28,10,8,9,0,127,2993,2752,1026,808,329,179,8085
10503,15,16,299,138,138,43,40,15,17,396,70,54,15,14,12,3,172,6768,8630,3641,3105,1655,872,24667,5488,8096,3524,3192,1705,916,22926,890,463,130,74,22,12,1587,33,19,7,0,0,4,71,926,479,145,70,22,14,1655,819,290,110,49,15,4,1286,11,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,0,0,0,22,837,302,114,51,10,4,1322,45,19,0,9,0,0,72,5,0,0,0,0,0,17,25,24,16,5,3,0,74,81,47,14,4,5,0,158,48,28,12,10,12,0,111,7376,8951,3817,3334,1758,932,26168
10601,0,0,34,79,48,14,9,8,9,170,66,53,35,23,10,4,188,7338,10382,4847,4692,2162,1006,30422,6489,10877,5246,5057,2460,1299,31429,1008,552,201,96,38,11,1911,265,143,41,20,4,3,482,1276,699,244,120,39,17,2398,334,107,34,8,6,0,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,0,6,0,6,55,356,128,35,14,6,5,546,94,42,3,0,3,0,145,8,4,0,0,0,0,10,15,12,8,0,0,0,32,117,59,10,0,5,0,190,31,30,8,10,4,6,81,8267,11792,5546,5202,2512,1321,34648
10602,0,0,47,53,23,20,11,0,0,104,258,95,9,5,4,0,376,5705,8850,4395,4496,1942,871,26257,4697,9250,4999,5157,2251,1015,27367,1261,797,255,116,47,13,2477,351,170,60,29,3,7,621,1606,966,314,146,53,15,3098,462,147,29,7,3,0,651,0,0,0,0,0,0,0,14,11,6,0,0,0,31,0,0,0,0,0,0,0,28,25,10,10,0,0,72,503,179,44,20,9,0,749,125,32,4,0,0,0,168,0,0,0,0,0,0,8,27,10,3,6,0,0,47,153,46,11,8,0,0,214,17,11,11,6,0,0,51,6981,10451,5369,5330,2313,1029,31478
10603,0,5,61,334,227,27,19,3,7,614,61,38,11,13,0,6,129,6639,10271,3607,3450,1553,776,26290,5027,9811,3407,3222,1560,849,23879,1158,718,158,78,28,8,2153,642,769,225,170,45,13,1861,1802,1487,384,249,70,26,4015,214,108,25,14,3,0,354,128,95,10,5,0,0,236,202,205,25,9,4,0,444,0,0,0,0,0,0,0,19,22,8,0,4,0,54,557,428,63,27,15,4,1091,227,156,16,17,3,0,419,5,0,0,0,0,0,9,16,13,8,4,0,0,47,254,172,26,17,3,6,473,58,29,6,4,0,0,102,7697,11922,3893,3524,1642,882,29564
10604,0,0,8,68,27,3,0,0,0,97,27,32,20,14,8,0,95,3009,3800,1584,1504,734,288,10926,2550,3695,1498,1456,740,338,10278,492,197,64,38,11,5,798,118,38,8,3,0,0,172,610,236,75,43,13,5,975,52,18,4,9,0,0,81,8,8,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,54,29,8,9,0,0,98,43,25,4,3,0,0,78,0,3,0,0,0,0,3,5,10,0,0,0,0,19,54,37,4,3,0,0,101,20,15,5,0,5,0,42,3294,4011,1593,1504,760,343,11502
10701,3,3,66,35,34,14,16,8,4,116,29,30,9,5,0,3,84,6402,8638,4345,4461,1863,1076,26788,4887,8395,4319,4436,1879,971,24895,689,393,117,68,27,12,1314,405,328,177,99,39,21,1076,1096,721,293,172,66,34,2392,806,317,85,59,17,17,1299,166,55,7,17,3,4,254,43,0,0,0,0,0,36,0,0,0,0,0,0,0,39,32,12,17,5,7,112,1053,405,109,83,30,24,1706,50,25,3,0,0,0,76,0,0,0,0,0,0,3,16,7,3,0,4,3,37,63,29,10,4,0,3,112,13,10,0,0,0,0,29,7110,9566,4736,4701,1977,1035,29131
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,4,0,69,226,139,16,13,5,3,407,65,81,18,12,6,0,175,6517,10856,5115,5403,2351,1091,31329,4532,10281,4860,5390,2348,1075,28487,1064,799,216,115,29,9,2233,970,1066,464,300,92,32,2921,2034,1861,679,415,122,47,5154,695,376,112,47,14,3,1246,119,143,16,11,0,0,289,228,168,12,3,0,0,412,0,0,0,0,0,0,0,34,55,13,9,4,0,116,1076,733,157,70,18,3,2052,199,92,4,6,0,0,301,0,0,0,0,0,0,0,22,30,10,0,0,0,68,222,117,12,5,0,0,366,27,19,4,0,3,0,58,7894,13008,5711,5884,2494,1127,36123
10704,7,9,186,197,106,35,35,8,9,398,199,113,30,31,10,8,383,12469,15623,7338,7466,3070,1204,47172,5020,9614,5351,6606,2703,1004,30301,1265,819,318,153,38,26,2623,1742,1609,750,511,144,58,4818,3006,2431,1076,662,188,83,7436,2206,1376,488,226,83,35,4407,1339,999,288,110,22,9,2761,1495,1685,401,171,30,6,3785,746,948,246,97,31,11,2075,66,62,22,22,8,5,187,5845,5066,1441,627,172,65,13217,107,55,4,4,0,0,174,0,0,0,0,0,0,0,116,90,38,22,8,4,280,221,151,37,26,9,4,448,56,25,17,13,7,9,122,14149,17288,7923,7933,3073,1158,51532
10801,0,0,56,188,112,22,11,0,3,337,42,37,7,5,0,0,98,4109,5471,1495,1145,472,235,12919,2550,4612,1258,1115,496,249,10281,731,582,89,49,9,9,1465,123,83,24,7,3,3,258,856,669,114,59,14,11,1720,585,249,52,14,6,3,908,245,119,21,11,0,0,393,204,137,14,15,0,0,371,28,41,5,0,0,0,75,0,4,0,0,0,0,10,1053,549,95,40,5,9,1749,169,88,14,4,0,0,265,0,0,0,0,0,0,0,33,15,11,3,0,0,59,197,103,16,12,3,0,332,22,15,3,4,0,0,45,4683,5939,1492,1227,525,262,14131
10802,0,0,70,276,167,18,15,3,4,489,67,53,19,15,10,0,170,5574,7044,2387,1816,950,571,18345,4707,6869,2368,1854,933,626,17356,301,170,43,26,12,0,554,142,90,19,11,4,0,261,442,255,60,38,12,3,817,533,231,48,17,12,9,840,106,40,7,3,0,0,165,19,13,0,0,0,0,30,0,0,0,0,0,0,0,7,10,4,3,0,0,29,662,291,61,27,14,11,1058,135,99,3,7,0,0,244,5,3,0,0,0,0,9,29,24,3,5,3,0,54,160,122,15,6,9,0,312,46,29,7,7,0,0,97,6027,7575,2505,1926,966,637,19642
10803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,50,18,18,3,0,132,33,51,20,21,0,3,126,0,0,0,0,0,0,0,15,7,3,0,0,0,22,15,8,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,11,0,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,63,25,19,3,3,161
10804,0,0,63,437,231,19,9,7,5,709,81,69,16,5,5,9,186,8815,12421,3888,3452,1586,694,30866,5564,10993,3773,3650,1608,806,26395,1874,1243,247,110,34,17,3526,424,461,122,77,25,6,1124,2301,1699,373,184,62,28,4645,988,460,104,34,14,0,1610,321,198,40,14,7,0,588,522,366,71,15,0,0,972,58,76,4,0,3,0,134,9,10,3,8,4,3,38,1895,1115,226,70,23,7,3343,202,100,8,5,0,0,320,0,0,0,0,0,0,0,26,13,7,3,0,0,52,228,115,14,12,0,0,374,50,35,5,9,3,3,102,10036,13958,4398,3920,1704,843,34859
10805,6,0,66,202,142,20,14,5,0,375,49,57,18,20,0,3,151,6037,8514,2679,2209,1076,561,21072,4929,8543,2643,2183,1070,618,19994,859,342,58,27,10,7,1306,100,88,25,11,0,4,240,962,433,85,45,12,13,1550,603,185,52,21,9,0,870,46,11,4,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,13,654,198,65,23,9,0,945,159,85,5,0,3,0,250,3,5,3,0,0,0,11,21,15,3,0,0,0,51,184,99,13,0,5,3,314,47,22,7,0,0,0,78,6770,9309,2808,2245,1101,639,22871
10901,5,0,44,58,36,15,4,3,0,119,42,31,7,4,9,6,95,6955,8090,3190,3020,1322,561,23140,5243,7923,3197,3148,1465,654,21628,2188,932,265,90,25,18,3521,268,108,33,15,3,0,435,2461,1049,299,105,27,14,3950,147,60,7,6,0,0,222,40,22,13,0,0,0,69,13,11,0,0,0,0,32,0,0,0,0,0,0,0,7,0,4,0,0,0,5,215,88,18,8,0,0,325,41,10,0,0,0,3,56,0,0,0,0,0,0,0,7,6,9,0,3,0,27,46,27,5,0,3,6,83,34,20,4,3,0,0,68,7991,9102,3522,3265,1499,675,26054
