SA3_CODE_2021,C11_1_74_1PF_CU15DS,C11_1_74_1PF_CU15NDS,C11_1_74_1PFnCU15DS,C11_1_74_1PF_NDCO,C11_1_74_Tot,C11_75_99_1PF_CU15DS,C11_75_99_1PF_CU15NDS,C11_75_99_1PFnCU15DS,C11_75_99_1PF_NDCO,C11_75_99_Tot,C11_100_149_1PF_CU15DS,C11_100_149_1PF_CU15NDS,C11_100_149_1PFnCU15DS,C11_100_149_1PF_NDCO,C11_100_149_Tot,C11_150_199_1PF_CU15DS,C11_150_199_1PF_CU15NDS,C11_150_199_1PFnCU15DS,C11_150_199_1PF_NDCO,C11_150_199_Tot,C11_200_224_1PF_CU15DS,C11_200_224_1PF_CU15NDS,C11_200_224_1PFnCU15DS,C11_200_224_1PF_NDCO,C11_200_224_Tot,C11_225_274_1PF_CU15DS,C11_225_274_1PF_CU15NDS,C11_225_274_1PFnCU15DS,C11_225_274_1PF_NDCO,C11_225_274_Tot,C11_275_349_1PF_CU15DS,C11_275_349_1PF_CU15NDS,C11_275_349_1PFnCU15DS,C11_275_349_1PF_NDCO,C11_275_349_Tot,C11_350_449_1PF_CU15DS,C11_350_449_1PF_CU15NDS,C11_350_449_1PFnCU15DS,C11_350_449_1PF_NDCO,C11_350_449_Tot,C11_450_549_1PF_CU15DS,C11_450_549_1PF_CU15NDS,C11_450_549_1PFnCU15DS,C11_450_549_1PF_NDCO,C11_450_549_Tot,C11_550_649_1PF_CU15DS,C11_550_649_1PF_CU15NDS,C11_550_649_1PFnCU15DS,C11_550_649_1PF_NDCO,C11_550_649_Tot,C11_650_749_1PF_CU15DS,C11_650_749_1PF_CU15NDS,C11_650_749_1PFnCU15DS,C11_650_749_1PF_NDCO,C11_650_749_Tot,C11_750_849_1PF_CU15DS,C11_750_849_1PF_CU15NDS,C11_750_849_1PFnCU15DS,C11_750_849_1PF_NDCO,C11_750_849_Tot,C11_850_949_1PF_CU15DS,C11_850_949_1PF_CU15NDS,C11_850_949_1PFnCU15DS,C11_850_949_1PF_NDCO,C11_850_949_Tot,C11_950over_1PF_CU15DS,C11_950over_1PF_CU15NDS,C11_950over_1PFnCU15DS,C11_950over_1PF_NDCO,C11_950over_Tot,C11_Rns_1PF_CU15DS,C11_Rns_1PF_CU15NDS,C11_Rns_1PFnCU15DS,C11_Rns_1PF_NDCO,C11_Rns_Tot,C11_Tot_1PF_CU15DS,C11_Tot_1PF_CU15NDS,C11_Tot_1PFnCU15DS,C11_Tot_1PF_NDCO,C11_Tot_Tot,C16_1_74_1PF_CU15DS,C16_1_74_1PF_CU15NDS,C16_1_74_1PFnCU15DS,C16_1_74_1PF_NDCO,C16_1_74_Tot,C16_75_99_1PF_CU15DS,C16_75_99_1PF_CU15NDS,C16_75_99_1PFnCU15DS,C16_75_99_1PF_NDCO,C16_75_99_Tot,C16_100_149_1PF_CU15DS,C16_100_149_1PF_CU15NDS,C16_100_149_1PFnCU15DS,C16_100_149_1PF_NDCO,C16_100_149_Tot,C16_150_199_1PF_CU15DS,C16_150_199_1PF_CU15NDS,C16_150_199_1PFnCU15DS,C16_150_199_1PF_NDCO,C16_150_199_Tot,C16_200_224_1PF_CU15DS,C16_200_224_1PF_CU15NDS,C16_200_224_1PFnCU15DS,C16_200_224_1PF_NDCO,C16_200_224_Tot,C16_225_274_1PF_CU15DS,C16_225_274_1PF_CU15NDS,C16_225_274_1PFnCU15DS,C16_225_274_1PF_NDCO,C16_225_274_Tot,C16_275_349_1PF_CU15DS,C16_275_349_1PF_CU15NDS,C16_275_349_1PFnCU15DS,C16_275_349_1PF_NDCO,C16_275_349_Tot,C16_350_449_1PF_CU15DS,C16_350_449_1PF_CU15NDS,C16_350_449_1PFnCU15DS,C16_350_449_1PF_NDCO,C16_350_449_Tot,C16_450_549_1PF_CU15DS,C16_450_549_1PF_CU15NDS,C16_450_549_1PFnCU15DS,C16_450_549_1PF_NDCO,C16_450_549_Tot,C16_550_649_1PF_CU15DS,C16_550_649_1PF_CU15NDS,C16_550_649_1PFnCU15DS,C16_550_649_1PF_NDCO,C16_550_649_Tot,C16_650_749_1PF_CU15DS,C16_650_749_1PF_CU15NDS,C16_650_749_1PFnCU15DS,C16_650_749_1PF_NDCO,C16_650_749_Tot,C16_750_849_1PF_CU15DS,C16_750_849_1PF_CU15NDS,C16_750_849_1PFnCU15DS,C16_750_849_1PF_NDCO,C16_750_849_Tot,C16_850_949_1PF_CU15DS,C16_850_949_1PF_CU15NDS,C16_850_949_1PFnCU15DS,C16_850_949_1PF_NDCO,C16_850_949_Tot,C16_950over_1PF_CU15_DS,C16_950over_1PF_CU15_NDS,C16_950over_1PFnoCU15_DS,C16_950over_1PF_NDCO,C16_950over_Tot,C16_Rns_1PF_CU15DS,C16_Rns_1PF_CU15NDS,C16_Rns_1PFnCU15DS,C16_Rns_1PF_NDCO,C16_Rns_Tot,C16_Tot_1PF_CU15DS,C16_Tot_1PF_CU15NDS,C16_Tot_1PFnCU15DS,C16_Tot_1PF_NDCO,C16_Tot_Tot,C21_1_74_1PF_CU15DS,C21_1_74_1PF_CU15NDS,C21_1_74_1PFnCU15DS,C21_1_74_1PF_NDCO,C21_1_74_Tot,C21_75_99_1PF_CU15DS,C21_75_99_1PF_CU15NDS,C21_75_99_1PFnCU15DS,C21_75_99_1PF_NDCO,C21_75_99_Tot,C21_100_149_1PF_CU15DS,C21_100_149_1PF_CU15NDS,C21_100_149_1PFnCU15DS,C21_100_149_1PF_NDCO,C21_100_149_Tot,C21_150_199_1PF_CU15DS,C21_150_199_1PF_CU15NDS,C21_150_199_1PFnCU15DS,C21_150_199_1PF_NDCO,C21_150_199_Tot,C21_200_224_1PF_CU15DS,C21_200_224_1PF_CU15NDS,C21_200_224_1PFnCU15DS,C21_200_224_1PF_NDCO,C21_200_224_Tot,C21_225_274_1PF_CU15DS,C21_225_274_1PF_CU15NDS,C21_225_274_1PFnCU15DS,C21_225_274_1PF_NDCO,C21_225_274_Tot,C21_275_349_1PF_CU15DS,C21_275_349_1PF_CU15NDS,C21_275_349_1PFnCU15DS,C21_275_349_1PF_NDCO,C21_275_349_Tot,C21_350_449_1PF_CU15DS,C21_350_449_1PF_CU15NDS,C21_350_449_1PFnCU15DS,C21_350_449_1PF_NDCO,C21_350_449_Tot
12403,0,13,3,14,35,3,35,19,26,80,18,94,18,29,157,29,98,17,68,209,24,117,26,48,217,31,237,38,88,398,85,592,98,176,949,60,311,64,104,535,17,43,13,12,82,3,8,0,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,9,3,39,6,33,85,272,1594,306,602,2776,0,3,4,0,11,0,13,0,7,19,7,74,17,34,130,15,66,12,32,132,12,54,5,33,101,19,107,23,65,212,18,328,52,145,546,125,803,144,320,1391,94,254,64,102,516,12,75,17,30,138,0,14,0,7,22,0,6,0,4,18,0,0,0,0,0,0,3,0,0,8,10,40,16,31,90,311,1841,370,798,3326,0,6,0,4,12,0,7,0,4,16,0,49,16,33,96,6,75,13,36,130,6,39,11,23,83,22,94,12,51,177,24,285,40,109,453,116,885,154,415,1573
12404,0,5,4,0,8,0,6,3,6,12,6,16,7,17,45,14,48,13,24,93,10,36,17,23,80,7,87,16,43,153,33,209,28,57,329,22,106,25,39,189,3,22,7,3,32,0,4,0,0,3,0,0,0,3,6,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,0,17,0,11,30,86,574,110,228,998,0,0,0,3,0,0,0,0,6,6,0,11,6,9,27,0,18,9,18,49,4,19,11,16,44,13,43,5,19,76,8,95,16,47,161,36,200,46,89,374,18,76,13,34,146,4,12,0,5,24,3,8,0,3,9,0,0,0,0,5,0,4,0,0,5,0,0,0,0,0,0,11,0,8,25,89,488,114,258,949,0,0,0,4,4,0,3,0,0,3,0,7,4,5,17,0,12,5,11,30,0,16,0,11,31,6,37,5,23,64,6,57,5,27,100,34,219,47,110,408
12405,5,6,0,7,13,0,15,4,13,28,10,35,10,15,72,10,42,3,37,93,6,45,6,23,84,16,108,11,52,186,58,292,40,108,492,44,191,37,60,331,0,14,7,3,22,4,3,0,6,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,4,6,0,21,4,14,34,150,776,119,337,1381,0,3,3,0,7,0,0,0,0,0,4,19,10,24,57,4,31,0,21,62,0,16,4,16,37,6,19,11,20,56,28,149,22,76,278,71,421,65,193,749,17,94,13,45,173,4,17,8,12,32,4,7,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,5,25,6,8,42,152,802,135,414,1506,0,0,0,4,0,0,0,0,4,6,3,19,5,15,37,5,30,3,17,58,4,17,0,8,34,3,31,3,27,64,12,106,24,63,207,64,433,79,197,767
12501,0,9,0,0,9,0,4,6,10,24,10,29,9,15,68,9,22,11,35,81,0,22,7,8,39,10,43,19,26,93,22,130,33,75,262,52,158,54,67,333,21,79,30,33,167,6,26,10,14,57,3,7,0,7,11,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,8,22,11,16,56,136,547,205,306,1198,0,0,0,5,5,0,0,0,0,7,3,15,6,18,44,9,14,7,22,46,3,10,10,20,38,8,26,5,11,51,11,36,26,43,116,46,150,39,85,326,45,171,59,98,370,20,65,23,55,164,9,16,7,19,50,0,12,6,12,30,0,7,3,0,10,0,0,0,0,9,9,15,18,24,69,160,546,212,410,1332,0,0,0,0,0,0,0,0,6,8,4,8,0,24,40,4,18,3,26,50,4,18,9,15,31,10,19,7,25,64,5,33,21,32,93,29,136,34,108,302
12502,0,6,5,10,23,7,21,10,25,63,14,72,21,34,142,14,28,8,31,80,5,15,7,5,30,10,23,3,17,57,8,35,12,40,94,26,110,49,61,249,20,61,29,31,139,7,22,15,3,49,0,0,0,4,6,0,0,3,4,4,0,0,0,0,0,0,5,0,0,0,13,17,0,14,44,111,419,168,280,979,0,0,3,9,13,0,5,3,8,19,6,44,30,31,109,17,35,20,30,102,5,8,6,21,52,8,36,11,20,73,8,25,13,23,67,22,70,28,54,180,24,99,41,61,222,15,68,20,33,134,5,28,4,11,55,7,11,6,9,26,0,10,0,0,9,0,0,0,0,0,0,14,12,18,42,130,453,196,326,1100,0,0,0,5,4,0,0,0,6,4,0,21,12,35,69,7,26,9,24,78,3,12,3,22,53,3,22,12,22,70,3,17,11,30,63,12,107,38,64,218
12503,0,19,9,15,45,3,36,31,45,118,35,119,52,66,268,35,135,34,74,281,21,56,17,35,127,23,125,38,69,250,54,349,82,200,687,117,439,94,176,822,29,109,26,61,220,9,19,5,4,34,3,3,5,0,12,0,0,0,0,6,0,0,0,0,0,0,0,4,0,12,22,53,19,43,140,342,1463,413,808,3025,0,6,0,10,22,0,7,0,11,28,14,64,30,67,177,16,82,25,59,185,12,62,25,74,173,25,70,38,70,200,28,148,47,117,343,88,463,118,312,979,103,326,82,156,675,36,94,32,56,222,9,39,12,19,85,5,11,5,9,23,0,4,0,0,8,0,6,0,0,5,9,48,13,46,115,351,1426,433,1013,3218,0,0,0,0,6,0,9,7,10,16,3,37,20,66,131,15,61,26,71,170,15,38,9,59,122,18,68,30,72,183,31,123,36,82,276,81,409,134,303,935
12504,3,6,7,15,39,5,31,22,38,89,16,94,33,50,190,15,80,30,55,188,10,48,11,26,93,5,68,19,38,130,35,218,91,133,483,68,353,114,195,725,24,106,39,62,227,3,18,11,10,49,0,4,0,3,8,0,0,0,0,4,0,0,0,0,3,0,4,3,0,6,5,26,18,35,85,198,1065,388,653,2307,0,4,0,8,11,6,7,5,14,26,6,60,23,65,151,17,54,22,43,131,7,36,13,45,100,6,38,17,20,77,12,69,31,70,178,47,350,127,254,783,62,251,105,186,603,20,74,41,56,192,4,28,8,12,45,0,10,3,7,13,0,0,0,0,3,0,0,0,0,6,5,19,16,34,78,188,985,407,814,2394,0,0,0,7,11,3,0,0,4,8,3,38,21,46,101,9,46,18,38,110,0,27,9,41,75,7,49,14,37,108,16,92,35,66,206,51,359,129,232,765
12601,0,3,0,0,3,0,0,0,5,6,0,5,4,3,12,0,4,0,0,11,0,3,4,0,3,0,0,0,4,8,0,14,7,9,31,13,33,37,28,119,12,31,35,26,102,4,11,6,8,34,0,8,0,0,12,0,0,3,0,9,0,5,0,0,4,0,0,0,0,0,3,11,7,0,20,40,135,103,85,360,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,9,0,0,7,0,4,0,0,3,0,3,0,4,12,0,0,6,5,10,0,18,12,12,36,4,48,43,35,129,9,50,27,22,106,10,20,19,9,57,6,13,10,5,22,3,4,0,0,7,0,3,0,4,6,0,3,4,4,13,35,169,113,105,426,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,7,0,3,0,0,5,0,8,4,3,13,0,9,3,4,14,9,58,19,16,100
12602,0,4,3,3,12,0,14,6,9,37,9,34,18,23,85,6,37,14,39,93,4,5,11,15,34,0,29,10,29,76,9,94,43,78,214,22,221,66,111,428,23,117,46,74,255,13,54,22,34,128,0,17,16,6,47,0,14,4,5,15,0,0,6,4,10,0,0,0,3,11,9,15,10,20,54,95,661,280,461,1495,0,5,0,0,7,0,3,0,0,10,0,30,18,24,69,7,22,17,20,68,7,17,3,40,64,0,20,13,24,57,6,18,16,35,74,20,146,70,106,337,22,157,72,118,371,37,138,49,83,308,14,70,32,41,152,6,27,19,18,66,6,16,5,8,32,3,20,16,0,40,5,28,10,30,68,136,703,336,538,1720,0,4,0,3,7,0,0,0,5,4,0,0,8,12,24,0,6,13,26,41,0,15,8,14,41,0,14,14,23,54,8,40,12,52,114,14,174,66,131,384
12701,0,15,10,23,43,0,23,11,40,72,28,108,23,46,204,16,78,15,52,157,5,41,10,27,83,11,61,11,33,111,30,164,28,79,301,61,221,44,102,427,23,76,22,36,160,0,8,6,3,21,5,6,0,0,6,0,6,0,0,10,0,0,0,0,0,0,4,0,0,4,8,32,11,29,84,189,845,189,466,1687,0,9,0,4,11,0,12,4,7,26,13,58,15,52,135,26,67,18,42,154,9,22,6,38,78,15,41,17,34,107,23,77,19,67,183,57,250,35,124,468,76,235,63,142,507,37,107,35,59,233,6,11,11,15,41,0,7,0,0,9,0,0,0,0,4,0,4,0,0,3,7,32,11,20,68,268,934,230,607,2037,0,3,0,3,13,3,0,5,15,13,9,42,13,48,114,23,65,14,43,146,13,24,3,31,73,24,51,21,47,137,18,81,16,48,165,41,246,57,157,499
12702,4,20,18,22,71,4,45,49,55,149,67,152,75,92,383,34,165,68,158,427,29,127,40,81,280,45,299,99,179,615,97,461,133,277,968,159,523,127,280,1086,43,93,15,58,212,3,17,6,18,51,0,8,0,4,14,0,0,0,0,0,0,0,0,0,5,5,3,0,5,15,29,89,31,63,210,516,2016,665,1283,4481,3,10,0,6,23,0,13,12,10,28,26,77,62,94,257,29,91,58,99,273,23,80,33,120,251,39,153,39,111,343,63,378,148,301,890,158,665,221,504,1553,118,341,125,295,873,37,95,27,52,206,8,21,6,14,54,0,8,4,3,17,0,0,0,0,5,0,0,0,3,5,17,64,32,71,183,530,1991,769,1685,4969,0,5,0,7,16,4,9,0,9,14,8,43,36,82,165,14,77,35,99,227,19,50,30,113,217,30,97,46,115,290,62,267,96,262,688,157,556,200,647,1559
12703,0,8,6,9,22,0,26,16,24,64,29,87,32,33,171,21,91,27,63,200,13,61,13,25,110,17,131,31,85,261,52,293,80,164,583,73,279,74,145,571,29,82,10,34,157,4,20,7,9,45,0,5,0,0,5,0,0,0,3,3,0,3,0,0,5,0,13,3,5,16,6,29,13,31,75,246,1098,317,627,2280,0,4,0,5,11,0,0,0,4,12,3,50,19,41,114,8,58,28,43,140,7,48,6,34,100,20,64,16,47,146,26,200,72,139,438,76,366,113,239,793,62,251,101,144,564,21,62,13,43,142,4,26,5,7,40,0,5,0,4,8,0,0,0,0,6,0,0,0,0,7,10,37,8,27,73,243,1182,391,776,2589,0,6,0,6,12,0,0,0,11,10,4,32,4,39,78,10,40,12,53,114,5,46,18,39,107,12,104,21,59,190,27,172,64,126,386,86,455,110,304,957
12801,0,5,0,4,10,3,8,0,9,26,0,28,8,14,51,12,33,7,21,62,3,24,8,9,46,8,42,6,26,79,6,147,36,62,247,37,255,65,134,492,24,128,47,61,259,19,71,20,22,125,8,25,8,9,57,0,3,3,5,10,0,6,4,0,6,0,3,0,0,8,0,19,4,16,35,113,797,227,388,1528,0,4,0,0,4,0,0,0,0,3,0,23,3,11,41,6,23,8,11,48,0,9,3,25,36,0,19,12,13,43,10,41,6,35,96,10,211,43,104,370,24,189,66,114,388,25,96,45,65,226,16,69,26,24,137,6,11,11,11,43,0,7,0,0,12,0,7,15,6,32,0,23,11,18,46,106,733,249,442,1531,0,3,0,5,6,0,0,0,0,3,0,10,6,16,28,7,7,3,20,34,4,11,3,9,22,0,14,8,14,31,0,13,14,25,59,12,135,38,84,272
12802,0,5,3,9,21,0,14,4,9,27,11,34,6,14,63,4,37,19,13,73,3,17,12,18,42,9,18,10,15,46,13,78,32,45,165,31,173,59,92,351,31,99,40,35,210,13,30,20,20,77,5,10,0,11,19,0,3,3,0,11,0,0,0,0,0,0,0,0,0,3,5,17,0,4,28,117,535,201,287,1144,0,4,0,0,0,0,6,0,5,8,5,11,8,12,40,5,10,7,17,49,6,24,4,11,48,3,23,7,10,43,3,32,8,28,70,17,153,51,90,308,32,115,30,61,239,19,78,35,41,171,11,34,19,16,86,4,10,7,9,31,0,3,4,3,11,0,5,6,0,3,7,11,6,18,37,112,519,186,332,1152,0,0,0,0,4,0,4,0,0,3,0,17,0,15,36,3,20,9,18,52,3,11,6,9,29,4,22,3,16,43,9,21,5,11,49,15,140,30,69,250
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,3,5,0,9,22,4,45,14,28,89,31,216,25,44,322,51,285,45,104,492,32,226,42,68,367,54,373,73,93,603,36,152,42,26,255,7,23,6,11,48,0,0,0,0,3,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,48,10,6,66,231,1392,267,392,2280,0,3,3,3,14,3,19,0,3,28,16,152,23,43,234,17,132,37,51,239,11,137,22,79,253,60,473,98,184,821,86,403,97,104,693,39,118,29,27,214,3,10,3,4,21,0,3,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,6,35,8,14,63,245,1491,331,524,2588,3,3,7,9,18,0,5,0,7,20,16,78,19,54,164,24,74,21,36,152,5,78,11,50,147,30,283,52,163,527,86,604,111,247,1041,111,432,84,138,758
20102,0,0,0,0,5,0,5,10,0,14,4,27,7,17,59,5,40,6,9,68,5,41,10,9,57,12,52,4,3,73,8,24,3,5,34,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,4,28,194,41,54,316,0,0,0,0,0,0,0,0,0,6,0,0,4,11,20,3,14,3,8,27,3,23,3,13,42,3,48,8,11,73,10,49,5,14,81,3,14,0,8,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,34,163,27,59,284,0,0,0,0,0,0,0,0,0,0,3,9,0,7,21,0,11,4,5,23,3,10,0,12,23,0,20,8,3,30,8,52,13,12,85,11,44,12,17,78
20103,0,0,0,3,7,0,3,7,6,14,8,40,10,15,75,10,102,17,27,150,3,28,0,8,44,3,28,4,0,33,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,15,26,222,31,59,336,0,0,0,3,3,0,0,0,0,3,3,29,3,11,42,3,44,6,15,71,3,37,5,19,62,8,61,10,16,99,0,30,3,5,34,0,5,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,13,25,212,28,71,333,0,0,0,0,0,0,0,0,0,0,0,12,0,10,24,4,24,3,7,41,0,26,0,15,45,10,73,3,30,109,11,63,3,13,94,4,13,0,5,20
20201,0,11,6,7,19,4,34,8,29,69,19,183,20,58,280,39,312,63,128,541,19,198,38,54,309,53,343,64,71,528,40,188,37,32,299,5,41,12,4,54,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,13,5,39,3,10,57,186,1356,249,392,2180,0,4,0,8,12,0,12,0,0,13,8,88,15,46,163,26,116,18,71,239,22,112,26,79,230,60,429,56,130,682,105,501,100,139,847,38,106,37,29,210,0,8,0,6,13,0,3,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26,3,9,39,267,1409,257,524,2455,0,3,0,0,9,0,12,3,4,15,10,82,9,44,135,16,65,11,47,141,7,73,17,51,147,44,260,44,137,474,102,509,109,200,921,95,383,70,94,646
20202,0,6,0,7,8,0,5,0,5,15,7,32,9,13,63,10,61,15,27,115,6,53,8,11,78,9,84,12,13,118,15,60,9,17,102,0,9,4,0,19,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,0,18,47,332,64,97,536,0,0,0,0,6,0,0,0,0,0,3,22,3,12,44,6,24,4,5,44,0,24,4,20,54,4,49,14,23,95,18,100,23,25,176,5,54,13,11,84,4,4,3,0,11,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,5,23,51,298,76,106,534,0,0,0,0,3,0,0,0,0,0,0,20,3,12,38,0,10,3,5,21,0,8,3,7,16,5,40,4,13,64,12,82,23,32,150,23,98,26,30,176
20203,0,3,0,3,6,0,0,0,0,5,4,13,4,4,30,0,25,0,4,38,0,9,0,0,12,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,67,14,14,98,0,0,0,0,5,0,0,0,0,0,6,11,5,3,14,0,18,6,7,34,0,5,0,3,15,3,9,0,0,18,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,52,13,16,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,15,0,6,21,0,17,0,3,18,0,15,5,3,19,0,7,0,0,14,0,4,0,0,8
20301,0,0,0,0,0,0,0,0,0,0,6,7,5,5,15,0,12,0,0,17,4,19,0,3,21,0,16,8,6,26,0,20,0,0,21,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,7,77,11,21,120,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,8,0,4,9,0,8,5,4,17,3,14,4,7,29,8,34,0,6,51,4,13,5,4,30,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,86,12,31,145,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,4,3,0,5,3,13,3,11,0,5,19,5,24,3,12,43,6,39,10,6,55
20302,0,21,10,20,49,4,61,9,42,116,45,285,46,83,458,57,318,54,198,629,57,280,53,114,509,88,535,107,145,876,104,431,91,117,748,45,137,43,34,256,3,19,3,9,30,0,3,0,0,6,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,7,0,3,14,18,59,10,28,115,416,2162,444,784,3808,0,8,4,6,19,0,20,3,10,36,13,192,41,60,303,43,158,46,67,312,22,136,43,110,315,60,460,112,206,842,143,764,209,270,1380,113,341,124,116,694,20,36,17,20,92,3,11,3,0,21,0,0,6,5,6,0,5,0,0,5,0,0,0,0,0,0,0,0,0,3,14,71,17,38,144,432,2208,613,913,4161,0,10,0,9,20,0,14,0,13,28,18,156,25,71,282,28,114,23,67,226,11,70,17,75,176,35,228,46,159,469,114,614,143,336,1203,169,793,223,355,1543
20303,0,0,0,0,5,0,0,0,4,6,5,10,7,9,25,4,44,15,21,82,3,54,22,17,96,26,131,40,31,227,35,148,35,25,245,16,96,23,11,155,7,28,0,3,34,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,22,100,525,150,124,894,0,3,0,0,3,0,0,0,0,7,0,3,0,3,9,0,10,5,5,29,3,14,4,10,42,4,72,17,36,131,24,189,45,56,317,52,182,52,59,346,12,32,10,18,64,0,10,0,0,17,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,3,4,19,101,532,152,195,980,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10,8,10,0,11,31,0,4,0,11,21,0,24,8,16,41,17,96,21,64,197,70,329,78,116,583
20401,0,3,0,8,12,0,14,4,4,27,12,66,27,24,123,34,132,23,50,241,15,61,19,16,111,14,92,18,23,146,18,44,9,7,81,3,15,7,5,24,0,3,0,0,3,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,6,21,3,7,45,100,466,104,148,819,0,4,0,4,4,0,4,0,3,8,3,31,8,16,60,11,49,17,33,110,7,61,16,26,109,17,118,31,40,207,28,138,17,33,216,4,27,10,11,51,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,14,3,11,21,76,444,111,170,797,0,3,0,5,11,0,0,0,0,0,0,32,5,26,65,10,31,11,22,64,0,20,4,26,61,13,70,14,55,148,24,152,26,63,260,28,122,38,40,225
