SA3_CODE_2021,C21_1500_1999_R100_149,C21_1500_1999_R150_199,C21_1500_1999_R200_224,C21_1500_1999_R225_274,C21_1500_1999_R275_349,C21_1500_1999_R350_449,C21_1500_1999_R450_549,C21_1500_1999_R550_649,C21_1500_1999_R650more,C21_1500_1999_R_NS,C21_1500_1999_R_Tot,C21_2000_2499_R1_74,C21_2000_2499_R75_99,C21_2000_2499_R100_149,C21_2000_2499_R150_199,C21_2000_2499_R200_224,C21_2000_2499_R225_274,C21_2000_2499_R275_349,C21_2000_2499_R350_449,C21_2000_2499_R450_549,C21_2000_2499_R550_649,C21_2000_2499_R650more,C21_2000_2499_R_NS,C21_2000_2499_R_Tot,C21_2500_2999_R1_74,C21_2500_2999_R75_99,C21_2500_2999_R100_149,C21_2500_2999_R150_199,C21_2500_2999_R200_224,C21_2500_2999_R225_274,C21_2500_2999_R275_349,C21_2500_2999_R350_449,C21_2500_2999_R450_549,C21_2500_2999_R550_649,C21_2500_2999_R650more,C21_2500_2999_R_NS,C21_2500_2999_R_Tot,C21_3000_3999_R1_74,C21_3000_3999_R75_99,C21_3000_3999_R100_149,C21_3000_3999_R150_199,C21_3000_3999_R200_224,C21_3000_3999_R225_274,C21_3000_3999_R275_349,C21_3000_3999_R350_449,C21_3000_3999_R450_549,C21_3000_3999_R550_649,C21_3000_3999_R650more,C21_3000_3999_R_NS,C21_3000_3999_R_Tot,C21_4000more_R1_74,C21_4000more_R75_99,C21_4000more_R100_149,C21_4000more_R150_199,C21_4000more_R200_224,C21_4000more_R225_274,C21_4000more_R275_349,C21_4000more_R350_449,C21_4000more_R450_549,C21_4000more_R550_649,C21_4000more_R650more,C21_4000more_R_NS,C21_4000more_R_Tot,C21_PI_S_R1_74,C21_PI_S_R75_99,C21_PI_S_R100_149,C21_PI_S_R150_199,C21_PI_S_R200_224,C21_PI_S_R225_274,C21_PI_S_R275_349,C21_PI_S_R350_449,C21_PI_S_R450_549,C21_PI_S_R550_649,C21_PI_S_R650more,C21_PI_S_R_NS,C21_PI_S_R_Tot,C21_AI_NS_R1_74,C21_AI_NS_R75_99,C21_AI_NS_R100_149,C21_AI_NS_R150_199,C21_AI_NS_R200_224,C21_AI_NS_R225_274,C21_AI_NS_R275_349,C21_AI_NS_R350_449,C21_AI_NS_R450_549,C21_AI_NS_R550_649,C21_AI_NS_R650more,C21_AI_NS_R_NS,C21_AI_NS_R_Tot,C21_Tot_R1_74,C21_Tot_R75_99,C21_Tot_R100_149,C21_Tot_R150_199,C21_Tot_R200_224,C21_Tot_R225_274,C21_Tot_R275_349,C21_Tot_R350_449,C21_Tot_R450_549,C21_Tot_R550_649,C21_Tot_R650more,C21_Tot_R_NS,C21_Tot_R_Tot
10304,14,24,33,75,222,293,97,14,4,36,822,5,0,8,19,36,63,145,288,137,20,20,28,768,3,0,0,4,6,29,79,160,104,14,7,15,439,0,0,3,9,8,25,43,137,116,30,15,31,410,4,0,9,8,8,16,27,76,100,48,29,40,348,3,0,11,9,8,35,78,79,47,11,3,23,312,3,6,26,18,12,13,13,9,3,0,0,30,140,74,68,395,447,393,818,1393,1620,724,164,95,368,6562
10401,11,13,14,48,131,223,96,25,14,27,605,0,0,3,11,4,34,104,149,52,18,12,8,400,3,0,0,6,4,10,34,70,36,5,9,9,178,0,0,0,0,6,17,20,48,35,10,10,8,155,6,0,0,6,5,9,12,24,29,15,19,10,129,0,0,5,7,13,23,39,72,32,12,4,9,216,0,0,18,14,10,20,22,18,0,0,4,34,129,33,26,236,405,329,688,1214,1342,435,118,119,231,5173
10402,22,18,24,60,186,503,308,89,36,28,1266,0,0,13,17,13,36,103,341,288,87,39,27,954,4,0,3,0,3,16,38,116,184,78,41,11,499,0,0,3,8,3,10,29,103,144,100,50,17,467,5,0,10,4,8,15,23,45,67,77,69,17,336,5,0,10,10,9,24,67,139,103,57,21,27,476,0,0,11,37,7,20,33,30,8,0,4,58,204,51,43,300,675,356,834,1799,2949,1781,642,356,428,10209
10501,24,59,24,50,28,4,4,0,7,33,276,52,20,41,49,36,47,37,8,0,0,4,33,321,12,3,7,10,12,27,13,8,0,0,3,11,106,43,16,19,21,15,24,33,13,0,0,4,11,196,28,15,29,23,14,18,17,10,3,0,0,25,180,14,7,19,25,18,26,18,0,3,0,0,16,146,0,0,10,21,4,4,0,0,0,0,0,20,73,258,123,314,555,322,373,209,74,21,3,25,266,2534
10502,8,32,29,47,33,21,0,0,0,22,233,26,9,6,26,19,29,34,25,3,5,4,14,190,9,5,7,10,14,17,28,9,0,0,3,4,107,4,4,5,17,11,23,24,20,3,0,0,14,115,9,7,7,4,10,13,10,10,6,0,0,20,98,4,7,4,19,9,18,15,8,0,0,0,9,82,5,0,5,11,0,7,0,5,0,0,0,16,44,110,69,175,445,322,403,259,129,25,12,12,173,2141
10503,32,72,78,160,299,244,51,6,3,52,1025,6,3,27,42,53,126,230,284,57,6,7,24,869,8,0,13,20,10,42,105,152,34,7,4,13,398,4,7,4,14,16,44,70,152,68,12,3,12,414,4,0,13,10,7,21,37,95,49,20,21,27,313,0,3,18,30,28,38,93,117,31,7,9,35,405,3,6,35,33,15,18,7,14,4,0,0,63,190,89,98,572,866,675,1215,1728,1625,368,75,64,446,7809
10601,13,16,23,75,290,472,134,24,12,28,1096,7,0,3,14,22,57,203,428,161,23,7,19,943,5,0,5,7,7,27,100,214,103,10,6,8,485,0,3,0,0,7,24,58,205,139,15,9,13,482,5,0,5,10,9,18,37,96,98,33,32,12,358,6,0,5,9,8,32,88,157,60,11,18,28,413,0,0,9,26,11,18,24,17,8,0,0,46,168,43,31,217,546,419,958,2254,2924,905,139,98,355,8896
10602,8,14,20,84,195,617,289,38,4,24,1307,6,0,5,5,8,67,137,564,327,45,7,30,1202,3,0,6,5,9,66,50,257,226,33,17,13,681,0,0,3,5,4,39,57,216,249,75,17,9,669,0,0,3,0,3,19,20,89,139,64,14,5,360,0,0,0,3,12,44,59,165,126,28,7,33,476,0,0,4,33,3,11,23,17,6,0,0,54,156,28,29,206,543,328,851,1504,3359,1788,334,85,336,9393
10603,3,15,14,72,166,398,217,46,24,21,981,0,4,11,10,13,60,87,265,201,66,26,19,761,0,0,0,3,4,37,42,123,111,36,17,9,376,0,0,8,0,0,37,37,91,107,46,22,14,360,4,0,3,11,0,11,18,51,54,38,28,6,217,0,0,6,6,6,53,64,109,70,26,10,22,376,0,0,3,21,6,15,8,20,0,0,4,43,140,36,17,203,385,252,741,1436,2299,1155,335,176,284,7310
10604,12,23,13,70,129,129,25,3,3,26,439,4,0,21,15,30,46,119,166,33,3,0,29,474,0,0,0,3,3,21,41,80,16,0,3,8,184,0,0,0,10,15,16,42,81,40,3,6,11,220,0,0,0,7,8,12,30,69,20,9,0,15,168,0,0,5,8,4,18,38,54,10,0,0,8,145,0,0,6,19,10,11,9,4,0,0,0,21,92,30,16,163,386,279,552,817,824,163,20,30,229,3517
10701,13,18,23,41,81,328,280,53,10,24,865,0,0,5,9,10,10,51,237,252,111,22,18,727,0,0,3,0,5,9,15,104,148,75,24,3,395,0,0,0,0,5,4,14,69,113,89,26,10,329,0,0,3,3,4,4,16,43,46,52,35,10,211,4,3,19,18,4,9,22,88,54,34,10,18,288,6,3,44,18,8,5,10,18,11,5,0,45,176,89,142,840,545,359,523,845,2002,1455,546,143,317,7805
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,11,13,14,17,85,322,419,162,53,27,1125,0,3,5,3,7,16,38,249,395,213,60,14,1005,0,0,4,8,3,8,23,100,223,165,43,8,599,0,0,0,5,3,10,15,81,209,204,90,18,634,0,0,3,5,3,6,16,34,86,152,134,21,455,0,0,7,10,9,12,27,79,125,85,36,23,411,7,0,28,21,4,12,12,22,12,6,0,45,164,56,76,589,473,309,389,816,1967,2231,1230,520,323,8977
10704,25,29,27,73,271,679,553,250,114,34,2064,3,0,9,18,22,43,134,574,612,349,164,19,1945,0,0,5,8,7,16,72,226,351,230,166,14,1088,4,0,8,9,13,26,50,212,347,320,242,18,1243,4,0,15,8,7,12,34,81,195,256,422,25,1062,0,5,12,30,18,25,59,154,214,189,146,50,902,9,9,71,16,5,14,23,19,14,8,12,76,275,137,175,1530,768,520,936,2167,3870,3292,2005,1472,511,17373
10801,3,7,12,20,81,121,76,13,6,11,357,0,0,0,3,5,16,40,98,63,8,5,8,246,0,0,0,0,0,3,13,40,32,13,3,4,114,0,4,0,3,0,4,5,35,37,11,4,6,106,0,0,0,3,5,0,11,22,16,15,8,0,90,0,0,0,4,8,16,20,43,30,10,5,8,136,0,0,8,8,4,14,16,10,4,0,0,17,93,25,18,86,269,197,374,754,877,410,97,58,130,3290
10802,6,21,17,44,123,151,41,6,5,17,442,6,0,0,10,18,22,74,128,33,8,9,9,314,0,0,3,8,4,10,33,65,24,6,7,5,169,4,0,0,8,0,8,18,57,29,9,12,3,141,0,0,3,0,4,3,8,30,16,10,3,6,95,3,0,6,17,15,16,54,70,12,3,3,20,221,4,0,13,33,16,21,23,14,0,0,0,47,175,46,34,174,523,421,673,1177,1169,249,63,68,221,4822
10803,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,6,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,3,10,7,15,6,0,3,3,62
10804,9,12,7,36,146,478,293,69,33,31,1125,3,0,4,6,9,23,81,349,297,92,40,26,924,0,0,0,0,0,11,19,143,180,43,23,4,439,3,0,0,0,0,5,23,105,176,69,35,5,439,4,0,0,0,6,4,25,46,87,70,68,9,323,0,3,8,10,6,7,46,144,102,36,16,24,397,3,0,7,37,9,32,27,29,10,3,0,47,205,47,35,206,589,278,740,1548,2997,1716,495,278,338,9267
10805,7,22,31,49,164,220,51,8,0,14,578,3,0,3,10,16,29,81,169,41,7,4,15,385,0,0,4,6,9,14,33,75,28,7,0,5,182,0,0,3,0,5,9,23,51,30,17,0,7,150,0,0,4,3,5,9,11,25,29,7,3,4,112,0,0,5,14,5,29,56,82,29,3,3,18,233,0,0,10,28,22,32,28,17,3,0,0,45,179,27,31,173,515,413,821,1365,1372,350,75,45,242,5434
10901,19,63,88,176,345,232,35,6,3,22,995,5,3,15,49,45,103,251,259,45,8,11,26,808,0,0,8,5,13,37,81,115,29,6,3,13,315,0,0,4,13,15,31,75,138,60,16,8,6,367,0,0,9,15,9,21,25,62,59,16,18,16,240,0,0,10,24,24,48,74,76,24,5,4,21,309,0,3,20,38,15,18,13,4,4,3,0,50,175,45,98,551,1261,756,1445,1880,1384,330,83,58,324,8216
10902,9,16,20,17,21,7,0,0,3,3,122,8,6,15,20,12,8,11,5,0,0,3,20,102,11,0,3,8,8,6,6,10,0,0,4,0,42,7,0,5,3,3,7,0,3,0,0,0,0,40,0,5,3,5,7,3,4,9,0,0,3,4,42,0,0,3,14,11,10,3,0,5,0,0,0,56,0,0,9,4,8,4,0,3,0,0,0,13,36,65,15,138,263,179,154,95,50,7,5,23,88,1081
10903,28,42,26,62,107,74,9,3,5,27,408,9,10,18,17,28,50,89,63,10,5,9,20,332,3,3,5,12,8,21,35,24,4,0,0,13,131,9,0,10,7,12,9,26,26,21,3,0,6,137,5,0,10,3,8,11,13,17,11,0,0,9,89,3,3,11,23,11,28,31,23,8,3,4,20,154,11,6,16,21,12,14,3,4,0,0,0,23,114,95,71,397,637,370,632,685,344,100,17,31,235,3609
11001,18,23,55,107,143,158,32,5,0,23,558,0,0,18,15,17,59,100,150,31,4,8,17,428,0,0,4,3,8,18,38,68,18,6,0,13,164,6,0,0,0,9,20,27,73,31,5,5,7,174,0,0,3,6,0,10,13,45,30,15,6,9,144,0,0,5,15,14,31,43,51,9,3,0,15,191,0,0,5,19,11,17,13,6,0,0,0,13,86,44,42,206,475,441,799,1020,900,198,40,34,195,4390
11002,15,30,32,82,120,48,3,4,3,17,365,5,0,3,19,27,52,82,45,4,0,0,18,253,3,0,3,5,11,20,33,24,5,0,0,10,122,7,0,3,4,3,14,16,26,3,0,0,10,84,9,3,3,9,7,15,20,16,9,0,3,14,98,3,0,6,19,18,36,36,31,0,0,0,6,155,3,0,17,26,12,20,11,0,0,0,0,20,121,92,36,310,601,441,801,767,313,38,10,21,232,3662
11003,21,44,46,45,52,66,9,0,4,40,338,18,9,9,40,35,36,46,65,12,0,0,37,307,4,0,16,10,12,9,28,45,6,0,0,10,146,5,0,12,18,10,16,22,58,14,0,0,16,179,5,7,9,7,15,6,19,31,14,3,7,20,133,3,0,7,13,22,16,22,19,7,0,4,17,144,0,3,16,28,15,6,9,3,0,0,0,32,119,81,56,226,537,364,356,378,408,86,17,24,269,2812
11004,27,57,64,150,410,367,63,16,16,38,1207,7,0,8,35,61,107,300,372,77,23,8,47,1045,4,0,7,10,13,50,126,204,47,8,9,13,489,4,3,3,13,17,35,97,182,63,15,5,18,449,4,5,17,16,14,34,47,114,70,23,14,24,377,5,0,4,25,22,57,119,120,30,10,3,27,415,0,3,16,51,30,38,35,20,5,0,3,63,272,80,83,352,916,802,1558,2632,2138,455,107,83,461,9665
11101,11,26,23,55,166,598,307,86,53,20,1360,3,0,7,13,17,35,113,505,381,144,52,30,1296,0,0,4,3,0,4,44,227,228,80,50,18,664,0,0,0,4,0,10,38,170,233,125,82,12,676,4,5,10,10,0,4,22,66,96,113,114,9,438,3,0,5,22,18,15,47,169,115,58,35,44,535,4,3,29,33,9,17,22,36,10,3,0,65,227,73,103,888,774,422,746,1464,3581,1949,736,454,444,11635
11102,16,19,14,27,130,355,200,52,10,23,842,0,0,5,11,10,20,87,336,265,71,16,18,840,0,0,6,6,3,15,37,117,164,67,14,7,436,0,0,0,5,6,8,23,102,168,98,18,8,432,0,0,4,5,4,3,11,46,92,59,27,8,258,0,0,5,9,4,22,40,99,110,32,6,33,366,0,0,16,15,9,6,8,14,6,5,3,32,120,41,43,391,421,296,457,1018,2194,1415,455,115,283,7126
11103,33,61,54,122,370,1292,913,251,120,57,3270,4,0,14,30,35,67,268,1122,1063,366,159,50,3187,3,0,10,17,14,28,99,468,614,225,143,23,1635,0,0,18,22,15,36,87,440,645,423,257,24,1956,4,3,13,13,17,12,32,195,333,337,494,35,1491,3,5,24,35,22,40,103,334,379,220,181,72,1416,8,6,53,27,13,20,35,39,14,11,7,116,343,166,253,1734,1144,782,1409,2956,7064,5337,2208,1546,789,25387
11201,11,6,14,28,84,259,281,204,221,37,1152,8,0,10,8,18,19,68,232,251,203,250,32,1092,0,0,3,10,6,6,24,84,133,148,212,15,647,5,3,0,5,5,11,9,59,87,142,288,13,631,0,0,5,6,4,10,10,26,38,70,393,17,584,0,0,7,11,5,20,22,66,112,95,168,26,540,6,0,15,30,4,19,16,10,16,5,10,41,174,51,37,404,422,298,533,1012,1767,1576,1271,1927,385,9689
11202,14,24,37,80,220,272,83,28,9,22,797,0,5,11,12,18,46,141,212,79,27,9,20,573,4,0,0,5,4,16,54,118,51,13,5,6,283,0,0,3,11,7,19,28,68,43,25,8,4,206,3,3,8,9,7,10,17,32,27,19,14,10,149,3,0,13,20,15,41,74,88,34,6,9,23,316,0,0,21,15,16,25,14,8,4,0,0,28,140,75,39,473,645,587,1023,1662,1623,474,154,86,282,7115
11203,13,16,11,36,96,306,296,166,115,38,1092,0,0,0,10,7,9,51,216,287,181,152,25,951,0,0,4,8,8,4,32,93,139,109,89,6,495,0,0,3,5,4,8,21,58,102,103,158,21,489,0,0,4,3,3,3,16,29,51,57,165,6,354,0,0,11,13,17,10,31,107,115,86,97,31,514,0,0,28,20,5,26,23,23,7,14,4,57,212,44,48,491,398,294,559,1086,2339,1761,999,1013,387,9422
11301,26,55,68,140,211,134,16,4,4,30,710,10,3,19,52,58,97,159,154,27,4,3,25,615,0,0,7,23,21,47,63,94,21,3,0,18,301,9,6,12,20,18,43,74,97,32,0,0,17,319,3,6,8,10,14,21,38,67,18,8,3,14,214,0,0,10,19,15,38,55,51,10,0,3,26,239,3,3,19,22,10,13,9,3,0,0,0,30,116,83,68,417,690,604,915,1092,864,153,39,23,319,5271
11302,7,15,25,32,39,26,3,0,3,19,167,0,0,5,24,15,31,37,19,8,0,3,14,156,5,0,0,4,8,15,11,14,0,0,4,0,56,0,0,0,8,8,14,14,25,7,0,0,13,76,4,0,5,4,3,10,11,11,0,0,4,4,55,3,0,5,10,11,11,15,13,0,0,0,3,68,0,3,13,7,3,3,0,5,0,0,0,11,41,28,16,151,238,174,291,243,152,18,3,25,124,1461
11303,40,84,88,199,456,357,85,10,3,37,1375,6,3,6,69,60,162,309,368,105,20,9,44,1168,3,0,6,19,20,78,136,179,66,21,0,10,556,8,4,13,10,16,64,126,181,93,11,7,19,566,7,6,17,11,14,38,52,116,83,20,18,19,402,4,0,19,44,23,50,108,117,49,7,6,26,456,4,9,27,45,18,26,31,15,5,0,3,66,255,114,160,759,1214,979,1738,2620,1983,593,112,71,474,10815
11401,7,18,34,77,252,513,282,43,15,51,1303,0,0,10,8,20,82,146,404,270,55,27,40,1060,0,0,0,4,9,68,67,197,155,38,14,15,561,0,0,4,5,5,57,53,129,161,53,32,14,511,0,4,10,8,3,18,30,73,88,35,53,21,336,4,0,6,9,5,39,70,142,63,23,6,31,416,3,0,11,33,9,22,32,26,7,3,0,59,219,57,45,300,696,519,1099,2102,3268,1505,306,203,467,10574
11402,11,3,7,23,39,140,131,77,32,21,479,0,3,4,5,10,8,37,102,127,88,47,17,450,0,0,3,6,3,0,16,47,85,69,46,6,281,0,0,3,0,5,7,8,38,82,69,62,9,281,0,0,0,3,4,8,12,22,41,64,150,10,313,0,0,0,3,3,0,12,45,41,33,33,17,187,0,0,3,16,0,8,7,7,9,0,0,25,70,15,14,72,234,136,217,404,872,812,520,464,194,3960
11501,7,11,6,21,21,155,312,273,209,19,1032,7,0,5,4,3,13,24,126,369,429,344,10,1342,0,0,0,3,0,8,10,52,209,293,264,13,861,3,0,3,5,4,7,14,55,299,472,620,29,1512,0,0,3,0,4,6,6,45,216,444,1273,31,2026,0,0,0,3,0,8,10,20,80,106,168,31,429,0,0,3,0,0,3,0,9,12,16,15,29,83,20,16,102,97,90,182,190,872,2057,2482,3258,279,9644
11502,0,0,4,0,8,39,31,24,21,5,138,0,0,0,0,4,0,11,23,22,30,40,7,138,0,0,3,0,0,5,8,9,7,20,23,0,78,0,0,0,0,0,0,0,14,16,21,57,3,116,0,0,0,0,9,0,0,10,15,31,110,5,181,0,0,0,0,0,0,6,5,10,10,15,7,54,0,0,0,0,0,0,0,0,0,0,0,3,8,4,5,20,19,29,46,79,164,168,180,321,71,1111
11503,0,4,4,6,3,33,32,19,10,11,128,3,0,0,3,0,3,3,41,26,23,16,9,121,0,0,0,0,0,0,4,11,23,14,17,3,80,0,0,0,0,0,4,0,14,28,17,25,3,90,0,0,0,0,0,7,5,3,8,12,28,8,61,0,0,0,0,0,0,0,14,3,0,11,8,43,0,0,0,0,4,0,4,0,0,0,0,5,16,4,6,13,20,38,69,86,227,188,107,127,67,952
11504,0,0,3,21,10,51,97,135,101,8,438,0,0,4,5,3,10,16,55,116,176,136,8,524,0,0,0,0,0,8,10,22,60,113,139,8,362,0,0,0,0,0,5,16,20,80,221,213,9,575,0,0,0,0,0,3,9,12,42,209,395,8,688,0,0,0,0,0,7,3,11,28,54,80,19,206,0,0,0,0,0,0,0,0,9,8,3,13,23,10,0,10,17,22,85,139,352,614,1102,1204,118,3675
11601,16,20,26,44,235,1201,545,90,25,36,2254,5,0,6,23,22,35,171,1112,664,161,39,38,2278,0,0,5,10,8,3,72,584,441,114,31,23,1299,0,5,4,13,15,10,46,548,493,196,59,19,1404,0,0,18,13,3,6,31,232,288,184,78,29,884,0,5,36,25,19,22,34,258,201,57,24,71,756,8,9,57,19,5,3,11,31,18,0,3,95,269,148,225,1210,702,424,600,1566,6860,3499,1001,316,608,17158
11602,4,8,8,23,48,355,508,438,128,22,1544,3,0,0,4,7,17,32,322,613,653,191,28,1867,0,0,0,0,0,22,12,152,400,481,189,23,1279,0,0,0,5,6,21,28,146,414,767,337,20,1742,0,0,4,0,4,11,14,75,223,571,485,19,1409,0,0,4,0,3,11,15,60,106,169,102,35,512,0,0,0,0,0,0,4,13,5,12,10,30,74,22,17,77,113,88,206,343,1918,3053,3667,1653,285,11437
