SA3_CODE_2021,C21_75_84_No_need_assist_F,C21_75_84_No_need_assist_P,C21_75_84_Need_assist_ns_M,C21_75_84_Need_assist_ns_F,C21_75_84_Need_assist_ns_P,C21_75_84_Tot_M,C21_75_84_Tot_F,C21_75_84_Tot_P,C21_85over_Need_assist_M,C21_85over_Need_assist_F,C21_85over_Need_assist_P,C21_85over_No_need_assist_M,C21_85over_No_need_assist_F,C21_85over_No_need_assist_P,C21_85over_Need_assist_ns_M,C21_85over_Need_assist_ns_F,C21_85over_Need_assist_ns_P,C21_85over_Tot_M,C21_85over_Tot_F,C21_85over_Tot_P,C21_Tot_Need_assist_M,C21_Tot_Need_assist_F,C21_Tot_Need_assist_P,C21_Tot_No_need_assist_M,C21_Tot_No_need_assist_F,C21_Tot_No_need_assist_P,C21_Tot_Need_assist_ns_M,C21_Tot_Need_assist_ns_F,C21_Tot_Need_assist_ns_P,C21_Tot_Tot_M,C21_Tot_Tot_F,C21_Tot_Tot_P
10102,942,1867,64,88,145,1219,1341,2548,136,257,399,156,164,319,24,39,66,316,460,784,1341,1495,2840,29581,29006,58594,1741,1621,3363,32663,32122,64793
10103,493,1016,50,44,92,661,646,1311,78,143,216,110,100,210,15,28,48,203,271,474,504,528,1029,9194,8788,17989,974,729,1702,10672,10045,20717
10104,2785,5539,232,228,459,3492,3615,7112,377,736,1113,559,624,1179,113,174,291,1049,1534,2586,2598,2820,5414,32159,33533,65687,2881,2754,5628,37638,39107,76736
10105,982,1948,83,81,165,1272,1370,2637,159,355,514,207,223,435,44,43,83,410,621,1034,1252,1446,2696,16292,16360,32649,1795,1265,3057,19339,19071,38403
10106,964,1918,94,97,191,1270,1286,2550,149,269,417,172,237,405,33,43,75,354,549,902,1165,1216,2376,16355,16977,33331,1271,1180,2447,18791,19373,38159
10201,5450,10445,337,496,828,6296,7313,13606,807,1640,2449,1059,1507,2566,258,495,751,2124,3642,5769,5220,6072,11299,76832,81348,158183,4321,4633,8949,86373,92053,178427
10202,4593,8664,408,549,961,5547,6545,12096,680,1353,2033,860,1104,1967,266,521,782,1806,2978,4781,6428,6632,13061,70374,74883,145249,4807,5056,9859,81609,86571,168171
10301,1130,2220,97,81,179,1432,1521,2957,180,422,602,208,273,477,32,50,80,420,745,1156,1519,1592,3113,20737,21376,42116,2519,1396,3914,24775,24364,49146
10302,1631,3180,181,169,355,2083,2224,4311,256,536,786,363,443,810,61,96,160,680,1075,1757,1859,1961,3819,22970,23191,46162,2405,2300,4701,27234,27452,54684
10303,1367,2712,138,143,277,1766,1846,3604,176,375,547,230,302,528,27,73,97,433,750,1178,1608,1622,3230,20371,20391,40760,2158,1720,3877,24137,23733,47870
10304,1415,2712,119,128,250,1689,1916,3612,215,396,616,288,368,657,48,90,143,551,854,1414,1716,1801,3519,26475,27602,54076,1865,1806,3671,30056,31209,61266
10401,1783,3524,119,137,253,2293,2396,4693,277,582,858,358,424,787,43,71,113,678,1077,1754,2277,2284,4557,21754,22677,44428,2793,1883,4681,26824,26844,53665
10402,2656,5085,219,291,504,3169,3639,6806,397,804,1204,548,595,1147,130,243,372,1075,1642,2720,3007,3259,6267,38686,41454,80141,2985,3073,6058,44678,47786,92462
10501,442,887,119,122,236,679,687,1362,63,122,181,89,101,186,21,54,78,173,277,451,568,581,1155,8429,8310,16741,1853,1861,3716,10850,10752,21607
10502,530,976,50,86,143,614,793,1405,85,167,256,101,149,254,31,82,109,217,398,618,774,770,1542,7985,8366,16356,996,986,1984,9755,10122,19876
10503,1750,3314,247,267,516,2240,2495,4733,260,520,781,339,408,747,118,147,268,717,1075,1794,2284,2272,4551,29872,31354,61226,4567,3740,8305,36723,37366,74084
10601,1667,3380,175,154,324,2375,2432,4808,290,603,887,293,381,676,53,95,147,636,1079,1710,3420,3429,6848,41856,42518,84375,4249,2458,6700,49525,48405,97927
10602,1672,3140,79,108,183,1907,2260,4163,210,511,718,268,344,606,44,86,129,522,941,1452,2798,2950,5742,37763,39906,77668,1842,1767,3606,42403,44623,87019
10603,2688,5382,243,261,509,3492,3569,7066,308,560,864,451,503,950,108,177,281,867,1240,2101,2804,2798,5601,32751,33869,66619,2147,2049,4193,37702,38716,76414
10604,663,1286,70,46,112,818,873,1690,94,195,296,127,171,291,26,47,71,247,413,659,874,865,1740,13314,13251,26564,1322,954,2278,15510,15070,30584
10701,1879,3594,129,150,273,2384,2878,5256,397,852,1255,380,425,802,60,129,194,837,1406,2249,3037,3606,6646,34349,35114,69464,1861,1843,3710,39247,40563,79819
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,5,0,9
10703,2406,4687,210,215,422,3035,3399,6432,375,733,1104,430,524,959,208,197,406,1013,1454,2471,3166,3447,6611,42827,45026,87850,2449,2342,4798,48442,50815,99254
10704,3084,5889,209,292,501,3712,4344,8052,589,1085,1681,600,752,1355,141,330,473,1330,2167,3503,3572,4246,7814,59766,60982,120751,3040,3157,6197,66378,68385,134762
10801,1493,2974,125,123,247,1955,2018,3967,273,508,776,319,388,710,45,68,112,637,964,1599,1518,1688,3212,13497,14321,27818,1121,1159,2278,16136,17168,33311
10802,1568,3171,132,147,272,2168,2241,4399,267,540,809,320,334,658,42,70,114,629,944,1579,2415,2413,4831,20197,21258,41452,2782,2091,4878,25394,25762,51154
10803,15,27,0,3,7,15,18,38,0,0,7,7,7,7,0,0,0,7,7,15,10,4,12,187,204,394,22,20,38,219,228,445
10804,3533,6750,195,228,423,4101,4585,8692,491,1005,1497,771,838,1611,111,201,310,1373,2044,3414,3482,3711,7187,36014,39335,75346,2091,2151,4243,41587,45197,86780
10805,2044,4111,172,194,368,2688,2793,5477,302,567,869,382,502,881,62,106,176,746,1175,1926,2452,2537,4995,23477,24781,48257,2072,2021,4093,28001,29339,57345
10901,1698,3205,111,151,260,1945,2324,4274,242,560,804,303,400,696,52,63,112,597,1023,1611,2177,2397,4572,28325,29983,58312,2137,2020,4159,32639,34400,67044
10902,288,607,42,55,98,427,437,860,46,99,147,62,46,112,17,16,34,125,161,288,361,382,740,5453,5164,10622,906,789,1696,6720,6335,13056
10903,1595,3152,161,186,348,2014,2129,4148,220,375,593,358,387,745,88,91,179,666,853,1514,1462,1440,2909,18217,18740,36953,1873,1719,3586,21552,21899,43453
11001,1031,1961,114,134,245,1217,1398,2610,102,235,335,187,228,419,46,94,142,335,557,897,931,1094,2031,15513,16489,32002,1665,1836,3502,18109,19419,37537
11002,1294,2548,149,126,275,1681,1756,3436,160,366,516,233,294,526,50,75,123,443,735,1176,1459,1539,2996,15606,16264,31875,2024,1833,3858,19089,19636,38731
11003,486,958,86,80,168,678,700,1386,64,133,205,93,108,199,25,33,59,182,274,457,627,614,1244,9747,9746,19493,2033,1946,3978,12407,12306,24713
11004,2255,4183,216,266,475,2603,3116,5713,314,669,981,403,520,923,103,138,238,820,1327,2144,2761,2836,5590,35437,36771,72212,3443,3330,6773,41641,42937,84579
11101,3660,6820,206,255,458,4081,4944,9036,551,1178,1734,678,953,1631,104,147,251,1333,2278,3617,4040,4534,8577,55075,57849,112920,2509,2487,5003,61624,64870,126496
11102,2416,4665,157,186,345,2989,3425,6413,423,890,1315,512,585,1092,91,122,216,1026,1597,2625,3250,3492,6743,36353,38169,74517,1898,1865,3760,41501,43526,85022
11103,3736,6988,255,344,599,4463,5404,9872,772,1623,2393,706,983,1694,154,399,549,1632,3005,4635,5335,6200,11534,78084,80585,158663,4484,4319,8806,87903,91104,179000
11201,2447,4715,168,190,362,2846,3175,6029,361,790,1148,521,651,1171,93,177,277,975,1618,2598,2335,2655,4988,36574,39370,75943,3376,3466,6843,42285,45491,87772
11202,1836,3549,176,185,362,2203,2515,4723,283,585,866,345,441,790,83,156,234,711,1182,1893,2588,2720,5312,29683,30791,60472,3069,3038,6108,35340,36549,71896
11203,3268,6265,270,333,605,3958,4516,8467,615,1102,1713,739,937,1673,174,283,450,1528,2322,3844,3432,3809,7241,39966,43335,83303,3407,3436,6848,46805,50580,97392
11301,1088,2067,125,108,227,1311,1520,2832,196,429,625,237,308,543,45,65,116,478,802,1286,1286,1503,2789,21344,21176,42522,2227,2022,4253,24857,24701,49559
11302,416,879,52,48,103,603,543,1150,53,138,197,83,87,173,11,19,32,147,244,398,445,466,909,6344,6387,12727,731,564,1288,7520,7417,14931
11303,2374,4572,207,211,422,2860,3249,6117,400,831,1230,484,630,1116,78,145,219,962,1606,2566,2917,3363,6279,42163,43957,86119,3897,2871,6771,48977,50191,99169
11401,3640,7385,270,275,544,4844,4968,9819,557,1047,1606,762,868,1631,97,164,258,1416,2079,3504,4292,4485,8774,45142,46941,92086,4176,3295,7467,53610,54721,108328
11402,2184,4187,140,176,318,2420,2752,5175,236,437,668,413,408,823,106,168,278,755,1013,1765,1339,1596,2937,22632,24396,47021,1330,1388,2719,25301,27380,52678
11501,3356,6574,170,241,413,3994,4518,8512,548,1172,1714,633,718,1351,156,378,533,1337,2268,3603,2852,3758,6603,70913,72734,143652,2111,2391,4505,75876,78883,154767
11502,765,1560,31,33,59,969,986,1945,146,263,406,146,143,287,22,14,36,314,420,729,644,743,1384,12893,12627,25525,534,464,1001,14071,13834,27914
11503,457,934,43,23,68,614,579,1193,58,91,151,86,61,143,7,3,12,151,155,307,569,514,1085,11601,11322,22924,533,464,995,12703,12300,25006
11504,550,1095,52,35,81,703,765,1470,51,105,161,73,72,142,81,13,88,205,190,389,729,790,1520,26504,26880,53382,943,839,1779,28176,28509,56682
11601,1875,3731,158,185,340,2698,3096,5792,430,889,1315,320,396,717,70,115,185,820,1400,2220,3941,4621,8558,63383,62122,125508,4357,4176,8533,71681,70919,142602
11602,928,1888,63,53,116,1323,1470,2801,161,295,453,114,111,225,15,21,41,290,427,727,2242,2526,4770,65275,65905,131177,4096,2732,6824,71613,71163,142771
11603,1162,2267,148,169,317,1825,2135,3950,236,574,816,150,188,331,60,188,251,446,950,1395,3749,4097,7847,48476,49982,98459,4585,4728,9319,56810,58807,115629
11701,887,1626,79,95,172,1068,1370,2435,154,282,442,149,134,285,36,86,130,339,502,844,1141,1377,2519,26487,26257,52749,1808,1705,3515,29436,29339,58771
11702,705,1415,78,73,155,1070,1223,2296,218,379,599,136,159,291,31,39,66,385,577,958,1206,1554,2757,24530,24794,49328,1482,1211,2690,27218,27559,54771
11703,2005,4138,300,280,572,2993,3000,5990,368,605,972,383,436,810,101,175,275,852,1216,2059,2850,3158,6010,102457,93816,196274,8546,6968,15513,113853,103942,217795
11801,2949,5444,212,333,542,3082,3857,6941,378,757,1133,631,712,1340,219,474,691,1228,1943,3169,1472,2141,3611,55684,60456,116137,3550,3872,7424,60706,66469,127167
11802,2638,4961,275,261,535,3126,3778,6904,510,924,1436,577,675,1255,247,441,681,1334,2040,3371,2401,3126,5527,58346,61998,120343,4623,3745,8372,65370,68869,134243
11901,2570,5204,334,363,702,4038,4511,8555,796,1422,2212,653,677,1331,236,421,663,1685,2520,4204,6000,6915,12909,79409,80591,160001,6710,6622,13330,92119,94128,186245
11902,1951,3997,283,294,576,3284,3624,6904,669,1015,1686,467,460,932,181,341,528,1317,1816,3146,4230,4990,9218,62389,58874,121267,5537,5071,10608,72156,68935,141091
11903,2587,4974,190,251,436,3335,3975,7320,626,1162,1787,616,699,1314,144,400,547,1386,2261,3652,3210,4227,7432,58573,59441,118015,3117,3297,6414,64900,66965,131869
11904,2646,5167,295,317,616,3600,4230,7835,747,1215,1965,560,646,1203,251,377,629,1558,2238,3801,3463,4487,7956,64477,64654,129132,4501,4336,8834,72441,73477,145918
12001,1792,3449,111,137,254,2130,2580,4718,404,706,1112,345,428,771,78,241,324,827,1375,2206,1570,2251,3818,38182,40924,79109,1839,1937,3778,41591,45112,86706
12002,934,1732,77,66,138,1066,1303,2373,166,300,467,130,160,299,39,24,64,335,484,827,942,1132,2070,24848,27104,51951,1219,1161,2377,27009,29397,56398
12003,2426,4667,206,231,432,3304,4023,7317,823,1543,2366,578,639,1215,137,250,389,1538,2432,3968,3466,4820,8285,72240,73022,145261,4205,3918,8118,79911,81760,161666
12101,2226,4264,93,149,239,2494,2978,5474,418,885,1311,459,632,1095,78,218,292,955,1735,2698,1661,2409,4070,53149,55859,109009,2071,2312,4382,56881,60580,117456
12102,1735,3420,78,116,199,2111,2305,4421,306,618,923,354,386,740,66,136,196,726,1140,1864,1803,2144,3947,39982,40949,80933,1271,1303,2573,43056,44396,87455
12103,3555,6699,109,173,280,3707,4457,8166,598,1177,1773,959,1080,2044,109,224,329,1666,2481,4145,1982,2854,4837,56406,59776,116187,1594,1740,3333,59982,64370,124357
12104,2711,4976,171,221,390,2695,3354,6039,288,599,886,456,592,1053,64,131,194,808,1322,2136,1054,1618,2675,41271,46754,88025,1923,2153,4076,44248,50525,94778
12201,968,1909,48,51,94,1101,1204,2303,123,251,377,216,258,472,16,21,41,355,530,891,498,691,1191,19651,20712,40365,810,813,1617,20959,22216,43173
12202,2009,3910,136,196,331,2293,2529,4831,230,486,714,377,491,866,102,185,284,709,1162,1863,1025,1245,2276,28633,29832,58469,1310,1429,2741,30968,32506,63482
12203,4028,7392,170,213,384,4159,5192,9359,703,1458,2155,864,1115,1986,108,230,338,1675,2803,4481,2871,3815,6694,71504,73363,144871,2621,2715,5335,76996,79893,156903
12301,948,1772,50,55,102,1144,1405,2539,149,459,614,144,175,320,14,40,55,307,674,991,1786,2075,3860,32927,34449,67378,1155,1191,2344,35868,37715,73578
12302,2149,4315,275,342,623,3186,3578,6762,309,654,960,288,395,680,99,240,340,696,1289,1982,5444,5817,11257,76515,78970,155489,5425,5707,11134,87384,90494,177879
12303,776,1608,97,107,206,1100,1121,2220,109,140,248,139,144,286,52,126,177,300,410,708,1137,1105,2245,20568,20588,41160,1220,1212,2436,22925,22905,45837
12401,2256,4152,110,132,243,2346,2886,5237,239,539,788,371,464,833,36,103,140,646,1106,1757,2124,2441,4560,34275,36371,70641,1366,1377,2745,37765,40189,77950
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,8,0,8
12403,2142,4215,230,287,515,2848,3249,6092,284,626,905,320,406,726,116,272,385,720,1304,2024,4283,4296,8580,69788,72491,142276,4134,4324,8454,78205,81111,159310
12404,788,1439,68,100,166,931,1173,2096,117,304,416,127,171,293,39,80,115,283,555,829,1150,1347,2497,15859,16368,32223,1850,1435,3282,18859,19150,38002
12405,620,1273,65,87,147,926,1008,1933,79,203,287,91,111,200,36,102,144,206,416,628,1625,1690,3323,24625,24603,49228,2120,2129,4242,28370,28422,56790
12501,771,1632,120,89,212,1409,1418,2821,225,403,628,166,156,319,83,65,149,474,624,1092,2045,2463,4508,47592,43289,90881,4925,3230,8157,54562,48982,103544
12502,1262,2506,70,103,175,1657,1914,3571,266,487,753,316,301,620,55,43,98,637,831,1477,1720,2060,3784,33422,33596,67014,1680,1544,3227,36822,37200,74024
12503,1861,3896,295,313,604,3211,3463,6672,541,929,1472,405,458,862,174,341,519,1120,1728,2852,5139,5957,11097,69947,67698,137654,8065,7009,15069,83151,80664,163816
12504,2053,3968,142,243,393,2660,3269,5936,438,818,1261,408,493,899,113,180,291,959,1491,2452,3061,3783,6849,69217,66811,136025,4760,4489,9248,77038,75083,152128
12601,1130,2127,56,61,115,1234,1500,2728,183,323,505,275,320,597,40,74,110,498,717,1209,812,1091,1903,24813,26353,51166,862,905,1763,26487,28349,54832
12602,2592,4948,189,252,441,3157,3881,7042,655,1199,1853,625,826,1448,182,433,618,1462,2458,3920,2906,3986,6896,65789,67969,133754,3204,3357,6553,71899,75312,147202
12701,1107,2295,157,135,288,1925,1989,3908,216,394,617,195,190,386,121,57,179,532,641,1179,3832,4116,7952,63294,64059,127360,3955,3827,7779,71081,72002,143080
12702,2492,5088,337,358,697,4511,5081,9592,933,1642,2576,486,470,954,186,336,519,1605,2448,4051,8179,9958,18136,81779,83023,164796,6171,6070,12239,96129,99051,195172
12703,1410,2788,250,283,534,2307,2672,4980,339,677,1018,240,259,503,154,289,440,733,1225,1966,4155,4806,8956,58721,58924,117647,4849,4721,9572,67725,68451,136178
12801,3238,6044,158,234,387,3440,4223,7656,591,1157,1747,772,1005,1774,114,255,369,1477,2417,3890,2354,3103,5453,52756,54821,107576,2420,2414,4835,57530,60338,117865
12802,2484,4820,156,195,353,2888,3301,6182,368,673,1042,459,546,1006,142,356,496,969,1575,2542,2279,2615,4891,50797,52547,103345,1648,1851,3502,54724,57013,111740
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,76,192,35,20,53,170,108,277,8,15,15,10,5,14,6,8,14,24,28,49,300,232,537,3791,3220,7010,2285,1546,3831,6376,4998,11371
20101,2724,4953,185,213,395,3053,3723,6773,447,963,1408,493,710,1201,91,173,268,1031,1846,2878,4041,4465,8504,49038,52869,101902,2905,2894,5794,55984,60228,116201
20102,764,1575,86,87,172,1063,1021,2079,106,195,301,126,159,285,45,54,97,277,408,689,887,922,1814,13421,13465,26886,1166,1106,2276,15474,15493,30975
20103,837,1741,108,81,190,1225,1135,2361,119,228,344,162,165,329,33,41,83,314,434,750,1193,1192,2388,11012,10985,22003,1379,994,2370,13584,13171,26759
20201,2510,4673,186,215,399,2914,3452,6354,441,883,1327,504,621,1129,130,223,351,1075,1727,2812,3640,3954,7596,43001,46751,89754,2825,2866,5689,49466,53571,103034
20202,1445,2986,162,180,339,1964,1960,3923,201,328,531,258,285,543,93,177,262,552,790,1340,1460,1521,2983,22413,22947,45360,2291,1865,4161,26164,26333,52500
20203,311,654,62,54,122,469,434,899,41,94,132,78,79,158,29,47,74,148,220,371,411,433,852,5106,4999,10104,650,620,1264,6167,6052,12224
20301,324,715,35,28,58,503,448,943,49,120,167,56,68,121,6,9,10,111,197,307,561,562,1125,10161,9943,20101,636,617,1259,11358,11122,22483
20302,4804,8863,333,414,747,5478,6846,12319,836,1849,2682,1009,1195,2202,171,289,458,2016,3333,5340,6563,7807,14366,90504,95506,186015,6400,5200,11598,103467,108513,211986
20303,2689,5231,217,225,439,3197,3455,6650,340,684,1029,481,526,1011,100,164,264,921,1374,2302,2141,2469,4605,40808,43405,84214,2298,2309,4602,45247,48183,93417
20401,1653,3423,177,164,342,2321,2243,4568,268,500,768,314,393,716,50,89,135,632,982,1622,1986,2018,4007,25618,25607,51229,2454,2314,4772,30058,29939,60002
20402,1565,3054,129,168,293,1947,2140,4093,254,499,753,327,410,737,54,93,141,635,1002,1632,1714,1927,3638,20201,21462,41668,1567,1583,3152,23482,24972,48454
20403,1900,3637,153,166,321,2281,2577,4856,260,554,812,363,405,767,50,113,163,673,1072,1745,2433,2531,4957,32728,34110,66833,2471,2213,4683,37632,38854,76475
20501,1512,3049,113,120,235,1947,2010,3953,221,432,649,267,309,575,55,79,128,543,820,1359,1799,1974,3779,24600,25975,50577,1704,1720,3423,28103,29669,57775
20502,1803,3683,191,176,366,2465,2412,4878,227,380,602,348,360,706,78,133,212,653,873,1518,1880,1878,3761,20220,21044,41270,1903,1898,3802,24003,24820,48830
20503,2327,4682,200,215,414,3018,3086,6106,356,611,967,412,521,938,93,76,167,861,1208,2074,2257,2613,4865,30417,31487,61906,2366,2406,4770,35040,36506,71548
20504,1822,3538,189,203,394,2387,2671,5057,310,643,954,351,402,750,102,148,247,763,1193,1948,3087,3389,6475,31730,33135,64866,2923,2901,5823,37740,39425,77168
20505,1206,2316,100,102,196,1487,1612,3101,169,292,465,203,268,470,44,57,106,416,617,1036,1656,1571,3230,18820,19429,38247,2448,1596,4045,22924,22596,45525
20601,1122,2113,81,75,161,1541,2010,3551,447,792,1242,233,285,521,45,52,93,725,1129,1854,2100,2981,5077,39428,42161,81597,1599,1597,3200,43127,46739,89874
20602,727,1386,46,51,95,1010,1291,2306,286,487,775,165,195,367,13,30,48,464,712,1182,1247,1701,2945,23144,25368,48516,885,925,1811,25276,27994,53270
20603,988,1903,64,79,145,1246,1576,2820,285,631,918,193,274,470,30,48,77,508,953,1461,1368,2024,3396,30369,31803,62178,1550,1586,3135,33287,35413,68712
20604,1100,2246,143,103,249,1551,1584,3141,211,430,643,183,208,386,67,91,156,461,729,1188,1530,1938,3468,66914,67605,134519,5971,5646,11615,74415,75189,149601
20605,1520,3066,184,187,373,2056,2210,4268,259,445,706,255,283,543,80,144,225,594,872,1468,1656,2070,3721,44591,46787,91382,3466,3387,6856,49713,52244,101956
20606,1470,2716,116,116,233,1565,1949,3515,225,415,636,279,356,629,59,111,169,563,882,1438,849,1295,2146,27031,29557,56586,1796,2006,3800,29676,32858,62539
20607,1187,2253,76,100,175,1439,1803,3247,243,534,774,206,222,420,43,46,89,492,802,1288,1493,2113,3601,40359,42133,82496,2596,2370,4962,44448,46616,91060
20701,4169,7659,175,243,419,4340,5487,9829,800,1828,2628,927,1126,2054,95,190,281,1822,3144,4961,3011,4506,7516,74782,79989,154778,2722,2890,5609,80515,87385,167900
20702,3261,6235,149,173,322,3821,4595,8421,755,1313,2068,759,738,1500,100,139,239,1614,2190,3807,2655,3800,6453,43182,45468,88643,1593,1691,3286,47430,50959,98386
20703,2571,4659,127,145,265,2696,3603,6292,564,1136,1703,669,869,1542,92,174,265,1325,2179,3502,2391,3434,5827,47254,49746,97005,2221,2142,4362,51866,55322,107187
20801,2950,5492,153,197,347,3098,3839,6937,466,1193,1659,664,817,1482,100,182,279,1230,2192,3422,1816,2918,4734,44727,47994,92719,1832,2019,3854,48375,52931,101306
20802,2947,5401,148,216,363,3295,4298,7592,702,1549,2255,700,936,1633,86,222,301,1488,2707,4193,3103,4503,7604,70051,73066,143114,2724,3024,5753,75878,80593,156469
20803,2886,5259,164,188,353,3133,3983,7119,520,1192,1708,633,857,1497,84,118,207,1237,2167,3404,2834,3954,6787,53847,57629,111477,2187,2232,4425,58868,63815,122693
20804,1034,1959,50,60,109,1157,1405,2560,209,463,676,223,299,524,36,74,107,468,836,1307,738,1129,1864,18724,20068,38791,759,745,1504,20221,21942,42162
20901,3062,5807,138,149,289,3481,4197,7678,587,1265,1844,624,737,1360,73,126,197,1284,2128,3400,3248,4178,7419,55929,58495,114421,2229,2168,4400,61406,64841,126236
20902,1644,3071,142,155,297,2206,2851,5050,562,1033,1591,406,462,865,109,198,312,1077,1693,2765,2949,3963,6908,41420,42073,83497,2517,2371,4893,46886,48407,95299
20903,1175,2417,75,69,142,1538,1512,3050,148,321,469,168,182,354,33,42,76,349,545,906,1297,1416,2709,30834,31238,62073,1182,1139,2321,33313,33793,67105
20904,2895,5822,297,349,650,4454,5074,9527,726,1308,2037,485,456,936,154,310,461,1365,2074,3439,7130,8345,15467,111968,112405,224376,6185,5994,12177,125283,126744,252026
21001,1692,3262,87,118,207,2178,2668,4844,477,802,1281,364,368,733,38,57,92,879,1227,2104,1972,2609,4576,27064,27878,54940,1079,1088,2168,30115,31575,61687
21002,625,1346,49,42,91,885,810,1700,83,146,221,83,89,167,11,12,26,177,247,418,741,736,1475,14810,15124,29938,796,763,1564,16347,16623,32969
21003,1323,2347,106,151,258,1598,2387,3977,593,1103,1692,370,467,836,94,182,278,1057,1752,2805,2458,3470,5926,35021,34889,69911,2389,2317,4702,39868,40676,80537
21004,689,1321,39,48,87,842,997,1834,126,270,399,121,132,252,15,23,41,262,425,689,1307,1465,2764,19758,20489,40253,1030,1018,2047,22095,22972,45064
21005,1627,3393,158,200,358,2936,3218,6151,402,713,1115,273,269,545,50,90,143,725,1072,1797,6787,7554,14345,89379,88008,177385,6371,5978,12347,102537,101540,204071
21101,3417,6479,203,226,422,4056,4857,8903,596,1302,1894,643,723,1367,102,178,277,1341,2203,3539,4050,5114,9170,71182,73316,144496,2732,2750,5486,77964,81180,159148
21102,679,1333,26,40,67,812,928,1735,142,258,402,144,153,295,20,33,50,306,444,749,583,771,1353,11951,12264,24210,391,429,820,12925,13464,26386
21103,2676,4942,143,207,352,2868,3675,6543,457,946,1400,509,676,1188,85,203,286,1051,1825,2874,2996,3826,6824,50518,53236,103755,1945,2054,4005,55459,59116,114579
21104,1849,3344,85,135,222,1886,2506,4398,307,596,906,365,455,826,79,176,253,751,1227,1983,1510,2073,3589,27891,29279,57168,1031,1150,2181,30432,32502,62935
21105,3327,6570,213,173,387,4107,4398,8503,453,880,1339,557,621,1179,66,91,155,1076,1592,2672,3969,4427,8394,69617,71128,140747,3174,2936,6113,76760,78491,155256
21201,1731,3397,130,155,281,2217,2435,4646,252,480,733,293,321,606,53,102,149,598,903,1493,2769,2964,5730,52511,53874,106377,3087,3143,6230,58367,59981,118342
21202,2049,4003,156,193,346,2796,3240,6024,450,922,1376,385,496,884,62,112,174,897,1530,2428,3753,4644,8396,60961,60866,121829,3582,3483,7064,68296,68993,137287
21203,1936,3813,135,159,292,2681,3010,5685,277,671,946,343,363,708,44,80,119,664,1114,1779,5098,5501,10603,102965,103213,206183,5686,5486,11167,113749,114200,227950
21204,3276,6563,262,284,540,4926,5590,10518,940,1747,2686,690,771,1468,98,149,248,1728,2667,4396,6201,7789,13987,86109,82716,168821,5766,5060,10824,98076,95565,193644
21205,4421,8415,280,292,574,5384,6512,11896,1114,1979,3091,1113,1250,2363,204,334,534,2431,3563,5990,4437,6094,10527,82522,81692,164218,4232,3860,8094,91191,91646,182833
21301,2438,5043,294,274,567,4264,4698,8959,720,1444,2168,428,401,831,128,247,376,1276,2092,3377,6546,7829,14377,80136,79065,159198,6600,5895,12499,93282,92789,186067
21302,1544,2955,85,109,189,1993,2457,4441,405,821,1230,328,402,729,34,66,101,767,1289,2064,2368,3167,5536,37775,39292,77064,2037,1957,3989,42180,44416,86589
21303,774,1509,80,87,170,1195,1475,2669,275,531,803,193,241,428,37,78,120,505,850,1348,1958,2568,4523,38246,37769,76016,2506,2170,4673,42710,42507,85209
21304,1685,3396,166,166,337,2623,2792,5409,276,593,865,239,331,576,64,66,131,579,990,1565,5291,5654,10945,86219,88387,174610,7216,5664,12884,98726,99705,198439
21305,2066,4044,181,191,372,2898,3284,6174,331,767,1097,269,323,595,74,134,209,674,1224,1904,5964,6396,12366,133833,131828,265659,10159,8564,18726,149956,146788,296748
21401,2827,5318,194,252,448,3269,3971,7236,464,1027,1491,549,702,1242,100,186,276,1113,1915,3017,4119,4893,9014,60129,62649,122784,3781,3692,7480,68029,71234,139281
21402,6393,12295,440,528,969,7381,8453,15833,918,1642,2555,1387,1466,2848,258,363,618,2563,3471,6029,4723,5807,10533,72334,76599,148934,4622,4867,9487,81679,87273,168948
21501,1873,3575,222,218,440,2270,2544,4811,301,595,895,415,514,929,115,176,298,831,1285,2123,2094,2316,4417,25400,25678,51070,2873,1978,4851,30367,29972,60340
21502,1237,2446,135,123,259,1670,1834,3505,258,553,808,254,340,591,55,67,122,567,960,1526,2028,2249,4277,23654,24472,48126,2354,2209,4566,28036,28930,56972
21503,1130,2175,100,120,223,1395,1543,2936,165,362,527,266,323,591,63,113,174,494,798,1297,1230,1339,2569,16314,16098,32407,1707,1574,3281,19251,19011,38264
21601,1182,2352,134,134,274,1577,1630,3205,196,329,525,259,300,557,58,134,193,513,763,1276,1436,1434,2870,16359,16898,33250,1395,1367,2764,19190,19699,38889
21602,978,2017,108,91,199,1399,1339,2735,157,300,459,240,254,498,37,53,94,434,607,1050,1179,1212,2390,12918,13015,25932,1136,1065,2199,15233,15292,30522
21603,1523,2985,176,176,347,2039,2218,4253,268,547,816,317,359,673,64,96,162,649,1002,1648,2359,2563,4925,28679,29196,57873,2879,2530,5412,33917,34289,68206
