Australian Bureau of Statistics

"2021 Census - employment, income and education"
"TYPP Type of Educational Institution Attending and LFSP Labour Force Status by SA1 (UR) by AGE10P Age in Ten Year Groups"
"Counting: Person Records"

Filters:
"Default Summation","Person Records"

" Preschool,  Employed, worked full-time"
"AGE10P Age in Ten Year Groups","0-9 years","10-19 years","20-29 years","30-39 years","40-49 years","50-59 years","60-69 years","70-79 years","80-89 years","90-99 years","100 years and over","Total",
"Segment 48",5,4,0,0,0,0,0,0,0,0,0,15,
"Segment 50",0,0,0,0,0,0,0,0,0,0,0,0,
"Total",2149,963,0,0,0,0,0,0,0,0,0,3114,


" Secondary - Government,  Employed, worked full-time"
"AGE10P Age in Ten Year Groups","0-9 years","10-19 years","20-29 years","30-39 years","40-49 years","50-59 years","60-69 years","70-79 years","80-89 years","90-99 years","100 years and over","Total",
"SA1 (UR)",
"Segment 01",0,4,4,0,0,7,0,0,0,0,0,17,
"Segment 02",0,8,3,3,3,11,10,0,0,0,0,39,
"Segment 03",0,6,0,0,0,0,4,0,0,0,0,20,
"Segment 04",0,21,6,3,8,15,0,0,0,0,0,50,
"Segment 05",0,9,4,4,9,18,8,0,0,0,0,57,
"Segment 06",0,14,15,6,11,13,6,0,0,0,0,66,
"Segment 07",0,15,31,17,33,16,9,0,0,0,0,113,
"Segment 08",0,3,7,13,11,9,4,0,0,0,0,49,
"Segment 09",0,0,10,5,17,12,17,0,0,0,0,64,
"Segment 10",0,11,12,8,15,10,8,0,0,0,0,61,
"Segment 11",0,6,9,7,19,28,7,3,0,0,0,74,
"Segment 12",0,29,8,3,9,13,7,0,0,0,0,55,
"Segment 13",0,19,32,44,52,29,3,0,0,0,0,180,
"Segment 14",0,18,11,5,17,11,12,0,0,0,0,81,
"Segment 15",0,12,15,9,16,7,3,0,0,0,0,65,
"Segment 16",0,0,13,14,15,10,5,0,0,0,0,71,
"Segment 17",0,13,21,15,28,16,9,0,0,0,0,95,
"Segment 18",0,5,3,3,0,6,3,0,0,0,0,28,
"Segment 19",0,16,15,13,14,11,3,0,0,0,0,75,
"Segment 20",0,15,10,9,10,7,8,0,0,0,0,63,
"Segment 21",0,4,7,4,6,0,0,0,0,0,0,20,
"Segment 22",0,0,11,14,10,17,4,0,0,0,0,52,
"Segment 23",0,7,11,15,17,9,6,3,0,0,0,59,
"Segment 24",0,9,10,4,4,7,4,0,0,0,0,30,
"Segment 25",0,12,19,22,18,20,5,0,0,0,0,99,
"Segment 26",0,11,38,22,40,30,13,0,0,0,0,147,
"Segment 27",0,18,37,35,45,38,14,0,0,0,0,190,
"Segment 28",0,7,20,23,38,37,11,0,0,0,0,134,
"Segment 29",0,20,16,16,22,12,5,0,0,0,0,89,
"Segment 30",0,23,19,14,14,15,6,0,0,0,0,91,
"Segment 31",0,26,21,23,23,17,7,0,0,0,0,120,
"Segment 32",0,16,20,6,9,12,0,0,0,0,0,71,
"Segment 33",0,17,9,5,9,10,5,0,0,0,0,54,
"Segment 34",0,22,12,8,13,7,6,0,0,0,0,57,
"Segment 35",0,15,0,0,7,8,4,0,0,0,0,35,
"Segment 36",0,42,10,7,12,7,3,0,0,0,0,80,
"Segment 37",0,45,20,17,16,16,4,0,0,0,0,118,
"Segment 38",0,14,4,6,10,8,8,0,0,0,0,49,
"Segment 39",0,8,3,3,0,0,4,0,0,0,0,20,
"Segment 40",0,13,4,7,5,5,4,0,0,0,0,45,
"Segment 41",0,5,0,0,4,0,4,0,0,0,0,14,
"Segment 42",0,12,0,0,0,0,0,0,0,0,0,16,
"Segment 43",0,15,8,12,10,4,0,0,0,0,0,52,
"Segment 44",0,29,3,7,4,6,5,0,0,0,0,51,
"Segment 45",0,18,0,0,4,0,3,0,0,0,0,27,
"Segment 46",0,26,0,4,10,7,3,0,0,0,0,55,
"Segment 47",0,4,0,5,0,4,0,0,0,0,0,8,
"Segment 48",0,5,0,0,0,0,3,0,0,0,0,18,
"Segment 50",0,0,0,0,0,0,0,0,0,0,0,0,
"Total",0,662,561,479,606,551,263,21,5,0,0,3139,


" Secondary - Government,  Employed, worked part-time"
"AGE10P Age in Ten Year Groups","0-9 years","10-19 years","20-29 years","30-39 years","40-49 years","50-59 years","60-69 years","70-79 years","80-89 years","90-99 years","100 years and over","Total",
"SA1 (UR)",
"Segment 01",0,1700,5,0,3,8,3,3,0,0,0,1724,
"Segment 02",0,4460,9,6,3,8,4,0,0,0,0,4489,
"Segment 03",0,1374,3,0,0,0,0,0,0,0,0,1390,
"Segment 04",0,5019,5,4,0,9,0,0,0,0,0,5037,
"Segment 05",0,4196,3,3,5,4,3,0,0,0,0,4226,
"Segment 06",0,4912,10,8,4,3,0,0,0,0,0,4935,
"Segment 07",0,2633,21,4,19,12,9,0,0,0,0,2699,
"Segment 08",0,1687,9,10,4,4,10,4,0,0,0,1724,
"Segment 09",0,1407,14,3,8,19,8,3,0,0,0,1457,
"Segment 10",0,1685,8,10,10,13,7,0,0,0,0,1736,
"Segment 11",0,3231,14,9,14,16,9,0,0,0,0,3304,
"Segment 12",0,4767,8,9,6,7,6,0,0,0,0,4802,
"Segment 13",0,5564,41,17,22,19,13,0,0,0,0,5679,
"Segment 14",0,5192,16,7,7,3,3,0,0,0,0,5232,
"Segment 15",0,960,13,14,3,3,0,0,0,0,0,992,
"Segment 16",0,490,36,16,12,10,3,0,0,0,0,566,
"Segment 17",0,2014,17,9,13,8,3,0,0,0,0,2059,
"Segment 18",0,684,9,3,6,0,4,0,0,0,0,708,
"Segment 19",0,4202,18,6,0,3,3,0,0,0,0,4241,
"Segment 20",0,5208,13,0,12,7,8,0,0,0,0,5248,
"Segment 21",0,952,15,14,3,4,5,0,0,0,0,999,
"Segment 22",0,711,17,12,10,9,0,0,0,0,0,767,
"Segment 23",0,1504,13,9,3,8,7,4,0,0,0,1546,
"Segment 24",0,4018,3,0,6,4,0,0,0,0,0,4031,
"Segment 25",0,2945,29,11,10,14,7,4,0,0,0,3017,
"Segment 26",0,1366,32,19,19,20,9,0,0,0,0,1473,
"Segment 27",0,2000,45,30,19,28,15,0,0,0,0,2150,
"Segment 28",0,1390,28,22,24,14,6,0,0,0,0,1483,
"Segment 29",0,2717,18,18,3,6,4,0,0,0,0,2774,
"Segment 30",0,3275,26,18,10,3,4,0,0,0,0,3332,
"Segment 31",0,3298,32,17,9,15,7,0,0,0,0,3373,
"Segment 32",0,1508,12,9,9,12,5,0,0,0,0,1549,
"Segment 33",0,4762,5,0,3,7,3,0,0,0,0,4786,
"Segment 34",0,4443,12,0,5,0,0,0,0,0,0,4465,
"Segment 35",0,3489,4,0,3,8,0,0,0,0,0,3507,
"Segment 36",0,6194,12,7,6,11,5,0,0,0,0,6236,
"Segment 37",0,6872,23,20,13,12,6,0,0,0,0,6936,
"Segment 38",0,3202,8,6,8,11,7,0,0,0,0,3237,
"Segment 39",0,810,3,0,0,4,0,0,0,0,0,823,
"Segment 40",0,1745,9,10,5,4,3,0,0,0,0,1776,
"Segment 41",0,1263,3,0,0,0,0,0,0,0,0,1271,
"Segment 42",0,595,3,0,0,0,0,0,0,0,0,606,
"Segment 43",0,1884,8,10,6,0,0,0,0,0,0,1906,
"Segment 44",0,3873,4,13,7,3,0,0,0,0,0,3901,
"Segment 45",0,1472,0,0,0,0,4,0,0,0,0,1478,
"Segment 46",0,2317,4,0,0,0,0,0,0,0,0,2325,
"Segment 47",0,253,0,0,0,0,0,0,0,0,0,253,
"Segment 48",0,356,9,0,0,4,0,0,0,0,0,366,
"Segment 50",0,168,0,0,0,0,0,0,0,0,0,171,
"Total",0,130777,661,382,348,374,214,40,9,0,0,132811,


" Secondary - Government,  Employed, away from work"
"AGE10P Age in Ten Year Groups","0-9 years","10-19 years","20-29 years","30-39 years","40-49 years","50-59 years","60-69 years","70-79 years","80-89 years","90-99 years","100 years and over","Total",
"SA1 (UR)",
"Segment 01",0,276,0,0,5,3,0,0,0,0,0,284,
"Segment 02",0,941,0,0,0,0,4,0,0,0,0,948,
"Segment 03",0,401,0,0,0,4,0,0,0,0,0,405,
"Segment 04",0,920,0,0,0,0,0,0,0,0,0,924,
"Segment 05",0,758,0,0,0,0,0,0,0,0,0,760,
"Segment 06",0,543,0,4,0,4,0,0,0,0,0,551,
"Segment 07",0,425,0,0,10,7,0,0,0,0,0,442,
"Segment 08",0,381,9,0,0,0,0,3,0,0,0,394,
"Segment 09",0,370,6,3,3,8,5,0,0,0,0,396,
"Segment 10",0,332,3,6,0,3,4,0,0,0,0,344,
"Segment 11",0,629,5,4,3,7,5,3,0,0,0,649,
"Segment 12",0,691,8,5,0,0,0,0,0,0,0,699,
"Segment 13",0,681,3,3,11,0,0,0,0,0,0,700,
"Segment 14",0,753,5,5,3,3,0,0,0,0,0,770,
"Segment 15",0,152,0,9,3,0,0,0,0,0,0,161,
"Segment 16",0,158,8,8,4,6,5,0,0,0,0,180,
"Segment 17",0,253,5,3,8,0,0,0,0,0,0,275,
"Segment 18",0,122,0,0,0,0,0,0,0,0,0,128,
"Segment 19",0,635,0,0,5,0,0,0,0,0,0,642,
"Segment 20",0,817,0,0,0,0,0,0,0,0,0,825,
"Segment 21",0,246,6,3,0,0,0,0,0,0,0,257,
"Segment 22",0,154,6,12,5,3,3,0,0,0,0,182,
"Segment 23",0,249,0,0,3,6,0,0,0,0,0,267,
"Segment 24",0,722,0,4,0,0,0,0,0,0,0,728,
"Segment 25",0,455,4,0,0,0,3,0,0,0,0,467,
"Segment 26",0,269,18,12,6,4,0,5,0,0,0,308,
"Segment 27",0,356,11,6,7,6,4,0,0,0,0,389,
"Segment 28",0,233,4,6,4,3,0,0,0,0,0,249,
"Segment 29",0,418,7,3,3,5,0,0,0,0,0,439,
"Segment 30",0,457,7,4,0,0,0,0,0,0,0,474,
"Segment 31",0,517,3,7,7,0,0,0,0,0,0,532,
"Segment 32",0,303,9,0,3,4,0,0,0,0,0,324,
"Segment 33",0,725,0,0,0,4,0,0,0,0,0,731,
"Segment 34",0,660,0,0,0,0,0,0,0,0,0,664,
"Segment 35",0,567,0,0,0,5,0,0,0,0,0,570,
"Segment 36",0,761,5,0,0,3,0,0,3,0,0,772,
"Segment 37",0,869,0,4,3,0,0,0,0,0,0,879,
"Segment 38",0,600,0,0,0,5,0,0,0,0,0,604,
"Segment 39",0,144,0,0,0,0,0,0,0,0,0,152,
"Segment 40",0,266,0,0,0,0,0,0,0,0,0,270,
"Segment 41",0,119,0,0,0,0,4,0,0,0,0,125,
"Segment 42",0,84,0,0,0,0,0,0,0,0,0,86,
"Segment 43",0,233,3,0,0,4,0,0,0,0,0,238,
"Segment 44",0,619,0,3,3,4,0,3,0,0,0,630,
"Segment 45",0,265,0,0,0,0,0,0,0,0,0,269,
"Segment 46",0,272,3,0,0,0,0,0,0,0,0,281,
"Segment 47",0,25,0,0,0,0,0,0,0,0,0,25,
"Segment 48",0,54,0,0,0,0,0,0,0,0,0,58,
"Segment 50",0,12,0,0,0,0,0,0,0,0,0,11,
"Total",0,20913,157,122,107,101,43,20,6,0,0,21471,


" Secondary - Government,  Unemployed, looking for full-time work"
"AGE10P Age in Ten Year Groups","0-9 years","10-19 years","20-29 years","30-39 years","40-49 years","50-59 years","60-69 years","70-79 years","80-89 years","90-99 years","100 years and over","Total",
"SA1 (UR)",
"Segment 01",0,11,0,0,0,0,0,0,0,0,0,11,
"Segment 02",0,14,0,3,0,0,0,0,0,0,0,19,
"Segment 03",0,10,0,0,0,0,0,0,0,0,0,15,
"Segment 04",0,37,0,0,0,0,0,0,0,0,0,34,
"Segment 05",0,28,0,0,0,0,0,0,0,0,0,33,
"Segment 06",0,40,0,0,4,0,0,0,0,0,0,39,
"Segment 07",0,31,3,0,0,0,0,0,0,0,0,40,
"Segment 08",0,10,0,0,0,0,0,0,0,0,0,12,
"Segment 09",0,3,7,3,6,0,0,0,0,0,0,17,
"Segment 10",0,25,3,0,3,7,0,0,0,0,0,33,
"Segment 11",0,16,0,5,0,3,0,0,0,0,0,25,
"Segment 12",0,48,0,0,0,3,0,0,0,0,0,49,
"Segment 13",0,50,10,9,0,0,0,0,0,0,0,70,
"Segment 14",0,47,3,0,0,0,0,0,0,0,0,55,
"Segment 15",0,17,3,3,3,0,0,0,0,0,0,25,
"Segment 16",0,0,0,0,0,0,0,0,0,0,0,3,
"Segment 17",0,24,0,4,6,0,0,0,0,0,0,26,
"Segment 18",0,8,0,0,0,0,0,0,0,0,0,7,
"Segment 19",0,42,0,0,0,0,0,0,0,0,0,49,
"Segment 20",0,33,0,0,0,0,0,0,0,0,0,33,
"Segment 21",0,6,4,0,0,0,0,0,0,0,0,11,
"Segment 22",0,8,0,4,4,4,0,0,0,0,0,25,
"Segment 23",0,12,0,0,4,0,0,0,0,0,0,16,
"Segment 24",0,23,0,0,0,0,0,0,0,0,0,27,
"Segment 25",0,20,3,3,3,0,0,0,0,0,0,30,
"Segment 26",0,27,13,7,8,5,9,0,0,0,0,61,
"Segment 27",0,23,12,7,6,0,0,0,0,0,0,60,
"Segment 28",0,17,7,9,3,6,4,0,0,0,0,42,
"Segment 29",0,33,11,3,0,0,0,0,0,0,0,43,
"Segment 30",0,44,12,0,3,8,0,0,0,0,0,62,
"Segment 31",0,38,3,5,9,0,0,0,0,0,0,52,
"Segment 32",0,43,11,4,0,3,0,0,0,0,0,59,
"Segment 33",0,45,0,0,0,0,0,0,0,0,0,50,
"Segment 34",0,33,0,0,0,0,0,0,0,0,0,33,
"Segment 35",0,17,0,0,0,0,0,0,0,0,0,21,
"Segment 36",0,59,5,0,0,0,0,0,0,0,0,61,
"Segment 37",0,86,0,4,3,0,3,0,0,0,0,99,
"Segment 38",0,33,4,0,0,4,4,0,0,0,0,45,
"Segment 39",0,7,0,0,0,0,0,0,0,0,0,6,
"Segment 40",0,25,3,0,0,0,0,0,0,0,0,25,
"Segment 41",0,10,0,0,0,0,0,0,0,0,0,10,
"Segment 42",0,3,0,0,0,0,0,0,0,0,0,3,
"Segment 43",0,10,5,0,0,0,0,0,0,0,0,19,
"Segment 44",0,45,0,3,0,0,0,0,0,0,0,53,
"Segment 45",0,12,0,0,0,0,0,0,0,0,0,12,
"Segment 46",0,17,0,0,0,0,0,0,0,0,0,23,
"Segment 47",0,7,0,0,0,0,0,0,0,0,0,10,
"Segment 48",0,35,0,0,0,0,0,0,0,0,0,47,
"Segment 50",0,0,0,0,0,0,0,0,0,0,0,4,
"Total",0,1221,139,87,71,56,30,0,0,0,0,1602,


" Secondary - Government,  Unemployed, looking for part-time work"
"AGE10P Age in Ten Year Groups","0-9 years","10-19 years","20-29 years","30-39 years","40-49 years","50-59 years","60-69 years","70-79 years","80-89 years","90-99 years","100 years and over","Total",
"SA1 (UR)",
"Segment 01",0,345,0,0,5,0,0,0,0,0,0,348,
"Segment 02",0,1094,0,0,3,0,0,0,0,0,0,1100,
"Segment 03",0,295,0,0,0,0,0,0,0,0,0,297,
"Segment 04",0,1224,3,0,0,0,0,0,0,0,0,1227,
"Segment 05",0,1080,0,0,0,0,0,0,0,0,0,1084,
"Segment 06",0,1291,0,0,0,0,0,0,0,0,0,1292,
"Segment 07",0,992,3,0,0,3,0,0,0,0,0,999,
"Segment 08",0,439,5,0,0,0,0,0,0,0,0,444,
"Segment 09",0,477,7,3,0,0,3,0,0,0,0,491,
"Segment 10",0,512,3,3,0,0,0,0,0,0,0,517,
"Segment 11",0,992,5,0,3,0,0,0,0,0,0,1004,
"Segment 12",0,1160,0,0,0,0,0,0,0,0,0,1160,
"Segment 13",0,1694,3,0,0,6,0,0,0,0,0,1702,
"Segment 14",0,1286,0,0,3,0,0,0,0,0,0,1294,
"Segment 15",0,386,5,0,6,0,0,0,0,0,0,391,
"Segment 16",0,167,8,4,0,5,0,0,0,0,0,185,
"Segment 17",0,614,7,0,0,0,0,0,0,0,0,621,
"Segment 18",0,210,0,0,0,0,0,0,0,0,0,214,
"Segment 19",0,1129,0,0,0,0,0,0,0,0,0,1132,
"Segment 20",0,1301,0,5,0,0,0,0,0,0,0,1305,
"Segment 21",0,198,7,0,0,0,0,0,0,0,0,205,
"Segment 22",0,289,7,0,0,0,5,0,0,0,0,305,
"Segment 23",0,457,3,0,0,0,0,0,0,0,0,465,
"Segment 24",0,854,3,0,0,0,0,0,0,0,0,853,
"Segment 25",0,944,5,0,0,0,4,0,0,0,0,961,
"Segment 26",0,529,14,0,3,0,0,0,0,0,0,550,
"Segment 27",0,847,21,5,4,0,0,0,0,0,0,879,
"Segment 28",0,500,8,0,3,0,0,0,0,0,0,509,
"Segment 29",0,929,0,6,0,0,0,0,0,0,0,932,
"Segment 30",0,1093,16,0,0,0,0,0,0,0,0,1121,
"Segment 31",0,909,8,6,0,0,0,0,0,0,0,923,
"Segment 32",0,556,5,0,3,0,0,0,0,0,0,566,
"Segment 33",0,969,0,0,0,0,0,0,0,0,0,973,
"Segment 34",0,767,0,0,0,0,0,0,0,0,0,774,
"Segment 35",0,491,0,0,0,0,0,0,0,0,0,492,
"Segment 36",0,1051,3,5,0,0,0,0,0,0,0,1062,
"Segment 37",0,1361,4,0,0,0,0,0,0,0,0,1375,
"Segment 38",0,456,4,0,0,0,0,0,0,0,0,462,
"Segment 39",0,133,0,0,0,0,0,0,0,0,0,133,
"Segment 40",0,390,7,0,0,0,0,0,0,0,0,393,
"Segment 41",0,154,0,0,0,0,0,0,0,0,0,157,
"Segment 42",0,72,0,0,0,0,0,0,0,0,0,73,
"Segment 43",0,257,0,0,0,0,0,0,0,0,0,263,
"Segment 44",0,450,4,0,0,0,0,0,0,0,0,459,
"Segment 45",0,159,0,0,0,0,0,0,0,0,0,159,
"Segment 46",0,197,0,0,0,0,0,0,0,0,0,197,
"Segment 47",0,22,0,0,0,0,0,0,0,0,0,22,
"Segment 48",0,74,0,0,0,0,0,0,0,0,0,79,
"Segment 50",0,23,0,0,0,0,0,0,0,0,0,23,
"Total",0,31828,191,50,50,36,19,0,0,0,0,32174,


" Secondary - Government,  Not in the labour force"
"AGE10P Age in Ten Year Groups","0-9 years","10-19 years","20-29 years","30-39 years","40-49 years","50-59 years","60-69 years","70-79 years","80-89 years","90-99 years","100 years and over","Total",
"SA1 (UR)",
"Segment 01",0,3967,7,4,3,9,17,14,7,4,0,4043,
"Segment 02",0,9175,17,10,7,9,30,24,12,0,0,9287,
"Segment 03",0,3336,9,0,0,13,20,16,17,13,0,3423,
"Segment 04",0,8142,6,3,6,8,20,29,5,0,0,8215,
"Segment 05",0,7430,19,5,4,8,19,15,7,0,0,7512,
"Segment 06",0,7980,22,10,7,9,7,8,5,0,0,8047,
"Segment 07",0,8673,64,20,25,22,30,6,3,0,0,8847,
"Segment 08",0,4976,20,11,4,16,15,25,6,3,0,5078,
"Segment 09",0,8130,36,21,33,33,57,47,20,4,0,8384,
"Segment 10",0,5699,34,24,23,10,25,24,11,0,0,5855,
"Segment 11",0,9719,45,23,19,33,60,59,17,0,0,9972,
"Segment 12",0,7305,19,7,3,12,17,13,10,0,0,7384,
"Segment 13",0,11647,63,33,30,19,37,31,5,6,0,11861,
"Segment 14",0,8698,19,13,9,7,18,12,5,0,0,8781,
"Segment 15",0,3684,39,18,14,12,19,7,0,0,0,3799,
"Segment 16",0,3005,39,25,20,20,28,19,0,0,0,3167,
"Segment 17",0,6133,52,18,24,25,32,23,6,0,0,6309,
"Segment 18",0,1993,19,18,4,8,16,3,4,0,0,2066,
"Segment 19",0,7622,19,18,16,4,18,16,0,0,0,7720,
"Segment 20",0,8753,28,18,10,19,19,27,6,0,0,8883,
"Segment 21",0,1921,26,6,3,14,9,17,0,3,0,1990,
"Segment 22",0,4488,65,43,19,35,31,28,8,0,0,4723,
"Segment 23",0,4822,24,18,25,23,38,33,18,3,0,5010,
"Segment 24",0,5719,12,3,7,9,13,15,4,0,0,5783,
"Segment 25",0,7645,64,15,22,28,39,20,15,0,0,7846,
"Segment 26",0,8855,178,77,75,47,56,33,17,5,0,9333,
"Segment 27",0,11809,223,84,83,78,80,54,15,0,0,12427,
"Segment 28",0,6573,63,52,64,31,31,19,9,0,0,6848,
"Segment 29",0,7481,94,32,21,28,26,28,5,0,0,7716,
"Segment 30",0,8294,95,25,11,23,21,18,3,0,0,8498,
"Segment 31",0,7775,141,30,25,36,38,30,13,3,0,8095,
"Segment 32",0,7875,114,36,47,43,48,28,15,0,0,8210,
"Segment 33",0,6579,12,4,6,6,13,16,9,0,0,6637,
"Segment 34",0,5974,16,4,3,0,14,9,4,0,0,6028,
"Segment 35",0,5020,5,6,8,11,14,13,12,0,0,5094,
"Segment 36",0,8863,40,3,12,19,18,23,14,0,0,8996,
"Segment 37",0,11274,40,24,20,20,32,21,16,3,0,11454,
"Segment 38",0,5724,20,11,7,17,29,36,22,4,0,5865,
"Segment 39",0,1485,10,4,0,0,0,0,0,0,0,1512,
"Segment 40",0,3544,31,8,7,4,6,6,3,0,0,3618,
"Segment 41",0,1705,4,10,4,0,5,8,5,0,0,1740,
"Segment 42",0,1001,8,0,5,0,0,0,0,0,0,1016,
"Segment 43",0,2875,15,3,7,5,5,7,5,0,0,2927,
"Segment 44",0,6828,17,8,7,13,8,13,0,0,0,6884,
"Segment 45",0,2423,0,4,7,3,3,0,3,0,0,2447,
"Segment 46",0,3856,10,0,5,3,5,11,6,0,0,3893,
"Segment 47",0,489,0,4,0,0,3,0,0,0,0,494,
"Segment 48",0,2725,49,13,9,9,4,0,0,0,0,2812,
"Segment 50",0,291,0,0,0,0,5,0,0,0,0,296,
"Total",0,290021,1953,801,778,794,1120,916,384,68,3,296831,


" Secondary - Government,  Not stated"
"AGE10P Age in Ten Year Groups","0-9 years","10-19 years","20-29 years","30-39 years","40-49 years","50-59 years","60-69 years","70-79 years","80-89 years","90-99 years","100 years and over","Total",
"SA1 (UR)",
"Segment 01",0,3,0,0,0,0,0,0,0,0,0,3,
"Segment 02",0,4,0,0,0,0,4,0,0,0,0,12,
"Segment 03",0,0,0,0,0,0,0,0,0,0,0,5,
"Segment 04",0,5,0,0,0,0,0,0,0,0,0,5,
"Segment 05",0,9,0,0,0,0,0,0,0,0,0,11,
"Segment 06",0,6,0,0,0,0,0,0,0,0,0,12,
"Segment 07",0,3,0,4,0,0,0,0,0,0,0,9,
"Segment 08",0,0,0,0,0,0,0,0,0,0,0,5,
"Segment 09",0,4,0,0,0,0,4,0,4,0,0,6,
"Segment 10",0,0,0,0,0,0,0,6,12,10,0,32,
"Segment 11",0,7,3,0,0,5,0,4,4,0,0,19,
"Segment 12",0,6,0,0,0,0,0,0,0,0,0,11,
"Segment 13",0,8,0,3,0,0,0,0,0,0,0,15,
"Segment 14",0,8,5,0,0,0,0,3,0,0,0,13,
"Segment 15",0,4,0,0,0,0,3,0,0,0,0,5,
"Segment 16",0,7,0,0,0,0,0,0,0,0,0,17,
"Segment 17",0,6,0,0,3,0,0,9,0,0,0,20,
"Segment 18",0,0,0,0,0,0,0,0,0,0,0,4,
"Segment 19",0,5,4,0,0,0,0,3,0,0,0,14,
"Segment 20",0,3,0,0,0,3,0,7,0,0,0,15,
"Segment 21",0,4,0,0,0,0,0,0,0,0,0,9,
"Segment 22",0,9,0,0,0,0,0,0,0,0,0,10,
"Segment 23",0,5,0,3,0,0,0,0,3,3,0,19,
"Segment 24",0,4,0,0,0,0,3,4,0,0,0,18,
"Segment 25",0,5,9,0,0,0,0,0,3,0,0,21,
"Segment 26",0,10,0,3,0,0,0,4,3,0,0,23,
"Segment 27",0,12,3,0,3,0,0,0,0,0,0,19,
"Segment 28",0,10,0,0,0,3,0,0,0,0,0,19,
"Segment 29",0,10,0,0,0,3,5,0,3,0,0,24,
"Segment 30",0,13,0,0,0,0,0,0,0,0,0,23,
"Segment 31",0,16,0,6,4,4,7,9,0,0,0,39,
"Segment 32",0,37,4,5,7,9,4,10,5,0,0,80,
"Segment 33",0,9,0,0,6,0,0,0,0,0,0,17,
"Segment 34",0,11,0,0,0,0,0,0,0,0,0,10,
"Segment 35",0,10,0,0,0,0,0,3,0,0,0,19,
"Segment 36",0,30,0,0,4,0,0,0,7,0,0,42,
"Segment 37",0,18,0,0,0,7,6,4,6,0,0,49,
"Segment 38",0,19,0,0,0,6,6,9,5,3,0,46,
"Segment 39",0,6,0,0,0,0,0,0,0,0,0,5,
"Segment 40",0,5,0,0,0,0,0,0,5,0,0,14,
"Segment 41",0,3,0,0,3,0,0,3,0,0,0,10,
"Segment 42",0,0,0,0,0,0,3,0,0,0,0,5,
"Segment 43",0,11,0,0,0,0,0,0,0,0,0,13,
"Segment 44",0,27,0,0,0,0,0,0,7,0,0,41,
"Segment 45",0,8,0,0,0,4,0,3,0,0,0,13,
"Segment 46",0,12,0,0,0,0,3,4,0,0,0,21,
"Segment 47",0,0,0,0,0,0,0,0,0,0,0,6,
"Segment 48",0,25,0,4,3,0,0,0,0,0,0,45,
"Segment 50",0,0,0,0,0,0,0,0,0,0,0,0,
"Total",0,430,43,42,47,58,66,100,84,16,0,886,


" Secondary - Government,  Not applicable"
"AGE10P Age in Ten Year Groups","0-9 years","10-19 years","20-29 years","30-39 years","40-49 years","50-59 years","60-69 years","70-79 years","80-89 years","90-99 years","100 years and over","Total",
"SA1 (UR)",
"Segment 01",0,5494,0,0,0,0,0,0,0,0,0,5494,
"Segment 02",0,13771,0,0,0,0,0,0,0,0,0,13771,
"Segment 03",0,4732,0,0,0,0,0,0,0,0,0,4732,
"Segment 04",0,14216,0,0,0,0,0,0,0,0,0,14216,
"Segment 05",0,11961,0,0,0,0,0,0,0,0,0,11961,
"Segment 06",0,15263,0,0,0,0,0,0,0,0,0,15263,
"Segment 07",0,11166,0,0,0,0,0,0,0,0,0,11166,
"Segment 08",0,7212,0,0,0,0,0,0,0,0,0,7212,
"Segment 09",0,9014,0,0,0,0,0,0,0,0,0,9014,
"Segment 10",0,7833,0,0,0,0,0,0,0,0,0,7833,
"Segment 11",0,12110,0,0,0,0,0,0,0,0,0,12110,
"Segment 12",0,12495,0,0,0,0,0,0,0,0,0,12495,
"Segment 13",0,20655,0,0,0,0,0,0,0,0,0,20655,
"Segment 14",0,16600,0,0,0,0,0,0,0,0,0,16600,
"Segment 15",0,4987,0,0,0,0,0,0,0,0,0,4987,
"Segment 16",0,3713,0,0,0,0,0,0,0,0,0,3713,
"Segment 17",0,8782,0,0,0,0,0,0,0,0,0,8782,
"Segment 18",0,2833,0,0,0,0,0,0,0,0,0,2833,
"Segment 19",0,12928,0,0,0,0,0,0,0,0,0,12928,
"Segment 20",0,14106,0,0,0,0,0,0,0,0,0,14106,
"Segment 21",0,3104,0,0,0,0,0,0,0,0,0,3104,
"Segment 22",0,5322,0,0,0,0,0,0,0,0,0,5322,
"Segment 23",0,5848,0,0,0,0,0,0,0,0,0,5848,
"Segment 24",0,10628,0,0,0,0,0,0,0,0,0,10628,
"Segment 25",0,10216,0,0,0,0,0,0,0,0,0,10216,
"Segment 26",0,9474,0,0,0,0,0,0,0,0,0,9474,
"Segment 27",0,12952,0,0,0,0,0,0,0,0,0,12952,
"Segment 28",0,7078,0,0,0,0,0,0,0,0,0,7078,
"Segment 29",0,11325,0,0,0,0,0,0,0,0,0,11325,
"Segment 30",0,12338,0,0,0,0,0,0,0,0,0,12338,
"Segment 31",0,12746,0,0,0,0,0,0,0,0,0,12746,
"Segment 32",0,9958,0,0,0,0,0,0,0,0,0,9958,
"Segment 33",0,12846,0,0,0,0,0,0,0,0,0,12846,
"Segment 34",0,10729,0,0,0,0,0,0,0,0,0,10729,
"Segment 35",0,8558,0,0,0,0,0,0,0,0,0,8558,
"Segment 36",0,16295,0,0,0,0,0,0,0,0,0,16295,
"Segment 37",0,20437,0,0,0,0,0,0,0,0,0,20437,
"Segment 38",0,9534,0,0,0,0,0,0,0,0,0,9534,
