SA2_CODE_2021,C16_Rel_NS_0_14,C16_Rel_NS_15_24,C16_Rel_NS_25_34,C16_Rel_NS_35_44,C16_Rel_NS_45_54,C16_Rel_NS_55_64,C16_Rel_NS_65_74,C16_Rel_NS_75_84,C16_Rel_NS_85ov,C16_Rel_NS_Tot,C16_Tot_0_14,C16_Tot_15_24,C16_Tot_25_34,C16_Tot_35_44,C16_Tot_45_54,C16_Tot_55_64,C16_Tot_65_74,C16_Tot_75_84,C16_Tot_85ov,C16_Tot_Tot,C21_Buddhism_0_14,C21_Buddhism_15_24,C21_Buddhism_25_34,C21_Buddhism_35_44,C21_Buddhism_45_54,C21_Buddhism_55_64,C21_Buddhism_65_74,C21_Buddhism_75_84,C21_Buddhism_85ov,C21_Buddhism_Tot,C21_Christ_Angli_0_14,C21_Christ_Angl_15_24,C21_Christ_Angl_25_34,C21_Christ_Angl_35_44,C21_Christ_Angl_45_54,C21_Christ_Angl_55_64,C21_Christ_Angl_65_74,C21_Christ_Angl_75_84,C21_Christ_Anglic_85ov,C21_Christ_Anglic_Tot,C21_Chr_Ass_Apo_0_14,C21_Chr_Ass_Apo_15_24,C21_Chr_Ass_Apo_25_34,C21_Chr_Ass_Apo_35_44,C21_Chr_Ass_Apo_45_54,C21_Chr_Ass_Apo_55_64,C21_Chr_Ass_Apo_65_74,C21_Chr_Ass_Apo_75_84,C21_Chr_Ass_Apo_85ov,C21_Chr_Ass_Apo_Tot,C21_Chr_Bapt_0_14,C21_Chr_Bapt_15_24,C21_Chr_Bapt_25_34,C21_Chr_Bapt_35_44,C21_Chr_Bapt_45_54,C21_Chr_Bapt_55_64,C21_Chr_Bapt_65_74,C21_Chr_Bapt_75_84,C21_Chr_Bapt_85ov,C21_Chr_Bapt_Tot,C21_Chr_Breth_0_14,C21_Chr_Bret_15_24,C21_Chr_Bret_25_34,C21_Chr_Bret_35_44,C21_Chr_Bret_45_54,C21_Chr_Bret_55_64,C21_Chr_Bret_65_74,C21_Chr_Bret_75_84,C21_Chr_Breth_85ov,C21_Chr_Bret_Tot,C21_Chr_Cath_0_14,C21_Chr_Cath_15_24,C21_Chr_Cath_25_34,C21_Chr_Cath_35_44,C21_Chr_Cath_45_54,C21_Chr_Cath_55_64,C21_Chr_Cath_65_74,C21_Chr_Cath_75_84,C21_Chr_Catho_85ov,C21_Chr_Catho_Tot,C21_C_Chur_Christ_0_14,C21_C_Chur_Christ_15_24,C21_C_Chur_Christ_25_34,C21_C_Chur_Christ_35_44,C21_C_Chur_Christ_45_54,C21_C_Chur_Christ_55_64,C21_C_Chur_Christ_65_74,C21_C_Chur_Christ_75_84,C21_C_Chur_Christ_85ov,C21_C_Chur_Christ_Tot,C21_C_East_Ortho_0_14,C21_C_East_Ortho_15_24,C21_C_East_Ortho_25_34,C21_C_East_Ortho_35_44,C21_C_East_Ortho_45_54,C21_C_East_Ortho_55_64,C21_C_East_Ortho_65_74,C21_C_East_Ortho_75_84,C21_C_East_Ortho_85ov,C21_C_East_Ortho_Tot,C21_C_Jeh_Wit_0_14,C21_C_Jeh_Wit_15_24,C21_C_Jeh_Wit_25_34,C21_C_Jeh_Wit_35_44,C21_C_Jeh_Wit_45_54,C21_C_Jeh_Wit_55_64,C21_C_Jeh_Wit_65_74,C21_C_Jeh_Wit_75_84,C21_C_Jeh_Wit_85ov,C21_C_Jeh_Wit_Tot,C21_C_La_Da_Sai_0_14,C21_C_La_Da_Sa_15_24,C21_C_La_Da_Sa_25_34,C21_C_La_Da_Sa_35_44,C21_C_La_Da_Sa_45_54,C21_C_La_Da_Sa_55_64,C21_C_La_Da_Sa_65_74,C21_C_La_Da_Sa_75_84,C21_C_Lat_Da_Sa_85ov,C21_C_Lat_Da_Sa_Tot,C21_C_Luthe_0_14,C21_C_Luthe_15_24,C21_C_Luthe_25_34,C21_C_Luthe_35_44,C21_C_Luthe_45_54,C21_C_Luthe_55_64,C21_C_Luthe_65_74,C21_C_Luthe_75_84,C21_C_Luthe_85ov,C21_C_Luthe_Tot,C21_C_Ori_Orth_0_14,C21_C_Ori_Orth_15_24,C21_C_Ori_Orth_25_34,C21_C_Ori_Orth_35_44,C21_C_Ori_Orth_45_54,C21_C_Ori_Orth_55_64,C21_C_Ori_Orth_65_74,C21_C_Ori_Orth_75_84,C21_C_Ori_Orth_85ov,C21_C_Ori_Ort_Tot,C21_C_Oth_Pro_0_14,C21_C_Oth_Pro_15_24,C21_C_Oth_Pro_25_34,C21_C_Oth_Pro_35_44,C21_C_Oth_Pro_45_54,C21_C_Oth_Pro_55_64,C21_C_Oth_Pro_65_74,C21_C_Oth_Pro_75_84,C21_C_Oth_Pro_85ov,C21_C_Oth_Pro_Tot,C21_C_Pent_0_14,C21_C_Pent_15_24,C21_C_Pent_25_34,C21_C_Pent_35_44,C21_C_Pent_45_54,C21_C_Pent_55_64,C21_C_Pent_65_74,C21_C_Pent_75_84,C21_C_Pent_85ov,C21_C_Pent_Tot,C21_C_Pres_Ref_0_14,C21_C_Pres_Ref_15_24,C21_C_Pres_Ref_25_34,C21_C_Pres_Ref_35_44,C21_C_Pres_Ref_45_54,C21_C_Pres_Ref_55_64,C21_C_Pres_Ref_65_74,C21_C_Pres_Ref_75_84,C21_C_Pres_Ref_85ov,C21_C_Pres_Ref_Tot,C21_C_Sal_Army_0_14,C21_C_Sal_Army_15_24,C21_C_Sal_Army_25_34,C21_C_Sal_Army_35_44,C21_C_Sal_Army_45_54,C21_C_Sal_Army_55_64,C21_C_Sal_Army_65_74,C21_C_Sal_Army_75_84,C21_C_Sal_Army_85ov,C21_C_Sal_Army_Tot,C21_C_Sev_day_Adv_0_14,C21_C_Sev_day_Adv_15_24,C21_C_Sev_day_Adv_25_34,C21_C_Sev_day_Adv_35_44,C21_C_Sev_day_Adv_45_54,C21_C_Sev_day_Adv_55_64,C21_C_Sev_day_Adv_65_74,C21_C_Sev_day_Adv_75_84,C21_C_Sev_day_Adv_85ov,C21_C_Sev_day_Adv_Tot,C21_Chr_Unit_Ch_0_14,C21_Chr_Unit_Ch_15_24,C21_Chr_Unit_Ch_25_34,C21_Chr_Unit_Ch_35_44,C21_Chr_Unit_Ch_45_54,C21_Chr_Unit_Ch_55_64,C21_Chr_Unit_Ch_65_74,C21_Chr_Unit_Ch_75_84,C21_Chr_Unit_Ch_85ov,C21_Chr_Unit_Ch_Tot
124031457,205,145,173,166,129,130,87,33,16,1080,3284,2000,2439,2171,1770,2060,1350,426,146,15644,20,7,21,36,19,12,3,3,0,123,314,194,223,337,342,468,458,190,55,2571,0,0,0,0,0,0,0,0,0,0,31,25,10,17,23,11,23,7,0,145,0,0,0,0,0,0,0,0,0,0,737,502,509,514,499,521,502,194,52,4029,0,0,0,0,0,0,0,0,0,0,26,10,20,18,18,31,27,15,5,162,4,4,0,10,0,11,8,0,0,38,5,7,5,4,4,3,0,0,0,35,0,0,0,0,3,0,12,6,0,24,11,0,9,11,6,5,3,4,0,51,3,7,5,14,11,9,14,3,0,68,59,18,37,33,21,26,12,6,0,211,27,15,24,33,39,45,86,27,11,316,0,0,0,5,6,0,11,4,3,28,0,3,0,7,7,3,3,6,0,16,45,17,20,37,25,31,39,10,9,230
124031459,156,122,167,169,129,94,102,32,21,991,2823,1728,1720,2077,1770,1670,1497,677,261,14223,5,9,9,20,16,10,5,0,0,84,333,229,154,288,370,346,452,283,88,2549,0,0,0,0,0,0,0,0,0,0,18,14,17,19,29,29,28,29,3,193,23,32,8,19,10,3,6,4,5,114,776,487,353,473,526,503,459,217,92,3880,0,0,0,0,0,0,4,0,0,10,55,24,24,24,34,21,15,20,4,219,0,3,0,0,0,0,3,5,0,15,3,6,11,4,8,7,7,4,0,55,4,4,0,5,9,9,9,7,0,42,6,0,0,3,0,5,0,0,0,18,8,4,0,0,3,12,18,8,0,52,47,30,16,26,24,12,19,5,3,178,18,9,18,19,43,52,61,49,10,267,0,0,0,0,3,0,0,3,0,13,0,0,0,0,5,0,0,6,0,8,42,21,19,21,33,48,58,32,13,289
124031460,236,164,180,162,177,125,77,29,5,1155,5063,3164,2916,3230,3033,2196,1103,401,102,21203,36,15,19,43,24,28,15,3,0,187,589,423,275,474,677,493,384,160,41,3514,6,3,3,12,0,0,7,0,0,38,33,12,17,24,27,20,13,8,0,159,28,15,19,11,3,7,3,0,0,88,1557,1081,763,897,1072,871,468,170,36,6912,5,0,0,4,0,3,0,0,0,16,73,43,33,47,62,33,20,13,0,325,5,7,7,6,10,8,0,0,0,42,13,3,0,5,0,5,0,0,0,35,5,7,0,0,3,11,12,5,6,46,21,15,21,20,17,15,20,4,0,128,14,14,8,9,15,22,17,0,0,87,49,51,42,30,39,46,15,6,0,278,28,19,25,37,63,65,55,24,0,321,7,9,0,6,6,6,12,5,6,55,3,0,0,7,4,3,4,0,0,16,40,36,23,40,51,57,24,17,6,303
124031461,247,169,204,191,157,149,137,61,21,1345,3577,1987,2554,2451,1964,2090,1739,693,238,17288,18,17,13,43,31,22,19,4,4,164,345,226,218,325,390,438,551,245,68,2801,0,0,0,0,0,0,0,0,0,7,19,7,16,25,18,23,19,11,8,139,18,16,9,7,11,11,4,0,0,77,968,577,479,666,535,564,535,257,53,4634,0,3,0,0,3,6,0,4,0,19,27,21,36,28,27,33,18,26,3,230,3,4,0,8,16,4,3,0,0,38,5,5,5,4,3,4,9,0,0,36,0,0,0,0,6,0,9,6,0,27,7,4,0,9,0,3,7,5,0,29,3,0,3,4,5,10,13,5,0,51,33,24,26,22,19,31,14,4,0,177,28,24,14,35,35,71,97,43,14,367,9,3,0,4,5,6,4,0,10,37,5,6,0,0,3,6,0,4,0,19,29,31,26,32,28,28,61,31,7,280
124031462,354,242,306,225,187,150,122,62,30,1671,4289,2706,3431,2836,2320,1864,1284,582,276,19577,57,38,55,122,51,35,24,5,0,385,392,195,253,335,372,349,300,227,93,2520,0,4,3,0,0,3,0,0,0,12,34,19,33,31,20,27,30,10,6,204,8,12,11,8,4,4,6,0,0,51,1309,754,841,854,802,580,447,236,82,5905,0,0,0,3,3,0,0,3,0,19,57,47,37,46,49,34,24,19,8,317,3,13,15,12,6,3,14,7,3,72,40,10,11,12,8,8,5,5,0,95,6,0,3,4,6,7,5,3,3,42,49,18,25,34,20,14,10,9,0,185,34,11,18,18,14,12,17,11,0,140,119,56,60,73,60,40,30,14,3,450,42,31,32,46,51,64,48,47,8,373,0,0,3,3,0,9,5,7,0,37,8,11,11,18,14,5,0,0,0,70,30,28,29,31,30,58,38,25,9,269
124031463,140,97,121,99,86,89,64,30,7,737,2079,1265,1406,1313,1294,1021,773,305,78,9541,25,5,11,25,16,12,10,0,0,103,292,193,169,216,290,229,200,101,20,1712,3,0,0,4,0,4,0,0,0,8,9,10,9,18,11,19,11,4,0,84,24,15,10,15,7,3,0,0,0,79,1184,669,547,654,602,533,324,194,47,4759,0,0,0,0,0,3,3,0,0,11,37,36,39,25,39,27,31,12,0,241,6,0,4,0,4,6,0,0,0,28,3,6,6,3,5,0,0,0,0,31,4,0,4,0,4,6,0,4,0,23,23,9,18,19,13,12,5,4,0,101,10,15,7,7,9,12,8,0,0,67,45,23,8,31,26,11,12,3,0,172,15,4,17,24,21,37,35,14,5,164,0,0,0,0,3,3,0,4,0,10,3,0,0,0,0,0,0,0,0,8,20,10,12,15,26,28,21,7,3,140
124031464,169,179,260,177,176,152,132,84,51,1373,2183,1744,2298,1751,1610,1387,1123,740,457,13295,33,28,52,76,62,35,12,7,0,309,235,204,239,227,320,293,306,259,127,2206,0,0,0,0,0,0,0,0,0,5,9,8,35,21,21,25,24,5,0,152,0,0,0,0,0,0,0,0,0,4,484,415,650,498,455,463,387,273,101,3725,0,0,0,3,0,0,0,6,0,20,25,24,32,26,35,19,26,16,16,212,0,3,0,5,0,11,8,8,0,40,5,6,12,3,4,6,0,0,0,44,4,0,0,5,3,7,6,4,5,26,12,9,6,10,5,5,6,0,0,58,3,8,23,6,13,7,12,7,4,78,35,35,42,46,19,29,22,8,0,231,26,9,30,32,55,49,66,40,17,329,0,0,3,0,6,0,4,5,0,21,9,11,13,4,7,7,0,3,0,52,14,15,31,27,34,42,38,23,15,239
124031465,70,53,49,35,58,62,35,18,4,384,1141,763,595,705,778,659,360,154,33,5195,8,5,8,8,10,4,4,0,0,49,110,85,95,121,171,184,135,64,14,992,0,0,5,0,0,0,0,0,0,10,3,5,0,4,3,10,10,0,4,42,0,0,0,0,0,0,0,0,0,0,564,349,306,297,318,262,151,58,15,2332,0,0,0,0,0,0,0,0,0,0,17,15,15,9,23,10,14,6,0,121,3,0,0,3,0,3,4,0,0,15,5,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,10,0,0,13,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,5,7,10,3,3,12,4,0,0,0,44,5,0,9,3,6,20,18,5,0,67,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,0,0,0,10,5,11,7,8,14,13,9,6,4,74
124031707,246,206,214,148,173,147,73,32,7,1254,3873,2524,2675,2300,2260,1881,932,388,97,16933,19,12,20,36,22,23,9,3,4,148,377,216,239,348,405,488,319,120,26,2542,0,0,0,0,0,0,0,0,0,0,25,9,16,23,11,13,21,7,0,127,0,0,0,0,0,0,0,0,0,0,1131,715,677,614,677,645,362,159,44,5017,4,3,0,0,4,0,8,0,0,35,46,25,27,32,36,29,7,4,8,218,9,7,8,11,9,16,3,0,0,54,15,6,14,12,11,12,12,0,0,75,3,4,5,4,5,6,9,0,0,40,13,10,0,8,9,0,0,9,0,53,6,3,5,6,8,11,8,3,0,55,53,40,33,40,25,25,18,0,0,231,24,10,16,33,53,56,43,29,7,278,4,0,5,0,3,5,3,0,0,20,12,3,6,4,4,0,0,4,0,33,36,23,29,30,43,42,32,14,0,251
124031708,106,66,112,96,37,42,22,13,0,499,1729,891,1548,1119,592,450,329,110,25,6789,43,16,29,60,28,22,6,3,0,202,236,99,199,203,153,134,87,49,22,1163,0,0,0,0,5,0,0,0,0,3,27,13,15,20,15,11,8,3,0,110,0,0,0,0,0,0,0,0,0,0,1071,519,643,618,452,272,195,110,16,3909,4,0,0,3,3,0,0,0,0,18,53,18,25,30,15,13,3,3,0,154,14,0,0,10,5,4,5,0,0,33,17,14,14,5,5,0,0,0,0,57,4,0,4,0,0,0,0,0,0,10,21,8,16,13,11,0,0,0,0,71,24,7,5,18,17,12,7,0,0,88,66,33,26,37,33,13,4,3,0,219,33,13,12,34,19,14,20,6,0,140,0,0,0,0,0,0,0,0,0,8,9,4,0,3,8,0,0,0,0,28,33,3,32,22,15,11,14,5,0,138
124041466,176,201,180,136,153,124,131,83,70,1257,2413,1963,1861,1648,1721,1530,1353,895,461,13839,9,6,39,20,19,20,14,3,3,129,338,217,213,307,392,382,422,435,195,2903,0,0,0,0,0,0,0,0,0,0,73,39,39,34,30,50,40,34,16,345,11,11,9,6,10,6,3,6,0,54,553,359,433,382,423,385,381,249,113,3274,4,0,0,0,6,4,3,0,0,20,41,25,16,31,34,43,27,23,10,244,15,0,9,3,6,5,10,3,3,59,13,9,8,3,5,0,0,0,0,38,9,3,0,0,3,4,4,4,0,31,0,0,0,0,0,5,0,0,0,7,3,4,4,3,13,6,6,12,8,54,50,16,28,24,14,18,17,7,7,181,16,4,8,16,28,37,52,52,24,237,3,0,0,0,3,9,3,6,4,26,0,3,0,0,5,4,8,4,3,35,48,37,25,40,49,63,88,70,29,445
124041467,209,148,192,131,154,113,67,45,18,1068,3214,2261,2362,1885,2226,1698,956,547,185,15330,16,6,17,33,14,15,14,0,0,122,304,246,234,275,415,468,362,206,69,2578,0,0,0,0,0,0,0,0,0,0,40,24,34,34,26,17,21,13,4,219,41,20,23,15,13,9,3,6,0,125,860,525,550,449,499,525,319,157,46,3937,4,0,0,3,5,0,7,7,0,32,25,17,15,20,22,10,14,4,0,129,8,10,9,3,7,11,4,0,0,50,8,8,10,6,0,5,4,0,0,54,0,0,0,0,5,12,7,0,0,20,0,0,0,0,0,0,0,0,0,5,3,0,5,5,3,5,3,0,0,35,31,19,27,26,20,20,9,3,3,156,20,22,13,19,40,58,34,32,10,241,0,0,0,0,6,12,0,0,0,15,0,3,3,4,3,3,5,3,0,24,27,31,20,25,39,61,39,23,8,267
124041468,116,267,418,357,231,106,67,28,4,1594,1311,1153,1089,1096,1081,846,559,194,53,7376,5,4,6,8,4,10,9,0,0,43,111,127,75,97,182,159,159,73,17,987,0,0,0,0,0,0,0,0,0,4,4,3,0,5,14,12,4,3,6,41,0,0,0,0,0,0,0,0,0,4,488,393,231,287,353,368,225,106,18,2473,0,0,0,0,0,0,0,0,0,0,7,14,10,15,18,26,9,10,0,106,0,0,0,0,0,6,0,0,0,12,0,0,0,0,0,0,0,4,0,9,0,0,0,0,3,5,0,0,0,8,0,3,0,3,0,0,3,0,0,13,0,3,0,0,3,5,3,0,0,14,7,5,7,9,3,9,3,0,0,47,13,3,6,18,10,30,27,8,0,120,0,4,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,11,9,9,7,11,20,16,4,0,89
124051469,79,81,46,50,61,49,19,3,3,389,1244,1203,803,805,1110,837,319,87,31,6440,0,5,4,3,6,13,0,4,0,44,77,89,64,90,157,187,89,28,8,785,0,0,3,0,0,0,5,0,0,11,21,11,13,3,9,10,11,0,0,79,0,0,0,0,4,3,0,0,0,10,416,358,282,291,332,385,202,60,22,2350,8,0,3,6,4,0,0,0,0,26,33,36,19,20,28,27,6,5,0,174,5,0,0,3,0,7,0,5,0,23,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,6,12,10,16,15,4,23,4,0,0,84,8,3,9,4,3,12,7,0,0,49,22,9,9,9,7,4,3,0,0,67,7,0,6,11,18,27,4,3,0,76,0,0,0,0,0,6,0,3,0,6,0,0,4,0,0,0,5,0,0,11,9,9,15,8,11,18,15,3,0,82
124051470,277,187,216,186,171,210,95,30,12,1376,4144,2813,3040,2653,2567,2890,1322,357,102,19895,16,20,32,35,26,29,26,3,0,191,298,188,173,300,370,498,387,107,20,2350,0,0,4,0,5,0,3,0,0,10,31,12,29,21,18,47,29,6,0,198,0,5,0,0,4,0,0,0,0,7,1369,860,905,873,869,1047,693,221,58,6879,12,0,0,5,0,0,5,0,0,26,99,73,63,71,76,52,46,27,6,523,18,17,8,13,18,8,11,0,6,97,13,3,7,10,9,0,6,0,0,50,0,0,0,3,7,8,11,5,3,27,40,31,23,22,19,20,24,6,0,184,8,8,10,14,9,29,19,0,0,101,53,24,28,28,25,26,22,3,0,192,28,22,17,25,35,74,69,18,5,293,0,0,0,0,0,5,5,4,0,21,14,11,10,8,11,10,7,0,0,70,52,40,35,51,34,71,52,9,5,353
124051580,247,146,187,174,98,110,94,34,7,1092,2424,1697,1772,1544,1411,1290,967,388,97,11595,37,9,33,43,22,23,6,4,0,185,193,121,106,154,200,231,229,111,18,1355,0,6,5,0,0,0,0,0,0,8,39,9,19,23,15,16,7,3,0,133,0,0,0,0,0,0,0,0,0,0,689,389,458,469,432,406,379,210,34,3473,4,4,3,3,3,3,0,0,0,20,59,38,35,32,39,47,38,29,10,325,10,13,0,5,8,0,4,5,0,52,32,17,17,14,15,9,4,7,4,113,0,0,0,0,4,6,0,5,4,17,10,13,10,6,11,9,6,0,0,65,21,9,20,13,18,20,10,5,0,117,43,19,26,20,21,12,6,0,0,144,41,26,27,26,24,37,38,14,14,245,4,0,0,0,7,6,0,4,0,21,23,9,9,8,9,4,5,0,0,71,29,25,20,12,19,19,17,7,4,157
124051581,318,235,302,211,200,197,111,66,27,1670,3314,2242,2600,2104,1928,1715,1163,700,305,16074,31,16,29,59,39,37,28,3,0,249,232,124,152,186,269,300,261,162,34,1724,0,0,0,0,0,0,4,0,0,8,31,15,45,27,32,23,19,5,0,209,0,0,0,0,0,0,0,0,0,0,765,495,569,541,584,544,423,262,106,4294,0,4,4,0,0,4,3,0,0,18,63,21,44,39,51,39,41,29,16,344,13,14,12,9,15,16,13,5,0,102,51,22,15,17,16,12,3,4,0,146,0,0,0,0,3,8,8,3,6,28,7,10,7,12,6,6,12,0,3,60,31,10,25,23,13,19,14,7,5,141,87,43,48,53,33,22,8,4,5,291,33,26,25,33,28,53,53,34,7,289,3,4,0,6,7,7,0,0,0,22,21,13,20,9,12,11,0,0,3,84,52,30,26,36,31,30,26,9,5,241
125011475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125011582,317,236,355,163,167,120,68,53,22,1501,3350,2836,4144,2085,1822,1438,799,468,224,17175,41,155,191,114,143,153,115,53,15,992,17,7,17,11,20,34,40,28,14,192,0,0,0,0,0,0,0,0,0,0,24,4,27,25,7,13,10,9,0,119,0,0,0,0,0,0,0,0,0,8,206,166,254,173,168,210,191,132,75,1577,0,0,0,0,0,0,0,0,0,6,8,13,10,15,29,18,32,33,14,177,0,0,0,0,0,0,0,3,0,12,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,5,3,0,5,0,4,0,3,0,0,0,13,0,6,4,3,0,8,0,0,0,24,13,13,14,5,6,3,4,0,0,58,7,13,22,16,13,12,8,5,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,16,26,16,25,20,22,19,4,3,0,135
125011583,174,178,320,141,107,84,46,25,8,1074,1960,1805,3443,1544,1090,775,418,227,67,11325,22,103,167,67,69,85,48,23,5,598,5,11,24,17,10,18,12,6,3,106,0,0,0,0,0,0,0,0,0,0,3,7,11,0,12,6,0,4,0,53,0,0,0,0,0,0,0,0,0,0,73,70,92,72,90,107,61,61,12,628,0,0,0,0,0,0,0,0,0,0,0,4,0,9,4,9,8,9,0,45,0,0,5,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,6,0,0,0,3,0,0,0,0,0,10,11,4,12,6,3,3,0,0,0,42,6,4,3,7,9,0,3,0,0,32,5,14,8,6,9,5,4,3,5,54,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,5,5,9,15,3,11,12,5,6,4,57
125011584,144,105,119,75,88,60,47,17,17,670,1851,1322,1490,1015,1025,824,501,283,179,8487,33,36,72,57,77,109,69,25,20,499,19,9,29,15,15,45,40,20,26,219,0,0,0,0,0,0,0,0,0,0,10,6,0,8,6,11,4,0,0,54,0,0,0,0,0,0,0,0,0,0,153,105,121,103,111,139,142,64,69,996,0,0,0,0,0,0,0,0,0,0,8,6,14,4,12,17,8,16,5,96,0,0,0,0,0,0,0,0,0,5,3,0,7,0,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,3,0,0,13,0,0,0,5,3,0,0,0,0,13,11,0,3,11,0,0,0,0,0,30,15,9,9,15,14,26,12,6,4,101,0,0,0,0,5,3,0,0,0,5,0,0,6,0,0,0,0,0,0,7,25,11,15,17,14,9,15,7,0,112
125011585,128,104,116,86,58,58,38,13,9,619,1593,1252,1749,1142,1104,1010,572,351,126,8898,66,105,136,104,200,235,140,44,32,1062,34,22,35,24,33,45,42,20,24,278,0,0,0,0,0,0,0,0,0,0,27,9,24,17,14,19,9,0,5,122,0,0,0,0,0,0,0,0,0,0,213,190,226,178,188,187,208,114,48,1540,3,4,0,0,4,6,0,0,0,14,21,3,7,21,12,16,15,36,9,138,0,0,0,0,6,0,4,0,0,10,5,0,0,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,4,0,12,7,5,7,7,4,6,3,0,0,45,13,17,3,15,15,7,4,0,0,75,11,20,21,29,21,27,20,14,3,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,36,14,28,27,12,21,3,4,178
125011586,263,312,455,226,224,239,108,49,13,1885,2945,3011,4602,2699,2471,2295,1119,580,263,19988,106,210,428,325,275,334,249,96,34,2047,65,52,51,51,69,83,71,34,23,502,0,0,0,0,0,0,0,0,0,0,50,23,56,65,49,52,32,14,4,344,0,0,0,0,3,0,0,0,0,3,578,389,551,488,488,514,359,198,73,3638,0,0,0,0,0,3,0,0,0,7,28,20,23,32,28,27,42,61,18,267,17,9,8,14,14,9,5,0,0,69,0,4,4,3,0,0,0,0,0,16,0,0,0,0,0,3,0,0,0,7,0,4,3,5,5,7,0,0,0,28,21,17,38,36,21,13,12,3,0,155,29,5,15,40,19,10,8,10,0,130,152,103,227,145,144,160,61,22,0,1012,0,5,0,0,3,0,0,0,6,17,0,0,8,0,11,4,0,5,0,26,65,30,64,62,44,39,33,13,3,359
125011587,70,56,59,55,50,66,26,20,6,415,991,709,819,611,669,641,361,191,74,5067,33,47,53,63,77,124,73,19,16,510,16,6,19,16,26,30,46,21,8,182,0,0,0,0,0,0,0,0,0,0,25,11,17,13,15,14,6,4,6,112,0,0,0,0,0,0,0,0,0,0,186,119,122,124,130,122,115,59,22,996,0,0,0,0,0,0,0,0,0,0,11,9,11,13,15,13,20,11,5,104,5,3,4,3,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,5,0,0,0,5,0,0,4,0,8,6,0,0,0,20,9,12,0,4,8,10,4,0,0,47,10,7,9,12,16,19,11,3,0,80,0,0,0,0,0,0,0,0,0,0,4,0,5,9,0,0,0,0,0,14,4,16,10,13,13,15,14,3,0,93
125011709,185,347,808,657,315,131,65,15,0,2525,1911,1050,2094,2186,1302,810,455,127,31,9968,27,23,36,60,75,46,43,21,0,327,81,27,40,73,65,41,51,18,0,404,0,0,0,0,0,0,0,0,0,0,32,16,8,23,38,14,9,6,0,147,0,0,0,0,0,0,0,0,0,0,404,164,183,311,289,207,147,56,12,1773,0,0,0,0,0,0,0,0,0,4,38,15,19,22,32,18,3,9,4,162,0,0,0,0,0,4,0,0,0,12,5,0,0,0,3,5,0,0,0,14,0,0,0,0,0,3,3,0,0,10,5,9,8,11,4,0,4,4,0,46,11,0,6,8,7,10,5,0,0,45,21,7,9,33,8,9,12,0,0,98,100,34,51,93,85,49,27,19,4,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,41,13,20,35,29,14,18,8,0,176
125011710,155,180,586,217,154,97,29,7,8,1420,1046,888,3542,1574,805,608,228,52,27,8766,66,66,418,256,109,64,46,11,3,1030,33,30,142,113,80,62,75,26,6,564,4,0,13,0,0,0,0,0,0,14,24,12,63,55,24,29,17,0,0,226,0,0,0,0,0,0,0,0,0,0,382,239,910,683,297,220,138,40,0,2909,0,0,4,4,0,0,0,0,0,7,44,18,85,75,34,11,8,0,0,273,0,3,13,4,6,5,0,0,0,30,4,4,4,4,4,0,0,0,0,25,0,0,3,3,0,0,0,0,0,9,21,5,38,18,0,10,9,0,0,102,8,11,30,23,7,11,3,0,0,88,10,11,24,27,24,12,15,0,0,129,105,35,190,148,61,54,41,3,0,637,0,0,0,0,0,0,0,4,3,7,4,3,10,8,7,0,0,0,0,33,39,20,77,75,22,24,11,10,9,282
